,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_protein_distsv,lf_cell_line_distsv,lf_cell_distsv,lf_dna_distsv,lf_rna_distsv,label,orig_index,olabel
38001,transcription factor,18,20,141,161,These data suggested that mitochondrial HIF-1α protects against oxidative stress induced-apoptosis independently of its well-known role as a transcription factor.,30686776_8,0,-1,-1,-1,-1,0,38001,0
38007,Cxcl12,9,10,61,67,We examined whether PARP-1 affects the epigenetic control of Cxcl12 expression by changing its DNA methylation pattern.,30697918_1,0,-1,-1,-1,-1,0,38007,0
38009,Cxcl12,5,6,36,42,We observed increased expression of Cxcl12 in PARP-1 knock-out mouse embryonic fibroblasts (PARP1-/-) in comparison to wild-type mouse embryonic fibroblasts (NIH3T3).,30697918_2,0,-1,-1,-1,-1,0,38009,0
38018,Cxcl12,4,5,25,31,The methylation state of Cxcl12 in each cell line was investigated by methylation-specific PCR (MSP) and high resolution melting analysis (HRM).,30697918_4,0,-1,-1,-1,-1,0,38018,0
38034,Cxcl12,15,16,104,110,Our results showed that PARP-1 was a potential upstream player in (de)methylation events that modulated Cxcl12 expression.,30697918_7,0,-1,-1,-1,-1,0,38034,0
38041,c-Jun,9,10,43,48,Dz13 is a DNAzyme that cleaves the mRNA of c-Jun and suppresses the growth of squamous cell carcinomas.,30698411_1,0,-1,-1,-1,-1,0,38041,0
38055,c-Jun,20,21,146,151,"Dz13 delivered by the TDNs showed high cellular uptake efficiency and still maintained intracellular gene-silencing activity to cleave the target c-Jun mRNA, which reduced cell proliferation.",30698411_5,0,-1,-1,-1,-1,0,38055,0
38089,TCR,23,24,147,150,"Using the HBV-transcript profiles, we selected, from a library of TCRs previously characterized from patients with self-limited HBV infection, the TCR specific for the HBV epitope encoded by the detected HBV mRNA.",30711630_6,0,-1,-1,-1,-1,0,38089,0
38095,TCR,20,21,119,122,"Autologous T cells were engineered to express the selected TCRs, through electroporation of mRNA into cells, and these TCR T cells were adoptively transferred to the patients in increasing numbers (1 × 104-10 × 106 TCR+ T cells/kg) weekly for 112 days or 1 year.",30711630_7,0,-1,-1,-1,-1,0,38095,0
38097,TCR+,42,43,215,219,"Autologous T cells were engineered to express the selected TCRs, through electroporation of mRNA into cells, and these TCR T cells were adoptively transferred to the patients in increasing numbers (1 × 104-10 × 106 TCR+ T cells/kg) weekly for 112 days or 1 year.",30711630_7,0,-1,-1,-1,-1,0,38097,0
38103,alpha fetoprotein,9,11,57,74,Antitumor efficacy was assessed based on serum levels of alpha fetoprotein and computed tomography of metastases.,30711630_9,0,-1,-1,-1,-1,0,38103,0
38143,ETS transcription factor,1,4,4,28,"The ETS transcription factor Fli-1 controls the expression of genes involved in hematopoiesis including cell proliferation, survival, and differentiation.",30741932_0,0,-1,-1,-1,-1,0,38143,0
38147,Fli-1,2,3,17,22,"Dysregulation of Fli-1 induces hematopoietic and solid tumors, rendering it an important target for therapeutic intervention.",30741932_1,0,-1,-1,-1,-1,0,38147,0
38153,Fli-1,35,36,241,246,"Through high content screens of a library of chemicals isolated from medicinal plants in China for inhibitors of a Fli-1 transcriptional reporter cells, we hereby report the identification of diterpenoid-like compounds that strongly inhibit Fli-1 transcriptional activity.",30741932_2,0,-1,-1,-1,-1,0,38153,0
38162,Fli-1,15,16,96,101,"Moreover, these inhibitors blocked leukemogenesis in a mouse model of erythroleukemia, in which Fli-1 is the driver of tumor initiation.",30741932_5,0,-1,-1,-1,-1,0,38162,0
38167,DNA-binding,24,25,168,179,Computational docking analysis revealed that the diterpenoid-like compounds bind with high affinity to nucleotide residues in a pocket near the major groove within the DNA-binding sites of Fli-1.,30741932_6,0,-1,-1,-1,-1,0,38167,0
38168,Fli-1,27,28,189,194,Computational docking analysis revealed that the diterpenoid-like compounds bind with high affinity to nucleotide residues in a pocket near the major groove within the DNA-binding sites of Fli-1.,30741932_6,0,-1,-1,-1,-1,0,38168,0
38169,Fli-1,3,4,25,30,"Functional inhibition of Fli-1 by these compounds triggered its further downregulation through miR-145, whose promoter is normally repressed by Fli-1.",30741932_7,0,-1,-1,-1,-1,0,38169,0
38172,Fli-1,20,21,144,149,"Functional inhibition of Fli-1 by these compounds triggered its further downregulation through miR-145, whose promoter is normally repressed by Fli-1.",30741932_7,0,-1,-1,-1,-1,0,38172,0
38173,Fli-1,6,7,40,45,"These results uncover the importance of Fli-1 in leukemogenesis, a Fli-1-miR145 autoregulatory loop and new anti-Fli-1 diterpenoid agents for the treatment of diverse hematological malignancies overexpressing this transcription factor.",30741932_8,0,-1,-1,-1,-1,0,38173,0
38179,transcription factor,28,30,214,234,"These results uncover the importance of Fli-1 in leukemogenesis, a Fli-1-miR145 autoregulatory loop and new anti-Fli-1 diterpenoid agents for the treatment of diverse hematological malignancies overexpressing this transcription factor.",30741932_8,0,-1,-1,-1,-1,0,38179,0
38189,nucleosomal,17,18,94,105,Triplex stabilization depends on the histone H3 tail and the location of the TTS close to the nucleosomal DNA entry-exit site.,30770238_3,0,-1,-1,-1,-1,0,38189,0
38219,cytosolic,8,9,54,63,"Beside nuclear inclusions, FMRpolyG also formed small cytosolic aggregates that interact with mitochondria both in cell and mouse model of FXTAS.",30771487_5,0,-1,-1,-1,-1,0,38219,0
38252,DDR,6,7,30,33,A proper DNA damage response (DDR) is essential to maintain genome integrity and prevent tumorigenesis.,30783677_0,0,-1,-1,-1,-1,0,38252,0
38271,DDR,29,30,199,202,"While reversible ubiquitination has an important role in the DSB response, modification of the newly identified ubiquitin-like protein ubiquitin-fold modifier 1 and the function of UFMylation in the DDR is largely unknown.",30783677_4,0,-1,-1,-1,-1,0,38271,0
38272,MRE11,5,6,20,25,"Here, we found that MRE11 is UFMylated on K282 and this UFMylation is required for the MRN complex formation under unperturbed conditions and DSB-induced optimal ATM activation, homologous recombination-mediated repair and genome integrity.",30783677_5,0,-1,-1,-1,-1,0,38272,0
38283,MRE11,3,4,16,21,"Taken together, MRE11 UFMylation promotes ATM activation, DSB repair and genome stability, and potentially serves as a therapeutic target.",30783677_7,0,-1,-1,-1,-1,0,38283,0
38345,RNA binding protein,7,10,43,62,"Among these, LC/MS analysis identified the RNA binding protein, HNRNPD.",30799487_3,0,-1,-1,-1,-1,0,38345,0
38346,HNRNPD,11,12,64,70,"Among these, LC/MS analysis identified the RNA binding protein, HNRNPD.",30799487_3,0,-1,-1,-1,-1,0,38346,0
38347,HNRNPD,3,4,14,20,"We found that HNRNPD binds chromatin, although this binding occurred independently of DNA damage.",30799487_4,0,-1,-1,-1,-1,0,38347,0
38350,HNRNPD,5,6,22,28,"However, upon damage, HNRNPD re-localized to γH2Ax foci and its silencing impaired CHK1 S345 phosphorylation and the DNA end resection process.",30799487_5,0,-1,-1,-1,-1,0,38350,0
38352,CHK1,14,15,83,87,"However, upon damage, HNRNPD re-localized to γH2Ax foci and its silencing impaired CHK1 S345 phosphorylation and the DNA end resection process.",30799487_5,0,-1,-1,-1,-1,0,38352,0
38355,HNRNPD,2,3,8,14,"Indeed, HNRNPD silencing reduced: the ssDNA fraction upon camptothecin treatment; AsiSI-induced DSB resection; and RPA32 S4/8 phosphorylation.",30799487_6,0,-1,-1,-1,-1,0,38355,0
38361,phosphorylation,20,21,126,141,"Indeed, HNRNPD silencing reduced: the ssDNA fraction upon camptothecin treatment; AsiSI-induced DSB resection; and RPA32 S4/8 phosphorylation.",30799487_6,0,-1,-1,-1,-1,0,38361,0
38363,HNRNPD,1,2,21,27,CRISPR/Cas9-mediated HNRNPD knockout impaired in vitro DNA resection and sensitized cells to camptothecin and olaparib treatment.,30799487_7,0,-1,-1,-1,-1,0,38363,0
38370,HNRNPD,3,4,14,20,We found that HNRNPD interacts with the heterogeneous nuclear ribonucleoprotein SAF-A previously associated with DNA damage repair.,30799487_8,0,-1,-1,-1,-1,0,38370,0
38374,HNRNPD,0,1,0,6,HNRNPD depletion resulted in an increased amount of RNA:DNA hybrids upon DNA damage.,30799487_9,0,-1,-1,-1,-1,0,38374,0
38381,HNRNPD,19,20,111,117,"Both the expression of RNase H1 and RNA pol II inhibition recovered the ability to phosphorylate RPA32 S4/8 in HNRNPD knockout cells upon DNA damage, suggesting that RNA:DNA hybrid resolution likely rescues the defective DNA damage response of HNRNPD-depleted cells.",30799487_10,0,-1,-1,-1,-1,0,38381,0
38405,phosphorylation,5,6,34,49,"These events lead to ATM-mediated phosphorylation of NBS1 and the subsequent recruitment of RNF8, RNF168, 53BP1, and BRCA1, which are major mediators of the DNA damage response.",30804473_4,0,-1,-1,-1,-1,0,38405,0
38466,protein complex,6,8,34,49,"The exocyst is a highly conserved protein complex found in most eukaryotic cells and is associated with many functions, including protein translocation in the endoplasmic reticulum, vesicular basolateral targeting, and ciliogenesis in the kidney.",30824539_0,0,-1,-1,-1,-1,0,38466,0
38503,hepatocyte growth factor,1,4,7,31,"Adding hepatocyte growth factor to induce tubulogenesis, we observed that EXOC5-OE cell cysts form tubules more efficiently than control MDCK cell cysts, EXOC5CTS-m MDCK cell cysts form significantly fewer tubules than control cell cysts, and Exoc5-KD cysts did not undergo tubulogenesis.",30824539_5,0,-1,-1,-1,-1,0,38503,0
38515,zebrafish,15,16,98,107,"Finally, we show that EXOC5 mRNA almost completely rescues the ciliary phenotypes in exoc5-mutant zebrafish, unlike the EXOC5CTS-m mRNA, which could not efficiently rescue the phenotypes.",30824539_6,0,-1,-1,-1,-1,0,38515,0
38529,binding proteins,6,8,28,44,"Here, we identify the TERRA binding proteins NONO and SFPQ as novel regulators of RNA:DNA hybrid related telomere instability.",30824709_2,0,-1,-1,-1,-1,0,38529,0
38543,RNA binding proteins,5,8,23,43, Our data identify the RNA binding proteins SFPQ and NONO as novel regulators at telomeres that collaborate to ensure telomere integrity by suppressing telomere fragility and homologous recombination triggered by RNA:DNA hybrids.,30824709_6,0,-1,-1,-1,-1,0,38543,0
38592,binding protein,15,17,79,94,The mitochondrial transcription factor A (TFAM) is a mitochondrial DNA (mtDNA) binding protein essential for the initiation of transcription and genome maintenance.,30845180_0,0,-1,-1,-1,-1,0,38592,0
38607,pyruvate,18,19,111,119,"We further attempted to maintain these cells in culture post edition in a medium supplemented with uridine and pyruvate to mimic Rho zero cells that are capable of surviving without mtDNA, because it is known that the TFAM gene is lethal in knockout mice and chicken.",30845180_4,0,-1,-1,-1,-1,0,38607,0
38620,Cas9,4,5,34,38,Fibroblasts were transfected with Cas9 and control plasmids.,30845180_7,0,-1,-1,-1,-1,0,38620,0
38637,pyruvate,14,15,87,95,These TFAM gene mutant cells were viable in culture when supplemented with uridine and pyruvate.,30845180_13,0,-1,-1,-1,-1,0,38637,0
38650,subtypes,11,12,61,69,"In the present study, we identified the cDNAs encoding eight subtypes of 5-HT receptors from the ganglia tissues of the Pacific abalone Haliotis discus hannai (Mollusca; Gastropoda; Haliotidae), and examined the gonadal expression of the transcripts of 5-HT receptors.",30849410_3,0,-1,-1,-1,-1,0,38650,0
38665,subtypes,24,25,94,102,"Among the H. discus hannai (Hdh) 5-HT1-7 transcripts, Hdh5-HT1B, 4A, 4B, and 6 were the major subtypes detected in the mature ovary.",30849410_5,0,-1,-1,-1,-1,0,38665,0
38689,Cas9,3,4,12,16,Here we use Cas9 nuclease-induced double-strand break DNA (DSB) at the UROS locus to model and correct congenital erythropoietic porphyria.,30850590_1,0,-1,-1,-1,-1,0,38689,0
38698,Cas9,11,12,81,85,"Moreover, we describe unexpected chromosomal truncations resulting from only one Cas9 nuclease-induced DSB in cell lines and primary cells by a p53-dependent mechanism.",30850590_3,0,-1,-1,-1,-1,0,38698,0
38726,cdk6,20,21,112,116,"However, no studies have been done so far to examine the mechanistic involvement of miR-34a in the silencing of cdk6 in fish.",30858134_2,0,-1,-1,-1,-1,0,38726,0
38728,cdk6,13,14,67,71,"In the present study, we found that the cDNA sequence of whitefish cdk6 has a 3'UTR region that contains a binding site for miR-34a.",30858134_3,0,-1,-1,-1,-1,0,38728,0
38733,cdk6,10,11,66,70,"Using a luciferase reporter assay, we demonstrated that whitefish cdk6 is a direct target of miR-34a in vitro.",30858134_4,0,-1,-1,-1,-1,0,38733,0
38738,cdk6,14,15,75,79,"In order to confirm this relationship in vivo, we measured the miR-34a and cdk6 mRNA expression patterns in the liver of whitefish after short-term (8, 24, and 48 h) and long-term (14 and 28 days) exposure to microcystin-LR (MC-LR), a known hepatotoxin and tumor promoter.",30858134_5,0,-1,-1,-1,-1,0,38738,0
38747,cdk6,15,16,81,85,"In contrast to the in vitro findings, we noticed an up-regulation of miR-34a and cdk6 expression after long-term MC-LR treatment.",30858134_6,0,-1,-1,-1,-1,0,38747,0
38750,cdk6,9,10,52,56,"While these results indicate that both, miR-34a and cdk6 are responsive to MC-LR treatment, they do not support the presence of a miR-34a:cdk6 mRNA regulatory pair in the MC-LR-challanged whitefish liver in vivo.",30858134_7,0,-1,-1,-1,-1,0,38750,0
38753,cdk6,26,27,138,142,"While these results indicate that both, miR-34a and cdk6 are responsive to MC-LR treatment, they do not support the presence of a miR-34a:cdk6 mRNA regulatory pair in the MC-LR-challanged whitefish liver in vivo.",30858134_7,0,-1,-1,-1,-1,0,38753,0
38759,cdk6,18,19,106,110,"On the other hand, our findings suggests that cell regulatory elements, partnering with either miR-34a or cdk6, are worthy of further screening to better understand the molecular mechanisms that underlie the physiological response of fish challenged with hepatotoxic environmental pollutants like microcystins.",30858134_8,0,-1,-1,-1,-1,0,38759,0
38798,janus kinase 1,20,23,157,171,"Reverse transcription quantitative polymerase chain reaction assays were used to measure the expression levels of circRNA‑0044073, microRNA (miRNA/miR)‑107, janus kinase 1 (JAK1), signal transducer and activator of transcription 3 (STAT3), B‑cell lymphoma 2 (Bcl‑2) and v‑myc avian myelocytomatosis viral oncogene homolog (c‑myc) in in blood cells from patients with atherosclerosis.",30864721_2,0,-1,-1,-1,-1,0,38798,0
38801,STAT3,35,36,232,237,"Reverse transcription quantitative polymerase chain reaction assays were used to measure the expression levels of circRNA‑0044073, microRNA (miRNA/miR)‑107, janus kinase 1 (JAK1), signal transducer and activator of transcription 3 (STAT3), B‑cell lymphoma 2 (Bcl‑2) and v‑myc avian myelocytomatosis viral oncogene homolog (c‑myc) in in blood cells from patients with atherosclerosis.",30864721_2,0,-1,-1,-1,-1,0,38801,0
38803,Bcl‑2,42,43,259,264,"Reverse transcription quantitative polymerase chain reaction assays were used to measure the expression levels of circRNA‑0044073, microRNA (miRNA/miR)‑107, janus kinase 1 (JAK1), signal transducer and activator of transcription 3 (STAT3), B‑cell lymphoma 2 (Bcl‑2) and v‑myc avian myelocytomatosis viral oncogene homolog (c‑myc) in in blood cells from patients with atherosclerosis.",30864721_2,0,-1,-1,-1,-1,0,38803,0
38833,Lipopolysaccharide,0,1,0,18,"Lipopolysaccharide (LPS) affected the proliferation of HUVSMCs and HUVECs, and also resulted in changes in circRNA‑0044073 expression levels.",30864721_9,0,-1,-1,-1,-1,0,38833,0
38862,transcription factors,8,10,52,73,"Its formation causes displacement from HS2 of major transcription factors and RNA Polymerase II, and consequently in loss of factors and polymerase that bind to the human ε- and γ-globin promoters, which are activated by HS2 in K562 cells.",30867287_3,0,-1,-1,-1,-1,0,38862,0
38863,RNA Polymerase II,11,14,78,95,"Its formation causes displacement from HS2 of major transcription factors and RNA Polymerase II, and consequently in loss of factors and polymerase that bind to the human ε- and γ-globin promoters, which are activated by HS2 in K562 cells.",30867287_3,0,-1,-1,-1,-1,0,38863,0
38872,β-globin,15,16,106,114,"Related results are obtained in human umbilical cord blood-derived erythroid progenitor-2 cells, in which β-globin expression is similarly affected by triplex formation.",30867287_6,0,-1,-1,-1,-1,0,38872,0
38904,survivin,22,23,127,135,"As a proof of concept, the highly integrated DNA motor system was demonstrated to work well for amplified imaging detection of survivin mRNA (mRNA), an important tumor biomarker, in both living cancer cells and living tumor-bearing mice.",30883097_6,0,-1,-1,-1,-1,0,38904,0
38926,Cas9,16,17,104,108,We have also investigated the difference in knock-in efficiency among the delivery forms and methods of Cas9 and sgRNA.,30886178_2,0,-1,-1,-1,-1,0,38926,0
38931,Cas9,5,6,31,35,We have also demonstrated that Cas9 protein/sgRNA ribonucleoprotein complexes (Cas9-RNPs) can dramatically reduce the re-cutting of the edited sites.,30886178_4,0,-1,-1,-1,-1,0,38931,0
39023,ADP-ribosylation,0,1,0,16,ADP-ribosylation factors (ARF) are GTPases that act to control the activation of numerous signaling events and cellular responses.,30919353_0,0,-1,-1,-1,-1,0,39023,0
39025,GTPases,6,7,35,42,ADP-ribosylation factors (ARF) are GTPases that act to control the activation of numerous signaling events and cellular responses.,30919353_0,0,-1,-1,-1,-1,0,39025,0
39028,ARF6,1,2,4,8,"The ARF6 isoform, present at the plasma membrane, can be activated by the angiotensin II type 1 receptor (AT1R), a process dependent upon β-arrestin recruitment to the activated receptor.",30919353_1,0,-1,-1,-1,-1,0,39028,0
39031,angiotensin II type 1 receptor,15,20,74,104,"The ARF6 isoform, present at the plasma membrane, can be activated by the angiotensin II type 1 receptor (AT1R), a process dependent upon β-arrestin recruitment to the activated receptor.",30919353_1,0,-1,-1,-1,-1,0,39031,0
39033,β-arrestin,28,29,138,148,"The ARF6 isoform, present at the plasma membrane, can be activated by the angiotensin II type 1 receptor (AT1R), a process dependent upon β-arrestin recruitment to the activated receptor.",30919353_1,0,-1,-1,-1,-1,0,39033,0
39037,ARF6,12,13,86,90,"Here, we describe classical methods used to assess β-arrestin-dependent activation of ARF6 following agonist stimulation of cells.",30919353_2,0,-1,-1,-1,-1,0,39037,0
39038,ARF6,4,5,21,25,"In addition, because ARF6 and β-arrestin can form a complex, we describe the procedures used to detect the interaction of β-arrestin with this GTPase.",30919353_3,0,-1,-1,-1,-1,0,39038,0
39039,β-arrestin,6,7,30,40,"In addition, because ARF6 and β-arrestin can form a complex, we describe the procedures used to detect the interaction of β-arrestin with this GTPase.",30919353_3,0,-1,-1,-1,-1,0,39039,0
39040,β-arrestin,22,23,122,132,"In addition, because ARF6 and β-arrestin can form a complex, we describe the procedures used to detect the interaction of β-arrestin with this GTPase.",30919353_3,0,-1,-1,-1,-1,0,39040,0
39047,Polycomb,16,17,109,117,"Repression results from a high nucleosome occupancy and epigenetic silencing by cellular factors such as the Polycomb repressive complex 2 (PRC2) and DNA methyltransferases that, respectively, introduce repressive histone marks and DNA methylation.",30926617_1,0,-1,-1,-1,-1,0,39047,0
39063,nucleosomal,11,12,71,82,We addressed these fundamental questions and found that BZLF1 binds to nucleosomal DNA motifs both in vivo and in vitro.,30926617_4,0,-1,-1,-1,-1,0,39063,0
39125,nuclear factor,4,6,22,36,"It also activated the nuclear factor (erythroid-derived 2)-like 2 (Nrf2), and increased intracellular glutathione (GSH) levels at 24 h. Pre-treatment with a low dose SFN (≤5 μM) protected against hydrogen peroxide (H2O2)-induced cell damage.",30940595_3,0,-1,-1,-1,-1,0,39125,0
39151,non-specific,1,2,4,16,"The non-specific nature of SFN in the regulation of cell death and survival could present undesirable risks, i.e. be more toxic to normal cells, and cause chemo-resistance in tumor cells.",30940595_7,0,-1,-1,-1,-1,0,39151,0
39170,PKR,30,31,184,187,"By employing doxorubicin as a representative DNA-reactive compound, we have discovered a cytotoxic mechanism that involves a cellular noncoding RNA (ncRNA) nc886 and protein kinase R (PKR) that is a proapoptotic protein.",30948645_4,0,-1,-1,-1,-1,0,39170,0
39171,proapoptotic protein,35,37,199,219,"By employing doxorubicin as a representative DNA-reactive compound, we have discovered a cytotoxic mechanism that involves a cellular noncoding RNA (ncRNA) nc886 and protein kinase R (PKR) that is a proapoptotic protein.",30948645_4,0,-1,-1,-1,-1,0,39171,0
39175,PKR,14,15,63,66,"nc886 is transcribed by RNA polymerase III (Pol III), binds to PKR, and prevents it from aberrant activation in most normal cells.",30948645_5,0,-1,-1,-1,-1,0,39175,0
39180,PKR,8,9,60,63,"Consequently, the instantaneous depletion of nc886 provokes PKR and leads to apoptosis.",30948645_7,0,-1,-1,-1,-1,0,39180,0
39187,PKR,8,9,47,50,"By identifying nc886 as a molecular signal for PKR to sense doxorubicin, we have provided an explanation for the conundrum why DNA-damaging drugs can be cytotoxic to quiescent cells that have the competent nc886/PKR pathway.",30948645_9,0,-1,-1,-1,-1,0,39187,0
39199,neurotrophic factors,10,12,51,71,"In this study, we investigated the role of soluble neurotrophic factors released by glial cells on neuronal integrity during N. caninum infection in vitro.",30995165_2,0,-1,-1,-1,-1,0,39199,0
39206,Neuron-glia,0,1,0,11,Neuron-glia co-cultures were cultured for 24 hr with conditioned medium from glial cells infected with N. caninum (CMNc) and from uninfected cultures (control).,30995165_4,0,-1,-1,-1,-1,0,39206,0
39220,neurotrophic factors,5,7,41,61,Expression of inflammatory cytokines and neurotrophic factors was determined through RT-qPCR.,30995165_6,0,-1,-1,-1,-1,0,39220,0
39229,IL-10,17,18,127,132,"N. caninum-infected glial cultures responded with astrogliosis characterized by an increase in GFAP expression and increase in IL-10 (2-fold), BDNF (1.6-fold), and NGF (1.7-fold) gene expression.",30995165_8,0,-1,-1,-1,-1,0,39229,0
39230,BDNF,22,23,143,147,"N. caninum-infected glial cultures responded with astrogliosis characterized by an increase in GFAP expression and increase in IL-10 (2-fold), BDNF (1.6-fold), and NGF (1.7-fold) gene expression.",30995165_8,0,-1,-1,-1,-1,0,39230,0
39232,neuron/glia,2,3,7,18,"In the neuron/glia co-cultures, it was observed that treatment with CMNc induced neuritis outgrowth without toxicity.",30995165_9,0,-1,-1,-1,-1,0,39232,0
39237,neurotrophic factors,9,11,59,79,"Together, these results show that modulatory mechanisms by neurotrophic factors derived from glial cells, primarily astrocytes during the N. caninum infection, can favor neuroprotection.",30995165_10,0,-1,-1,-1,-1,0,39237,0
39242,proteoglycan,3,4,25,37,The extracellular matrix proteoglycan decorin is well-known for its oncosuppressive activity.,31009269_0,0,-1,-1,-1,-1,0,39242,0
39243,decorin,4,5,38,45,The extracellular matrix proteoglycan decorin is well-known for its oncosuppressive activity.,31009269_0,0,-1,-1,-1,-1,0,39243,0
39245,decorin,2,3,6,13,"Here, decorin expression was examined in human vulva carcinoma tissue samples and in primary and commercial cell lines representing this malignant disease.",31009269_1,0,-1,-1,-1,-1,0,39245,0
39251,decorin,6,7,47,54,"Furthermore, the effect of adenovirus-mediated decorin cDNA (Ad-DCN) transduction on the viability, proliferation, and the expression and activity of the epidermal growth factor receptor (ErbB/HER) family members of the cell lines were investigated.",31009269_2,0,-1,-1,-1,-1,0,39251,0
39252,epidermal growth factor receptor,25,29,154,186,"Furthermore, the effect of adenovirus-mediated decorin cDNA (Ad-DCN) transduction on the viability, proliferation, and the expression and activity of the epidermal growth factor receptor (ErbB/HER) family members of the cell lines were investigated.",31009269_2,0,-1,-1,-1,-1,0,39252,0
39256,decorin,7,8,57,64,"Using in situ hybridization and immunohistochemistry for decorin, it was demonstrated that malignant cells in human vulva carcinoma tissues lack decorin expression.",31009269_3,0,-1,-1,-1,-1,0,39256,0
39259,decorin,21,22,145,152,"Using in situ hybridization and immunohistochemistry for decorin, it was demonstrated that malignant cells in human vulva carcinoma tissues lack decorin expression.",31009269_3,0,-1,-1,-1,-1,0,39259,0
39265,decorin,18,19,108,115,RT-qPCR analyses showed that the human vulva carcinoma cell lines used in this study were also negative for decorin expression.,31009269_5,0,-1,-1,-1,-1,0,39265,0
39275,decorin,15,16,86,93,"In conclusion, the results of this study showed that human vulva carcinoma cells lack decorin expression, and that Ad-DCN transduction of these cells induces oncosuppressive activity in part via downregulation of ErbB2/HER2.",31009269_8,0,-1,-1,-1,-1,0,39275,0
39296,DNA-binding,4,5,22,33,"We identified a major DNA-binding site of PALB2, mutations in which reduce RAD51 foci formation and the overall HDR efficiency in cells by 50%.",31017574_4,0,-1,-1,-1,-1,0,39296,0
39298,RAD51,13,14,75,80,"We identified a major DNA-binding site of PALB2, mutations in which reduce RAD51 foci formation and the overall HDR efficiency in cells by 50%.",31017574_4,0,-1,-1,-1,-1,0,39298,0
39303,RAD51,11,12,71,76,PALB2 N-terminal DNA-binding domain (N-DBD) stimulates the function of RAD51 recombinase.,31017574_5,0,-1,-1,-1,-1,0,39303,0
39304,recombinase,12,13,77,88,PALB2 N-terminal DNA-binding domain (N-DBD) stimulates the function of RAD51 recombinase.,31017574_5,0,-1,-1,-1,-1,0,39304,0
39305,RAD51,9,10,64,69,"Surprisingly, it possesses the strand exchange activity without RAD51.",31017574_6,0,-1,-1,-1,-1,0,39305,0
39313,viral proteins,6,8,47,61,BACKGROUND: The different interactions between viral proteins and cellular host proteins are required for efficient replication of HIV-1.,31036027_0,0,-1,-1,-1,-1,0,39313,0
39318,Polypyrimidine tract binding protein,0,4,0,36,"Polypyrimidine tract binding protein and associated splicing factor (PSF) has diverse functions inside the cell such as transcriptional regulation, DNA repair, acts as nucleic acids binding protein and regulate replication and infectivity of different viruses.",31036027_2,0,-1,-1,-1,-1,0,39318,0
39323,binding protein,29,31,182,197,"Polypyrimidine tract binding protein and associated splicing factor (PSF) has diverse functions inside the cell such as transcriptional regulation, DNA repair, acts as nucleic acids binding protein and regulate replication and infectivity of different viruses.",31036027_2,0,-1,-1,-1,-1,0,39323,0
39345,splicing factor,41,43,233,248,"Molecular docking study supported the argument that PSF hinders the binding of viral DNA with IN.CONCLUSION: In an attempt to study the host interacting protein of IN, we have identified a new interacting host protein PSF which is a splicing factor and elucidated its role in integration and viral replication.",31036027_7,0,-1,-1,-1,-1,0,39345,0
39361,integrase,33,34,218,227,MD trajectory analyses provided a strong clue of destabilization of Integrase-viral DNA complex occurred due to PSF interaction with the conserved bases of viral DNA ends that are extremely crucial contact points with integrase and indispensable for integration.,31036027_11,0,-1,-1,-1,-1,0,39361,0
39364,gastrin-releasing peptide receptor,9,12,57,91,Aim: To develop a peptide/phospholipid hybrid system for gastrin-releasing peptide receptor (GRPR)-targeted delivery of pDNA or siRNA.,31050581_0,0,-1,-1,-1,-1,0,39364,0
39368,multifunctional,5,6,23,38,"Materials & methods: A multifunctional GRPR-targeted peptide R9-K(GALA)-BBN(6-14) was combined with a phospholipid oligonucleotide delivery system (1:1 1,2-dioleoyl-sn-glycero-3-phosphoethanolamine and 1,2-dioleoyl-3-trimethylammonium-propane) and evaluated for pDNA and siRNA delivery in terms of complex size, toxicity, receptor-targeted delivery and gene expression or knockdown efficiency.",31050581_1,0,-1,-1,-1,-1,0,39368,0
39418,RNase H,12,14,65,72,"Also, the DTB was successfully employed for the further assay of RNase H, which plays an important role in the human immunodeficiency virus type-1 (HIV-1) reverse transcriptase pathway, with a limit of detection (LOD) of 3.41 U mL-1.",31050888_8,0,-1,-1,-1,-1,0,39418,0
39429,PD-L1,5,6,27,32,"Programmed death ligand 1 (PD-L1, also called B7-H1) is an immune checkpoint protein that inhibits immune function through its binding of the programmed cell death protein 1 (PD-1) receptor.",31053471_0,0,-1,-1,-1,-1,0,39429,0
39430,B7-H1,9,10,46,51,"Programmed death ligand 1 (PD-L1, also called B7-H1) is an immune checkpoint protein that inhibits immune function through its binding of the programmed cell death protein 1 (PD-1) receptor.",31053471_0,0,-1,-1,-1,-1,0,39430,0
39431,immune checkpoint protein,13,16,59,84,"Programmed death ligand 1 (PD-L1, also called B7-H1) is an immune checkpoint protein that inhibits immune function through its binding of the programmed cell death protein 1 (PD-1) receptor.",31053471_0,0,-1,-1,-1,-1,0,39431,0
39433,programmed cell death protein 1,25,30,142,173,"Programmed death ligand 1 (PD-L1, also called B7-H1) is an immune checkpoint protein that inhibits immune function through its binding of the programmed cell death protein 1 (PD-1) receptor.",31053471_0,0,-1,-1,-1,-1,0,39433,0
39435,PD-1,5,6,51,55,"Clinically approved antibodies block extracellular PD-1 and PD-L1 binding, yet the role of intracellular PD-L1 in cancer remains poorly understood.",31053471_1,0,-1,-1,-1,-1,0,39435,0
