,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_protein_distsv,lf_cell_line_distsv,lf_cell_distsv,lf_dna_distsv,lf_rna_distsv,label,orig_index,olabel
33607,single-stranded DNA,7,9,49,68,R-loops comprise an RNA/DNA hybrid and displaced single-stranded DNA.,29742442_0,-1,-1,-1,3,-1,3,33607,3
33687,mitochondrial DNA,12,14,72,89,"Mitochondrial transcription factor A (TFAM) is a protein that maintains mitochondrial DNA (mtDNA) integrity, and alterations in its expression are associated with mitochondrial damage and cancer development.",29747444_1,-1,-1,-1,3,-1,3,33687,3
33695,mtDNA,26,27,146,151,"Thus, we hypothesized that melatonin decreases the expression of TFAM (RNA and protein) in the human glioblastoma cell line U87MG, which disrupts mtDNA expression and results in cell death due to increased ROS production and mitochondrial damage.",29747444_3,-1,-1,-1,3,-1,3,33695,3
33819,viral DNA,15,17,102,111,Our study identifies MxB as a potent pan-herpesvirus restriction factor which blocks the uncoating of viral DNA from the incoming viral capsid.,29773792_5,-1,-1,-1,3,-1,3,33819,3
33975,mtDNA,15,16,96,101,Mitochondrial transcription factor A (TFAM) plays key roles in transcription and maintenance of mtDNA.,29856906_0,-1,-1,-1,3,-1,3,33975,3
33980,mtDNA,14,15,98,103,"Previous evidence showed ionizing radiation stimulated the expression of TFAM, the replication of mtDNA, and the activity of mtDNA-encoded cytochrome C oxidase.",29856906_2,-1,-1,-1,3,-1,3,33980,3
34125,mtDNA,20,21,123,128,"Interestingly, Sam50 deficiency induces a piecemeal mode of mitophagy that eliminates mitochondria ""bit by bit"" but spares mtDNA.",29874585_6,-1,-1,-1,3,-1,3,34125,3
34133,mtDNA,21,22,162,167,Our findings reveal that Sam50 directly links mitochondrial dynamics and mitophagy and that Sam50 depletion induces elimination of mitochondria without affecting mtDNA content.,29874585_8,-1,-1,-1,3,-1,3,34133,3
34414,mitochondrial DNA,19,21,88,105,"In this work, we used a transmitochondrial cybrid model of MELAS (100% m.3243A>G mutant mitochondrial DNA) to investigate the participation of miRNAs in the mitochondria-nucleus cross-talk associated with OXPHOS dysfunction.",29928977_5,-1,-1,-1,3,-1,3,34414,3
34868,mtDNA,3,4,18,23,Mitochondria DNA (mtDNA) copy number and AMPK activity were also stimulated by ISOR.,30044453_7,-1,-1,-1,3,-1,3,34868,3
34877,mtDNA,23,24,161,166,"The results suggested that the mitochondrial biogenic effect of ISOR in adipocytes might have been associated with stimulation of mitochondrial gene expression, mtDNA replication, and AMPK activation.",30044453_8,-1,-1,-1,3,-1,3,34877,3
34920,mitochondrial DNA,8,10,47,64,Depletion of LONP1 resulted in partial loss of mitochondrial DNA (mtDNA) and a complete suppression of mitochondrial translation associated with impaired ribosome biogenesis.,30061372_2,-1,-1,-1,3,-1,3,34920,3
34921,mtDNA,11,12,66,71,Depletion of LONP1 resulted in partial loss of mitochondrial DNA (mtDNA) and a complete suppression of mitochondrial translation associated with impaired ribosome biogenesis.,30061372_2,-1,-1,-1,3,-1,3,34921,3
34959,ribosomal DNA,33,35,198,211,"Here, we reveal that tau localises to the nucleolus in undifferentiated and differentiated neuroblastoma cells (SHSY5Y), where it associates with TIP5, a key player in heterochromatin stability and ribosomal DNA (rDNA) transcriptional repression.",30064522_3,-1,-1,-1,3,-1,3,34959,3
34960,rDNA,36,37,213,217,"Here, we reveal that tau localises to the nucleolus in undifferentiated and differentiated neuroblastoma cells (SHSY5Y), where it associates with TIP5, a key player in heterochromatin stability and ribosomal DNA (rDNA) transcriptional repression.",30064522_3,-1,-1,-1,3,-1,3,34960,3
34966,rDNA,8,9,43,47,"Depletion of tau results in an increase in rDNA transcription with an associated decrease in heterochromatin and DNA methylation, suggesting that under normal conditions tau is involved in silencing of the rDNA.",30064522_5,-1,-1,-1,3,-1,3,34966,3
34970,rDNA,32,33,206,210,"Depletion of tau results in an increase in rDNA transcription with an associated decrease in heterochromatin and DNA methylation, suggesting that under normal conditions tau is involved in silencing of the rDNA.",30064522_5,-1,-1,-1,3,-1,3,34970,3
34983,rDNA,5,6,30,34,"In addition to involvement in rDNA transcription, nucleolar non-phosphorylated tau also undergoes stress-induced redistribution similar to many nucleolar proteins.",30064522_8,-1,-1,-1,3,-1,3,34983,3
34991,viral DNA,20,22,157,166,"The clustered regularly interspaced short palindromic repeat (CRISPR)-CRISPR-associated protein 9 (Cas9) gene-editing technology has been used to inactivate viral DNA as a new strategy to eliminate chronic viral infections, including HIV-1.",30068653_0,-1,-1,-1,3,-1,3,34991,3
35110,Single-stranded DNA,0,2,0,19,"Single-stranded DNA (ssDNA) generated at resulting stalled replication forks (RF) is bound and protected by heterotrimeric replication protein A (RPA), which then serves as a platform for recruitment and activation of replication stress response factors.",30072396_2,-1,-1,-1,3,-1,3,35110,3
35111,ssDNA,3,4,21,26,"Single-stranded DNA (ssDNA) generated at resulting stalled replication forks (RF) is bound and protected by heterotrimeric replication protein A (RPA), which then serves as a platform for recruitment and activation of replication stress response factors.",30072396_2,-1,-1,-1,3,-1,3,35111,3
35854,mitochondrial DNA,8,10,39,56,"However, in the so-called minor arc of mitochondrial DNA where transcript levels remain high, the strand-asynchronous replication mechanism is instated.",30239839_5,-1,-1,-1,3,-1,3,35854,3
35981,viral DNA,20,22,130,139,"We have recently developed the first microscopy-based strategy that enables simultaneous multiplex detection of viral RNA (vRNA), viral DNA (vDNA), and viral protein.",30274333_0,-1,-1,-1,3,-1,3,35981,3
36076,single-stranded DNA,7,9,34,53,"In vitro, HERC2 released RPA onto single-stranded DNA (ssDNA) rather than anchoring onto RPA-coated ssDNA.",30279242_5,-1,-1,-1,3,-1,3,36076,3
36077,ssDNA,10,11,55,60,"In vitro, HERC2 released RPA onto single-stranded DNA (ssDNA) rather than anchoring onto RPA-coated ssDNA.",30279242_5,-1,-1,-1,3,-1,3,36077,3
36079,ssDNA,17,18,100,105,"In vitro, HERC2 released RPA onto single-stranded DNA (ssDNA) rather than anchoring onto RPA-coated ssDNA.",30279242_5,-1,-1,-1,3,-1,3,36079,3
36148,DNA-,13,14,96,100,"However, RNA bound to non-particulate antigens unleash its Th1-stimulating adjuvant activity by DNA- but not protein-based vaccination.",30279478_6,-1,-1,-1,3,-1,3,36148,3
36592,genomic DNA,37,39,255,266,Circularization for in vitro reporting of cleavage effects by sequencing (CIRCLE-seq) is a sensitive and unbiased method for defining the genome-wide activity (on-target and off-target) of CRISPR-Cas9 nucleases by selective sequencing of nuclease-cleaved genomic DNA (gDNA).,30341435_0,-1,-1,-1,3,-1,3,36592,3
36843,rDNA,7,8,41,45,"We show by extensive sequencing that the rDNA locus produces substantial levels of diRNAs, whereas unique genic and intergenic loci do not.",30418607_4,-1,-1,-1,3,-1,3,36843,3
37135,Extrachromosomal circular DNA,0,3,0,29,Extrachromosomal circular DNA (eccDNA) and ring chromosomes are genetic alterations found in humans with genetic disorders.,30551175_0,-1,-1,-1,3,-1,3,37135,3
37500,genomic DNA,9,11,74,85,Combined analysis of DNA-associated RNA and RNA-associated DNA identified genomic DNA:RNA triplex structures.,30605520_4,-1,-1,-1,3,-1,3,37500,3
37558,single-stranded DNA,19,21,102,121,"The number and position of both siRNA and MUC-1 aptamers can be readily tuned by switching two short, single-stranded DNA.",30610755_5,-1,-1,-1,3,-1,3,37558,3
37632,genomic DNA,11,13,79,90,EndoV-seq utilizes Endonuclease V to nick the inosine-containing DNA strand of genomic DNA deaminated by ABE in vitro.,30622278_2,-1,-1,-1,3,-1,3,37632,3
37722,viral DNA,16,18,107,116,"Its reactivation, especially how the cellular regulating mechanisms play roles in KSHV gene expression and viral DNA replication, is not fully understood.",30651359_1,-1,-1,-1,3,-1,3,37722,3
37746,viral DNA,19,21,119,128,"As a consequence of inhibiting the KSHV promoters, SIRT6 not only represses viral protein production but also inhibits viral DNA replication, as investigated in a KSHV-containing cell line, SLK-iBAC-gfpK52.",30651359_5,-1,-1,-1,3,-1,3,37746,3
37756,viral DNA,39,41,241,250,Depletion of the SIRT6 protein using small interfering RNA could not directly reactivate KSHV from SLK-iBAC-gfpK52 cells but made the reactivation of KSHV by use of a small amount of the reactivator (doxycycline) more effective and enhanced viral DNA replication in the KSHV infection system.,30651359_6,-1,-1,-1,3,-1,3,37756,3
38225,mitochondrial DNA,21,23,168,185,"Importantly, expression of FMRpolyG reduces ATP levels, mitochondrial transmembrane potential, mitochondrial supercomplexes assemblies and activities and expression of mitochondrial DNA encoded transcripts in cell and animal model of FXTAS, as well as in FXTAS patient brain tissues.",30771487_6,-1,-1,-1,3,-1,3,38225,3
38422,DNA double strand,3,6,22,39,"Since deregulation of DNA double strand break repair is associated with genomic instability, we propose a novel function of ING3 as a caretaker tumor suppressor involved in the DNA damage signaling and repair.",30804473_7,-1,-1,-1,3,-1,3,38422,3
38590,mitochondrial DNA,10,12,53,70,The mitochondrial transcription factor A (TFAM) is a mitochondrial DNA (mtDNA) binding protein essential for the initiation of transcription and genome maintenance.,30845180_0,-1,-1,-1,3,-1,3,38590,3
38591,mtDNA,13,14,72,77,The mitochondrial transcription factor A (TFAM) is a mitochondrial DNA (mtDNA) binding protein essential for the initiation of transcription and genome maintenance.,30845180_0,-1,-1,-1,3,-1,3,38591,3
38594,mtDNA,16,17,91,96,Recently it was demonstrated that the primary role of TFAM is to maintain the integrity of mtDNA and that it is a key regulator of mtDNA copy number.,30845180_1,-1,-1,-1,3,-1,3,38594,3
38595,mtDNA,25,26,131,136,Recently it was demonstrated that the primary role of TFAM is to maintain the integrity of mtDNA and that it is a key regulator of mtDNA copy number.,30845180_1,-1,-1,-1,3,-1,3,38595,3
38598,mtDNA,12,13,56,61,It was also shown that TFAM plays a central role in the mtDNA stress-mediated inflammatory response.,30845180_2,-1,-1,-1,3,-1,3,38598,3
38604,mtDNA,29,30,177,182,"In our study, we proposed to evaluate the possibility of editing the TFAM gene by CRISPR/Cas9 technology in bovine fibroblasts, as TFAM regulates the replication specificity of mtDNA.",30845180_3,-1,-1,-1,3,-1,3,38604,3
38609,mtDNA,30,31,182,187,"We further attempted to maintain these cells in culture post edition in a medium supplemented with uridine and pyruvate to mimic Rho zero cells that are capable of surviving without mtDNA, because it is known that the TFAM gene is lethal in knockout mice and chicken.",30845180_4,-1,-1,-1,3,-1,3,38609,3
38613,mtDNA,10,11,59,64,"Moreover, we evaluated the effects of TFAM modification on mtDNA copy number.",30845180_5,-1,-1,-1,3,-1,3,38613,3
38628,mtDNA,17,18,110,115,"The site directed-mutation frequency was assessed by T7 endonuclease assay, and cell clones were analyzed for mtDNA copy number by Sanger DNA sequencing.",30845180_9,-1,-1,-1,3,-1,3,38628,3
38642,mtDNA,40,41,234,239,"We conclude that this CRISPR/Cas9 design was efficient, resulting in seven heterozygous mutant clones and opening up the possibility to use these mutant cell lines as a model system to elucidate the role of TFAM in the maintenance of mtDNA integrity.",30845180_14,-1,-1,-1,3,-1,3,38642,3
39059,viral DNA,11,13,64,73,It is unknown how BZLF1 can bind to the epigenetically silenced viral DNA and whether it directly reactivates the viral genome through chromatin remodeling.,30926617_3,-1,-1,-1,3,-1,3,39059,3
39078,viral DNA,21,23,156,165,"In Assay for Transposase-Accessible Chromatin-seq experiments, non-accessible chromatin opens up locally when BZLF1 binds to its cognate sequence motifs in viral DNA.",30926617_6,-1,-1,-1,3,-1,3,39078,3
39341,viral DNA,12,14,79,88,"Molecular docking study supported the argument that PSF hinders the binding of viral DNA with IN.CONCLUSION: In an attempt to study the host interacting protein of IN, we have identified a new interacting host protein PSF which is a splicing factor and elucidated its role in integration and viral replication.",31036027_7,-1,-1,-1,3,-1,3,39341,3
39350,viral DNA,25,27,153,162,Experimental as well as in silico analysis inferred that the host protein causes not only change in the integration events but also targets the incoming viral DNA or the integrase-viral DNA complex.,31036027_8,-1,-1,-1,3,-1,3,39350,3
39503,rDNA,29,30,176,180,"This unexpected EMT feature is independent of species and initiating signal, and is accompanied by release of the repressive nucleolar chromatin remodeling complex (NoRC) from rDNA, together with recruitment of the EMT-driving transcription factor Snai1 (Snail1), RNA Polymerase I (Pol I) and the Upstream Binding Factor (UBF).",31068593_2,-1,-1,-1,3,-1,3,39503,3
39652,viral DNA,5,7,38,47,"Every poxvirus mRNA transcribed after viral DNA replication has an evolutionarily conserved, non-templated 5'-poly(A) leader in the 5'-UTR.",31107441_0,-1,-1,-1,3,-1,3,39652,3
39907,satellite I,6,8,26,37,Noncoding (nc) RNA called satellite I is transcribed from the human centromere region.,31166646_0,-1,-1,-1,3,-1,3,39907,3
39917,satellite I,17,19,93,104,"Here, we found that DHX38, a pre-mRNA splicing-related DEAH box RNA helicase, interacts with satellite I ncRNA.",31166646_3,-1,-1,-1,3,-1,3,39917,3
39921,satellite I,12,14,88,99,Depletion of DHX38 resulted in defective chromosome segregation similar to knockdown of satellite I ncRNA.,31166646_4,-1,-1,-1,3,-1,3,39921,3
39929,satellite I,21,23,138,149,"Interaction between DHX38 and ncRNA was interphase-specific, but DHX38 depletion affected the function of Aurora B, which associated with satellite I ncRNA at mitotic phase.",31166646_5,-1,-1,-1,3,-1,3,39929,3
39934,satellite I,20,22,102,113,"Based on these findings, we suggest that DHX38 has a role in mitotic regulation as a component of the satellite I ncRNP complex at interphase.",31166646_6,-1,-1,-1,3,-1,3,39934,3
40157,rDNA,46,47,315,319,"Moreover, co-immunoprecipitation experiments revealed that ectopically expressed pNO40 interacts with UBF, a master transcription factor involved in pre-initiation complex (PIC) (containing SL-1 complex and RNA polymerase I complex) to activate and promote RNA polymerase I-mediated transcription, but disturbs its rDNA promoter binding ability.",31217076_4,-1,-1,-1,3,-1,3,40157,3
40162,rDNA,18,19,120,124,"Collectively, our results demonstrate the role of pNO40 in rRNA biosynthesis regulation by compromising UBF function in rDNA transcription activation with subsequent rRNA synthesis inhibition.",31217076_5,-1,-1,-1,3,-1,3,40162,3
40459,HPV DNA,44,46,290,297,"Further experiments demonstrate that these naturally produced endogenous exosomes could be used as a vehicle to deliver the functional Cas9 and hepatitis B virus (HBV)-specific gRNA to cut HBV DNA transfected in HuH7 cells or human papilloma virus (HPV)-specific gRNA to cut the integrated HPV DNA in HeLa cells, respectively.",31271518_2,-1,-1,-1,3,-1,3,40459,3
41053,viral DNA,8,10,36,45,"RNAi of Dcr1, Ago1 and Ran enhanced viral DNA replication and reduced the abundance of miR-184 and let-7 underscoring the importance of the miRNA pathway in antiviral immunity in Sf9 cells.",31422153_7,-1,-1,-1,3,-1,3,41053,3
41342,ssDNA,24,25,172,177,"Furthermore, we could show that RNA-DNA hybrids exhibit increased intracellular stability, which correlates with enhanced activation of TLR9 in comparison to corresponding ssDNA.",31521407_6,-1,-1,-1,3,-1,3,41342,3
42002,single-stranded DNA,27,29,182,201,"CRL4 positively stimulates the monoubiquitination of FANCD2 required for the recruitment of XPF-ERCC1, a structure-specific endonuclease that, in turn, contributes to the display of single-stranded DNA (ssDNA) at ICLs.",31690264_6,-1,-1,-1,3,-1,3,42002,3
42003,ssDNA,30,31,203,208,"CRL4 positively stimulates the monoubiquitination of FANCD2 required for the recruitment of XPF-ERCC1, a structure-specific endonuclease that, in turn, contributes to the display of single-stranded DNA (ssDNA) at ICLs.",31690264_6,-1,-1,-1,3,-1,3,42003,3
42006,ssDNA,7,8,40,45,"After CRL4 down regulation, the missing ssDNA results in reduced recruitment of RPA, thereby dampening activation of ATR and CHK1 checkpoint kinases and allowing for S phase progression despite ICL induction.",31690264_7,-1,-1,-1,3,-1,3,42006,3
42136,viral DNA,26,28,156,165,"Latency-associated nuclear antigen (LANA), the most abundantly expressed protein, is essential for viral persistence, as it plays important roles in latent viral DNA replication and efficient segregation of the viral genome to the daughter cells following cell division.",31723020_1,-1,-1,-1,3,-1,3,42136,3
42289,rDNA,20,21,115,119,"In the ING4 deficient cells, histone H3K9 acetylation and the key rRNA transcription factor UBF at the promoter of rDNA were reduced, both of which were also recovered by exogenous GFP-ING4 expression.",31754246_5,-1,-1,-1,3,-1,3,42289,3
42294,rDNA,15,16,107,111,"Thus, ING4 could positively regulate rRNA transcription through modulation of histone modifications at the rDNA promoter.",31754246_6,-1,-1,-1,3,-1,3,42294,3
42316,Mitochondrial DNA,26,28,188,205,"Similar measurements were performed in bronchoalveolar lavage fluids from rabbits submitted to an injurious ventilatory regimen, and from patients with ARDS.MEASUREMENTS AND MAIN RESULTS: Mitochondrial DNA was released by A549 cells during cell stretching, and was found elevated in BAL fluids from rabbits during VILI, and from ARDS patients.",31756204_3,-1,-1,-1,3,-1,3,42316,3
42353,ASO,8,9,54,57,"However, the inherent instability and inefficiency of ASO delivery remain major hurdles for its application.",31763811_1,-1,-1,-1,3,-1,3,42353,3
42358,ASO,13,14,82,85,The densely packed DNA nanostructure is able to provide large amounts of repeated ASO copies for efficient capturing of miR-21 and inhibiting the miRNAs function in mammalian cells.,31763811_3,-1,-1,-1,3,-1,3,42358,3
42439,genomic DNA,23,25,120,131,"The aim of this study was to determine whether Lactobacillus rhamnosus GG (LGG) components (surface layer protein, SLP; genomic DNA, gDNA; unmethylated cytosine-phosphate-guanine-containing oligodeoxynucleotide, CpG-ODN), alone or in combination, could affect immunomodulation, and evaluate the signalling mechanism in mouse macrophage RAW264.7 cells challenged with lipopolysaccharide (LPS).",31782817_0,-1,-1,-1,3,-1,3,42439,3
42441,CpG-ODN,32,33,212,219,"The aim of this study was to determine whether Lactobacillus rhamnosus GG (LGG) components (surface layer protein, SLP; genomic DNA, gDNA; unmethylated cytosine-phosphate-guanine-containing oligodeoxynucleotide, CpG-ODN), alone or in combination, could affect immunomodulation, and evaluate the signalling mechanism in mouse macrophage RAW264.7 cells challenged with lipopolysaccharide (LPS).",31782817_0,-1,-1,-1,3,-1,3,42441,3
42472,CpG,10,11,55,58,"Pre-treatment with LGG single components (SLP, gDNA or CpG) or their combinations (SLP + gDNA or SLP + CpG) significantly decreased the LPS-induced interleukin-6 (IL-6) mRNA level (P < 0·05).",31782817_5,-1,-1,-1,3,-1,3,42472,3
42511,genomic DNA,16,18,111,122,"This study investigated the effects of pre-treatments with different components such as surface layer protein, genomic DNA and unmethylated cytosine-phosphate-guanine-containing oligodeoxynucleotides, alone or in combination on immunomodulation, and evaluated the signalling mechanism in mouse macrophage RAW264.7 cells challenged with lipopolysaccharide.",31782817_13,-1,-1,-1,3,-1,3,42511,3
42623,viral DNA,5,7,25,34,The HSV ICP0 protein and viral DNA replication increased the loss of DNA sequences around the gRNA target site.,31789594_4,-1,-1,-1,3,-1,3,42623,3
42667,viral DNA,27,29,176,185,"These 275 residues are located outside the region of DNA helicase motifs of Ac-P143 protein, indicating that induction of apoptosis or rRNA degradation occurs independently of viral DNA replication-related function of the Ac-P143 protein.",31794797_6,-1,-1,-1,3,-1,3,42667,3
42911,viral DNA,14,16,78,87,"In addition, DNA replication is required to maintain full Pol II occupancy on viral DNA and to promote elongation on late genes later in infection.",31826988_13,-1,-1,-1,3,-1,3,42911,3
43026,mtDNA,13,14,82,87,"Under fluorescent microscopy, not only mitochondria were elongated but their DNA (mtDNA) nucleoids were extremely enlarged in bulb-like mitochondrial structures ('mito-bulbs') in the Drp1-deficient HeLa cells.",31873747_3,-1,-1,-1,3,-1,3,43026,3
43038,mtDNA,1,2,9,14,"Although mtDNA copy number was not affected, several respiratory subunits were repressed in Drp1-deficient HeLa cells.",31873747_5,-1,-1,-1,3,-1,3,43038,3
43045,mtDNA,19,20,134,139,These results suggest that mitochondrial fission is required for the maintenance of active respiratory activity and the morphology of mtDNA nucleoids in human cells.,31873747_6,-1,-1,-1,3,-1,3,43045,3
43051,transposable elements,12,14,65,86,"Long terminal repeat (LTR) retrotransposons are a major class of transposable elements, accounting for 8.67% of the human genome.",31874857_0,-1,-1,-1,3,-1,3,43051,3
43126,rDNA,34,35,194,198,"Here, we reveal an unexpected role for an essential DEAD-box helicase, DDX18, in antagonizing the polycomb repressive complex 2 (PRC2) to prevent deposition of the repressive H3K27me3 mark onto rDNA in pluripotent cells.",31914400_1,-1,-1,-1,3,-1,3,43126,3
43141,rDNA,10,11,66,70,Auxin-induced rapid degradation of DDX18 enhances PRC2 binding at rDNA.,31914400_4,-1,-1,-1,3,-1,3,43141,3
43149,rDNA,16,17,115,119,These results demonstrate a critical role for DDX18 in safeguarding the chromatin and transcriptional integrity of rDNA by counteracting the epigenetic silencing machinery to promote pluripotency.,31914400_6,-1,-1,-1,3,-1,3,43149,3
43260,viral DNA,11,13,61,70,"After uncoating, a portion of CA remains associated with the viral DNA and mediates its nuclear import and, potentially, integration into host DNA.",31941774_11,-1,-1,-1,3,-1,3,43260,3
43280,extrachromosomal circular DNA,12,15,52,81,"Based on the generation (with a pair of CRISPRs) of extrachromosomal circular DNA in cells, the CRISPR-hapC can map haplotypes from a few hundred bases to over 200 Mb.",31943080_3,-1,-1,-1,3,-1,3,43280,3
43412,ribosomal DNA,22,24,132,145,"Many clinical and molecular features of CS remain poorly understood, and it was observed that CSA and CSB regulate transcription of ribosomal DNA (rDNA) genes and ribosome biogenesis.",31970402_2,-1,-1,-1,3,-1,3,43412,3
43413,rDNA,25,26,147,151,"Many clinical and molecular features of CS remain poorly understood, and it was observed that CSA and CSB regulate transcription of ribosomal DNA (rDNA) genes and ribosome biogenesis.",31970402_2,-1,-1,-1,3,-1,3,43413,3
43431,rDNA,7,8,37,41,both stimulate the binding of Ncl to rDNA and subsequent rRNA synthesis.,31970402_6,-1,-1,-1,3,-1,3,43431,3
43437,rDNA,15,16,79,83,CSB and CSA also increase RNA Polymerase I loading to the coding region of the rDNA and this is Ncl dependent.,31970402_7,-1,-1,-1,3,-1,3,43437,3
44078,ribosomal DNA,25,27,131,144,TIF-90 has been shown to regulate ribosomal RNA (rRNA) synthesis by interacting with polymerase I (Pol I) during the initiation of ribosomal DNA (rDNA) transcription in the nucleolus.,32159236_1,-1,-1,-1,3,-1,3,44078,3
44079,rDNA,28,29,146,150,TIF-90 has been shown to regulate ribosomal RNA (rRNA) synthesis by interacting with polymerase I (Pol I) during the initiation of ribosomal DNA (rDNA) transcription in the nucleolus.,32159236_1,-1,-1,-1,3,-1,3,44079,3
44720,mitochondrial DNA,27,29,178,195,"PEDF reversed the increase in CMPK2 expression and activation of the NLRP3 inflammasome axis and, thus, downregulated the production of mitochondrial reactive oxygen species and mitochondrial DNA release, resulting in reduced lactate dehydrogenase release, and a resultant decrease in cell viability.",32323732_5,-1,-1,-1,3,-1,3,44720,3
44848,ribosomal DNA,41,43,230,243,"Recently, we demonstrated that a significant pool of ECT2 localizes to the nucleolus of non-small-cell lung cancer (NSCLC) cells, where it binds the transcription factor upstream binding factor 1 (UBF1) on the promoter regions of ribosomal DNA (rDNA) and activates rDNA transcription, transformed cell growth, and tumor formation.",32350115_1,-1,-1,-1,3,-1,3,44848,3
44849,rDNA,44,45,245,249,"Recently, we demonstrated that a significant pool of ECT2 localizes to the nucleolus of non-small-cell lung cancer (NSCLC) cells, where it binds the transcription factor upstream binding factor 1 (UBF1) on the promoter regions of ribosomal DNA (rDNA) and activates rDNA transcription, transformed cell growth, and tumor formation.",32350115_1,-1,-1,-1,3,-1,3,44849,3
44850,rDNA,48,49,265,269,"Recently, we demonstrated that a significant pool of ECT2 localizes to the nucleolus of non-small-cell lung cancer (NSCLC) cells, where it binds the transcription factor upstream binding factor 1 (UBF1) on the promoter regions of ribosomal DNA (rDNA) and activates rDNA transcription, transformed cell growth, and tumor formation.",32350115_1,-1,-1,-1,3,-1,3,44850,3
44855,rDNA,12,13,66,70,"Here, we investigated the mechanism by which ECT2 engages UBF1 on rDNA promoters.",32350115_2,-1,-1,-1,3,-1,3,44855,3
44877,rDNA,27,28,200,204,"Lentiviral shRNA knockdown and reconstitution experiments revealed that both a functional ECT2 BRCT domain and the UBF1 Ser-412 phosphorylation site are required for UBF1-mediated ECT2 recruitment to rDNA, elevated rRNA synthesis, and transformed growth.",32350115_5,-1,-1,-1,3,-1,3,44877,3
44881,rDNA,10,11,81,85,Our findings provide critical molecular insight into ECT2-mediated regulation of rDNA transcription in cancer cells and offer a rationale for therapeutic targeting of UBF1- and ECT2-stimulated rDNA transcription for the management of NSCLC.,32350115_6,-1,-1,-1,3,-1,3,44881,3
45221,ssDNA,25,26,145,150,"5-Hydroxymethylcytosine (5hmC) binding, ES-cell-specific (HMCES) crosslinks to apurinic or apyrimidinic (AP, abasic) sites in single-strand DNA (ssDNA).",32492421_0,-1,-1,-1,3,-1,3,45221,3
45223,ssDNA,7,8,43,48,"To determine whether HMCES responds to the ssDNA abasic site in cells, we exploited the activity of apolipoprotein B mRNA-editing enzyme catalytic polypeptide-like 3A (APOBEC3A).",32492421_1,-1,-1,-1,3,-1,3,45223,3
45227,ssDNA,7,8,59,64,"APOBEC3A preferentially deaminates cytosines to uracils in ssDNA, which are then converted to abasic sites by uracil DNA glycosylase.",32492421_2,-1,-1,-1,3,-1,3,45227,3
45245,ssDNA,11,12,64,69,"Thus, our study provides direct evidence that HMCES responds to ssDNA abasic sites in cells to prevent DNA cleavage and balance the engagement of TLS polymerases.",32492421_6,-1,-1,-1,3,-1,3,45245,3
45272,ssDNA,25,26,189,194,"Single-molecule tracking of hTR at telomeres shows that TPP1-mediated recruitment results in short telomere-telomerase scanning interactions, and then base pairing between hTR and telomere ssDNA promotes long interactions required for stable telomerase retention.",32497497_4,-1,-1,-1,3,-1,3,45272,3
45770,genomic DNA,3,5,14,25,"Total RNA and genomic DNA of L. gasseri OLL2809, when transferred to the J774.1 cells, also induced IL-12 production.",32689952_3,-1,-1,-1,3,-1,3,45770,3
45776,genomic DNA,26,28,160,171,"The difference in the IL-12-inducing activity of Lactobacilli is attributed to the susceptibility to phagocytosis, but not to a difference in the total RNA and genomic DNA of each strain.",32689952_4,-1,-1,-1,3,-1,3,45776,3
45777,genomic DNA,8,10,44,55,"CONCLUSION: We concluded that total RNA and genomic DNA of phagocytosed L. gasseri OLL2809 induce IL-12 production in J774.1 cell via TLRs 7 and 9, and the high IL-12-inducing activity of L. gasseri OLL2809 is due to its greater susceptibility to phagocytosis.",32689952_5,-1,-1,-1,3,-1,3,45777,3
46199,viral DNA,27,29,159,168,"Studies aimed at exploring the mechanism by which ZAP restricts MVA replication in the absence of C16 showed that knockout of ZAP had no discernible effect on viral DNA or individual mRNA or protein species as determined by droplet digital polymerase chain reaction, deep RNA sequencing and mass spectrometry, respectively.",32866210_7,-1,-1,-1,3,-1,3,46199,3
46574,viral DNA,18,20,127,136,We found that VACV decapping enzymes are required for selective translation of viral post-replicative mRNAs (transcribed after viral DNA replication) independent of PKR- and RNase L-mediated translation repression.,33031446_3,-1,-1,-1,3,-1,3,46574,3
46711,ssDNA,45,46,263,268,"Here, we show that the same complex is required for the accumulation of proteins on nascent DNA, including the DNMT1/UHRF1 maintenance DNA methylation complex as well as proteins involved in the resolution or prevention of R-loops composed of DNA:RNA hybrids and ssDNA.",33082427_2,-1,-1,-1,3,-1,3,46711,3
46859,genomic DNA,23,25,113,124,"This method was then validated by detecting the L1 fragments of two highest-risk HPVs, HPV 16 and HPV 18, in the genomic DNA of two HPV-positive cervical carcinoma cells, HeLa and SiHa.",33127524_9,-1,-1,-1,3,-1,3,46859,3
46879,viral DNA,23,25,146,155,"To explore the functional significance of miR-S1-mediated downregulation of LTag and STag as well as the functional roles of miR-S1, we evaluated viral DNA replication and proinflammatory cytokine induction in cells transfected with simian virus 40 (SV40) genome plasmid and its mutated form lacking miR-S1 expression.",33132317_1,-1,-1,-1,3,-1,3,46879,3
47090,mitochondrial DNA,7,9,41,58,The nascent RNA that is transcribed from mitochondrial DNA (mtDNA) has been shown to assemble into large ribonucleoprotein complexes that form discrete foci.,33230766_3,-1,-1,-1,3,-1,3,47090,3
