,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_cytokine_distsv,lf_cytokine_substr,lf_transcription_factor_distsv,lf_transcription_factor_substr,lf_t_lymphocyte_distsv,lf_t_lymphocyte_substr,olabel,orig_index,label,prob_0,prob_1,prob_2
20158,T cell,13,15,71,77,CD8+25+ Tregs anergize naïve T cells upon stimulation by up-regulating T cell anergy-associated Egr2 and down-regulating IL-2 production.,28096300_4,0,0,1,1,2,2,-1,20158,-1,0.00066583185,0.0011580584,0.9981761
20162,T cell,26,28,150,156,"Tregs also anergize DCs by preventing DC maturation through the down-regulation of Iab, CD80, CD86, and inflammatory cytokines, leading to defects in T cell stimulation.",28096300_5,0,0,1,1,2,2,-1,20162,-1,0.00058986596,0.0008417691,0.9985684
20170,TH2 cytokine,9,11,73,85,"However, the molecular mechanisms underlying Bcl6-directed regulation of TH2 cytokine genes remain unclear.",28096407_1,-1,-1,-1,-1,-1,-1,-1,20170,-1,0.05369474,0.004600803,0.9417045
20171,TH2 cytokine,10,12,56,68,We identified multiple Bcl6/STAT binding sites (BSs) in TH2 cytokine gene loci.,28096407_2,-1,-1,-1,-1,-1,-1,-1,20171,-1,0.038586684,0.0040207356,0.95739263
20177,TH2 cytokine,22,24,128,140,"Contrarily, in memory TH2 (mTH2) cells derived from adaptively transferred TH2 effectors, Bcl6 outcompeted STAT5 for binding to TH2 cytokine gene loci, particularly Interleukin4 (Il4) loci, and attenuated GATA binding protein 3 (GATA3) binding to highly conserved intron enhancer regions in mTH2 cells.",28096407_4,-1,-1,-1,-1,-1,-1,-1,20177,-1,0.041860234,0.0040888214,0.954051
20182,TH2 cytokine,14,16,107,119,"Bcl6 suppressed cytokine production epigenetically in mTH2 cells to negatively tune histone acetylation at TH2 cytokine gene loci, including Il4 loci.",28096407_5,-1,-1,-1,-1,-1,-1,-1,20182,-1,0.37063792,0.0067765755,0.62258554
20195,type I T helper cell,10,15,70,90,Recent studies report type I interferons shifting the balance between type I T helper cell (Th1) and type II T helper cells (Th2) towards Th2 dominance by inhibiting the differentiation of naive T cells into Th1 cells.,28097155_1,-1,-1,-1,-1,-1,-1,-1,20195,-1,0.19714904,0.0043909876,0.79845995
20197,type II,19,21,101,108,Recent studies report type I interferons shifting the balance between type I T helper cell (Th1) and type II T helper cells (Th2) towards Th2 dominance by inhibiting the differentiation of naive T cells into Th1 cells.,28097155_1,0,0,1,1,-1,-1,-1,20197,-1,0.99712116,0.0008180366,0.0020607954
20215,TGF-β cytokines,18,20,109,124,Tregs are high in leprosy patients and responsible for immune suppression of the host by producing IL-10 and TGF-β cytokines.,28110210_2,-1,-1,-1,-1,-1,-1,-1,20215,-1,0.9988035,0.00055036834,0.00064622145
20217,cytokines IFN-γ,9,11,54,69,"Expression of FoxP3 in CD4+CD25+ Tregs, intracellular cytokines IFN-γ, TGF-β, IL-10 and IL-17 in Tregs cells were evaluated by flow cytometry (FACS) after stimulation.",28110210_6,-1,-1,-1,-1,-1,-1,-1,20217,-1,0.99878806,0.0005574788,0.0006544486
20242,T cell,40,42,221,227,"Treatment with salubrinal (Sal, reported to protect cells against ERS-induced apoptosis.) decrease the apoptotic rate of DC induced by burns, and promote maturation and activation of DC, as well as the ability to promote T cell proliferation and polarization towards Th1 immunity (all P<0.05).",28118617_4,0,0,1,1,2,2,-1,20242,-1,0.00060664315,0.00088273134,0.99851066
20246,T-cell,15,16,80,86,"In the periphery, PTX and OXA significantly increased circulating CD4+ and CD8+ T-cell populations.",28125674_4,0,0,1,1,2,2,-1,20246,-1,0.0021966104,0.0067583565,0.9910451
20262,IL-12 cytokine,5,7,35,49,Recent studies have identified the IL-12 cytokine family as consisting of pro-inflammatory IL-12 and IL-23 and the anti-inflammatory IL-27 and IL-35 cytokines.,28130449_2,-1,-1,-1,-1,-1,-1,-1,20262,-1,0.998752,0.0005345895,0.0007134318
20280,T cell,9,11,61,67,Subset-specific gene expression is a critical feature of CD4 T cell differentiation.,28132936_0,0,0,1,1,2,2,-1,20280,-1,0.00078660727,0.0013074768,0.99790597
20282,Th2 cytokine,3,5,18,30,"Th2 cells express Th2 cytokine genes including Il4, Il5, and Il13 and mediate the immune response against helminths.",28132936_1,-1,-1,-1,-1,-1,-1,-1,20282,-1,0.6034793,0.005325076,0.39119557
20286,Th2 cytokine,3,5,18,30,"The expression of Th2 cytokine genes is regulated by Rad50 hypersensitive site 6 (RHS6) in the Th2 locus control region; however, the molecular mechanisms of RHS6 action at the chromatin level are poorly understood.",28132936_2,-1,-1,-1,-1,-1,-1,-1,20286,-1,0.22817157,0.0057444377,0.7660839
20288,Th2 cytokine,17,19,111,123,"Here, we demonstrate that RHS6 is crucial for chromosomal interactions and nuclear substructure binding of the Th2 cytokine locus.",28132936_3,-1,-1,-1,-1,-1,-1,-1,20288,-1,0.077781424,0.005330001,0.9168886
20290,transcription factors GATA3,3,6,27,54,"Deficiency of RHS6-binding transcription factors GATA3, SATB1, and IRF4 also caused a great reduction in chromatin remodeling and long-range chromosomal interactions involving the Th2 locus.",28132936_5,-1,-1,-1,-1,-1,-1,-1,20290,-1,0.001203113,0.99796534,0.00083153497
20294,Th2 cytokine,13,15,80,92,"Therefore, RHS6 serves as a crucial cis-acting hub for coordinate regulation of Th2 cytokine genes by forming chromosomal loops and binding to a nuclear substructure.",28132936_7,-1,-1,-1,-1,-1,-1,-1,20294,-1,0.06200938,0.0053638644,0.9326267
20298,type I,35,37,237,243,BACKGROUND: Gain-of-function (GOF) mutations in the human signal transducer and activator of transcription 1 (STAT1) manifest in immunodeficiency and autoimmunity with impaired TH17 cell differentiation and exaggerated responsiveness to type I and II interferons.,28139313_0,0,0,1,1,-1,-1,-1,20298,-1,0.99379057,0.0012959747,0.0049134823
20308,type I,11,13,89,95,"Treatment with the Janus kinase 1/2 inhibitor ruxolitinib reduced hyperresponsiveness to type I and II interferons, normalized TH1 and follicular T helper cell responses, improved TH17 differentiation, cured mucocutaneous candidiasis, and maintained remission of immune-mediated cytopenias.",28139313_7,0,0,1,1,-1,-1,-1,20308,-1,0.9969829,0.00091111916,0.0021060403
20339,T-cell,10,11,53,59,"In contrast, CQ showed no effect on up-regulation of T-cell activation markers.",28169350_4,0,0,1,1,2,2,-1,20339,-1,0.003801219,0.009493446,0.98670524
20367,T cell,33,35,181,187,"Despite its homology with NEMO and the fact that it has been the subject of extensive study in several cell types, there are no published studies addressing the role of Optn during T cell activation.",28192730_3,0,0,1,1,2,2,-1,20367,-1,0.00059858966,0.0010407619,0.9983606
20384,T-cell,22,23,105,111,"In addition, the suppressive function of CD4+  CD25+  GARP+ Treg cells was impaired in DCM patients upon T-cell receptor stimulation detected using CFSE dye.",28207945_5,0,0,1,1,2,2,-1,20384,-1,0.0022107319,0.0038109315,0.9939784
20397,T cell,18,20,120,126,"Thus, we investigated if the JAK/STAT pathway inhibitor CYT387 could affect TSLP-DC-mediated Th2 cell response in naive T cell and AR mice model.",28214951_3,0,0,1,1,2,2,-1,20397,-1,0.0005862035,0.00088054594,0.99853325
20413,T cell,17,19,95,101,"We have shown that Hh signaling to T cells, via downstream Gli transcription factors, enhances T cell conversion to a Th2 phenotype.",28235772_2,0,0,1,1,2,2,-1,20413,-1,0.0006124231,0.00094057294,0.9984471
20421,T cell,13,15,77,83,IL-21 is known to promote anti-tumour immunity due to its ability to promote T cell responses and counteract Treg-mediated suppression.,28239749_0,0,0,1,1,2,2,-1,20421,-1,0.00062826247,0.0010179855,0.9983537
20426,T cell,36,38,185,191,"Here, we show that in the context of a number of cancers, naïve CD45RA+ CD4 T cells are induced to express high levels of FOXP3, and that FOXP3 expression correlates with inhibition of T cell proliferation.",28239749_4,0,0,1,1,2,2,-1,20426,-1,0.0006010211,0.00092081586,0.99847823
20428,T cell,27,29,176,182,"FOXP3 expression was most potently induced by tumours secreting higher levels of total and active TGFβ1 and this induction could be potently counteracted with IL-21, restoring T cell proliferation.",28239749_5,0,0,1,1,2,2,-1,20428,-1,0.0005797655,0.0009729414,0.99844736
20432,Type I IFN,0,3,0,10,Type I IFN can exert pro- and anti-inflammatory activities in the immune system.,28242623_0,-1,-1,-1,-1,-1,-1,-1,20432,-1,0.99825746,0.00053846143,0.0012040369
20433,cytokine IL-10,16,18,107,121,"Here, we have investigated the mechanism by which IFN-α enhances early expression of the anti-inflammatory cytokine IL-10 in human CD45RA+CD4+ T cells.",28242623_1,-1,-1,-1,-1,-1,-1,-1,20433,-1,0.9988789,0.00055213616,0.000568922
20436,leucine zipper activating,31,34,190,215,"With the use of transcriptomic and biochemical approaches, we found distinct and combined contributions of the IFN and the TCR signaling pathways to the induction of STAT1/2/3 and the basic leucine zipper activating transcription factor-like (BATF) family members.",28242623_2,-1,-1,-1,-1,-1,-1,-1,20436,-1,0.0012706321,0.9978854,0.0008439124
20460,T cell,13,15,70,76,"Within this context, hypoxia was shown to inhibit but also to promote T cell responses.",28278498_1,0,0,1,1,2,2,-1,20460,-1,0.00061448035,0.0011060155,0.99827945
20461,T cell,16,18,94,100,"METHODS: Colitis-associated colon cancer was induced in wildtype mice, and hypoxia as well as T cell immunity were analysed in the colonic tumour tissues.",28278498_3,0,0,1,1,2,2,-1,20461,-1,0.00088534656,0.0027106088,0.99640405
20466,T cell,9,11,57,63,"Complementary ex vivo and in vitro studies revealed that T cell stimulation under hypoxic conditions inhibited the differentiation, proliferation and IFN-γ production of TH1 cells and enhanced the suppressive capacity of regulatory T cells.",28278498_6,0,0,1,1,2,2,-1,20466,-1,0.0005946383,0.000967387,0.99843794
20476,Th17 transcriptional,16,18,104,124,"IL-6RhiTIGIT- CD127lowCD25+ T cells contained a majority of cells demethylated at FOXP3 and displayed a Th17 transcriptional signature, including RORC (RORγt) and the capacity of producing both pro- and anti-inflammatory cytokines, such as IL-17, IL-22 and IL-10.",28284938_3,-1,-1,-1,-1,-1,-1,-1,20476,-1,0.0022530218,0.05760456,0.94014245
20486,IL-21:IL-21R,3,4,9,21,"In mice, IL-21:IL-21R interactions influence the phenotype of T follicular cells, reducing the expression of CXCR4 and inhibiting the expansion of Tfr cells after T-cell-dependent immunization.",28303891_3,-1,-1,-1,-1,-1,-1,-1,20486,-1,0.9987956,0.00071718224,0.0004872253
20531,T-cell,17,18,115,121,"These kinase proteins are associated with the signaling process of multiple key cytokines, which regulates various T-cell subpopulations and their effector cytokines.",28394822_2,0,0,1,1,2,2,-1,20531,-1,0.02082911,0.026495442,0.9526754
20534,IL17 effector memory T cells,14,19,114,142,"Initial observations suggest that JAK-STAT kinase signaling cascade regulates activation and proliferation of the IL17 effector memory T cells and thus has a potential role in the pathogenesis of psoriasis, psoriatic arthritis and ankylosing spondylitis.",28394822_6,-1,-1,-1,-1,-1,-1,-1,20534,-1,0.88515556,0.0021574907,0.11268682
20537,T cell,12,14,58,64,IL-21 has been shown to play an important role in the CD8 T cell response during acute and chronic viral infections.,28405614_0,0,0,1,1,2,2,-1,20537,-1,0.00059754396,0.0009338175,0.9984687
20539,T cell,10,12,48,54,"However, the role of IL-21 signaling in the CD4 T cell response to viral infection remains incompletely defined.",28405614_1,0,0,1,1,2,2,-1,20539,-1,0.0006211813,0.0010999896,0.99827886
20544,T cell,7,9,42,48,We further reveal that IL-21 promoted CD4 T cell survival in a mechanism dependent on activation of the STAT1 and STAT3 signaling pathways.,28405614_3,0,0,1,1,2,2,-1,20544,-1,0.0005957046,0.0008667773,0.99853754
20549,T cell,12,14,76,82,These results identify a critical role for intrinsic IL-21 signaling in CD4 T cell survival and memory formation in response to viral infection in vivo and may provide insights into the design of effective vaccine strategies.,28405614_5,0,0,1,1,2,2,-1,20549,-1,0.0005943713,0.0009135686,0.9984921
20563,T cell,9,11,61,67,The absence of the Tec family kinase Interleukin-2 inducible T cell kinase (Itk) results in T cell immunodeficiency in mice and humans.,28406139_2,0,0,1,1,2,2,-1,20563,-1,0.1476194,0.04073562,0.811645
20564,T cell,17,19,92,98,The absence of the Tec family kinase Interleukin-2 inducible T cell kinase (Itk) results in T cell immunodeficiency in mice and humans.,28406139_2,0,0,1,1,2,2,-1,20564,-1,0.16399345,0.04533413,0.7906724
20567,T cell,2,4,12,18,"We conclude T cell receptor signaling via Itk controls the development of natural Th1 cells, which are expanded by the presence of IL4.",28406139_5,0,0,1,1,2,2,-1,20567,-1,0.0009410373,0.0017599998,0.997299
20578,Th2 cytokines,8,10,61,74,"Moreover, it exerted immunomodulatory effects by suppressing Th2 cytokines (IL-5, IL-13) production through upregulation of forkhead box p3 (Foxp3), and downregulation of signal transducer and activator of transcription (STAT6), GATA-binding protein 3 (GATA-3), and retinoic acid-related orphan receptor γ t (RORγt) expression.",28410469_6,-1,-1,-1,-1,-1,-1,-1,20578,-1,0.024213564,0.0032516893,0.97253484
20586,Interleukin-6,0,1,0,13,"Interleukin-6 (IL-6), as one of the proinflammatory cytokines, seems to be overexpressed during certain mental disorders, including MDD.",28418766_2,0,0,1,1,-1,-1,-1,20586,-1,0.99887186,0.0005365687,0.0005915577
20600,T-cell,9,10,62,68,"Exogenous TGF-β supplementation equalized the level of Foxp3+ T-cell induction by the four subsets whereas retinoic acid did not, which suggests that high ability to activate TGF-β is determinant for the high Foxp3+ T-cell induction by CD11b- CD103+ PD-L1High DC subset.",28423181_6,0,0,1,1,2,2,-1,20600,-1,0.010268306,0.012646818,0.9770849
20603,T-cell,36,37,216,222,"Exogenous TGF-β supplementation equalized the level of Foxp3+ T-cell induction by the four subsets whereas retinoic acid did not, which suggests that high ability to activate TGF-β is determinant for the high Foxp3+ T-cell induction by CD11b- CD103+ PD-L1High DC subset.",28423181_6,0,0,1,1,2,2,-1,20603,-1,0.00507333,0.0074492153,0.9874774
20614,T cell,15,18,103,109,TGF-β signals were dispensable for steady-state Treg cell homeostasis and for Treg cell suppression of T cell proliferation and T helper-1 (Th1) cell differentiation.,28423340_2,0,-1,1,-1,2,-1,-1,20614,-1,0.0006673951,0.0009184279,0.99841416
20627,Th1 transcription factor,14,17,85,109,We hypothesized that this phenotype is due to defects in regulation of the canonical Th1 transcription factor T-bet at the level of protein phosphorylation downstream of mTORC1.,28424242_1,-1,-1,-1,-1,-1,-1,-1,20627,-1,0.0037895094,0.7607809,0.23542963
20673,cytokines IFN-γ,28,30,177,192,"While the inactive compound 7 had no significant effect on the cytokine production by effector T cells, the active compound 4 strongly suppressed the production of inflammatory cytokines IFN-γ and IL-17, and also inhibited allergic inflammatory cytokines IL-4, IL-5, and IL-13 produced by effector Th2 cells.",28442260_7,-1,-1,-1,-1,-1,-1,-1,20673,-1,0.9987903,0.0005526171,0.00065717066
20675,cytokines IL-4,38,40,245,259,"While the inactive compound 7 had no significant effect on the cytokine production by effector T cells, the active compound 4 strongly suppressed the production of inflammatory cytokines IFN-γ and IL-17, and also inhibited allergic inflammatory cytokines IL-4, IL-5, and IL-13 produced by effector Th2 cells.",28442260_7,-1,-1,-1,-1,-1,-1,-1,20675,-1,0.9988116,0.00054308353,0.00064528844
20681,type I,4,6,26,32,ISG15 is a ubiquitin-like type I IFN-stimulated protein of 15 kDa and is one of the most prominently expressed proteins in viral infections.,28467275_0,0,0,1,1,-1,-1,-1,20681,-1,0.99835664,0.00071529637,0.00092803105
20702,TH17 cytokine,20,22,90,103,"After challenge, symptoms, Treg cell numbers, and forkhead box protein 3 (Foxp3), TH2 and TH17 cytokine, and Tgfβ expression in mesenteric lymph node (MLN) CD4+ T cells and jejunum were monitored.",28479331_3,-1,-1,-1,-1,-1,-1,-1,20702,-1,0.021426095,0.0032095308,0.9753643
20729,T-cell,21,22,117,123,"The recombination signal binding protein J (RBP-J-/- ) BA were co-cultured with T cells, and the supernatant and the T-cell subtypes were examined.",28493549_6,0,0,1,1,2,2,-1,20729,-1,0.0026192912,0.0038587137,0.9935221
20742,interleukin-6,4,5,28,41,"Endogenous plasma levels of interleukin-6 (IL-6), IL-17 and tumour necrosis factor-α were significantly higher in the early-onset PE group than in the late-onset PE and normotensive groups, whereas IL-4 (Th2 profile) and IL-22 (Th17 profile), were not significantly different between the studied groups.",28502089_4,0,0,1,1,-1,-1,-1,20742,-1,0.9988894,0.000542478,0.0005681567
20760,T-cell,2,3,5,11,"CD4+ T-cell activation and its subsequent induction of CD154 (CD40 ligand, CD40L) expression are pivotal in shaping both the humoral and cellular immune responses.",28521278_0,0,0,1,1,2,2,-1,20760,-1,0.004218283,0.0064047007,0.98937714
20764,T-cell,6,7,28,34,"Its role in regulating CD4+ T-cell activation and CD154 expression, however, is unclear.",28521278_2,0,0,1,1,2,2,-1,20764,-1,0.0037537175,0.008164712,0.9880816
20768,T-cell,16,17,107,113,"Using CD4+ T cells from jlp-deficient and jlp-wild-type mice, we demonstrated that JLP-deficiency impaired T-cell proliferation, IL-2 production, and CD154 induction upon TCR stimulations, but had no impacts on the expression of other surface molecules such as CD25, CD69, and TCR.",28521278_4,0,0,1,1,2,2,-1,20768,-1,0.003051658,0.004152822,0.9927955
20771,T-cell,3,4,24,30,"These observed impaired T-cell functions in the jlp-/- CD4+ T cells were associated with defective NF-AT activation and Ca2+ influx, but not the MAPK, NF-κB, as well as AP-1 signaling pathways.",28521278_5,0,0,1,1,2,2,-1,20771,-1,0.00380878,0.010699855,0.9854914
20776,cytokine IL-4,29,31,234,247,"This study at first demonstrated that the transplantation of TCs could improve allergen-induced asthma by obviously inhibiting airway inflammation and airway hyper-responsiveness preclinically, with the down-regulation of Th2-related cytokine IL-4, transcription factor GATA-3 and Th2 cell differentiation, while up-regulation of Th1-related cytokine IFN-γ, transcription factor T-bet and Th1 cells proliferation in asthma, just like MSCs.",28524369_5,-1,-1,-1,-1,-1,-1,-1,20776,-1,0.9988971,0.0005653543,0.0005375093
20779,cytokine IFN-γ,44,46,342,356,"This study at first demonstrated that the transplantation of TCs could improve allergen-induced asthma by obviously inhibiting airway inflammation and airway hyper-responsiveness preclinically, with the down-regulation of Th2-related cytokine IL-4, transcription factor GATA-3 and Th2 cell differentiation, while up-regulation of Th1-related cytokine IFN-γ, transcription factor T-bet and Th1 cells proliferation in asthma, just like MSCs.",28524369_5,-1,-1,-1,-1,-1,-1,-1,20779,-1,0.99892277,0.00056683354,0.00051039836
20805,T-cell,17,18,96,102,"Most Treg that are critical for the maintenance of tolerance to self, develop as an independent T-cell lineage from common T cell precursors in the thymus.",28540653_1,0,0,1,1,2,2,-1,20805,-1,0.002811578,0.0038411906,0.9933473
20806,T cell,21,23,123,129,"Most Treg that are critical for the maintenance of tolerance to self, develop as an independent T-cell lineage from common T cell precursors in the thymus.",28540653_1,0,0,1,1,2,2,-1,20806,-1,0.0006120688,0.0008892886,0.9984987
20807,T cell,10,12,63,69,"In this organ, their differentiation requires signals from the T cell receptor for antigen, from co-stimulatory molecules, as well as from cytokine-receptors.",28540653_2,0,0,1,1,2,2,-1,20807,-1,0.0006248605,0.0011115632,0.99826354
20815,thymic Treg,8,10,54,65,The more recently appreciated involvement of TGF-β in thymic Treg development is also briefly discussed.,28540653_4,-1,-1,-1,-1,-1,-1,-1,20815,-1,0.98547924,0.0011100199,0.013410775
20817,T-cell,18,19,134,140,Histone acetylation and the families of enzymes responsible for controlling these epigenetic marks have been implicated in regulating T-cell maturation and phenotype.,28550044_0,0,0,1,1,2,2,-1,20817,-1,0.0109509975,0.05674079,0.9323082
20819,T-cell,17,18,98,104,"Here, we demonstrate a previously undefined role of histone deacetylase 11 (HDAC11) in regulating T-cell effector functions.",28550044_1,0,0,1,1,2,2,-1,20819,-1,0.0029156762,0.0053449017,0.9917394
20828,T-cell,24,25,158,164,"Chromatin immunoprecipitation showed the presence of HDAC11 at the Eomes and Tbet gene promoters in resting T cells, where it rapidly disassociated following T-cell activation.",28550044_6,0,0,1,1,2,2,-1,20828,-1,0.0025284982,0.007961872,0.9895097
20836,T-cell,18,19,113,119,"Taken together, these data demonstrate a previously unknown role of HDAC11 as a negative epigenetic regulator of T-cell effector phenotype and function.",28550044_10,0,0,1,1,2,2,-1,20836,-1,0.0024487907,0.0043606814,0.99319047
20841,T-cell,13,14,78,84,RESULTS: Patients with CVID with immune dysregulation had a skewed memory CD4 T-cell differentiation toward a CXCR3+CCR6- TH1 phenotype both in blood and lymph nodes.,28554560_4,0,0,1,1,2,2,-1,20841,-1,0.005526118,0.008576354,0.9858974
20860,T-cell,0,1,0,6,T-cell proliferation and generation of protective memory during chronic infections depend on Interleukin-7 (IL-7) availability and receptivity.,28582466_0,0,0,1,1,2,2,-1,20860,-1,0.0033941183,0.0054711173,0.99113464
20864,T-cell,14,15,89,95,Regulation of IL-7 receptor (IL-7R) expression and signalling are key for IL-7-modulated T-cell functions.,28582466_1,0,0,1,1,2,2,-1,20864,-1,0.024236294,0.09969689,0.8760668
20865,T-cell,8,9,47,53,Here we investigated the role of IL-7/IL-7R on T-cell immunity in human tuberculosis.,28582466_3,0,0,1,1,2,2,-1,20865,-1,0.008643472,0.03459374,0.9567629
20867,T-cell,1,2,15,21,"IL-7-dependent T-cell functions were determined by analysing STAT5 phosphorylation, antigen-specific cytokine release and by analysing markers of T-cell exhaustion and inflammation.",28582466_7,0,0,1,1,2,2,-1,20867,-1,0.003394425,0.0051204404,0.9914852
20870,T-cell,18,19,146,152,"IL-7-dependent T-cell functions were determined by analysing STAT5 phosphorylation, antigen-specific cytokine release and by analysing markers of T-cell exhaustion and inflammation.",28582466_7,0,0,1,1,2,2,-1,20870,-1,0.0059569366,0.014239775,0.9798034
20876,T-cell,4,5,23,29,"Finally, we determined T-cell exhaustion markers PD-1 and SOCS3 and detected increased SOCS3 expression during therapy.",28582466_12,0,0,1,1,2,2,-1,20876,-1,0.027908126,0.13061476,0.84147704
20880,T-cell,25,26,171,177,"We conclude that diminished soluble IL-7R and increased IL-7 plasma concentrations, as well as decreased membrane-associated IL-7R expression in T cells, reflect impaired T-cell sensitivity to IL-7 in tuberculosis patients.",28582466_14,0,0,1,1,2,2,-1,20880,-1,0.0032947813,0.004336341,0.9923689
20882,T-cell,9,10,71,77,These findings show similarities to pathognomonic features of impaired T-cell functions and immune failure described in AIDS patients.,28582466_15,0,0,1,1,2,2,-1,20882,-1,0.004055666,0.010121708,0.9858226
20892,T cell,6,8,45,51,CONCLUSION: IGF-1R signalling contributes to T cell dependent inflammation in arthritis.,28583713_10,0,0,1,1,2,2,-1,20892,-1,0.00074260624,0.0016488075,0.99760866
20900,T-cell,21,22,134,140,Here we sought to clarify the extent to which Bcl6 and Blimp1 independently control TFH -cell differentiation by generating mice with T-cell specific deletion of both Bcl6 and Blimp1 (double conditional KO [dcKO] mice).,28586108_3,0,0,1,1,2,2,-1,20900,-1,0.0044029974,0.0052067945,0.9903902
20902,-cell,9,10,51,56,Our data indicate that Blimp1 does not control TFH -cell differentiation independently of Bcl6.,28586108_4,-1,0,-1,1,-1,2,-1,20902,-1,0.921613,0.015341602,0.06304543
20905,-cell,23,24,131,136,"Our data provide a novel mechanism for positive control of gene expression by Bcl6, and illuminate how Bcl6 and Blimp1 control TFH -cell differentiation.",28586108_8,-1,0,-1,1,-1,2,-1,20905,-1,0.37188867,0.0456954,0.58241594
20911,histone deacetylase HDAC1,14,17,79,104,"Furthermore, we identify an lncRNA, namely lnc-Smad3, which interacts with the histone deacetylase HDAC1 and silences Smad3 transcription.",28598443_4,-1,-1,-1,-1,-1,-1,-1,20911,-1,0.0012527733,0.997855,0.0008922358
20914,Th2 cytokines,30,32,187,200,"Asthma is a chronic inflammatory disease of bronchial airway, which is characterized by chronic airway inflammation, airway edema, goblet cell hyperplasia, the aberrant production of the Th2 cytokines, and eosinophil infiltration in the lungs.",28598706_0,-1,-1,-1,-1,-1,-1,-1,20914,-1,0.012452943,0.0029475891,0.9845994
20915,Th2 cytokines tumor necrosis factor-α,8,13,53,90,"CTLE restored Th1/Th2 balance through an increase in Th2 cytokines tumor necrosis factor-α, interleukin (IL)-4, and IL-6 and decreases in Th1 cytokines interferon-γ and IL-12.",28598706_3,-1,-1,-1,-1,-1,-1,-1,20915,-1,0.93413615,0.0023236824,0.06354018
20918,Th1 cytokines interferon-γ,22,25,138,164,"CTLE restored Th1/Th2 balance through an increase in Th2 cytokines tumor necrosis factor-α, interleukin (IL)-4, and IL-6 and decreases in Th1 cytokines interferon-γ and IL-12.",28598706_3,-1,-1,-1,-1,-1,-1,-1,20918,-1,0.7093936,0.0038819883,0.28672436
20938,T cell,27,29,221,227,We evaluated the efficacy and safety of intratumorally administered IL-2-coding adenoviruses in combination with tumor-infiltrating lymphocyte therapy in syngeneic Syrian hamsters bearing HapT1 pancreatic tumors and with T cell receptor transgenic ACT in B16.OVA melanoma bearing C57BL/6 mice.,28614908_2,0,0,1,1,2,2,-1,20938,-1,0.00061442517,0.0009669546,0.9984187
20952,T cell,27,29,134,140,"The purpose of this study was to explore the contribution of LRG to the pathogenesis of arthritis, with a focus on the role of LRG in T cell differentiation.",28615031_3,0,0,1,1,2,2,-1,20952,-1,0.0006221744,0.00086469797,0.99851316
20954,T cell,7,9,35,41,"To examine the influence of LRG on T cell differentiation, naïve CD4 T cells were isolated from LRG KO mice and cultured under Treg- or Th17-polarization condition in the absence or presence of recombinant LRG.RESULTS: In the CIA model, LRG deficiency led to ameliorated arthritis and reduced Th17 differentiation with no influence on Treg differentiation.",28615031_5,0,0,1,1,2,2,-1,20954,-1,0.00063679274,0.00084161607,0.9985216
20962,T cell,2,4,12,18,BACKGROUND: T cell immunoglobulin and immunoreceptor tyrosine-based inhibitory motif (ITIM) domain (TIGIT) and programmed cell death protein 1 (PD-1) are important inhibitory receptors that associate with T cell exhaustion in acute myeloid leukemia (AML).,28629373_0,0,0,1,1,2,2,-1,20962,-1,0.0007181395,0.0014172483,0.99786466
20963,T cell,33,35,205,211,BACKGROUND: T cell immunoglobulin and immunoreceptor tyrosine-based inhibitory motif (ITIM) domain (TIGIT) and programmed cell death protein 1 (PD-1) are important inhibitory receptors that associate with T cell exhaustion in acute myeloid leukemia (AML).,28629373_0,0,0,1,1,2,2,-1,20963,-1,0.0006777082,0.0014161419,0.9979062
20965,transcription factor B lymphocyte-induced maturation protein 1,7,14,42,104,"Specifically, we investigated the role of transcription factor B lymphocyte-induced maturation protein 1 (Blimp-1) in T cell response and transcriptional regulation of TIGIT and PD-1 in AML.METHODS: Peripheral blood samples collected from patients with AML were used in this study.",28629373_2,-1,-1,-1,-1,-1,-1,-1,20965,-1,0.0020970467,0.9970765,0.0008264221
20966,T cell,18,20,118,124,"Specifically, we investigated the role of transcription factor B lymphocyte-induced maturation protein 1 (Blimp-1) in T cell response and transcriptional regulation of TIGIT and PD-1 in AML.METHODS: Peripheral blood samples collected from patients with AML were used in this study.",28629373_2,0,0,1,1,2,2,-1,20966,-1,0.0006045655,0.0009061731,0.99848926
20969,T cell,21,23,122,128,"Using siRNA to silence Blimp-1, we further elucidated the regulatory role of Blimp-1 in the TIGIT and PD-1 expression and T cell immune response.",28629373_7,0,0,1,1,2,2,-1,20969,-1,0.00059043523,0.00085836486,0.9985512
20973,T cell,12,14,81,87,"CONCLUSIONS: Our study demonstrates an important inhibitory effect of Blimp-1 on T cell response in AML; thus, targeting Blimp-1 and its regulated molecules to improve the immune response may provide effective leukemia therapeutics.",28629373_13,0,0,1,1,2,2,-1,20973,-1,0.0005828361,0.0009545517,0.99846256
20992,T-cell cytokine,9,11,52,67,"In contrast, we saw significant changes in systemic T-cell cytokine production.",28653395_4,-1,-1,-1,-1,-1,-1,-1,20992,-1,0.9900525,0.004120634,0.0058268523
20994,Th2 cytokine,19,21,133,145,"Moreover, adoptive transfer experiments demonstrated that decreases in IL-4 production reflected a cell intrinsic role for PARP14 in Th2 cytokine control.",28653395_5,-1,-1,-1,-1,-1,-1,-1,20994,-1,0.027509099,0.004154344,0.96833646
