,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_cytokine_distsv,lf_transcription_factor_distsv,lf_t_lymphocyte_distsv,olabel,orig_index,label,prob_0,prob_1,prob_2
31828,cell AhR-sufficient,40,42,208,227,"B cell  AhR-deficient mice develop exacerbated arthritis, show significant reductions in  IL-10-producing Bregs and regulatory T cells, and show an increase in T helper  (Th) 1 and Th17 cells compared with B cell AhR-sufficient mice.",31722204_5,-1,-1,-1,-1,31828,-1,0.0037887406,0.012669059,0.9835422
31831,blood,9,10,43,48,Intracranial aneurysm (IA) is a bulging of blood vessels around the brain that  is often asymptomatic but may cause severe complications and death if ruptured.,31735443_0,0,1,-1,-1,31831,-1,3.153685e-05,6.254762e-05,0.9999058
31836,TBX21,20,21,136,141,"When  cocultured with autologous naive CD4 T cells, intermediate and non-classical  monocytes preferentially promoted the expression of TBX21 and RORC over the  expression of FOXP3 in CD4 T cells.",31735443_7,-1,1,2,-1,31836,-1,0.057750154,0.8561987,0.08605114
31839,TBX21,8,9,48,53,"Inhibition of TNF-α and IL-1β slightly  reduced TBX21 expression and markedly reduced RORC expression, and at the same  time significantly increased FOXP3 expression in CD4 T cells.",31735443_8,-1,1,2,-1,31839,-1,0.0018788516,0.9941543,0.0039668675
31847,proteins,8,9,41,49,"Suppressor of  cytokine signaling (SOCS) proteins are attractive targets, as they effectively  inhibit undesirable cytokine signaling.",31748225_2,0,1,-1,-1,31847,-1,0.289732,0.38468874,0.32557926
31849,proteins,3,4,15,23,"However, these proteins target multiple  signaling pathways, some of which we may need to remain uninhibited.",31748225_3,0,1,-1,-1,31849,-1,0.11274489,0.2524625,0.6347926
31851,protein,8,9,37,44,"In this  study, we use computational protein design based on SOCS3 and JAK crystal  structures to engineer a mutant SOCS3 with altered specificity.",31748225_5,0,1,-1,-1,31851,-1,0.06711772,0.8491283,0.08375396
31861,proteins,5,6,26,34,"These data show that SOCS proteins can be engineered to  fine-tune their specificity, and this can exert important changes to T cell  biology.",31748225_12,0,1,-1,-1,31861,-1,0.73307806,0.13235891,0.13456303
31865,helper T  cell subsets,8,13,35,57,"In addition, various types of CD4+ helper T  cell subsets promoting the generation of autoantibodies in SLE will be  described, and finally it will be discussed how these recent discoveries  contribute to understanding of SLE pathogenesis and treatment of SLE patients.",31762023_3,-1,-1,-1,-1,31865,-1,2.751855e-05,8.854113e-05,0.9998839
31866,protein,12,13,66,73,The recent failure of a vaccine candidate based on  recombinant F protein underlines the urgent need to better understand the  protective human memory immune response against RSV.,31780735_1,0,1,-1,-1,31866,-1,0.20986232,0.38894776,0.4011899
31871,protein,11,12,60,67,Signal transducer and  activator of transcription 3 (STAT3) protein is a transcription factor that  promotes the maturation of the memory CD8 T cell response in cooperation with  IL-10 and IL-21.,31780735_2,0,1,-1,-1,31871,-1,0.00035456353,0.9990206,0.00062480004
31919,function,7,8,35,43,"In this study, the composition and function of CD4+  CD25+ cells inside the microenvironment of triple-negative breast carcinoma  (TNBC) were investigated.",31811667_3,0,1,2,-1,31919,-1,0.07856248,0.69374835,0.22768919
31930,blood,6,7,40,45,These differences were conserved in the blood  counterparts of these cells.,31811667_8,0,1,-1,-1,31930,-1,2.2570559e-05,5.781822e-05,0.99991965
31965,immunity,28,29,194,202,"Mechanistically, dysregulated IL6 reprogrammed the STAT3 pathway in  metastatic tumor cells, and induced recruitment of myeloid-derived suppressor  cells and polarized macrophages to evade host immunity.",31848193_8,0,-1,2,-1,31965,-1,0.9993886,0.00028108738,0.00033037475
31971,blood cells,20,22,119,130,Autoimmune hemolytic anemia (AIHA) is an acquired autoimmune disease mediated by  antibodies against the patient's red blood cells.,31875006_0,-1,-1,-1,-1,31971,-1,1.3968451e-05,3.7812595e-05,0.99994826
31973,function,5,6,30,38,Few studies have reported the function of TFH and  TFR cells in the process of AIHA.,31875006_3,0,1,2,-1,31973,-1,0.08537946,0.50879025,0.40583023
31982,function,27,28,139,147," In the light of the key contributions of TFH cells to the immune response in  AIHA, strategies aimed at inhibiting the TFH development or function should be  emphasized.",31875006_8,0,1,2,-1,31982,-1,0.05312419,0.7921375,0.15473826
31983,factors,8,9,66,73,Background: Epidemiological studies have shown that environmental factors  accelerate the progress of primary Sjögren's syndrome (pSS).,31876196_0,0,1,-1,-1,31983,-1,0.00041011767,0.9990827,0.00050723064
31984,receptor,14,15,86,94,"The present study aimed to  evaluate the potential relationship between BPA, estrogen receptor (ER), and  pSS.Methods: We studied the impact of BPA on monocyte-derived dendritic cells  (moDCs) from pSS patients and age-matched healthy controls (HCs).",31876196_3,0,1,2,-1,31984,-1,0.0001892752,0.9992593,0.0005514459
31998,function,5,6,29,37,"Conclusions: BPA altered the function of moDCs through ERα, including  antigen capture, secretion of inflammatory factors, and ability to stimulate T  cells, as well as accelerated the progression and further deterioration of pSS.",31876196_12,0,1,2,-1,31998,-1,0.106614836,0.54843694,0.34494826
32000,factors,19,20,114,121,"Conclusions: BPA altered the function of moDCs through ERα, including  antigen capture, secretion of inflammatory factors, and ability to stimulate T  cells, as well as accelerated the progression and further deterioration of pSS.",31876196_12,0,1,-1,-1,32000,-1,0.00040320755,0.99902964,0.0005671277
32002,immunity,5,6,51,59,Understanding the mechanisms underlying anti-tumor immunity is pivotal for  improving immune-based cancer therapies.,31911617_0,0,-1,2,-1,32002,-1,0.9993643,0.00028366197,0.00035203277
32013,deficiency,3,4,11,21,Vitamin D  deficiency has been associated with various autoimmune diseases.,31932499_1,0,1,-1,-1,32013,-1,0.00021631284,0.0005132359,0.9992705
32026,Il9 gene,22,24,104,112," Using a series of mutations, we were able to dissect the VDR domain involved in  the regulation of the Il9 gene.",31932499_8,-1,-1,-1,-1,32026,-1,0.721873,0.25158265,0.026544334
32027,Il9 gene,11,13,69,77,"The VDR-PU.1 interaction prevented the  accessibility of PU.1 to the Il9 gene promoter, thereby restricting its  expression.",31932499_9,-1,-1,-1,-1,32027,-1,0.8199436,0.15895621,0.021100175
32035,Il9 gene,8,10,59,67,Calcitriol attenuated specific histone acetylation at the  Il9 gene.,31932499_12,-1,-1,-1,-1,32035,-1,0.8829156,0.098330535,0.018753838
32037,Il9 gene,15,17,87,95,"In contrast, calcitriol enhanced the recruitment of the histone  modifier HDAC1 at the Il9 gene promoter.",31932499_13,-1,-1,-1,-1,32037,-1,0.8334103,0.1470987,0.019491004
32038,Il9 gene,16,18,82,90,"In summary, we have identified that  calcitriol blocked the access of PU.1 to the Il9 gene by reducing its expression  and associating with it as well as regulated the chromatin of the Il9 gene to  regulate expression.",31932499_14,-1,-1,-1,-1,32038,-1,0.8706206,0.11303992,0.016339462
32039,Il9 gene,35,37,185,193,"In summary, we have identified that  calcitriol blocked the access of PU.1 to the Il9 gene by reducing its expression  and associating with it as well as regulated the chromatin of the Il9 gene to  regulate expression.",31932499_14,-1,-1,-1,-1,32039,-1,0.8725156,0.11132392,0.016160458
32046,receptor transcription factor,27,30,145,174,"Here, we identified the polarizing conditions to induce an  IL22-producing CD8+ Tc22 subset, which is dependent on IL6 and the aryl  hydrocarbon receptor transcription factor.",31964625_1,-1,-1,-1,-1,32046,-1,0.00010916799,0.99973947,0.00015139572
32057,T cell therapy,9,12,59,73,"Adoptive cellular therapy and its derivative, chimeric AgR T cell therapy, have  achieved significant progress against cancer.",31969386_0,-1,-1,-1,-1,32057,-1,0.4205924,0.07990224,0.4995054
32090,blood,8,9,53,58,"It causes severe anemia and patients require regular blood transfusions,  which causes different complications such as iron overload and alloimmunization.",31984437_1,0,1,-1,-1,32090,-1,3.7925314e-05,7.188269e-05,0.9998902
32094,factors,16,17,86,93,FoxP3 is the major marker of Tregs and its expression can be  influenced by different factors.,31984437_3,0,1,-1,-1,32094,-1,0.0006839459,0.9983955,0.00092057977
32099,factors,34,35,199,206,The aim  of this study was to assess the frequency of Tregs and FoxP3/GDF-15 gene  expression in β-thalassemia major patients with and without alloantibody as well  as its correlation with different factors such as serum ferritin and folate  levels.,31984437_5,0,1,-1,-1,32099,-1,0.00031595337,0.9992999,0.00038414227
32101,GDF-15  genes,37,40,201,214,"Enzyme-linked immunosorbent assay (ELISA), flow  cytometry, and real-time PCR were performed in order to evaluate serum ferritin  and folate levels, frequency of Tregs, and the expression of FoxP3 and GDF-15  genes, respectively.",31984437_7,-1,-1,-1,-1,32101,-1,0.65099305,0.31665683,0.03235013
32104,GDF-15 genes,28,30,167,179,"No correlation was observed between target genes  and serum ferritin and folate, but there was a positive significant correlation  between the expression of FoxP3 and GDF-15 genes, which shows the  immunosuppressive role of GDF-15.",31984437_10,-1,-1,-1,-1,32104,-1,0.65137744,0.31548488,0.033137735
32106,factors,10,11,70,77,Recent studies have reported that immunological and oxidative  stress factors are implicated in AS pathogenesis.,31986444_1,0,1,-1,-1,32106,-1,0.002450062,0.9949825,0.0025674275
32123,blood,20,21,124,129,"Eosinophils in  the skin tissues, inflammatory cytokine expression, and distribution of T  lymphocyte subsets in peripheral blood of mice were detected.",31989663_4,0,1,-1,-1,32123,-1,1.8617562e-05,4.061566e-05,0.99994075
32128,analysis,36,37,196,204,"Expression  patterns of IL-9, IL-10, STAT3, JAK2, and INF-γ in clinical samples and mice  were detected by reverse transcription quantitative polymerase chain reaction  (RT-qPCR) and western blot analysis.",31989663_5,0,1,-1,-1,32128,-1,0.019822547,0.96220565,0.017971795
32135,immunity,8,9,50,58,CD4 T cell memory is fundamental for long-lasting immunity and effective  secondary responses following infection or vaccination.,32010148_0,0,-1,2,-1,32135,-1,0.9989071,0.0004684197,0.00062448665
32149,mechanism of action,15,18,64,83,"Here, using a Kras- and  p53-driven model of PDA, we describe a mechanism of action for the  protumorigenic cytokine IL35 through STAT3 activation in CD8+ T cells.",32024640_2,0,1,-1,-1,32149,-1,0.011191499,0.9712796,0.017528843
32155,transcription factor STAT3,21,24,95,121,"Distinct  from its action on CD4+ T cells, IL35 signaling in gp130+CD8+ T cells activated  the transcription factor STAT3, which antagonized intratumoral infiltration and  effector function of CD8+ T cells via suppression of CXCR3, CCR5, and IFNγ  expression.",32024640_3,-1,-1,-1,-1,32155,-1,4.04814e-05,0.99992085,3.8652903e-05
32156,function,32,33,181,189,"Distinct  from its action on CD4+ T cells, IL35 signaling in gp130+CD8+ T cells activated  the transcription factor STAT3, which antagonized intratumoral infiltration and  effector function of CD8+ T cells via suppression of CXCR3, CCR5, and IFNγ  expression.",32024640_3,0,1,2,-1,32156,-1,0.042262606,0.89027715,0.0674602
32187,transcription factor interferon regulatory factor 5,7,13,38,89,We have previously reported  that the transcription factor interferon regulatory factor 5 (IRF-5) is largely  responsible for inducing the inflammatory response and maintaining protective  Th1 cells following L. donovani inoculation in mice.,32038622_1,-1,-1,-1,-1,32187,-1,0.0002145162,0.9994481,0.00033736424
32200,blood,28,29,140,145,A previous study by us suggested that SEB exposure during  pregnancy could alter the percentage of CD4+ and CD8+ T cells in the peripheral  blood of neonatal offspring rats.,32043953_2,0,1,-1,-1,32200,-1,1.7352595e-05,4.1069183e-05,0.99994147
32202,blood,26,27,137,142,Aim. It is unknown whether SEB exposure during  pregnancy can influence the development of regulatory T cells (Tregs) in the  peripheral blood of neonatal offspring rats.,32043953_3,0,1,-1,-1,32202,-1,1.625107e-05,4.2430354e-05,0.99994135
32203,blood,1,2,11,16,"Peripheral blood  was acquired from neonatal offspring rats on days 1, 3 and 5 after delivery and  from adult offspring rats for determination of Treg number by cytometry,  cytokines by ELISA, and FoxP3 expression by real-time PCR and western  blot.",32043953_6,0,1,-1,-1,32203,-1,3.961597e-05,6.812529e-05,0.99989223
32208,blood,32,33,169,174,"SEB given to pregnant rats significantly increased the absolute  number of Tregs and the expression levels of FoxP3, IL-10 and TGF-β (P<0.05,  P<0.01) in the peripheral blood of not only neonatal but also adult offspring  rats.",32043953_8,0,1,-1,-1,32208,-1,4.0383224e-05,7.806648e-05,0.9998815
32211,blood,40,41,213,218,"Furthermore, repeated SEB exposure in adult offspring rats significantly  decreased the absolute number of Tregs (P<0.01), and the expression levels of  FoxP3, IL-10 and TGF-β (P<0.05, P<0.01) in their peripheral blood.",32043953_9,0,1,-1,-1,32211,-1,7.022631e-05,0.00010826763,0.9998216
32212,function,8,9,54,62, Prenatal SEB exposure attenuates the development and function of Tregs to  repeated SEB exposure in the peripheral blood of adult offspring rats.,32043953_11,0,1,2,-1,32212,-1,0.030689556,0.07867325,0.8906373
32213,blood,19,20,116,121, Prenatal SEB exposure attenuates the development and function of Tregs to  repeated SEB exposure in the peripheral blood of adult offspring rats.,32043953_11,0,1,-1,-1,32213,-1,2.360405e-05,5.019632e-05,0.9999262
32217,receptors,19,20,114,123, Recent studies suggest that distinct functions of TNF may be associated with  differential engagement of its two receptors: TNFR1 or TNFR2.,32083339_1,0,1,2,-1,32217,-1,0.0007178293,0.9936108,0.0056712963
32219,receptors,12,13,64,73,"In this review, we  discuss the relative contributions of these receptors to pathogenesis of several  diseases, with the focus on autoimmunity and neuroinflammation.",32083339_2,0,1,2,-1,32219,-1,0.005045405,0.90457845,0.09037612
32221,side effects,16,18,94,106,"Steroidal agent is a standard clinical treatment of atopic dermatitis; however,  have serious side effects.",32087254_0,0,1,-1,-1,32221,-1,0.66290003,0.10883103,0.22826895
32223,protein,4,5,21,28,Skin tissue mRNA and protein expression and serum  cytokine levels were examined.,32087254_4,0,1,-1,-1,32223,-1,0.024819158,0.9357916,0.03938924
32226,factors,4,5,25,32," Among Th17 cell-related factors, DNCB treatment increased mRNA expression of  IL-6, IL-17, IL-23, STAT3, and ROR-γt, but reduced TGF-β and SOCS 3; While  artesunate reverse these changes.",32087254_8,0,1,-1,-1,32226,-1,0.00017837457,0.9995913,0.0002303272
32229,protein,10,11,58,65,"Compared with the model group, artesunate  promoted SOCS3 protein and significantly inhibited ROR-γt protein and STAT3  phosphorylation.",32087254_9,0,1,-1,-1,32229,-1,0.040348034,0.8966516,0.063000396
32230,protein,15,16,101,108,"Compared with the model group, artesunate  promoted SOCS3 protein and significantly inhibited ROR-γt protein and STAT3  phosphorylation.",32087254_9,0,1,-1,-1,32230,-1,0.02893954,0.92787665,0.04318378
32238,proteins,26,27,171,179,"Selective deletion of IL-4/IL-13 in T cells  blunted the Af-induced lung eosinophilia and further resulted in lower  expression of STAT6-regulated chemokines and effector proteins such as Arginase  1, Relm-α, Relm-β, and Muc5a/c.",32108934_3,0,1,-1,-1,32238,-1,0.13689944,0.726405,0.13669552
32247,proteins,11,12,53,61,Latently  infected CD4+ T cells do not express viral proteins and are therefore not  visible to immune mediated clearance.,32109259_1,0,1,-1,-1,32247,-1,0.24185951,0.22735526,0.53078526
32252,receptor,5,6,23,31,"Binding of IFNα to its receptor expressed on primary CD4+ T  cells did not induce activation of the canonical or non-canonical NFκB pathway  but did induce phosphorylation of STAT1, 3 and 5 proteins.",32109259_7,0,1,2,-1,32252,-1,0.00019582783,0.9991573,0.0006468241
32255,proteins,36,37,190,198,"Binding of IFNα to its receptor expressed on primary CD4+ T  cells did not induce activation of the canonical or non-canonical NFκB pathway  but did induce phosphorylation of STAT1, 3 and 5 proteins.",32109259_7,0,1,-1,-1,32255,-1,0.9940361,0.0037550947,0.002208756
32261,function,16,17,80,88,"Follicular helper T cells (TFH) play an important  role in assisting the immune function of human B cells in germinal centers, and  follicular regulatory T cells (TFR) have the function of inhibiting TFH and  germinal center B cell responses.",32117258_1,0,1,2,-1,32261,-1,0.05545302,0.12572432,0.8188227
32264,function,36,37,177,185,"Follicular helper T cells (TFH) play an important  role in assisting the immune function of human B cells in germinal centers, and  follicular regulatory T cells (TFR) have the function of inhibiting TFH and  germinal center B cell responses.",32117258_1,0,1,2,-1,32264,-1,0.099307746,0.66921043,0.2314818
32266,blood,3,4,23,28,We analyzed peripheral blood of active  and stable remission UC patients and found that circulating TFR was  significantly decreased while TFH was increased in active UC patients.,32117258_3,0,1,-1,-1,32266,-1,6.4070984e-05,0.00012692918,0.99980897
32276,cytokine receptors,11,13,54,72,"Mechanistically, SOCS3  is recruited to a site in the cytokine receptors known as the SOCS3-interaction  motif, and then binds JAK molecules to inhibit their kinase activity.",32144749_1,-1,-1,-1,-1,32276,-1,0.6335618,0.31285363,0.053584587
32277,receptors,7,8,41,50,"The  SOCS3-interaction motif is found in receptors of the gp130 cytokine family but  mostly absent from other cytokine receptors, including γc.",32144749_2,0,1,2,-1,32277,-1,0.0016304213,0.979076,0.019293562
32280,cytokine receptors,19,21,110,128,"The  SOCS3-interaction motif is found in receptors of the gp130 cytokine family but  mostly absent from other cytokine receptors, including γc.",32144749_2,-1,-1,-1,-1,32280,-1,0.74373,0.16520204,0.091067925
32284,cytokine IL-6,22,24,124,137,"Using SOCS3 transgenic  mice, we found that increased abundance of SOCS3 not only suppressed signaling  of the gp130 family cytokine IL-6, but also signaling of the γc family cytokine  IL-7.",32144749_5,-1,-1,-1,-1,32284,-1,0.9988543,0.00070940715,0.00043627786
32285,cytokine  IL-7,32,35,175,189,"Using SOCS3 transgenic  mice, we found that increased abundance of SOCS3 not only suppressed signaling  of the gp130 family cytokine IL-6, but also signaling of the γc family cytokine  IL-7.",32144749_5,-1,-1,-1,-1,32285,-1,0.9995289,0.00023381194,0.00023730217
32295,T  cell immunity,24,28,153,169,"Collectively, we report an underappreciated role for SOCS3 in suppressing  γc cytokine signaling, effectively expanding its scope of target cytokines in T  cell immunity.",32144749_8,-1,-1,-1,-1,32295,-1,0.13357288,0.032376986,0.8340502
32298,factor,14,15,85,91,"Here, we identify CCL28 as a  direct transcriptional target gene of β-catenin/T-cell factor (TCF).",32156780_3,0,1,-1,-1,32298,-1,0.00013672267,0.9997075,0.00015578626
32299,Protein,0,1,0,7,Protein  levels of β-catenin and CCL28 positively correlated in human gastric  adenocarcinoma.,32156780_4,0,1,-1,-1,32299,-1,0.0068111937,0.98405933,0.009129408
32306,β-catenin-CCL28-Treg cell,4,6,11,36,"Thus,  the β-catenin-CCL28-Treg cell axis may serve as an important mechanism for  immunosuppression of the stomach tumor microenvironment.",32156780_9,-1,-1,-1,-1,32306,-1,0.0028651967,0.025369855,0.97176504
32310,CD4+CD25+Foxp3,6,7,44,58,RESULTS: Conversion of CD4+CD25-Foxp3- into CD4+CD25+Foxp3+ iTregs was  diminished in AD individuals.,32160611_6,-1,-1,-1,-1,32310,-1,0.0107646035,0.18166187,0.8075736
32314,receptors,7,8,42,51,CONCLUSION: The signaling effect of TGF-β receptors on the suppressor quality of  iTreg conversion is conserved.,32160611_10,0,1,2,-1,32314,-1,0.0032683418,0.9348997,0.06183201
32317,protein,26,27,148,155,"We recently showed that human ECs  endocytose MACs into Rab5+ endosomes, creating a signaling platform that  stabilizes NF-κB-inducing kinase (NIK) protein.",32191642_1,0,1,-1,-1,32317,-1,0.015028893,0.9602141,0.024757002
32321,IL-1  receptor,5,8,38,52,"Blocking NLRP3 inflammasome assembly, IL-1  receptor, or IL-15 on ECs inhibited the augmented CD8+ Tem cell responses,  indicating that this pathway is not redundant.",32191642_5,-1,-1,-1,-1,32321,-1,0.85721034,0.1088269,0.03396282
32332,factors,7,8,56,63,"BHLHE40 attenuated the expression of  anti-inflammatory factors, including miR-146a, a negative regulator of NF-κB  activation and ZC3H12D, an RNase of the Regnase-1 family able to degrade  inflammatory transcripts.",32205878_3,0,1,-1,-1,32332,-1,0.00051649666,0.99842215,0.0010613587
32338,deficiency,1,2,5,15,"TLR4 deficiency enhanced the Th1 immune response against  the parasite, which was correlated with an increased activation of dendritic  cells (DCs).",32210480_3,0,1,-1,-1,32338,-1,0.0031734193,0.016779441,0.98004705
32345,analysis,4,5,22,30,"Using RNA  sequencing analysis of human samples, we demonstrated that the transcriptional  signature for the TLR4 and type I IFN (IFN-I) pathways was positively modulated  in asymptomatic subjects compared with VL patients and thus provide direct  evidence demonstrating that the TLR4-IFN-I pathway is related to the  nondevelopment of the disease.",32210480_8,0,1,-1,-1,32345,-1,0.00739477,0.9818449,0.010760352
32360,STAT5 gene products,19,22,129,148,"In contrast, STAT5B  preferentially expanded IFN-γ-producing γδ populations, implying a previously  unknown differential role of STAT5 gene products in lymphocyte lineage  regulation.",32281944_4,-1,-1,-1,-1,32360,-1,0.0014024344,0.9895466,0.00905096
32364,STAT5  deficiency,10,13,53,70,"Importantly, mice lacking γδT17 cells as a result of STAT5  deficiency displayed a profound resistance to experimental autoimmune  encephalomyelitis.",32281944_5,-1,-1,-1,-1,32364,-1,0.0018831363,0.8860243,0.11209257
32372,blood,19,20,87,92,"While CD56+ Tregs were enriched in lesions,  overall CD56+ T cells were reduced in the blood from active LCH patients  compared to non-active disease patients, and there was a negative correlation  between CD8+CD56+ T cells and Tregs.",32283322_4,0,1,-1,-1,32372,-1,7.222525e-05,0.00011569276,0.99981207
32387,STAT1 deficiency,3,5,13,29,We show that STAT1 deficiency results in a biphasic  disease following LCMV infection.,32310998_4,-1,-1,-1,-1,32387,-1,0.0018069178,0.9288492,0.06934393
32398,immune regulator,14,16,78,94,The ectonucleotidase CD39 on human regulatory T-cells (Treg) is an important  immune regulator which is dysregulated in autoimmune diseases and cancer  immunosuppression.,32319705_0,-1,-1,-1,-1,32398,-1,0.35204405,0.6245896,0.023366323
32399,transcription factors FOXP3,14,17,81,108,We here define that CD39 expression on Treg is independent of  the Treg-specific transcription factors FOXP3 and HELIOS and promoted by  canonical TGF-b- and mTOR-signaling.,32319705_1,-1,-1,-1,-1,32399,-1,7.354739e-05,0.99981433,0.00011208841
32401,blood,6,7,26,31,"In line, CD39+ peripheral blood Treg constitute a distinct lineage  with low autophagic flux and absent ROS production.",32319705_3,0,1,-1,-1,32401,-1,2.8981485e-05,5.5796136e-05,0.99991524
32411,receptor activator,22,24,104,122,"The main aims of this study were: (1) to investigate whether a blockade of the  interaction between the receptor activator of nuclear factor-κB (NF-ĸB) ligand  (RANKL) and its receptor RANK may have potential as a novel therapeutic strategy  for allergic asthma; (2) to compare the efficacies of the blockade of RANKL/RANK  interaction as well as the blockade of NF-κB inhibitor kinase (IKK) and of NF-κB  translocation to the nucleus, also in comparison with glucocorticosteroid  treatment, in terms of the development of a mouse model of allergic airway  inflammation (AAI) and accompanying immune response.",32339516_0,-1,-1,-1,-1,32411,-1,0.00018814865,0.999353,0.00045885393
32412,receptor,37,38,176,184,"The main aims of this study were: (1) to investigate whether a blockade of the  interaction between the receptor activator of nuclear factor-κB (NF-ĸB) ligand  (RANKL) and its receptor RANK may have potential as a novel therapeutic strategy  for allergic asthma; (2) to compare the efficacies of the blockade of RANKL/RANK  interaction as well as the blockade of NF-κB inhibitor kinase (IKK) and of NF-κB  translocation to the nucleus, also in comparison with glucocorticosteroid  treatment, in terms of the development of a mouse model of allergic airway  inflammation (AAI) and accompanying immune response.",32339516_0,0,1,2,-1,32412,-1,0.0005082495,0.9960247,0.00346704
32422,blood,14,15,76,81,"However, the role of NF-κB signaling in the activation of  human peripheral blood (PB) Treg has not been fully elucidated so far.",32386462_2,0,1,-1,-1,32422,-1,3.799732e-05,6.980671e-05,0.9998921
32423,transcription factor forkhead,9,12,41,70,"We show  that the activity of the master transcription factor forkhead box protein 3  (FOXP3) attenuates p65 phosphorylation and nuclear translocation of the NF-κB  proteins p50, p65, and c-Rel following activation in human Treg.",32386462_3,-1,-1,-1,-1,32423,-1,0.000107548316,0.9997397,0.00015274243
32424,protein,13,14,75,82,"We show  that the activity of the master transcription factor forkhead box protein 3  (FOXP3) attenuates p65 phosphorylation and nuclear translocation of the NF-κB  proteins p50, p65, and c-Rel following activation in human Treg.",32386462_3,0,1,-1,-1,32424,-1,0.003100886,0.9917679,0.0051311753
32426,proteins,29,30,165,173,"We show  that the activity of the master transcription factor forkhead box protein 3  (FOXP3) attenuates p65 phosphorylation and nuclear translocation of the NF-κB  proteins p50, p65, and c-Rel following activation in human Treg.",32386462_3,0,1,-1,-1,32426,-1,0.10295995,0.72344786,0.1735922
32431,transcription factors FOXP1,26,29,139,166,"In this respect, dual blockade of mammalian  target of rapamycin (mTOR) and NF-κB signaling was accompanied by enhanced  expression of the transcription factors FOXP1 and FOXP3 and demethylation of the  Treg-specific demethylated region compared to iTreg generated under mTOR  blockade alone.",32386462_7,-1,-1,-1,-1,32431,-1,0.00010087773,0.9995974,0.0003017092
32438,immunity,10,11,62,70, This work establishes a potential role for nonlymphoid organ immunity in  regulating chronic bacterial infections and provides further evidence for the  hepatobiliary system as the site of chronic Salmonella infection.,32393507_6,0,-1,2,-1,32438,-1,0.9950624,0.00063450076,0.004303095
32439,factors,16,17,73,80,"Exposure to particulate matter (PM) has been known to be one of the risk factors  to cause allergic asthma, leading to development of respiratory disease.",32397290_0,0,1,-1,-1,32439,-1,0.0020090323,0.9957604,0.0022305867
32446,analysis,1,2,18,26,"Histopathological analysis demonstrated  that BHT suppressed inflammatory cell infiltration, mucus hypersecretion and  collagen deposition in the airway.",32397290_7,0,1,-1,-1,32446,-1,0.04790601,0.91542083,0.0366732
32454,cell(Tregs,8,9,39,49,Both the th17 cell and the  regulatory cell(Tregs) are important components of the immune system and play a  crucial role in maintaining immune homeostasis.,32418896_1,-1,-1,-1,-1,32454,-1,3.9306786e-05,0.00012836054,0.9998323
32455,function,37,38,239,247,"Our  study showed that Maresin1 could significantly inhibit the excessive  inflammatory response and promote the inflammation regression in the process of  sepsis-induced acute lung injury, thereby reducing lung damage and improving  lung function.",32418896_4,0,1,2,-1,32455,-1,0.27714893,0.286039,0.43681207
32472,transcriptional factor,22,24,87,109,"Similar to memory CD8 T cells,  CD44hi CD8+ T cells also present a higher level of the transcriptional factor  Eomes and a lower level of T-bet (Tbx21) mRNA than CD44low CD8+ T cells.",32421902_8,-1,-1,-1,-1,32472,-1,9.749136e-05,0.9997974,0.00010518192
32473,Tbx21,33,34,145,150,"Similar to memory CD8 T cells,  CD44hi CD8+ T cells also present a higher level of the transcriptional factor  Eomes and a lower level of T-bet (Tbx21) mRNA than CD44low CD8+ T cells.",32421902_8,-1,1,2,-1,32473,-1,0.010409479,0.9745272,0.01506338
32492,Tbx21,30,31,181,186,"In  particular, NKG2D promotes higher production of proinflammatory cytokines by Th1  and T-bet+ Th17 cells and reinforces their transcription of type 1 signature  genes, including Tbx21.",32453422_3,-1,1,2,-1,32492,-1,0.0070598414,0.98335326,0.009586923
32497,factors,41,42,260,267,"A role of  regulatory T-cells (Treg) in generating an immunosuppressive environment around  the metacestode during chronic disease has been reported, but the molecular  mechanisms of Treg induction by E. multilocularis, particularly parasite  immunoregulatory factors involved, remain elusive so far.",32457746_1,0,1,-1,-1,32497,-1,0.00029182475,0.99936646,0.0003417834
32501,cytokine  IL-10,13,16,81,96,We also  show that host T-cells secrete elevated levels of the immunosuppressive cytokine  IL-10 in response to metacestode E/S products.,32457746_3,-1,-1,-1,-1,32501,-1,0.99948657,0.0002491871,0.00026423018
32510,factors,14,15,101,108,"CONCLUSION/SIGNIFICANCE: In conclusion, we herein demonstrate that E.  multilocularis larvae secrete factors that induce the secretion of IL-10 by  T-cells and contribute to the expansion of TGF-b-driven Foxp3+ Treg, a cell type  that has been reported crucial for generating a tolerogenic environment to  support parasite establishment and proliferation.",32457746_9,0,1,-1,-1,32510,-1,0.00079735136,0.99789965,0.0013029911
32515,factors,3,4,14,21,Among the E/S factors of the  parasite we identified a factor with structural and functional homologies to  mammalian activin A which might play an important role in these activities.,32457746_10,0,1,-1,-1,32515,-1,0.00021120263,0.9994505,0.0003383142
32516,factor,11,12,55,61,Among the E/S factors of the  parasite we identified a factor with structural and functional homologies to  mammalian activin A which might play an important role in these activities.,32457746_10,0,1,-1,-1,32516,-1,0.0001707961,0.9996216,0.00020759052
