,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_cytokine_distsv,lf_transcription_factor_distsv,lf_t_lymphocyte_distsv,olabel,orig_index,label,prob_0,prob_1,prob_2
21125,the generation,12,14,72,86,"The mechanism of this process is that RSV inactivates Stat3, preventing the generation and function of tBregs, including expression of TGF-β.",24043896_2,-1,-1,-1,-1,21125,-1,6.4858746e-06,0.9999875,6.067564e-06
21126,function,15,16,91,99,"The mechanism of this process is that RSV inactivates Stat3, preventing the generation and function of tBregs, including expression of TGF-β.",24043896_2,0,1,2,-1,21126,-1,0.00011179748,0.9998104,7.7793076e-05
21138,to play,13,15,77,84,"Since their identification in 2005, T helper (TH)17 cells have been proposed to play important roles in several human diseases, including various autoimmune conditions, inflammations, allergy, and tumors.",24044962_0,-1,-1,-1,-1,21138,-1,5.694434e-06,0.99998844,5.8166124e-06
21147,to Th17,41,43,222,229,"Focusing on human studies, we review the current understanding of molecular interactions (IL-1β, IL-6, IL-23, IL-21 and TGF-β), the signaling pathway (STAT3→RORγt) and the migration (induced by CCR6/CCL20) that contribute to Th17 differentiation and function in tumor microenvironment.",24044962_1,-1,-1,-1,-1,21147,-1,2.2145654e-05,0.99995565,2.2187785e-05
21148,function,45,46,250,258,"Focusing on human studies, we review the current understanding of molecular interactions (IL-1β, IL-6, IL-23, IL-21 and TGF-β), the signaling pathway (STAT3→RORγt) and the migration (induced by CCR6/CCL20) that contribute to Th17 differentiation and function in tumor microenvironment.",24044962_1,0,1,2,-1,21148,-1,4.857622e-05,0.9998822,6.9164096e-05
21150,to the,11,13,70,76,"Furthermore, we also make a synthesis of contradictory conclusions as to the roles that these cells are playing in the process of tumourigenesis in order to provide guidance of Th17-targeted therapy in tumors.",24044962_2,-1,-1,-1,-1,21150,-1,6.1760516e-06,0.9999882,5.651541e-06
21151,that these cells,14,17,83,99,"Furthermore, we also make a synthesis of contradictory conclusions as to the roles that these cells are playing in the process of tumourigenesis in order to provide guidance of Th17-targeted therapy in tumors.",24044962_2,-1,-1,-1,-1,21151,-1,0.0028866346,0.30186385,0.6952495
21156,Th17-targeted therapy,30,32,177,198,"Furthermore, we also make a synthesis of contradictory conclusions as to the roles that these cells are playing in the process of tumourigenesis in order to provide guidance of Th17-targeted therapy in tumors.",24044962_2,-1,-1,-1,-1,21156,-1,7.4287336e-06,0.9999845,8.071131e-06
21160,that the thymus,1,4,12,27,"Considering that the thymus is the site of most T-cell development, this phenomenon may be related to thymic involution.",24051497_1,-1,-1,-1,-1,21160,-1,1.1245109e-05,0.999982,6.786679e-06
21164,related to thymic,16,19,91,108,"Considering that the thymus is the site of most T-cell development, this phenomenon may be related to thymic involution.",24051497_1,-1,-1,-1,-1,21164,-1,2.4598485e-05,0.9999672,8.196732e-06
21172,The thymuses,2,4,9,21,RESULTS: The thymuses of tumor-bearing mice showed less cellularity than those of healthy mice.,24051497_4,-1,-1,-1,-1,21172,-1,1.3673299e-05,0.9999752,1.1070588e-05
21174,cellularity than those,9,12,56,78,RESULTS: The thymuses of tumor-bearing mice showed less cellularity than those of healthy mice.,24051497_4,-1,-1,-1,-1,21174,-1,0.009137093,0.20879047,0.7820724
21181,three factors,7,9,22,35,"Foxn1, KGF, and IL-7, three factors known to be involved in thymic development, were also downregulated in the thymuses of tumor bearers.",24051497_6,-1,-1,-1,-1,21181,-1,2.7923372e-05,0.99996114,1.0947095e-05
21184,the thymuses,21,23,107,119,"Foxn1, KGF, and IL-7, three factors known to be involved in thymic development, were also downregulated in the thymuses of tumor bearers.",24051497_6,-1,-1,-1,-1,21184,-1,7.915811e-06,0.9999851,6.9633834e-06
21187,the thymic,9,11,54,64,"When these mice were intravenously injected with KGF, the thymic microenvironment, thymopoiesis, and T-cell differentiation all returned to near normal status.",24051497_7,-1,-1,-1,-1,21187,-1,6.8769286e-06,0.99998784,5.23026e-06
21196,the thymic,16,18,113,123,CONCLUSIONS: The decreases in thymopoiesis and impaired T-cell differentiation may be attributable to changes in the thymic microenvironment.,24051497_8,-1,-1,-1,-1,21196,-1,7.728546e-06,0.9999876,4.7017616e-06
21197,the function,1,3,10,22,"Improving the function of TEC, rather than T-cell progenitors, should be the focus of therapy.",24051497_9,-1,-1,-1,-1,21197,-1,3.3408876e-05,0.9999317,3.4836114e-05
21199,than T-cell,7,9,38,49,"Improving the function of TEC, rather than T-cell progenitors, should be the focus of therapy.",24051497_9,-1,-1,-1,-1,21199,-1,0.0013536552,0.08980321,0.90884316
21201,therapy,16,17,86,93,"Improving the function of TEC, rather than T-cell progenitors, should be the focus of therapy.",24051497_9,0,1,-1,-1,21201,-1,4.8906318e-06,0.9999908,4.2391216e-06
21205,the functional,16,18,101,115,"Although elevated CD4⁺Foxp3⁺ regulatory T cell (Treg) frequencies within tumors are well documented, the functional and phenotypic characteristics of CD4⁺Foxp3⁺ and CD4⁺Foxp3⁻ T cell subsets from matched blood, healthy colon, and colorectal cancer require in-depth investigation.",24064667_0,-1,-1,-1,-1,21205,-1,5.5496548e-05,0.9999206,2.3919789e-05
21207,blood,30,31,204,209,"Although elevated CD4⁺Foxp3⁺ regulatory T cell (Treg) frequencies within tumors are well documented, the functional and phenotypic characteristics of CD4⁺Foxp3⁺ and CD4⁺Foxp3⁻ T cell subsets from matched blood, healthy colon, and colorectal cancer require in-depth investigation.",24064667_0,0,1,-1,-1,21207,-1,0.00027269757,0.9990681,0.0006592981
21208,that the,3,5,24,32,Flow cytometry revealed that the majority of intratumoral CD4⁺Foxp3⁺ T cells (Tregs) were Helios⁺ and expressed higher levels of cytotoxic T-lymphocyte antigen 4 (CTLA-4) and CD39 than Tregs from colon and blood.,24064667_1,-1,-1,-1,-1,21208,-1,4.153484e-06,0.9999908,4.9769565e-06
21211,cytotoxic T-lymphocyte antigen,21,24,129,159,Flow cytometry revealed that the majority of intratumoral CD4⁺Foxp3⁺ T cells (Tregs) were Helios⁺ and expressed higher levels of cytotoxic T-lymphocyte antigen 4 (CTLA-4) and CD39 than Tregs from colon and blood.,24064667_1,-1,-1,-1,-1,21211,-1,0.036738932,0.00026006682,0.9630011
21213,than Tregs,30,32,180,190,Flow cytometry revealed that the majority of intratumoral CD4⁺Foxp3⁺ T cells (Tregs) were Helios⁺ and expressed higher levels of cytotoxic T-lymphocyte antigen 4 (CTLA-4) and CD39 than Tregs from colon and blood.,24064667_1,-1,-1,-1,-1,21213,-1,5.8530195e-06,0.9999882,5.9448794e-06
21214,blood,35,36,206,211,Flow cytometry revealed that the majority of intratumoral CD4⁺Foxp3⁺ T cells (Tregs) were Helios⁺ and expressed higher levels of cytotoxic T-lymphocyte antigen 4 (CTLA-4) and CD39 than Tregs from colon and blood.,24064667_1,0,1,-1,-1,21214,-1,6.2263956e-05,0.9998492,8.857082e-05
21216,functions,14,15,95,104,"Moreover, ∼30% of intratumoral CD4⁺Foxp3⁻ T cells expressed markers associated with regulatory functions, including latency-associated peptide (LAP), lymphocyte activation gene-3 (LAG-3), and CD25.",24064667_2,0,1,2,-1,21216,-1,2.7180307e-05,0.99982435,0.00014845513
21217,peptide,18,19,135,142,"Moreover, ∼30% of intratumoral CD4⁺Foxp3⁻ T cells expressed markers associated with regulatory functions, including latency-associated peptide (LAP), lymphocyte activation gene-3 (LAG-3), and CD25.",24064667_2,0,-1,2,-1,21217,-1,0.0001791627,0.999694,0.0001268196
21225,factor-β,13,14,88,96,"This unique population of cells produced interleukin-10 (IL-10) and transforming growth factor-β (TGF-β), and was ∼50-fold more suppressive than Foxp3⁺ Tregs.",24064667_3,0,1,-1,-1,21225,-1,0.9999217,7.643038e-06,7.0655304e-05
21235,factor,17,18,103,109,It has been reported that dense intratumoral infiltration of Foxp3 (+)Tregs (Tregs) was an independent factor for poor prognosis of breast cancer (BC) patients.,24124553_0,0,1,-1,-1,21235,-1,0.00018635238,0.9997887,2.499655e-05
21236,the cytokines,2,4,9,22,"However, the cytokines activating the Treg infiltration are not known.",24124553_1,-1,-1,-1,-1,21236,-1,0.6912109,0.30575025,0.0030387493
21237,the Treg,5,7,34,42,"However, the cytokines activating the Treg infiltration are not known.",24124553_1,-1,-1,-1,-1,21237,-1,8.302166e-06,0.99998534,6.335677e-06
21249,that tumor,3,5,18,28,"It was identified that tumor secretion of CCL22 was positively correlated with the intratumoral Treg infiltration (P<0.0001), but its association with lymphoid aggregates surrounding the tumor was not proven to be significant (P=0.056).",24124553_4,-1,-1,-1,-1,21249,-1,4.6934424e-06,0.9999906,4.6766786e-06
21253,the tumor,27,29,183,192,"It was identified that tumor secretion of CCL22 was positively correlated with the intratumoral Treg infiltration (P<0.0001), but its association with lymphoid aggregates surrounding the tumor was not proven to be significant (P=0.056).",24124553_4,-1,-1,-1,-1,21253,-1,4.1192607e-06,0.9999912,4.642545e-06
21257,the tumor,10,12,59,68,"Moreover, CCL22 expression was found to be associated with the tumor histological features known to be related with unfavorable prognosis of patients, including high histological grade (P<0.0001), negative ER (P<0.0001), negative PR (P=0.001), and HER2 amplification (P=0.028).",24124553_5,-1,-1,-1,-1,21257,-1,4.0432155e-06,0.9999906,5.3845592e-06
21262,CCL22 tumor,6,8,42,53,"Similar to intratumoral Treg infiltrates, CCL22 tumor secretion correlated with the prognosis of the molecular subtypes of breast carcinoma (P<0.0001).",24124553_6,-1,-1,-1,-1,21262,-1,0.99140376,0.002581677,0.00601467
21265,analysis,1,2,11,19,"Univariate analysis revealed CCL22 to be an independent prognostic factor for overall survival (OS, P<0.0001) and progression-free survival (PFS, P<0.0001) of BC patients that were confirmed by multivariate analysis (P=0.011 and P=0.010 respectively).",24124553_7,0,1,-1,-1,21265,-1,9.681619e-06,0.9999838,6.4761407e-06
21266,CCL22 to,3,5,29,37,"Univariate analysis revealed CCL22 to be an independent prognostic factor for overall survival (OS, P<0.0001) and progression-free survival (PFS, P<0.0001) of BC patients that were confirmed by multivariate analysis (P=0.011 and P=0.010 respectively).",24124553_7,-1,-1,-1,-1,21266,-1,0.99388784,0.0024308187,0.0036813184
21267,factor,9,10,67,73,"Univariate analysis revealed CCL22 to be an independent prognostic factor for overall survival (OS, P<0.0001) and progression-free survival (PFS, P<0.0001) of BC patients that were confirmed by multivariate analysis (P=0.011 and P=0.010 respectively).",24124553_7,0,1,-1,-1,21267,-1,0.33374605,0.6641285,0.0021255421
21269,analysis,34,35,207,215,"Univariate analysis revealed CCL22 to be an independent prognostic factor for overall survival (OS, P<0.0001) and progression-free survival (PFS, P<0.0001) of BC patients that were confirmed by multivariate analysis (P=0.011 and P=0.010 respectively).",24124553_7,0,1,-1,-1,21269,-1,8.502488e-06,0.99998486,6.6727634e-06
21272,the tumor,14,16,99,108,"In contrast, although TGF-β1 expression was positively correlated with both Tregs infiltrates into the tumor bed and lymphoid aggregates surrounding the tumor (P=0.023; P=0.046, respectively), its expression was not significantly associated with the molecular subtypes of breast carcinoma and the prognosis of the patients.",24124553_8,-1,-1,-1,-1,21272,-1,3.5600165e-06,0.99999094,5.4491034e-06
21273,the tumor,21,23,149,158,"In contrast, although TGF-β1 expression was positively correlated with both Tregs infiltrates into the tumor bed and lymphoid aggregates surrounding the tumor (P=0.023; P=0.046, respectively), its expression was not significantly associated with the molecular subtypes of breast carcinoma and the prognosis of the patients.",24124553_8,-1,-1,-1,-1,21273,-1,3.864384e-06,0.99999106,5.025751e-06
21288,the proto-oncogene c-MYC,2,5,19,43,Over-expression of the proto-oncogene c-MYC is frequently observed in a variety of tumors and is a hallmark of Burkitt´s lymphoma.,24130880_0,-1,-1,-1,-1,21288,-1,1.5857546e-05,0.9999709,1.32141295e-05
21295,therapy,17,18,105,112,"The fact that many tumors are oncogene-addicted to c-MYC, renders c-MYC a powerful target for anti-tumor therapy.",24130880_1,0,1,-1,-1,21295,-1,4.304041e-06,0.9999912,4.4881886e-06
21297,peptides,15,16,109,117,"Using a xenogenic vaccination strategy by immunizing C57BL/6 mice with human c-MYC protein or non-homologous peptides, we show that the human c-MYC protein, despite its high homology between mouse and man, contains several immunogenic epitopes presented in the context of murine H2(b) haplotype.",24130880_2,0,-1,2,-1,21297,-1,2.4601555e-05,0.9999604,1.4938141e-05
21298,that the,19,21,127,135,"Using a xenogenic vaccination strategy by immunizing C57BL/6 mice with human c-MYC protein or non-homologous peptides, we show that the human c-MYC protein, despite its high homology between mouse and man, contains several immunogenic epitopes presented in the context of murine H2(b) haplotype.",24130880_2,-1,-1,-1,-1,21298,-1,5.2603073e-06,0.99999046,4.2225693e-06
21301,T-cell,7,8,46,52,"We identified an MHC class II-restricted CD4⁺ T-cell epitope and therein an MHC class I-restricted CD8⁺ T-cell epitope (SSPQGSPEPL) that, after prime/boost immunization, protected up to 25% of mice against a lethal lymphoma challenge.",24130880_3,-1,1,2,-1,21301,-1,1.11637855e-05,8.499798e-06,0.99998033
21303,T-cell,16,17,104,110,"We identified an MHC class II-restricted CD4⁺ T-cell epitope and therein an MHC class I-restricted CD8⁺ T-cell epitope (SSPQGSPEPL) that, after prime/boost immunization, protected up to 25% of mice against a lethal lymphoma challenge.",24130880_3,-1,1,2,-1,21303,-1,1.1561379e-05,7.994835e-06,0.99998045
21308,blood,10,11,90,95,Lymphoma-rejecting animals contained MHC multimer-binding CD8⁺ cell within the peripheral blood and displayed in vivo cytolytic activity with specificity for SSPQGSPEPL.,24130880_4,0,1,-1,-1,21308,-1,0.001219271,0.88727385,0.11150685
21309,Taken together these,0,3,0,20,Taken together these data suggest that oncogenic c-MYC can be targeted with specific T-cells.,24130880_5,-1,-1,-1,-1,21309,-1,9.522432e-06,0.99998367,6.817218e-06
21312,T-cells,13,14,85,92,Taken together these data suggest that oncogenic c-MYC can be targeted with specific T-cells.,24130880_5,-1,1,2,-1,21312,-1,1.526354e-05,1.2923175e-05,0.99997187
21314,cell transplantation,21,23,141,161,Cytomegalovirus (CMV) reactivation may lead to CMV disease associated with high morbidity and mortality in patients after hematopoietic stem cell transplantation (HSCT); the identification of clinically relevant markers may aid in the identification of patients at increased risk for developing CMV-associated complications.,24140122_0,-1,-1,-1,-1,21314,-1,0.008508951,0.07141983,0.92007124
21326,blood,42,43,217,222,"We evaluated the phosphorylation of signal transducer and activator of transcription 5 (STAT5) in CD4(+) T cells, CD8(+) T cells, and TCRγδ T cells in response to stimulation with IL-7 or IL-2 after HSCT by analyzing blood samples taken monthly 1 to 6 months after HSCT.",24140122_1,0,1,-1,-1,21326,-1,9.6569354e-05,0.99986136,4.199647e-05
21329,the time,9,11,60,68,Patients were monitored weekly with a quantitative PCR from the time of engraftment for CMV viral load in whole blood until at least day 100 after HSCT.,24140122_2,-1,-1,-1,-1,21329,-1,1.0742078e-05,0.9999784,1.0808317e-05
21330,blood,19,20,112,117,Patients were monitored weekly with a quantitative PCR from the time of engraftment for CMV viral load in whole blood until at least day 100 after HSCT.,24140122_2,0,1,-1,-1,21330,-1,0.01060849,0.6991579,0.29023367
21333,to IL-7,15,17,106,113,We identified a correlation between clinical outcome regarding CMV replication and the ability to respond to IL-7 and IL-2 defined by STAT5 phosphorylation (pSTAT5).,24140122_3,-1,-1,-1,-1,21333,-1,0.9421261,0.056235757,0.0016381801
21339,than those,27,29,165,175,Patients with recurrent or prolonged CMV replications had significantly lower pSTAT5 upon stimulation of T cells with either IL-7 or IL-2 at time points 1 through 3 than those without CMV replication (P < .05).,24140122_4,-1,-1,-1,-1,21339,-1,5.2864616e-06,0.99998915,5.5940523e-06
21344,to IL-7,5,7,35,42,"We conclude that reduced responses to IL-7, reflected by pSTAT5, may represent a clinically relevant functional biomarker for individuals at increased risk for CMV reactivation; our data may also aid in designing better strategies to improve anti-CMV immune responses without increasing the risk of developing graft-versus-host disease.",24140122_6,-1,-1,-1,-1,21344,-1,0.94492453,0.053278044,0.0017974086
21345,relevant functional,16,18,92,111,"We conclude that reduced responses to IL-7, reflected by pSTAT5, may represent a clinically relevant functional biomarker for individuals at increased risk for CMV reactivation; our data may also aid in designing better strategies to improve anti-CMV immune responses without increasing the risk of developing graft-versus-host disease.",24140122_6,-1,-1,-1,-1,21345,-1,0.00014102893,0.99982554,3.3483826e-05
21352,blood,11,12,74,79,Cytokine-induced killer (CIK) cells are usually generated from peripheral blood mononuclear cells with the stimulation of IL-2 in vitro.,24145357_0,0,1,-1,-1,21352,-1,0.00048374585,0.9987012,0.00081500073
21361,IL-15-CIK cells,23,25,159,174,"Unlike the conventional IL-2-stimulated CIK cells (IL-2-CIK cells), we investigated the characteristics and potential mechanism of IL-15-stimulated CIK cells (IL-15-CIK cells) in this study.",24145357_1,-1,-1,-1,-1,21361,-1,0.9380819,0.00019056188,0.061727483
21366,IL-15-CIK cells,14,16,93,108,"Compared with IL-2-CIK cells, the percentage of CD3CD56 cells was significantly increased in IL-15-CIK cells, but the expression of regulatory T (Treg) cells and IL-35 was significantly decreased in IL-15-CIK cells.",24145357_2,-1,-1,-1,-1,21366,-1,0.937188,0.0002359947,0.06257598
21371,IL-15-CIK cells,33,35,199,214,"Compared with IL-2-CIK cells, the percentage of CD3CD56 cells was significantly increased in IL-15-CIK cells, but the expression of regulatory T (Treg) cells and IL-35 was significantly decreased in IL-15-CIK cells.",24145357_2,-1,-1,-1,-1,21371,-1,0.9386546,0.00023768998,0.061107766
21374,IL-15-CIK cells,13,15,82,97,"Meanwhile, the in vitro cytotoxicity against human myeloid leukemia cells K562 of IL-15-CIK cells was significantly augmented compared with IL-2-CIK cells.",24145357_3,-1,-1,-1,-1,21374,-1,0.92337966,0.00019113501,0.07642922
21377,that IL-15,3,5,19,29,These data suggest that IL-15 may improve the cytotoxicity of CIK cells against leukemia cells by upregulating CD3CD56 cells and downregulating Treg cells and IL-35.,24145357_4,-1,-1,-1,-1,21377,-1,0.8099461,0.18772858,0.0023252452
21392,therapy,9,10,52,59,"This study aimed to determine the effect of radical therapy on HPV-specific T cells and other immune parameters in 20 OPC patients, as a prelude to future immunotherapy studies.",24146146_1,0,1,-1,-1,21392,-1,5.5913606e-06,0.99998856,5.819088e-06
21395,tissue,8,9,44,50,HPV DNA could be detected in 9/12 available tissue samples (8/9 HPV(+) samples were also p16(+)).,24146146_2,-1,1,2,-1,21395,-1,8.768901e-06,0.9999776,1.3658721e-05
21397,peptides,9,10,54,62,"HPV-specific T cell responses against HPV16 E6 and E7 peptides were detected by enzyme-linked immunoSPOT in 10/13 and 8/13 evaluable patients, respectively, but did not appear to correlate with HPV status.",24146146_3,0,-1,2,-1,21397,-1,0.0006858752,0.9989876,0.00032652522
21405,therapy,26,27,163,170,"These reductions in T cell response could not be explained by a concurrent decrease in memory T cells whose absolute numbers were relatively unaffected by radical therapy (27,975 vs. 25,661/10(5) PBMC) despite a significant decrease in overall lymphocyte counts (1.74 vs. 0.69 × 10(9)/L).",24146146_5,0,1,-1,-1,21405,-1,6.2936474e-06,0.99998903,4.7268372e-06
21412,to the,6,8,52,58,"This suggests that immunosuppression may contribute to the reduction in HPV-specific T cell responses post-treatment, although study of larger patient cohorts will be required to test whether this affects clinical outcome.",24146146_7,-1,-1,-1,-1,21412,-1,6.760053e-06,0.9999887,4.616612e-06
21414,to test,25,27,176,183,"This suggests that immunosuppression may contribute to the reduction in HPV-specific T cell responses post-treatment, although study of larger patient cohorts will be required to test whether this affects clinical outcome.",24146146_7,-1,-1,-1,-1,21414,-1,7.682466e-06,0.99998796,4.395174e-06
21419,T cell immunity,17,20,134,149,Overall these findings suggest that HPV-targeted immunotherapy in post-therapy OPC patients will require multiple strategies to boost T cell immunity and to overcome the influence of immunosuppressive cells.,24146146_8,-1,-1,-1,-1,21419,-1,7.7799355e-05,1.125037e-05,0.99991095
21423,The thymus,0,2,0,10,The thymus is a central lymphoid organ critical for the development and maintenance of an effective peripheral T-cell repertoire.,24198066_0,-1,-1,-1,-1,21423,-1,1.6969703e-05,0.99997175,1.1318499e-05
21425,T-cell,17,18,111,117,The thymus is a central lymphoid organ critical for the development and maintenance of an effective peripheral T-cell repertoire.,24198066_0,-1,1,2,-1,21425,-1,1.7068542e-05,8.658591e-06,0.99997425
21428,function,16,17,103,111,"Most important, it provides a specialized environment for the selection of rearranged clones that will function appropriately in the adaptive immune response.",24198066_1,0,1,2,-1,21428,-1,0.00026977822,0.99958855,0.0001416855
21435,related to the,8,11,36,50,"Here, we review some of our results related to the studies of the cell-mediated immunity in a mammary tumor model; more specifically, those related to the tumor-induced impaired T-cell development and thymic involution.",24198066_3,-1,-1,-1,-1,21435,-1,5.124782e-06,0.99998915,5.750589e-06
21436,the cell-mediated immunity,13,16,62,88,"Here, we review some of our results related to the studies of the cell-mediated immunity in a mammary tumor model; more specifically, those related to the tumor-induced impaired T-cell development and thymic involution.",24198066_3,-1,-1,-1,-1,21436,-1,0.0013082579,0.00063229416,0.99805945
21438,those related to the tumor-induced,25,30,134,168,"Here, we review some of our results related to the studies of the cell-mediated immunity in a mammary tumor model; more specifically, those related to the tumor-induced impaired T-cell development and thymic involution.",24198066_3,-1,-1,-1,-1,21438,-1,6.0123753e-06,0.99998724,6.717051e-06
21443,the tumor-induced thymic,11,14,79,103,"Collectively, the understanding of the mechanisms and pathways associated with the tumor-induced thymic involution is essential for the development of innovative and safe therapies to fight against the immune suppression caused by the tumor development.",24198066_4,-1,-1,-1,-1,21443,-1,8.136972e-06,0.9999856,6.340949e-06
21445,therapies to,24,26,171,183,"Collectively, the understanding of the mechanisms and pathways associated with the tumor-induced thymic involution is essential for the development of innovative and safe therapies to fight against the immune suppression caused by the tumor development.",24198066_4,-1,-1,-1,-1,21445,-1,3.5691603e-06,0.9999926,3.852769e-06
21447,the tumor,33,35,231,240,"Collectively, the understanding of the mechanisms and pathways associated with the tumor-induced thymic involution is essential for the development of innovative and safe therapies to fight against the immune suppression caused by the tumor development.",24198066_4,-1,-1,-1,-1,21447,-1,4.164607e-06,0.9999912,4.6074883e-06
21449,naïve,4,5,35,40,"Upon antigen-specific stimulation, naïve CD4⁺ T cells have the potential to differentiate into various T helper (Th) cell subsets.",24215739_0,-1,-1,-1,-1,21449,-1,6.068303e-06,0.99998903,4.893235e-06
21455,cell subsets,20,22,117,129,"Upon antigen-specific stimulation, naïve CD4⁺ T cells have the potential to differentiate into various T helper (Th) cell subsets.",24215739_0,-1,-1,-1,-1,21455,-1,1.4467127e-05,9.955294e-06,0.99997556
21456,Th cell,3,5,18,25,Earlier models of Th cell differentiation focused on IFN-γ-producing Th1 cells and IL-4-secreting Th2 cells.,24215739_1,-1,-1,-1,-1,21456,-1,9.557256e-06,9.048723e-06,0.9999814
21457,IFN-γ-producing Th1 cells,8,11,53,78,Earlier models of Th cell differentiation focused on IFN-γ-producing Th1 cells and IL-4-secreting Th2 cells.,24215739_1,-1,-1,-1,-1,21457,-1,0.91359675,0.00030151522,0.08610163
21460,Th cell subsets,5,8,33,48,The discovery of additional CD4⁺ Th cell subsets has extended our understanding of Th cell differentiation beyond this dichotomy.,24215739_2,-1,-1,-1,-1,21460,-1,1.6632699e-05,2.064319e-05,0.9999627
21461,Th cell,13,15,83,90,The discovery of additional CD4⁺ Th cell subsets has extended our understanding of Th cell differentiation beyond this dichotomy.,24215739_2,-1,-1,-1,-1,21461,-1,8.827548e-06,7.431116e-06,0.9999838
21465,Th9 cell subset,6,9,38,53,"Among these is the recently described Th9 cell subset, which preferentially produces interleukin (IL)-9.",24215739_3,-1,-1,-1,-1,21465,-1,4.602604e-05,0.00034390477,0.9996101
21468,Th9 cell,8,10,43,51,"Here, we review the latest developments in Th9 cell development and differentiation, focusing on contributing environmental signals, and discuss potential physiological and pathophysiological functions of these cells.",24215739_4,-1,-1,-1,-1,21468,-1,1.6965108e-05,3.6059762e-05,0.99994695
21469,functions,26,27,192,201,"Here, we review the latest developments in Th9 cell development and differentiation, focusing on contributing environmental signals, and discuss potential physiological and pathophysiological functions of these cells.",24215739_4,0,1,2,-1,21469,-1,0.00043655536,0.99924856,0.00031483063
21470,these cells,28,30,205,216,"Here, we review the latest developments in Th9 cell development and differentiation, focusing on contributing environmental signals, and discuss potential physiological and pathophysiological functions of these cells.",24215739_4,-1,-1,-1,-1,21470,-1,1.2594783e-05,1.3424785e-05,0.9999739
21473,Th9 cells,10,12,72,81,"We describe the challenges inherent to unambiguously defining roles for Th9 cells using the available experimental animal models, and suggest new experimental models to address these concerns.",24215739_5,-1,-1,-1,-1,21473,-1,0.00011074705,0.0016840182,0.9982052
21487,that Nanog,3,5,16,26,We further show that Nanog was selectively induced in hypoxic areas of B16-F10 tumors.,24227785_3,-1,-1,-1,-1,21487,-1,1.2915708e-05,0.99998045,6.583871e-06
21490,tyrosinase-related protein-2 peptide-based,13,16,98,140,"Stable short hairpin RNA-mediated depletion of Nanog, combined with melanocyte differentiation Ag tyrosinase-related protein-2 peptide-based vaccination, resulted in complete inhibition of B16-F10 tumor growth.",24227785_4,-1,-1,-1,-1,21490,-1,0.00019703971,0.9996979,0.00010503964
21492,Nanog targeting,0,2,0,15,Nanog targeting significantly reduced immunosuppressive cells (regulatory T cells and macrophages) and increased CD8(+) T effector cells in tumor bed in part by modulating TGF-β1 production.,24227785_5,-1,-1,-1,-1,21492,-1,4.6906703e-06,0.99999094,4.4219264e-06
21501,the TGF-β1,10,12,71,81,"Additionally, Nanog regulated TGF-β1 under hypoxia by directly binding the TGF-β1 proximal promoter.",24227785_6,-1,-1,-1,-1,21501,-1,1.3945823e-05,0.9999578,2.8311173e-05
21502,functional,7,8,41,51,"Collectively, our data establish a novel functional link between hypoxia-induced Nanog and TGF-β1 regulation and point to a major role of Nanog in hypoxia-driven immunosuppression.",24227785_7,0,1,2,-1,21502,-1,0.0005181283,0.9994098,7.2079165e-05
21504,TGF-β1 regulation,13,15,91,108,"Collectively, our data establish a novel functional link between hypoxia-induced Nanog and TGF-β1 regulation and point to a major role of Nanog in hypoxia-driven immunosuppression.",24227785_7,-1,-1,-1,-1,21504,-1,6.7223286e-06,0.999985,8.325133e-06
21507,Tumor-infiltrating lymphocytes,0,2,0,30,Tumor-infiltrating lymphocytes (TILs) have been reported as a prognostic factor in various cancers and are a promising target for immunotherapy.,24243586_0,-1,-1,-1,-1,21507,-1,0.004912498,0.7136333,0.28145424
21509,factor,11,12,73,79,Tumor-infiltrating lymphocytes (TILs) have been reported as a prognostic factor in various cancers and are a promising target for immunotherapy.,24243586_0,0,1,-1,-1,21509,-1,0.033056386,0.96636057,0.0005830312
21525,The total,0,2,0,9,The total number of primary TILs (CD4 plus CD8) and CD8(+) primary TILs of stage 3 patients with distant metastases was positively correlated with their overall survival.,24243586_6,-1,-1,-1,-1,21525,-1,4.55299e-06,0.9999906,4.8351562e-06
21532,analysis,15,16,93,101,"To evaluate whether CD8(+) effector T cells are activated or differentiated, flow cytometric analysis of peripheral blood mononuclear cells (PBMC) was performed.",24243586_7,0,1,-1,-1,21532,-1,1.7827826e-05,0.9999652,1.7031234e-05
21533,blood,18,19,116,121,"To evaluate whether CD8(+) effector T cells are activated or differentiated, flow cytometric analysis of peripheral blood mononuclear cells (PBMC) was performed.",24243586_7,0,1,-1,-1,21533,-1,0.0010509687,0.99765354,0.0012955447
21541,immunity,5,6,38,46,These results suggest that anti-tumor immunity is clinically relevant in angiosarcoma.,24243586_9,0,-1,2,-1,21541,-1,0.9998016,4.9365353e-05,0.00014904358
21546,therapy,20,21,138,145,Development of agents that specifically kill cancer cells and simultaneously elicit antitumor immune response is a step forward in cancer therapy.,24270218_0,0,1,-1,-1,21546,-1,4.81842e-06,0.99998987,5.3577046e-06
21549,the immune response,17,20,116,135,Immunostimulation can result in eliminating of the cancer cells; immunotherapy is a promising approach in balancing the immune response by Treg.,24270218_1,-1,-1,-1,-1,21549,-1,0.7785699,0.21916103,0.0022690466
