,text,pmid,entities,start_chars,end_chars,label
4346,"In this study, we demonstrate that VACV infection is capable of inhibiting the phosphorylation of Stat1 and Stat2 after stimulation of fibroblasts or bone marrow-derived macrophages with either type I or type II IFNs, but did not inhibit the activation of Stat3 or Stat5 in either cell type.",18593332_3,"Stat5,Stat3,Stat1,Stat2","265,256,98,108","270,261,103,113","1,1,1,1"
4347,"In this study, we demonstrate that during antigen sensitization, platelets can be activated by ovalbumin (OVA) aerosol via the upregulation of CD154 (CD40L) expression.",25418472_2,"CD40L,CD154","150,143","155,148","0,0"
4348,"In this study, we demonstrate that enhanced function of transcription factors T cell factor (TCF)-1 and β-catenin regulate the frequency of promyelocytic leukemia zinc finger (PLZF)-expressing, IL-4-producing thymocytes that promote the generation of eomesodermin-expressing memory-like CD8 thymocytes in trans.",22492686_1,"trans,thymocytes,zinc finger,thymocytes,promyelocytic leukemia,β-catenin,transcription factors","305,291,163,209,140,104,56","310,301,174,219,162,113,77","1,2,1,2,1,1,1"
4349,"In this study, we demonstrate that human IL-7Rαlow EM CD8+ T cells are naturally occurring anergic cells in vivo and impaired in proliferation and IL-2 production but competent in IFN-γ and TNF-α production, a state that can be restored by IL-2 stimulation.",33106337_1,"CD8+ T cells,IL-2,IFN-γ,TNF-α","54,147,180,190","66,151,185,195","2,0,0,0"
4350,"In this study, we demonstrate that leptin, an adipokine elevated in obese individuals, promoted proliferation and survival of pro-allergic type 2 helper T cells and group 2 innate lymphoid cells and production of type 2 cytokines, which together contribute to allergic responses.",27566543_3,group 2,165,172,1
4351,"In this study, we demonstrate that loss of either IL-6 or IL-21 has marginal effects on the generation of T(FH) cells and on the formation of GCs during the response to acute viral infection.",23045607_3,T(FH) cells,106,117,2
4352,"In this study, we demonstrate that mitigating Treg differentiation among maternal CD4(+) T cells with a single surrogate fetal specificity elicits Ag-specific fetal loss.",24591368_2,"CD4(+) T cells,specificity","82,127","96,138","2,1"
4353,"In this study, we demonstrate that trans-signaling into T cells via the soluble IL-6 receptor completely abrogates the de novo induction of adaptive Tregs.",17675459_2,soluble,72,79,0
4354,"In this study, we demonstrate that wild-type and mutant HERV-K dUTPase proteins induce the activation of NF-κB through Toll-like receptor 2, independent of enzymatic activity.",21776007_4,NF-κB,105,110,1
4355,"In this study, we demonstrated a novel mechanism by which CHS suppressed both Th1 and Th2 immune responses and dramatically decreased the protective efficacy of the formalin-inactivated H5N1 vaccine against H5N1 influenza virus infection.",24151582_2,"Th2,Th1","86,78","89,81","2,2"
4356,"In this study, we demonstrated that E4BP4 expression is increased in CD4(+) T cells isolated from patients with active systemic lupus erythematosus (SLE), especially in patients treated with glucocorticoid (GC).",23340290_4,"CD4(+) T cells,glucocorticoid","69,191","83,205","2,1"
4357,"In this study, we demonstrated that Smad2 and Smad3 are necessary for IL-9 production from T cells in an OVA-induced asthma model using T cell-specific Smad2- and Smad3-deficient mice.",23913959_2,"Smad2,Smad3,IL-9","36,46,70","41,51,74","1,1,0"
4358,"In this study, we demonstrated that breast cancer cells (BCCs) also expressed and secreted IL-35 and higher level of IL-35 in BCCs was closely associated with poor prognosis of patients and was an independent unfavorable prognostic factor for breast cancer.",30321288_3,breast cancer,243,256,1
4359,"In this study, we demonstrated that in vivo delivery of an adenoviral construct optimized for the secretion of human IL-15 to Rag2(-/-)γ(c)(-/-) mice resulted in significant increases in spleen size and cell number, leading us to hypothesize that IL-15 signals differently in myeloid immune cells compared with lymphocytes, for which IL-15/IL-2Rβ and γ(c) expression are essential.",22447977_3,"IL-15,IL-15","247,117","252,122","0,0"
4360,"In this study, we demonstrated that purified peripheral blood eosinophils expressed nuclear receptors for RAs at the mRNA and protein levels.",19017957_1,nuclear receptors,84,101,1
4361,"In this study, we describe an essential mechanism by which the actin regulatory protein Coronin 1A (Coro1A) ensures the proper response of Th17 CD4(+) T cells to TGFβ.",21700422_1,"Th17,CD4(+) T cells,TGFβ","139,144,162","143,158,166","2,2,0"
4362,"In this study, we described that Th17 cells were accumulated in synovial fluid, which was attributable to TNFα aberrantly produced in rheumatoid synovium.",25436214_2,"Th17 cells,TNFα","33,106","43,110","2,0"
4363,"In this study, we determined the immunological effects of alpha7 nAChR activation by nicotine.",19846875_2,alpha7,58,64,0
4364,"In this study, we discovered a new role for 2-deoxy-d-glucose (2DG) in enhancing the antitumor activity of human T cells against NKG2D ligand-expressing tumor cells.",31969386_2,tumor cells,153,164,0
4365,"In this study, we document a key role for KLF13 in the expression of IL-4 in CD4(+) T cells.",24821970_1,"CD4(+) T cells,IL-4","77,69","91,73","2,0"
4366,"In this study, we evaluated the therapeutic efficacy of a novel survivin-based vaccine by subcutaneous or intraperitoneum injection of BALB/c mice with murine fiber-induced MM tumor cells followed by vaccination with recombinant Fowlpox virus replicons encoding survivin.",23335100_2,tumor cells,176,187,0
4367,"In this study, we examine a novel regulatory mechanism of Stat5, based on its acetylation.",27799311_2,Stat5,58,63,1
4368,"In this study, we examined IL-33+ and Foxp3+ cells by immunohistochemistry in 68 laryngeal squamous cell cancer patients, followed by functional analysis of IL-33 in Tregs.",30357458_3,"IL-33+,IL-33","27,157","33,162","0,0"
4369,"In this study, we examined infiltrating FoxP3+, IL-17+, CD4+ and CD8+ cells by immunohistochemistry in specimens of 104 patients with GBC and evaluated the association of these cells with clinicopathological features and prognosis.",24007242_2,"IL-17+,CD4+,CD8+ cells","48,56,65","54,60,75","0,2,2"
4370,"In this study, we examined the differences in the potential of GM-CSF to exert tolerogenic function on CD8a+ and CD8a- sub-populations of DCs in vivo.",19174473_2,GM-CSF,63,69,0
4371,"In this study, we examined the effects of ectopic expression of PU.1 in CD4(+) T cells and observed decreased expression of genes involved with the function of T follicular helper (Tfh) cells, including Il21 and Tnfsf5 (encoding CD40L).",26363052_3,"CD4(+) T cells,CD40L","72,229","86,234","2,0"
4372,"In this study, we examined the mechanisms of TWEAK in combination with interleukin (IL)-1β-induced CCL20 production in human gingival fibroblasts (HGFs).",22425737_2,CCL20,99,104,0
4373,"In this study, we examined the mechanisms of high IL-10 production by HOZOT, focusing on Janus activating kinase (JAK)/signal transducers and activators of transcription (STAT) signaling pathway.",18023521_2,IL-10,50,55,0
4374,"In this study, we examined whether NK-4 exerts a regulatory effect on the activation and effector function of Th2 cells.",29933387_1,Th2 cells,110,119,2
4375,"In this study, we examined whether a secreted form of IL-27 subunits would inhibit IL-27-mediated immunological responses.",19740343_2,IL-27,54,59,0
4376,"In this study, we expanded regulatory T cells (Tregs) ex vivo from CD4(+) CD25(+) T cells from cord blood (CB) and CD4(+) CD25(+) CD127(-) T cells from adult peripheral blood (APB) and compared the suppressive functions of the newly generated Tregs.",22348606_0,"regulatory T cells,suppressive","27,198","45,209","2,0"
4377,"In this study, we explore the functional role of Tregs post-low-dose infection with the intestinal helminth parasite Trichuris muris, which yields a chronic infection because of inefficient induction of Th2 responses.",24532574_3,Th2,203,206,2
4378,"In this study, we explored the possibility that forced TCRζ gene expression may upreg-u-late T cell receptor (TCR) signaling activation and reverse interleukin-2 (IL-2) production in T cells from patients with CML.",23057733_1,IL-2,163,167,0
4379,"In this study, we find that ∼30-40% of human CD25(hi) FOXP3(+) CD4(+) Tregs express the peripheral CXC chemokine receptor 3 (CXCR3) and that this subset has potent immunoregulatory properties.",21538345_1,"subset,CD4(+)","146,63","152,69","2,2"
4380,"In this study, we first constructed, expressed and purified a novel human truncated IL12rβ1-Fc fusion protein (tIL12rβ1/Fc) binding multiple forms of the p40 subunit of human IL-12 and IL-23.",26384304_1,"IL-23,p40 subunit,IL-12","185,154,175","190,165,180","0,0,0"
4381,"In this study, we focused on the function of miR-568 during CD4(+) T-cell activation.",24355664_6,CD4(+) T-cell,60,73,2
4382,"In this study, we found a new lead compound of a small molecule JAK-STAT inhibitor, 2-[(3-Carbamoyl-2-thienyl)amino]-2-oxoethyl (2,6-dichlorophenyl)acetate, which inhibits STAT3 as efficiently as other STATs.",26562526_3,STAT3,172,177,1
4383,"In this study, we found that CD86 was highly expressed on HCV-specific CD8(+) T cells early in acute HCV infection and was lost on transition to chronic HCV infection; the expression of CD86 was different from other activation markers, because expression was delayed after in vitro TCR stimulation and required sufficient IL-2 signaling; and HCV-specific CD8(+) T cells in the liver of patients with chronic HCV infection were highly activated (CD69, CD38, and HLA-DR expression), but only a minority expressed CD86 or showed evidence of recent IL-2 signaling (low basal phosphorylated STAT5), despite persistent viremia.",20100932_4,"CD8(+) T cells,STAT5","71,586","85,591","2,1"
4384,"In this study, we found that Egr-3 induces the expression of TGF-β1 in both murine and human CD4(+) T cells.",23904169_3,"CD4(+) T cells,Egr-3,TGF-β1","93,29,61","107,34,67","2,1,0"
4385,"In this study, we found that P. gingivalis did not induce the expression of the T-cell chemokine IP-10 (CXCL10) from neutrophils, peripheral blood mononuclear cells (PBMCs), or gingival epithelial cells.",23589576_1,CXCL10,104,110,0
4386,"In this study, we found that Th17 cells expressed the highest levels of TNF among in vitro generated Th subsets, and most potently promoted expansion and stabilized Foxp3 expression by Tregs when co-transferred into Rag1(-/-) mice.",24080164_2,Th17 cells,29,39,2
4387,"In this study, we found that after treatment with iTregs, splenic CD11c(+)DCs, termed ""DCiTreg,"" expressed tolerogenic phenotypes, secreted high levels of IL-10, TGF-β, and IDO, and showed potent immunosuppressive activity in vitro.",25405209_2,"IL-10,TGF-β","155,162","160,167","0,0"
4388,"In this study, we found that anergy was selectively induced in fetal antigen-specific maternal CD4(+) T cells during pregnancy.",26829766_1,CD4(+) T cells,95,109,2
4389,"In this study, we found that both Th17 and FoxP3(+) Treg cells were increased in psoriasis patients both in the peripheral circulation and skin tissue lesions and were positively correlated with disease severity.",20006553_2,"Treg cells,Th17","52,34","62,38","2,2"
4390,"In this study, we found that expression of the growth factor independent 1 (Gfi1) gene, which has been implicated in T(h)2 development, was repressed in T(h)17 and iTreg cells compared with T(h)1 and T(h)2 lineages.",19505891_2,"T(h)2,T(h)1,T(h)17,growth factor","200,190,153,47","205,195,159,60","2,2,2,0"
4391,"In this study, we found that interleukin (IL)-2 pre-incubation of C57BL/6 naive CD4(+) T cells could up-regulate the expression of SOCS-3.",20132230_6,CD4(+) T cells,80,94,2
4392,"In this study, we found that the upregulation of Foxp3+ regulatory T cells (Tregs) in the mesothelioma tumor microenvironment after nonablative oligofractionated irradiation significantly limited the success of irradiation.",32948683_2,regulatory T cells,56,74,2
4393,"In this study, we further analyzed the role of Stat3 in TFH cells.",26188063_3,"Stat3,TFH","47,56","52,59","1,2"
4394,"In this study, we further define the function of PU.1 on the Th2 phenotype using mice that specifically lack PU.1 in T cells using an lck-Cre transgene with a conditional Sfpi1 allele (Sfpi1(lck-/-)).",19801513_3,Th2,61,64,2
4395,"In this study, we generated Th17 clones from tumor-infiltrating T lymphocytes (TILs).",21381020_1,Th17,28,32,2
4396,"In this study, we have attempted to characterize the effects of p43 on the generation of IL-12 in mouse macrophages.",16365417_1,IL-12,89,94,0
4397,"In this study, we have attempted to determine whether D-pinitol regulates Th1/Th2 cytokine production, T-bet and GATA-3 gene expression in OVA-induced asthma model mice.",17174308_3,"GATA-3,cytokine","113,82","119,90","1,0"
4398,"In this study, we have attempted to determine whether Quercetin regulates Th1/Th2 cytokine production, T-bet and GATA-3 gene expression in OVA-induced asthma model mice.",19061976_4,"GATA-3,cytokine","113,82","119,90","1,0"
4399,"In this study, we have discovered that STAT3 and STAT5 were activated in response to antigen stimulation in vivo, in marked contrast to the suppression of AP-1, NF-kappaB and NFAT.",16708405_2,"NFAT,NF-kappaB,STAT3,STAT5,AP-1","175,161,39,49,155","179,170,44,54,159","1,1,1,1,1"
4400,"In this study, we have evaluated the role of Smad3 in the development of Th17 and regulatory T cells.",19887374_3,"Smad3,Th17,regulatory T cells","45,73,82","50,77,100","1,2,2"
4401,"In this study, we have studied and compared these CD4(+) T-cell subsets in peripheral blood and endomyocardial biopsies (EMB) in patients with stable-graft and acute cellular rejection.",21114533_2,CD4(+) T-cell,50,63,2
4402,"In this study, we have unraveled the molecular mechanisms of calcitriol-mediated regulation of Th9 cell differentiation.",31932499_4,cell differentiation,99,119,0
4403,"In this study, we have used SOCS1-, STAT1-, or STAT6-deficient mice, as well as, T cells with stable overexpression or deletion of SOCS1, to examine whether SOCS1 is involved in regulating lymphocyte trafficking to peripheral tissues.",18606672_2,STAT1-,36,42,1
4404,"In this study, we identified a positive association between interleukin-9 (IL-9) and TSLP concentration in the serum of infants with atopic dermatitis.",23376058_1,"TSLP,IL-9,interleukin-9","85,75,60","89,79,73","0,0,0"
4405,"In this study, we identify a novel role for IL-21 as an inducer of the costimulatory ligand CD86 on B lymphocytes.",24470500_3,ligand,85,91,0
4406,"In this study, we identify the transcription factor Bach2 as a central negative regulator of Tfh cells.",30833348_2,"transcription factor,Tfh cells","31,93","51,102","1,2"
4407,"In this study, we interrogated the role of basic helix-loop-helix proteins in the production of Treg cells using the CD4 promoter-driven Id1 transgene.",24920844_4,"Treg cells,Id1,helix-loop-helix proteins","96,137,49","106,140,74","2,1,1"
4408,"In this study, we investigate the functional dynamics of T(REG) -cell responses in a CD4(+) T-cell-induced model of intestinal inflammation in αβ T-cell-deficient (TCR-β(-/-) ) hosts to gain insights into the mechanism and cellular targets of suppression in vivo.",21956668_1,T(REG,57,62,2
4409,"In this study, we investigated in detail the functional role of IL-21 in the course of GC-B cell differentiation into terminally differentiated PC compared with that of IL-10, a well-known PC differentiation factor.",19762555_3,IL-10,169,174,0
4410,"In this study, we investigated the effect of TGF-β on the induction of programmed death ligand-1 (PD-L1) expression in DCs and the underlying mechanism, and we further investigated the influence of the DCs with PD-L1 expression altered by TGF-β on T-cell immunity.",24606770_1,"TGF-β,ligand-1,TGF-β","239,88,45","244,96,50","0,0,0"
4411,"In this study, we investigated the expression and function of an inhibitory receptor, killer cell lectin-like receptor subfamily G member 1 (KLRG1), in the regulation of CD4(+) T cells and HBV vaccine responses during HCV infection.",24337749_4,CD4(+) T cells,170,184,2
4412,"In this study, we investigated the functional changes of CD4+ T cells from GBS patients with IL-35 treatment in vitro.",26225474_2,CD4+ T cells,57,69,2
4413,"In this study, we investigated the immune modulatory effects of rLZ-8 on human monocyte-derived DCs.",19498044_2,monocyte-derived,79,95,0
4414,"In this study, we investigated the inflammatory responses of COPD, as well as the relationship of the inflammatory factors with the levels of CD4+CD25+Foxp3+ regulatory T cells (Foxp3+Tregs) after SFC therapy.",22032685_2,regulatory T cells,158,176,2
4415,"In this study, we investigated the potential role of Tr1 cells in DLBCL.",27704876_4,Tr1 cells,53,62,2
4416,"In this study, we investigated the role of IRF-5 in myeloid cells during experimental visceral leishmaniasis (VL).",32038622_3,myeloid cells,52,65,0
4417,"In this study, we investigated the role of Treg cells during experimental murine pulmonary C. neoformans infection.",25187063_3,Treg cells,43,53,2
4418,"In this study, we investigated the role of oxidative stress on the effector functions of in vitro differentiated mouse Th17 and Th1 cells or CD4+ T cells from patients with Rheumatoid Arthritis using pro-oxidants plumbagin (PB) and hydrogen peroxide.",27567538_1,"Th17,Th1 cells,CD4+ T cells","119,128,141","123,137,153","2,2,2"
4419,"In this study, we investigated the transcription factors and regulatory elements associated with Tfr-like cells in DLBCL patients.",32534760_3,"transcription factors,regulatory elements","35,61","56,80","1,1"
4420,"In this study, we investigated whether DCs are the main cause of the defective activity of Treg cells in GD patients.",21398613_3,Treg cells,91,101,2
4421,"In this study, we isolated CD4+FoxP3+ as well as CD4+CD25+ fractions from Foxp3 knock-in mice, and compared their proliferative and suppressive activity in the presence or absence of various concentrations of IL-2.",26529512_5,IL-2,209,213,0
4422,"In this study, we observed changes in CD4(+) CD25(+) Foxp3(+) Treg expression in rats with osteoarthritis (OA) to explore the role that CD4(+) CD25(+) Foxp3(+) Treg plays in the decline in the condition of OA rats.",26214407_0,"Treg,Treg","62,160","66,164","2,2"
4423,"In this study, we observed marked, reproducible inter-individual differences in IL-23 responsiveness (measured by STAT3 phosphorylation) in peripheral blood CD8+CD45RO+ memory T and CD3+CD56+ NKT cells.",23469228_1,"IL-23,STAT3,NKT cells","80,114,192","85,119,201","0,1,2"
4424,"In this study, we performed an analysis of the expression of IL-7R components (CD127 and CD132) on CD4(+) and CD8(+) T cells and evaluated IL-7-dependent signaling events in patients at different clinical stages of chronic chagasic heart disease.",25769928_2,"CD4(+),CD8(+) T cells","99,110","105,124","2,2"
4425,"In this study, we performed preclinical experiments testing the potential of recombinant human IL-7 (rhIL-7) as a lymphostimulating therapy in sepsis.",23053510_2,recombinant,77,88,0
4426,"In this study, we present a novel in vivo mouse model where IL-2 expression is intact but IL-7 expression was geographically limited to the thymus.",22593613_3,"IL-7,IL-2","90,60","94,64","0,0"
4427,"In this study, we present evidence that the soluble and transmembrane forms of tumour necrosis factor exert opposing deleterious and beneficial effects, respectively, in a multiple sclerosis model.",21908876_3,soluble,44,51,0
4428,"In this study, we report an intriguing finding that, although IRF8-deficient mice exhibit deregulated myeloid cell differentiation and resultant accumulation of CD11b(+)Gr1(+) MDSCs, surprisingly, mice with IRF8 deficiency only in myeloid cells exhibit no abnormal myeloid cell lineage differentiation.",25646302_3,"myeloid cell,myeloid cells,myeloid cell","102,231,265","114,244,277","0,0,0"
4429,"In this study, we report on the effects of activin A on the conversion of CD4(+)CD25(-) T cells into Foxp3-expressing induced Treg (iTreg).",19342638_2,Treg,126,130,2
4430,"In this study, we report that coexpression of CD161 and CD39 not only identifies these cells but also promotes Th17 generation.",25172498_3,Th17,111,115,2
4431,"In this study, we report that in the context of a CD8(+) T cell response to a self-Ag, DC-intrinsic expression of IFN regulatory factor 3 is required to induce optimal proliferation and migration of autoreactive CD8(+) T cells, ultimately determining their ability to infiltrate a target tissue (pancreas), and the development of glucose intolerance in rat insulin promoter-glycoprotein (RIP-GP) mice.",26459352_2,"migration,CD8(+) T cells","186,212","195,226","0,2"
4432,"In this study, we report that, in the presence of NF-κB signaling, uric acid crystals were capable of stimulating dendritic cells to promote the release of cytokines associated with Th17 polarization.",22058415_2,Th17,182,186,2
4433,"In this study, we report the activation of STAT3 on human monocytes, macrophages, and dendritic cells following treatment with extracellular HCV core as well as treatment with a gC1qR agonistic monoclonal antibody.",21282107_5,STAT3,43,48,1
4434,"In this study, we report the development of a long-lasting autoactive human mutant TGF-β1/Fc fusion protein that acts in conjunction with rapamycin to inhibit T cell proliferation and induce the de novo generation of Foxp3(+) Treg in the periphery, while at the same time inhibiting IL-6-mediated Th17 cell differentiation.",20844194_2,"Treg,Th17,cell differentiation","226,297,302","230,301,322","2,2,0"
4435,"In this study, we report the effects of acute elimination of Lck in Jurkat TAg and primary T cells using RNA interference mediated by short-interfering RNAs.",16301647_1,Jurkat,68,74,2
4436,"In this study, we reveal a role for medullary thymic epithelial cells (mTECs) during iNKT cell development in the mouse thymus.",24510964_3,iNKT,85,89,2
4437,"In this study, we show in a mouse model of Ehrlichia muris that type 1 T follicular helper (TFH1) cells provide help to CD11c+ T-bet+ B cells via the dual secretion of IL-21 and IFN-γ in a CD40/CD40L-dependent manner.",32680956_1,IFN-γ,178,183,0
4438,"In this study, we show that APECED patients have elevated IL-7 levels and a drastically decreased expression of IL-7R on CD8(+) T cells.",21753149_2,"IL-7,CD8(+) T cells","58,121","62,135","0,2"
4439,"In this study, we show that IFN-alpha beta can have a direct role in linking innate and adaptive responses by providing the ""third signal"" needed by naive CD8 T cells responding to Ag and costimulatory ligands.",15814665_0,CD8 T cells,155,166,2
4440,"In this study, we show that IL-27 had surprisingly little effect on committed Th17 cells, despite its expression of a functional IL-27R.",19786534_3,"Th17 cells,IL-27","78,28","88,33","2,0"
4441,"In this study, we show that IL-4 regulates not only the frequency and function of innate memory CD8(+) T cells, but also regulates Eomes expression levels and functional reactivity of naive CD8(+) T cells.",27298446_2,IL-4,28,32,0
4442,"In this study, we show that IL-6 and other STAT3 activating cytokines (IL-21 and IL-27) induce the differentiation of CD4 T cells promoting antibody production by B cells.",23923047_3,"IL-27,STAT3,CD4 T cells","81,43,118","86,48,129","0,1,2"
4443,"In this study, we show that LPS alters the mechanisms of Th1 cell recruitment.",19494319_3,Th1,57,60,2
4444,"In this study, we show that Notch receptors (mRNA and protein) are expressed in peripheral γδ T cells.",24489102_3,Notch receptors,28,43,1
4445,"In this study, we show that OC-iTcREG express concurrently T-bet and Eomesodermin (Eomes) and IFN-γ.",27324129_5,IFN-γ,94,99,0
4446,"In this study, we show that P17, a short synthetic peptide that inhibits TGF-beta1 and TGF-beta2 developed in our laboratory, is able to inhibit Treg activity in vitro and in vivo.",18566377_2,"TGF-beta1,TGF-beta2","73,87","82,96","0,0"
4447,"In this study, we show that PLZF is also required for the development and function of IL-17(+) γδ T cells.",26408661_1,PLZF,28,32,1
4448,"In this study, we show that STAT3 contributes to mechanisms that control the duration of T cell proliferation by regulating the subcellular location of FoxO1 and FoxO3a, two Class O Forkhead transcription factors that mediate lymphocyte quiescence and inhibit T cell activation.",22761423_2,"STAT3,FoxO1","28,152","33,157","1,1"
4449,"In this study, we show that TCF-1 is down-regulated in human naive CD4(+) T cells cultured under Th2-polarizing conditions.",20980261_3,"CD4(+) T cells,TCF-1","67,28","81,33","2,1"
4450,"In this study, we show that TNF receptor associated factor 3 (TRAF3) plays a critical role in the transition between these two distinct signaling pathways and developmental stages.",23650438_1,TNF receptor,28,40,0
4451,"In this study, we show that a cell-intrinsic signal from CD28 is involved in the generation of cytokine-responsive Foxp3(-) precursors using studies of mixed bone marrow chimeras as well as TCR-specific generation of Foxp3(+) cells using intrathymic transfer of TCR-transgenic thymocytes expressing a natural Treg TCR.",20421644_1,"Treg,thymocytes","309,277","313,287","2,2"
4452,"In this study, we show that a sizeable proportion of mature CD4(+)CD8(-) (CD4SP) thymocytes in itk(-/-) mice also develop as innate Eomes-expressing T cells.",24943215_3,thymocytes,81,91,2
4453,"In this study, we show that brief exposure (20 h) of naive TCR-transgenic CD8 cells to IL-12 during Ag stimulation leads to transient phosphorylation of STAT4 for robust effector differentiation.",17114431_4,"CD8 cells,IL-12,STAT4","74,87,153","83,92,158","2,0,1"
4454,"In this study, we show that calcitonin gene-related peptide (CGRP) down-regulates IL-2 and IFN-gamma production and up-regulates IL-4 production to promote T(h)2 differentiation by moderate activation of the cAMP/PKA pathway via the CGRP receptor in the presence of a CD3/CD28 co-stimulation signal.",15096485_4,"IFN-gamma,IL-4,IL-2","91,129,82","100,133,86","0,0,0"
4455,"In this study, we show that early growth response gene 2 (Egr-2), a zinc-finger transcription factor, is expressed in CD44(high) T cells and controls their proliferation and activation.",18779345_2,"growth response,Egr-2","34,58","49,63","1,1"
4456,"In this study, we show that elevated PKB signals antagonize the immunosuppressive effect of TGF-beta1 on cell size, CD25 and CD98 expression, and proliferation of CD3-stimulated naive CD4(+) T cells from wild-type and CD28-deficient mice.",19841181_1,TGF-beta1,92,101,0
4457,"In this study, we show that enhanced activity of Stat3 in CD4(+)CD45RA(-)Foxp3(-) and Foxp3(low) effector T cells from children with LN correlates with increased frequencies of IL-17-producing cells within these T cell populations.",25339666_1,Stat3,49,54,1
4458,"In this study, we show that helminth-induced IL-4 production by host cells is critical to the induction and maintenance of TGF-β secretion, TGF-β-dependent expansion of Foxp3+ Tregs, and the suppression of GVHD.",30291167_4,"IL-4,host cells","45,64","49,74","0,1"
4459,"In this study, we show that human and murine Tregs express low levels of CD95L upon stimulation.",21746966_6,CD95L,73,78,0
4460,"In this study, we show that iNKT cells perform their dual roles through a single mechanism of action relying on the cognate interaction with myeloid dendritic cells (DCs) and leading to opposite effects depending on the presence of other maturation stimuli simultaneously acting on DCs.",21078913_2,iNKT cells,28,38,2
4461,"In this study, we show that immunosupression is mediated by activation of nuclear factor kappa B (NF-κB) in human MSCs.",24307058_1,NF-κB,98,103,1
4462,"In this study, we show that infection with a helminth pathogen elicited broad upregulation of IL-4Ralpha on bystander CD4+ T cells in the draining lymph node, while simultaneously resulting in the loss of IL-4Ralpha expression on activated Th2 cells.",20018622_3,"CD4+ T cells,Th2 cells","118,240","130,249","2,2"
4463,"In this study, we show that mice with targeted deletion of the fourth DNA-binding zinc finger of the transcription factor Ikaros had increased IL-22-producing, but not IL-17-producing, CD4(+) T cells in the gut.",25194055_2,"CD4(+) T cells,transcription factor Ikaros,DNA-binding,zinc finger","185,101,70,82","199,128,81,93","2,1,1,1"
4464,"In this study, we show that the A3G gene is uniquely regulated by IFNs in a cell type-dependent manner.",16982890_2,IFNs,66,70,0
4465,"In this study, we show that the IL-4 promoter is synergistically activated by NF-kappa B, NF-AT and NF-IL6 at the NF-kappa B/NF-AT/NF-IL6 composite sites.",15048722_3,"NF-kappa,NF-AT,NF-IL6,IL-4,NF-kappa B","114,90,100,32,78","122,95,106,36,88","1,1,1,0,1"
4466,"In this study, we show that the endogenous CCR6(+) memory T cell compartment present in peripheral lymphoid organs of unmanipulated mice expresses Il23r ex vivo, displays marked proinflammatory responses to IL-23 stimulation in vitro, and is capable of transferring experimental autoimmune encephalomyelitis.",24489094_2,IL-23,207,212,0
4467,"In this study, we show that the transforming growth factor-beta (TGF-beta) induces the expression of the Runt-related transcription factors RUNX1 and RUNX3 in CD4(+) T cells.",19917773_1,"RUNX3,Runt-related,CD4(+) T cells,RUNX1,TGF-beta,transforming growth factor-beta (,transcription factors","150,105,159,140,65,32,118","155,117,173,145,73,65,139","1,1,2,1,0,0,1"
4468,"In this study, we show that this cytokine regimen also results in the profound enhancement of CD4+ tumor-infiltrating lymphocytes (TIL) expressing FoxP3, IL-10, and TGF-beta mRNA, with 50 or 90% of CD4+ TIL coexpressing the CD25 and glucocorticoid-induced TNFR family related molecules, respectively.",17339434_2,"IL-10,TGF-beta,CD4+","154,165,198","159,173,202","0,0,2"
4469,"In this study, we show that this protection depends in part on the generation of peripheral TGFbeta- and Foxp3-expressing inhibitory CD8+ (Ti) cells.",16301683_2,CD8+ (,133,139,2
4470,"In this study, we show that, in addition to responding to TCR cross-linking, nTh17 cells secrete IL-17 and IL-22 when stimulated with IL-23 plus IL-1β, either in recombinant form or in supernatants from TLR4-activated dendritic cells.",24808372_3,"IL-17,IL-23,IL-1β","97,134,145","102,139,150","0,0,0"
4471,"In this study, we show the appearance of a distinct CD4(+) T cell subset expressing IL-4 at an early stage of development in infant adenoids and cord blood that is lost during aging.",24778440_2,IL-4,84,88,0
4472,"In this study, we showed for the first time, to our knowledge, that Gli-dependent transcription is activated in T cells in vivo during murine AAD, a model for the immunopathology of asthma, and that genetic repression of Gli signaling in T cells decreases the differentiation and recruitment of Th2 cells to the lung.",28235772_3,Th2 cells,295,304,2
4473,"In this study, we showed that activation of c5aR on murine macrophages blocked IFN-I-mediated IL-27 production, thus permitting the development of Th17 cells.",25149466_3,"IL-27,Th17 cells","94,147","99,157","0,2"
4474,"In this study, we showed that conditional deletion of TCF-1 at the early but not later CD4+CD8+ double-positive stage in mice enhanced Th17 differentiation and aggravated experimental autoimmune encephalomyelitis, which correlates with abnormally high IL-17 expression.",29632143_2,"TCF-1,Th17,IL-17","54,135,252","59,139,257","1,2,0"
4475,"In this study, we showed that the LATY136F T cells could also overproduce IL-6 due to activated NF-κB, AKT, and p38 pathways.",26034173_5,NF-κB,96,101,1
4476,"In this study, we showed that the phosphatidylinositide-3-kinase (PI-3K) inhibitor LY294002, mammalian target of rapamycin (mTOR) inhibitor rapamycin, and nuclear factor kappa-light-chain-enhancer of activated B cells (NF-κB) inhibitor Bay11-7085 could suppress SEC2/ST-4-induced proliferation, CD69/CD25 expression, cell-cycle progression, and IL-2 production in BALB/c mouse splenocytes.",28807764_3,"IL-2,NF-κB","345,219","349,224","0,1"
4477,"In this study, we tested the hypothesis that early, simultaneous cytokine expansion of Treg and T effector cells in a tissue infection site can allow these T cell populations to act in concert to control tissue inflammation/damage while containing infection.",22474020_1,"cytokine,Treg","65,87","73,91","0,2"
