,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_cytokine_distsv,lf_tf_distsv,lf_t_lymphocyte_distsv,label,olabel
6267,DNA-binding,8.0,9.0,47.0,58.0,We previously reported a point mutation in the DNA-binding domain of the NOD STAT5B gene that limits DNA binding when compared to wild-type STAT5 mice.,17130555_3,-1,1,-1,1,1
6269,DNA binding,17.0,19.0,101.0,112.0,We previously reported a point mutation in the DNA-binding domain of the NOD STAT5B gene that limits DNA binding when compared to wild-type STAT5 mice.,17130555_3,-1,1,-1,1,1
6272,STAT5B,6.0,7.0,30.0,36.0,"Based on the presence of five STAT5B consensus sequences in the Foxp3 promotor, we hypothesized a critical linkage between IL-2 signaling/STAT5B and Foxp3 expression in Treg.",17130555_4,-1,1,-1,1,1
6275,promotor,12.0,13.0,70.0,78.0,"Based on the presence of five STAT5B consensus sequences in the Foxp3 promotor, we hypothesized a critical linkage between IL-2 signaling/STAT5B and Foxp3 expression in Treg.",17130555_4,-1,1,-1,1,1
6282,STAT5,9.0,10.0,44.0,49.0,Our data show IL-2 activates long-form (LF) STAT5 and sustains Foxp3 expression in Treg.,17130555_5,-1,1,-1,1,1
6286,STAT5,11.0,12.0,53.0,58.0,"In contrast, CD4(+)/CD25(-) T cells do not active LF STAT5 and do not express Foxp3 under the same conditions.",17130555_6,-1,1,-1,1,1
6288,STAT5,5.0,6.0,25.0,30.0,"In addition, blocking LF STAT5 activation with a Jak inhibitor (AG-490) significantly reduced Foxp3 expression in Treg.",17130555_7,-1,1,-1,1,1
6299,STAT5,22.0,23.0,165.0,170.0,Examination of human Treg using flow cytometry and intracellular staining for Foxp3 expression likewise demonstrates that IL-2 maintains Foxp3 expression through LF STAT5 signaling.,17130555_8,-1,1,-1,1,1
6435,IRF-3,5.0,6.0,27.0,32.0,We show that the increased IRF-3 and IFN-beta-induced STAT1 activation are responsible for the autocrine IFN-beta-dependent preferential production of IP-10 by regulatory DCs.,17170125_5,-1,1,-1,1,1
6437,STAT1,8.0,9.0,54.0,59.0,We show that the increased IRF-3 and IFN-beta-induced STAT1 activation are responsible for the autocrine IFN-beta-dependent preferential production of IP-10 by regulatory DCs.,17170125_5,-1,1,-1,1,1
6450,cell proliferation,22.0,24.0,154.0,172.0,Our results demonstrate a new manner for regulatory DCs to down-regulate T-cell response by preferential IP-10 production and inhibition of recruited Th1 cell proliferation.,17170125_8,-1,1,-1,1,1
6458,GATA-3,8.0,9.0,38.0,44.0,"Recently, it was shown that T-bet and GATA-3 are master Th1 and Th2 regulatory transcription factors.",17174308_2,-1,1,-1,1,1
6466,GATA-3,18.0,19.0,113.0,119.0,"In this study, we have attempted to determine whether D-pinitol regulates Th1/Th2 cytokine production, T-bet and GATA-3 gene expression in OVA-induced asthma model mice.",17174308_3,-1,1,-1,1,1
6480,AHR,45.0,46.0,284.0,287.0,"These reactions included an increase in the number of eosinophils in bronchoalveolar lavage (BAL) fluid, an increase in inflammatory cell infiltration into the lung tissue around blood vessels and airways, airway luminal narrowing, and the development of airway hyper-responsiveness (AHR).",17174308_6,-1,1,-1,1,1
6503,AHR,28.0,29.0,180.0,183.0,"Although IL-25 up-regulates IL-13 in the lung, the contribution of this and other type 2 cytokine signalling pathways to the induction and persistence of airways hyper-reactivity (AHR) and allergic inflammation are unclear.",17177681_1,-1,1,-1,1,1
6512,AHR,36.0,37.0,217.0,220.0,OBJECTIVE: To determine the downstream factors employed by IL-25 to induce Th type-2 pulmonary inflammation and AHR.METHODS: IL-25 was delivered to the airways of BALB/c mice by intra-tracheal (i.t.) instillation and AHR and Th type-2 inflammatory responses were characterized in wild type (WT) and Th type-2-cytokine and -signalling pathway-deficient (-/-) mice.,17177681_2,-1,1,-1,1,1
6519,AHR,6.0,7.0,37.0,40.0,"RESULTS: IL-25 treatment resulted in AHR, eosinophilic inflammation, mucus hypersecretion and a progressive increase in the production of Th type-2 cytokines in the lungs.",17177681_3,-1,1,-1,1,1
6526,AHR,4.0,5.0,27.0,30.0,"A significant reduction in AHR, and attenuation of mucus production was observed in IL-25-treated IL-13-/-, IL-4 receptor alpha (IL-4Ralpha-/-)- and signal-transducer-and-activator-of-transcription-factor-6 (STAT6-/-)-deficient mice.",17177681_5,-1,1,-1,1,1
6531,AHR,0.0,1.0,0.0,3.0,"AHR was also inhibited in IL-4(-/-)- and IL-5/eotaxin(1)(-/-)- deficient mice treated with IL-25, however, mucus hypersecretion was not completely ablated.",17177681_6,-1,1,-1,1,1
6542,AHR,10.0,11.0,59.0,62.0,CONCLUSION: IL-25 potently (single dose) induces sustained AHR and acute pulmonary inflammation with eosinophilia.,17177681_8,-1,1,-1,1,1
6545,AHR,1.0,2.0,14.0,17.0,"IL-25-induced AHR is dependent on the production of Th type-2 cytokines, and removal of IL-13 and its signal transduction pathway prevents IL-25-induced airways inflammation and AHR.",17177681_9,-1,1,-1,1,1
6550,AHR,26.0,27.0,178.0,181.0,"IL-25-induced AHR is dependent on the production of Th type-2 cytokines, and removal of IL-13 and its signal transduction pathway prevents IL-25-induced airways inflammation and AHR.",17177681_9,-1,1,-1,1,1
6587,specificity,5.0,6.0,35.0,46.0,"To further investigate the antigen specificity of these potentially disease-associated natural Tregs, CD25(+) cells were isolated from PBMCs, labeled with carboxyfluorescein diacetate succinimidylester and added back to CD25-depleted PBMCs, and the co-cultures were then stimulated with individual peptides derived from the HCV core protein.",17199111_5,-1,1,-1,1,1
6642,NF-kappaB,6.0,7.0,37.0,46.0,"When T cells were overexpressed with NF-kappaB, the cells became resistant to tumor-induced apoptosis.",17210719_7,-1,1,-1,1,1
6645,IkappaBalpha,5.0,6.0,40.0,52.0,"In contrast, when degradation-defective IkappaBalpha (IkappaBalpha super-repressor) was introduced into T cells, the cells became more vulnerable, indicating that inhibition of NF-kappaB is the reason behind such tumor/TNF-alpha-mediated apoptosis.",17210719_8,-1,1,-1,1,1
6649,NF-kappaB,26.0,27.0,177.0,186.0,"In contrast, when degradation-defective IkappaBalpha (IkappaBalpha super-repressor) was introduced into T cells, the cells became more vulnerable, indicating that inhibition of NF-kappaB is the reason behind such tumor/TNF-alpha-mediated apoptosis.",17210719_8,-1,1,-1,1,1
6677,transcription factor,10.0,12.0,58.0,78.0,"Therefore, we investigated whether expression of FoxP3, a transcription factor that is highly expressed in Tregs in humans and rodents could also be used to identify Tregs in dogs.",17224188_4,-1,1,-1,1,1
6769,transcription factor,16.0,18.0,93.0,113.0,"Although others have reported that IL-2 can directly enhance forkhead box protein P3 (Foxp3) transcription factor expression by natural CD4(+)CD25(+) regulatory T cells, in this study, we report that the role of IL-2 on the generation of peripheral regulatory CD4(+) cells is indirect.",17277105_1,-1,1,-1,1,1
6799,retinoic acid receptors,10.0,13.0,63.0,86.0,The effects of these retinoids are mediated through members of retinoic acid receptors (RARs) and retinoid X receptors.,17277115_1,-1,1,-1,1,1
6801,retinoid X receptors,17.0,20.0,98.0,118.0,The effects of these retinoids are mediated through members of retinoic acid receptors (RARs) and retinoid X receptors.,17277115_1,-1,1,-1,1,1
6809,RAR,30.0,31.0,174.0,177.0,"To dissect the role of these receptors in the immune system, we analyzed immune cell development and function in mice conditionally lacking RARgamma, the third member of the RAR family.",17277115_3,-1,1,-1,1,1
6888,GATA-3,0.0,1.0,0.0,6.0,GATA-3 plays a critical role in allergic diseases by regulating the release of cytokines from Th2 lymphocytes.,17277157_0,-1,1,-1,1,1
6892,GATA-3,10.0,11.0,64.0,70.0,"However, the molecular mechanisms involved in the regulation of GATA-3 in human T lymphocytes are not yet understood.",17277157_1,-1,1,-1,1,1
6896,GATA-3,7.0,8.0,42.0,48.0,"Using small interfering RNA to knock down GATA-3, we have demonstrated its critical role in regulating IL-4, IL-5, and IL-13 release from a human T cell line.",17277157_2,-1,1,-1,1,1
6905,translocation,17.0,18.0,107.0,120.0,"Specific stimulation of T lymphocytes by costimulation of CD3 and CD28 to mimic activation by APCs induces translocation of GATA-3 from the cytoplasm to the nucleus, with binding to the promoter region of Th2 cytokine genes, as determined by chromatin immunoprecipitation.",17277157_3,-1,1,-1,1,1
6906,GATA-3,19.0,20.0,124.0,130.0,"Specific stimulation of T lymphocytes by costimulation of CD3 and CD28 to mimic activation by APCs induces translocation of GATA-3 from the cytoplasm to the nucleus, with binding to the promoter region of Th2 cytokine genes, as determined by chromatin immunoprecipitation.",17277157_3,-1,1,-1,1,1
6911,GATA-3,0.0,1.0,0.0,6.0,"GATA-3 nuclear translocation is dependent on its phosphorylation on serine residues by p38 MAPK, which facilitates interaction with the nuclear transporter protein importin-alpha.",17277157_4,-1,1,-1,1,1
7127,translocation,4.0,5.0,28.0,41.0,"CONCLUSION: Modular antigen translocation vaccines induce strong proliferation responses in PBMC cultures at low concentration and induce a T(H)1/T(H)2 shift in the cytokine profile, reflecting those reported to occur in successfully desensitized allergic patients.",17298430_7,-1,1,-1,1,1
7162,transcription factor STAT6,1.0,4.0,4.0,30.0,The transcription factor STAT6 was not required for CNS-1 demethylation and this state was already established in neonatal CD4 single-positive thymocytes.,17312108_7,-1,1,-1,1,1
7193,transcription factors,19.0,21.0,94.0,115.0,"CD8+ T cells lacking the c-Rel, but not the NF-kappaB1/p50, member of the NF-kappaB family of transcription factors displayed a similar impairment in cell survival as PKCtheta(-/-) CD8(+) T lymphocytes.",17312138_3,-1,1,-1,1,1
7197,c-Rel,2.0,3.0,16.0,21.0,This implicates c-Rel as a key target of PKCtheta-mediated survival signals in CD8+ T cells.,17312138_4,-1,1,-1,1,1
7209,protein kinase,3.0,5.0,16.0,30.0,"The addition of protein kinase B-mediated survival signals could restore partially CD4+ T cell viability, but did not dramatically influence CD8+ survival.",17312138_7,-1,1,-1,1,1
7219,c-Rel,15.0,16.0,70.0,75.0,"The survival of CD4+ and CD8+ T cells deficient in either PKCtheta or c-Rel, however, was promoted by the addition of IL-2.",17312138_9,-1,1,-1,1,1
7276,NF-AT,15.0,16.0,83.0,88.0,"Because TGF-beta1 expression by these T cells can be decreased by cyclosporin A, a NF-AT inhibitor, NF-AT-mediated TGF-beta1 expression in T cells was addressed by characterizing a NF-AT response element in the TGF-beta1 promoter.",17312153_2,-1,1,-1,1,1
7281,NF-AT,29.0,30.0,181.0,186.0,"Because TGF-beta1 expression by these T cells can be decreased by cyclosporin A, a NF-AT inhibitor, NF-AT-mediated TGF-beta1 expression in T cells was addressed by characterizing a NF-AT response element in the TGF-beta1 promoter.",17312153_2,-1,1,-1,1,1
7282,response element,30.0,32.0,187.0,203.0,"Because TGF-beta1 expression by these T cells can be decreased by cyclosporin A, a NF-AT inhibitor, NF-AT-mediated TGF-beta1 expression in T cells was addressed by characterizing a NF-AT response element in the TGF-beta1 promoter.",17312153_2,-1,1,-1,1,1
7287,NF-AT,24.0,25.0,126.0,131.0,Analysis of the mouse TGF-beta1 promoter (-1799 to +793) in transfection experiments in T cell 68-41 hybridoma cells detected NF-AT binding sites at positions +268 and +288 in the proximal promoter region.,17312153_3,-1,1,-1,1,1
7289,proximal,36.0,37.0,180.0,188.0,Analysis of the mouse TGF-beta1 promoter (-1799 to +793) in transfection experiments in T cell 68-41 hybridoma cells detected NF-AT binding sites at positions +268 and +288 in the proximal promoter region.,17312153_3,-1,1,-1,1,1
7291,NF-AT,2.0,3.0,11.0,16.0,"Binding of NF-AT to this region was detected only in tolerant CD4+ T cells, but not in fully activated CD4+ T cells by chromatin immunoprecipitation assays.",17312153_4,-1,1,-1,1,1
7295,NF-AT,3.0,4.0,20.0,25.0,"Activation of these NF-AT sites was sufficient to induce TGF-beta1 promoter activity; however, additional signaling due to full Ag stimulation blocked NF-AT-mediated TGF-beta1 expression.",17312153_5,-1,1,-1,1,1
7307,regulatory factors,11.0,13.0,69.0,87.0,"Therefore, TGF-beta1 expression in T cells is controlled by multiple regulatory factors that have distinct functions in response to partial or full TCR activation.",17312153_7,-1,1,-1,1,1
7311,nuclear receptors,12.0,14.0,77.0,94.0,The retinoid-related orphan receptors (ROR) comprise a distinct subfamily of nuclear receptors with the capacity to act as both repressors and activators of transcription.,17312169_0,-1,1,-1,1,1
7448,transcription factor,11.0,13.0,61.0,81.0,CD4(+)CD25(+) T regulatory (Treg) cells expressing the Foxp3 transcription factor have been shown to be present in the CNS during the autoimmune disease experimental autoimmune encephalomyelitis (EAE) and can inhibit EAE clinical disease by an IL-10-dependent mechanism.,17339439_0,-1,1,-1,1,1
7484,transcription factor,3.0,5.0,11.0,31.0,T-bet is a transcription factor of the T-box family that regulates the expression of numerous immune system-associated genes.,17339440_0,-1,1,-1,1,1
7485,T-box,7.0,8.0,39.0,44.0,T-bet is a transcription factor of the T-box family that regulates the expression of numerous immune system-associated genes.,17339440_0,-1,1,-1,1,1
7491,NK,6.0,7.0,38.0,40.0,It also influences the development of NK and NKT cells through its regulation of the IL-2/IL-15Rbeta-chain (CD122) and the trafficking of these lymphocytes through CxCR3.,17339440_2,-1,1,-1,1,1
7553,STAT3,3.0,4.0,32.0,37.0,"Alternatively, hepatoprotective STAT3 activation was decreased in SOCS3Tg hepatocytes, an event that was associated with augmented SOCS3 expression in the hepatocytes.",17339476_9,-1,1,-1,1,1
7563,STAT1,20.0,21.0,129.0,134.0,"Altogether, these results suggest that forced expression of SOCS3 in T cells is deleterious in APAP hepatotoxicity by increasing STAT1 activation while decreasing STAT3 activation in hepatocytes, possibly through elevated IFN-gamma and TNF-alpha.",17339476_10,-1,1,-1,1,1
7564,STAT3,24.0,25.0,163.0,168.0,"Altogether, these results suggest that forced expression of SOCS3 in T cells is deleterious in APAP hepatotoxicity by increasing STAT1 activation while decreasing STAT3 activation in hepatocytes, possibly through elevated IFN-gamma and TNF-alpha.",17339476_10,-1,1,-1,1,1
7572,signal transducer,12.0,14.0,95.0,112.0,Exposure of T cells to inflammatory cytokines leads to phosphorylation-dependent activation of signal transducer and activator of transcription (STAT) 3.,17364491_0,-1,1,-1,1,1
7574,STAT,19.0,20.0,145.0,149.0,Exposure of T cells to inflammatory cytokines leads to phosphorylation-dependent activation of signal transducer and activator of transcription (STAT) 3.,17364491_0,-1,1,-1,1,1
7578,STAT3,18.0,19.0,115.0,120.0,T cells from patients with systemic lupus erythematosus (SLE) display increased levels of total and phosphorylated STAT3 which resides primarily in the nucleus.,17364491_1,-1,1,-1,1,1
7579,STAT3,1.0,2.0,10.0,15.0,Increased STAT3 is associated with increased expression of target genes.,17364491_2,-1,1,-1,1,1
7586,STAT3,6.0,7.0,36.0,41.0,Our data suggest that inhibition of STAT3 expression may reverse the signaling aberrations involved in SLE T cell migration.,17364491_4,-1,1,-1,1,1
7625,histocompatibility complex,7.0,9.0,40.0,66.0,Microglia play a critical role in major histocompatibility complex class II (MHC II)-dependent antigen presentation and in reactivation of CNS-infiltrated encephalitogenic T cells.,17395590_1,-1,1,-1,1,1
7626,class II,9.0,11.0,67.0,75.0,Microglia play a critical role in major histocompatibility complex class II (MHC II)-dependent antigen presentation and in reactivation of CNS-infiltrated encephalitogenic T cells.,17395590_1,-1,1,-1,1,1
7627,MHC,12.0,13.0,77.0,80.0,Microglia play a critical role in major histocompatibility complex class II (MHC II)-dependent antigen presentation and in reactivation of CNS-infiltrated encephalitogenic T cells.,17395590_1,-1,1,-1,1,1
7643,MHC,16.0,17.0,89.0,92.0,"Although complex, the co-activator class II transactivator (CIITA) is a key regulator of MHC II expression.",17395590_5,-1,1,-1,1,1
7646,STAT1,9.0,10.0,49.0,54.0,"Interestingly, however, it was without effect on STAT1 phosphorylation or IRF-1 expression, transcription factors that are activated by IFNgamma and necessary for CIITA expression.",17395590_7,-1,1,-1,1,1
7648,IRF-1,12.0,13.0,74.0,79.0,"Interestingly, however, it was without effect on STAT1 phosphorylation or IRF-1 expression, transcription factors that are activated by IFNgamma and necessary for CIITA expression.",17395590_7,-1,1,-1,1,1
7649,transcription factors,15.0,17.0,92.0,113.0,"Interestingly, however, it was without effect on STAT1 phosphorylation or IRF-1 expression, transcription factors that are activated by IFNgamma and necessary for CIITA expression.",17395590_7,-1,1,-1,1,1
7661,IRF-1,15.0,16.0,133.0,138.0,Minocycline inhibited IFNgamma-induced PKC(alpha/betaII) phosphorylation and the nuclear translocation of both PKC(alpha/betaII) and IRF-1 that subsequently inhibits CIITA expression.,17395590_9,-1,1,-1,1,1
7667,transcription factors,18.0,20.0,127.0,148.0,Our present data delineate a molecular pathway of minocycline action that includes inhibitory effects on PKC(alpha/betaII) and transcription factors that regulate the expression of critical inflammatory genes such as MHC II.,17395590_10,-1,1,-1,1,1
7700,NF-kappaB,0.0,1.0,0.0,9.0,"NF-kappaB is specifically down-regulated in T cells in pregnant women, resulting in suppressed expression of Th1 cytokines IL-2, IFN-gamma and TNF-alpha.",17407192_6,-1,1,-1,1,1
7709,NF-kappaB,6.0,7.0,34.0,43.0,"In this study, down-regulation of NF-kappaB also resulted in diminished expression of T-bet.",17407192_7,-1,1,-1,1,1
7722,gene transcription,15.0,17.0,135.0,153.0,"Conversely, pre-incubation with SN50, and NF-kappaB oligodeoxyribonucleotide decoys suppressed PMA-induced NF-kappaB translocation and gene transcription, respectively, resulting in diminished T-bet expression and Th1 cytokine production.",17407192_9,-1,1,-1,1,1
7730,NF-kappaB,25.0,26.0,169.0,178.0,"Therefore, maintenance of the cytokine environment for pregnancy success is mediated via strict regulation of Th1 immune responses, more specifically through control of NF-kappaB and T-bet transcription.",17407192_10,-1,1,-1,1,1
7785,NFAT,14.0,15.0,81.0,85.0,Recent findings have begun to shed light on the mechanisms by which TGF-beta and NFAT integrate multiple signaling inputs to determine the direction of naïve T-cell differentiation.,17433870_3,-1,1,-1,1,1
7865,NFAT,21.0,22.0,136.0,140.0,Acrolein inhibited induction of NF-kappaB DNA binding activity after mitogenic stimulation of T cells but had no effect on induction of NFAT or AP-1.,17491020_3,-1,1,-1,1,1
7866,AP-1,23.0,24.0,144.0,148.0,Acrolein inhibited induction of NF-kappaB DNA binding activity after mitogenic stimulation of T cells but had no effect on induction of NFAT or AP-1.,17491020_3,-1,1,-1,1,1
7873,DNA binding,23.0,25.0,163.0,174.0,"Using purified recombinant p50 in an electrophoretic mobility shift assay, we demonstrated that acrolein was 2000-fold more potent than crotonaldehyde in blocking DNA binding to an NF-kappaB consensus sequence.",17491020_5,-1,1,-1,1,1
7885,p50,20.0,21.0,123.0,126.0,"Crotonaldehyde reacted with Cys-61, but not Arg-307, whereas the saturated aldehydes in cigarette smoke did not react with p50.",17491020_7,-1,1,-1,1,1
7888,transcription factor,17.0,19.0,121.0,141.0,These experiments demonstrate that aldehydes in cigarette smoke can regulate gene expression by direct modification of a transcription factor.,17491020_8,-1,1,-1,1,1
7896,NF-kappa B,11.0,13.0,71.0,81.0,"Previous studies have shown that activation of nuclear factor-kappa B (NF-kappa B) plays an important role in the pathogenesis of oral lichen planus (OLP), which is a chronic inflammatory disorder mediated by T cells.",17497029_2,-1,1,-1,1,1
7902,NF-kappa B,11.0,13.0,61.0,71.0,"Prior to the present investigation, reports of the levels of NF-kappa B and its dependent cytokines in oral fluids have not been forthcoming.",17497029_3,-1,1,-1,1,1
7904,NF-kappa B,11.0,13.0,53.0,63.0,"The purpose of this study was to detect the level of NF-kappa B dependent cytokines, TNF-alpha, IL-1-alpha, IL-6, and IL-8 in tissue transudates directly from lesions of OLP, and explore the feasibility of the data for clinical application.",17497029_4,-1,1,-1,1,1
7937,NF-kappa B,108.0,110.0,487.0,497.0,"The level of cytokines, TNF-alpha, IL-1-alpha, IL-6, and IL-8 in three types of oral fluids were determined by ELISA.RESULTS: In the tissue transudate(TT), there were significantly higher level of cytokines TNF-alpha, IL-1-alpha, IL-6, and IL-8 detected in OLP patients than in controls: (TT: 40.0 +/- 9.8 versus 4.5 +/- 0.7, 710 +/- 114 versus 305 +/- 78, 150 +/- 25 versus 1.7 +/- 0.5, 2800 +/- 260 versus 1450 +/- 130, P < .0001; unit: pg/mL).CONCLUSIONS: These results indicate that NF-kappa B dependent inflammatory cytokines may be detected at increased levels in oral lesion tissue transudates which may have diagnostic and prognostic potentials for monitoring disease activity and making therapeutic decisions in patients with OLP.",17497029_7,-1,1,-1,1,1
7981,translocation,23.0,24.0,143.0,156.0,"To examine steroid sensitivity, dexamethasone (DEX)-induced histone H4 lysine 5 (K5) acetylation and glucocorticoid receptor alpha (GCR alpha) translocation were evaluated.",17525285_1,-1,1,-1,1,1
7995,translocation,5.0,6.0,37.0,50.0,Normal DEX-induced GCR alpha nuclear translocation and no significant difference in GCR alpha and GCR beta mRNA expression were observed in both T-cell types.,17525285_4,-1,1,-1,1,1
8002,p300,9.0,10.0,49.0,53.0,"In addition, no significant difference in SRC-1, p300, or TIP60 expression was found.",17525285_5,-1,1,-1,1,1
8004,ATF2,6.0,7.0,44.0,48.0,"However, activating transcription factor-2 (ATF2) expression was significantly lower in CD8(+) compared with CD4(+) cells (P = .009).",17525285_6,-1,1,-1,1,1
8007,ATF2,4.0,5.0,27.0,31.0,"Importantly, inhibition of ATF2 expression by small interfering RNA in CD4(+) cells resulted in inhibition of DEX-induced transactivation in CD4(+) cells.",17525285_7,-1,1,-1,1,1
8017,ATF2,27.0,28.0,208.0,212.0,The data indicate refractory steroid-induced transactivation but similar steroid-induced transrepression of CD8(+) cells compared with CD4(+) cells caused by decreased levels of the histone acetyltransferase ATF2.,17525285_8,-1,1,-1,1,1
8084,signal transducer,13.0,15.0,59.0,76.0,"Furthermore, BxCM, IL-6, or G-CSF led to the activation of signal transducer and activator of transcription 3 (STAT3) in CD14+ monocytes to different degrees.",17545630_10,-1,1,-1,1,1
8086,STAT3,21.0,22.0,111.0,116.0,"Furthermore, BxCM, IL-6, or G-CSF led to the activation of signal transducer and activator of transcription 3 (STAT3) in CD14+ monocytes to different degrees.",17545630_10,-1,1,-1,1,1
8088,STAT3,2.0,3.0,22.0,27.0,Blocking BxCM-induced STAT3 activation also reversed the inhibitory effect of BxCM on DC differentiation.,17545630_11,-1,1,-1,1,1
8115,transcription factor STAT1,10.0,13.0,62.0,88.0,"Whereas the blockade of Th17 development was dependent on the transcription factor STAT1, the suppression of iTreg development was STAT1 independent, suggesting that IL-27 utilizes different signaling pathways to shape T cell-driven immune responses.",17549733_4,-1,1,-1,1,1
8117,STAT1,20.0,21.0,131.0,136.0,"Whereas the blockade of Th17 development was dependent on the transcription factor STAT1, the suppression of iTreg development was STAT1 independent, suggesting that IL-27 utilizes different signaling pathways to shape T cell-driven immune responses.",17549733_4,-1,1,-1,1,1
8126,STAT1,18.0,19.0,114.0,119.0,Our data thus demonstrate that IL-27 controls the development of Th17 and iTreg cells via differential effects on STAT1.,17549733_5,-1,1,-1,1,1
8237,STAT3,8.0,9.0,42.0,47.0,"The effects of IL-6 and IL-21 depended on STAT3, a transcription factor required for the differentiation of T(H)-17 cells in vivo.",17581537_3,-1,1,-1,1,1
8238,transcription factor,11.0,13.0,51.0,71.0,"The effects of IL-6 and IL-21 depended on STAT3, a transcription factor required for the differentiation of T(H)-17 cells in vivo.",17581537_3,-1,1,-1,1,1
8354,NF-kappaB,10.0,11.0,65.0,74.0,"Soluble ST2 directly bound to IL-33 and suppressed activation of NF-kappaB in EL-4 cells stably expressing ST2L, suggesting that the complex of soluble ST2 and IL-33 fails to bind to ST2L.",17623648_4,-1,1,-1,1,1
8384,transcription factor,21.0,23.0,122.0,142.0,"The activity of T regulatory cells (Tregs) is known to be closely associated with the expression of forkhead/winged helix transcription factor, FOXP3.",17653902_0,-1,1,-1,1,1
8486,STAT5,16.0,17.0,92.0,97.0,"The IL-7 receptor (IL-7R) controls the accessibility of mouse TCRgamma locus, by recruiting STAT5 and transcriptional coactivators to the Jgamma1 germline promoter and inducing histone acetylation at nearby chromatin.",17664008_0,-1,1,-1,1,1
8493,STAT5,16.0,17.0,91.0,96.0,"Although a STAT motif is present in Jgamma4 germline promoter, it is still unknown whether STAT5 regulates the transcription of the Jgamma4 promoter.",17664008_1,-1,1,-1,1,1
8501,STAT,1.0,2.0,2.0,6.0,A STAT consensus motif was present in 5' region of Jgamma4 gene segment.,17664008_3,-1,1,-1,1,1
8504,STAT5,3.0,4.0,14.0,19.0,We found that STAT5 bound to the STAT motif of the Jgamma4 germline promoter in vitro by EMSA.,17664008_4,-1,1,-1,1,1
8510,STAT5,10.0,11.0,69.0,74.0,"In addition, we detected by chromatin immunoprecipitation assay that STAT5 was recruited to the endogenous Jgamma4 chromatin in Ba/F3 cells after cytokine stimulation.",17664008_5,-1,1,-1,1,1
8516,STAT5,16.0,17.0,93.0,98.0,"Finally, using reporter assay, we showed that the Jgamma4 germline promoter was activated by STAT5 and that mutation in the STAT motif abrogated the activity.",17664008_6,-1,1,-1,1,1
8520,CBP,10.0,11.0,81.0,84.0,"Furthermore, this transactivation was augmented by transcriptional coactivators, CBP and p300.",17664008_7,-1,1,-1,1,1
8522,STAT5,6.0,7.0,45.0,50.0,"Collectively, these results demonstrate that STAT5 binds to the STAT motif in the Jgamma4 promoter and induces germline transcription.",17664008_8,-1,1,-1,1,1
8679,specificity,19.0,20.0,97.0,108.0,"CD4(+)CD25(+) regulatory T cells (Tregs) inhibit immune responses to a variety of Ags, but their specificity and mechanism of suppression are controversial.",17675469_0,-1,1,-1,1,1
8682,specificity,5.0,6.0,24.0,35.0,"To address the issue of specificity further, we have bred K(d)-specific, CD4(+) TCR (TCR75) transgenic mice to Foxp3(gfp) knockin reporter mice to permit sorting of Tregs with a known specificity.",17675469_2,-1,1,-1,1,1
8689,specificity,35.0,36.0,184.0,195.0,"To address the issue of specificity further, we have bred K(d)-specific, CD4(+) TCR (TCR75) transgenic mice to Foxp3(gfp) knockin reporter mice to permit sorting of Tregs with a known specificity.",17675469_2,-1,1,-1,1,1
8720,MHC,20.0,21.0,112.0,115.0,"GFP(+) TCR75 cells also inhibited polyclonal C57BL/6 anti-K(d) CTL responses if the APC expressed K(d) and both MHC class I and class II, and responses by OT1 T cells to B6.K(d).OVA but not B6.K(d) plus OVA expressing APC, demonstrating linked-suppression of CD8 responses.",17675469_7,-1,1,-1,1,1
8722,class II,24.0,26.0,128.0,136.0,"GFP(+) TCR75 cells also inhibited polyclonal C57BL/6 anti-K(d) CTL responses if the APC expressed K(d) and both MHC class I and class II, and responses by OT1 T cells to B6.K(d).OVA but not B6.K(d) plus OVA expressing APC, demonstrating linked-suppression of CD8 responses.",17675469_7,-1,1,-1,1,1
8728,specificity,8.0,9.0,40.0,51.0,"Thus, Tregs exhibit a greater degree of specificity in vitro than previously appreciated.",17675469_8,-1,1,-1,1,1
8750,MHC,21.0,22.0,147.0,150.0,CD8(+)TCR(-) facilitating cells (FC) have been shown to promote allogeneic SC engraftment with resulting transplantation tolerance across complete MHC barriers without inducing GVHD.,17675474_2,-1,1,-1,1,1
8799,class II,7.0,9.0,41.0,49.0,"SOCS3(-/-) DCs expressed lower levels of class II MHC, CD40, CD86, and IL-12 than wild-type (WT)-DCs both in vitro and in vivo, and showed constitutive activation of STAT3.",17675476_4,-1,1,-1,1,1
8800,MHC,9.0,10.0,50.0,53.0,"SOCS3(-/-) DCs expressed lower levels of class II MHC, CD40, CD86, and IL-12 than wild-type (WT)-DCs both in vitro and in vivo, and showed constitutive activation of STAT3.",17675476_4,-1,1,-1,1,1
8807,STAT3,32.0,33.0,166.0,171.0,"SOCS3(-/-) DCs expressed lower levels of class II MHC, CD40, CD86, and IL-12 than wild-type (WT)-DCs both in vitro and in vivo, and showed constitutive activation of STAT3.",17675476_4,-1,1,-1,1,1
8885,transcription factor,31.0,33.0,193.0,213.0,"Allergic airways disease is initiated and perpetuated by an aberrant Th2 inflammatory response regulated in part by the cytokines IL-4 and IL-13, each of which induces activation of the STAT-6 transcription factor.",17675518_0,-1,1,-1,1,1
