,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,label,orig_index,olabel
1726,infections,11,12,93,103,Absent bacteriolysis remains the only consistent defect associated with recurrent neisserial infections and absence of one of the late-acting complement components..,492812_5,0,1726,0
1733,arthritis,7,8,52,61,"Partial HPRT deficiencies are associated with gouty arthritis, while absence of activity results in Lesch-Nyhan syndrome (L-N).",6087154_3,0,1733,0
1740,glomerulonephritis,11,12,82,100,One child with heterozygous C3 deficiency was found to have membranoproliferative glomerulonephritis; proteinuria and/or microscopical haematuria was present in all three homozygous C3-deficient children.,6103091_3,0,1740,0
1741,infection,17,18,101,110,"All children with homozygous or heterozygous C3 deficiency were, to a varying degree, susceptible to infection.",6103091_4,0,1741,0
1742,infection,14,15,77,86,The only child of the family with normal complement had no increased risk of infection and no renal disease.,6103091_5,0,1742,0
1747,hemolysis,42,43,249,258,"The data support the hypothesis that G6PD deficiency may confer a selective advantage in a malarious area; the female heterozygote may be at a particular advantage because resistance to malaria equals that of male hemizygotes, but the risk of fatal hemolysis may be less.",6337374_4,0,1747,0
1750,infection,6,7,34,43,The patient died of an adenovirus infection 141 days after BMT.,6387532_3,0,1750,0
1762,psoriasis,20,21,135,144,"Radiographical sacro-iliitis was restricted to HLA B27 positive relatives, and was more frequently found in relatives to probands with psoriasis than in relatives to probands without psoriasis.",6604602_5,0,1762,0
1763,psoriasis,27,28,183,192,"Radiographical sacro-iliitis was restricted to HLA B27 positive relatives, and was more frequently found in relatives to probands with psoriasis than in relatives to probands without psoriasis.",6604602_5,0,1763,0
1767,psoriasis,13,14,101,110,"The phenotypic expressions of the different genetic predispositions involved, include sacro-iliitis, psoriasis, acute anterior uveitis, peripheral arthropathy and inflammatory bowel disease.",6604602_8,0,1767,0
1778,meningitis,13,14,86,96,Human deficiency of the sixth component of complement in a patient with meningococcal meningitis and no haemostasis abnormality.,6783144_0,0,1778,0
1779,meningitis,21,22,104,114,"The patient, a 31 year old white male, was seen on the occasion of an isolated episode of meningococcal meningitis.",6783144_2,0,1779,0
1780,vasculitis,15,16,103,113,Absence of the seventh component of complement in a patient with chronic meningococcemia presenting as vasculitis.,6859721_0,0,1780,0
1781,fever,7,8,54,59,"
A previously healthy 40-year-old man presenting with fever, arthritis, and cutaneous vasculitis was found to have chronic meningococcemia.",6859721_1,0,1781,0
1782,arthritis,9,10,61,70,"
A previously healthy 40-year-old man presenting with fever, arthritis, and cutaneous vasculitis was found to have chronic meningococcemia.",6859721_1,0,1782,0
1783,vasculitis,13,14,86,96,"
A previously healthy 40-year-old man presenting with fever, arthritis, and cutaneous vasculitis was found to have chronic meningococcemia.",6859721_1,0,1783,0
1784,vasculitis,18,19,123,133,Chronic neisserial infection can be associated with C7 deficiency and must be distinguished from other causes of cutaneous vasculitis..,6859721_4,0,1784,0
1785,hemolytic anemia,9,11,83,99,"Severe-glucose-6-phosphate dehydrogenase (G6PD) deficiency associated with chronic hemolytic anemia, granulocyte dysfunction, and increased susceptibility to infections: description of a new molecular variant (G6PD Barcelona).",7055648_0,0,1785,0
1786,infections,19,20,158,168,"Severe-glucose-6-phosphate dehydrogenase (G6PD) deficiency associated with chronic hemolytic anemia, granulocyte dysfunction, and increased susceptibility to infections: description of a new molecular variant (G6PD Barcelona).",7055648_0,0,1786,0
1788,infections,34,35,216,226,"
Molecular, kinetic, and functional studies were carried out on erythrocytes and leukocytes in a Spanish male with G6PD deficiency, congenital nonspherocytic hemolytic anemia (CNSHA), and increased susceptibility to infections.",7055648_1,0,1788,0
1790,hemolytic anemia,13,15,83,99,"Subjects were from multiple geographic regions within Spain, and all suffered from hemolytic anemia, either acute (34 cases) or chronic nonspherocytic (2 cases).",7106752_3,0,1790,0
1793,hemolytic anemia,12,14,89,105,A new glucose-6-phosphate dehydrogenase variant (G6PD Nagano) associated with congenital hemolytic anemia.,7166314_0,0,1793,0
1794,hemolytic anemia,12,14,95,111,"
A new glucose-6-phosphate dehydrogenase (G6PD) variant associated with chronic nonspherocytic hemolytic anemia was reported.",7166314_1,0,1794,0
1795,hemolytic anemia,12,14,61,77,"The patient, a 6-year-old Japanese male, was noticed to have hemolytic anemia soon after birth, and a diagnosis of G6PD deficiency was made at the age of 2.",7166314_2,0,1795,0
1796,infection,11,12,74,83,He had episodes of hemolytic crisis several times after upper respiratory infection.,7166314_3,0,1796,0
1797,hemolysis,1,2,18,27,Infection-induced hemolysis and chronic hemolytic anemia seem to be due to markedly impaired enzyme activity and thermal instability.,7166314_8,0,1797,0
1811,Nephropathy,0,1,0,11,Nephropathy in the Wiskott-Aldrich syndrome.,7422429_0,0,1811,0
1813,Nephropathy,0,1,1,12,"
Nephropathy was detected in five of 32 patients with the Wiskott-Aldrich syndrome who were participating in a study of transfer factor (TF) therapy.",7422429_1,0,1813,0
1826,leukoencephalopathy,13,14,59,78,Type II ALD does not appear to have been seen in any other leukoencephalopathy and is probably specific for a phenotypic variant or an evolving stage of ALD..,7444053_4,0,1826,0
1828,cataracts,10,11,69,78,The frequency of the deficiency was increasingly higher in presenile cataracts.,7458742_2,0,1828,0
1829,cataracts,11,12,65,74,"In the G6PD-deficient group, the incidence of cortical and total cataracts was also increased.",7458742_3,0,1829,0
1831,cataracts,21,22,128,137,"Moreover, G6PD deficiency should be added to other conditions, such as the galactosemic states and riboflavin deficiency, where cataracts represent a sensitive indicator of metabolic abnormalities of the RBC..",7458742_5,0,1831,0
1832,cardiomyopathy,10,11,97,111,Molecular basis of human mitochondrial very-long-chain acyl-CoA dehydrogenase deficiency causing cardiomyopathy and sudden death in childhood.,7479827_0,0,1832,0
1834,death,11,12,75,80,"Defects in enzymes of the beta-oxidation pathway cause sudden, unexplained death in childhood, acute hepatic encephalopathy or liver failure, skeletal myopathy, and cardiomyopathy.",7479827_2,0,1834,0
1837,myopathy,23,24,151,159,"Defects in enzymes of the beta-oxidation pathway cause sudden, unexplained death in childhood, acute hepatic encephalopathy or liver failure, skeletal myopathy, and cardiomyopathy.",7479827_2,0,1837,0
1838,cardiomyopathy,26,27,165,179,"Defects in enzymes of the beta-oxidation pathway cause sudden, unexplained death in childhood, acute hepatic encephalopathy or liver failure, skeletal myopathy, and cardiomyopathy.",7479827_2,0,1838,0
1841,cardiomyopathy,27,28,190,204,Polymerase chain reaction amplification of VLCAD mRNA and genomic exons defined the molecular defects in two patients with VLCAD deficiency who presented with unexplained cardiac arrest and cardiomyopathy.,7479827_5,0,1841,0
1843,cardiomyopathy,24,25,174,188,This initial delineation of human mutations in VLCAD suggests that VLCAD deficiency reduces myocardial fatty acid beta-oxidation and energy production and is associated with cardiomyopathy and sudden death in childhood.,7479827_8,0,1843,0
1844,death,27,28,200,205,This initial delineation of human mutations in VLCAD suggests that VLCAD deficiency reduces myocardial fatty acid beta-oxidation and energy production and is associated with cardiomyopathy and sudden death in childhood.,7479827_8,0,1844,0
1846,tumor,26,27,157,162,"
The BRCA1 gene product was identified as a 220-kilodalton nuclear phosphoprotein in normal cells, including breast ductal epithelial cells, and in 18 of 20 tumor cell lines derived from tissues other than breast and ovary.",7481765_1,0,1846,0
1847,ovarian cancer,6,8,23,37,"In 16 of 17 breast and ovarian cancer lines and 17 of 17 samples of cells obtained from malignant effusions, however, BRCA1 localized mainly in cytoplasm.",7481765_2,0,1847,0
1852,ovarian cancer,9,11,51,65,Germline mutations of the BRCA1 gene in breast and ovarian cancer families provide evidence for a genotype-phenotype correlation.,7493024_0,0,1852,0
1853,breast cancer,21,23,97,110,"
Mutations in the BRCA1 gene, discovered in 1994, are associated with an 80-90% lifetime risk of breast cancer.",7493024_1,0,1853,0
1854,ovarian cancer,11,13,61,75,We have analysed 60 families with a history of breast and/or ovarian cancer for germline mutations in BRCA1.,7493024_2,0,1854,0
1855,ovarian cancer,20,22,114,128,We observed a significant correlation between the location of the mutation in the gene and the ratio of breast to ovarian cancer incidence within each family.,7493024_4,0,1855,0
1856,ovarian cancer,24,26,127,141,Our data suggest a transition in risk such that mutations in the 3 third of the gene are associated with a lower proportion of ovarian cancer.,7493024_5,0,1856,0
1858,infection,13,14,109,118,Identification of complement deficient patients allows the implementation of strategies to prevent recurrent infection..,7523157_7,0,1858,0
1871,ovarian cancer,7,9,38,52,A strong candidate for the breast and ovarian cancer susceptibility gene BRCA1.,7545954_0,0,1871,0
1872,ovarian cancer,15,17,97,111,"
A strong candidate for the 17q-linked BRCA1 gene, which influences susceptibility to breast and ovarian cancer, has been identified by positional cloning methods.",7545954_1,0,1872,0
1873,ovarian cancer,10,12,72,86,Identification of BRCA1 should facilitate early diagnosis of breast and ovarian cancer susceptibility in some individuals as well as a better understanding of breast cancer biology..,7545954_6,0,1873,0
1874,breast cancer,23,25,159,172,Identification of BRCA1 should facilitate early diagnosis of breast and ovarian cancer susceptibility in some individuals as well as a better understanding of breast cancer biology..,7545954_6,0,1874,0
1880,cataracts,11,12,62,71,One PAX6 mutation found in the PST region was associated with cataracts in an aniridia family.,7550230_5,0,1880,0
1886,breast cancer,10,12,61,74,"
Since BRCA1, the first major gene responsible for inherited breast cancer, was cloned, more than 50 unique mutations have been detected in the germline of individuals with breast and ovarian cancer.",7550349_1,0,1886,0
1888,breast cancer,18,20,91,104,"In high-risk pedigrees, female carriers of BRCA1 mutations have an 80-90% lifetime risk of breast cancer, and a 40-50% risk of ovarian cancer.",7550349_2,0,1888,0
1889,ovarian cancer,29,31,127,141,"In high-risk pedigrees, female carriers of BRCA1 mutations have an 80-90% lifetime risk of breast cancer, and a 40-50% risk of ovarian cancer.",7550349_2,0,1889,0
1890,ovarian cancer,11,13,68,82,"However, the mutation stats of individuals unselected for breast or ovarian cancer has not been determined, and it is not known whether mutations in such individuals confer the same risk of cancer as in individuals from the high-risk families studied so far.",7550349_3,0,1890,0
1892,cancer,33,34,229,235,"Following the finding of a 185delAG frameshift mutation in several Ashkenazi Jewish breast/ovarian families, we have determined the frequency of this mutation in 858 Ashkenazim seeking genetic testing for conditions unrelated to cancer, and in 815 reference individuals not selected for ethnic origin.",7550349_4,0,1892,0
1893,ovarian cancer,22,24,128,142,Our results suggest that one in a hundred women of Ashkenazi descent may be at especially high risk of developing breast and/or ovarian cancer.,7550349_7,0,1893,0
1895,ataxia,14,15,106,112,Marked phenotypic heterogeneity associated with expansion of a CAG repeat sequence at the spinocerebellar ataxia 3/Machado-Joseph disease locus.,7573040_0,0,1895,0
1897,ataxia,2,3,21,27,"
The spinocerebellar ataxia 3 locus (SCA3) for type I autosomal dominant cerebellar ataxia (ADCA type I), a clinically and genetically heterogeneous group of neurodegenerative disorders, has been mapped to chromosome 14q32.",7573040_1,0,1897,0
1902,atrophy,31,32,210,217,We show here that the disease gene segregating in each of three French ADCA type I kindreds and in a French family with neuropathological findings suggesting the ataxochoreic form of dentatorubropallidoluysian atrophy carries an expanded CAG repeat sequence located at the same locus as that for MJD.,7573040_3,0,1902,0
1912,thrombocytopenia,6,7,53,69,The Wiskott-Aldrich syndrome and X-linked congenital thrombocytopenia are caused by mutations of the same gene.,7579347_0,0,1912,0
1916,infections,21,22,140,150,"
The Wiskott-Aldrich syndrome (WAS) is an X-linked recessive disorder characterized by thrombocytopenia, small platelets, eczema, recurrent infections, and immunodeficiency.",7579347_1,0,1916,0
1917,thrombocytopenia,15,16,89,105,"Besides the classic WAS phenotype, there is a group of patients with congenital X-linked thrombocytopenia (XLT) who have small platelets but only transient eczema, if any, and minimal immune deficiency.",7579347_2,0,1917,0
1925,hypertrophy,31,32,186,197,"No linkage or molecular genetic data are as yet available on myotonia levior characterized by milder symptoms and later onset of myotonia than in Thomsens disease, and absence of muscle hypertrophy.",7581380_4,0,1925,0
1938,atherosclerotic,14,15,93,108,This was the first reported subject homozygous for the CETP deficiency who also demonstrated atherosclerotic symptoms.,7605382_10,0,1938,0
1939,cancer,8,9,56,62,"Detection of eight BRCA1 mutations in 10 breast/ovarian cancer families, including 1 family with male breast cancer.",7611277_0,0,1939,0
1940,breast cancer,16,18,102,115,"Detection of eight BRCA1 mutations in 10 breast/ovarian cancer families, including 1 family with male breast cancer.",7611277_0,0,1940,0
1942,cancer,27,28,195,201,"
Genetic epidemiological evidence suggests that mutations in BRCA1 may be responsible for approximately one half of early onset familial breast cancer and the majority of familial breast/ovarian cancer.",7611277_1,0,1942,0
1943,cancer,20,21,126,132,"The recent cloning of BRCA1 allows for the direct detection of mutations, but the feasibility of presymptomatic screening for cancer susceptibility is unknown.",7611277_2,0,1943,0
1944,breast cancer,21,23,118,131,"We analyzed genomic DNA from one affected individual from each of 24 families with at least three cases of ovarian or breast cancer, using SSCP assays.",7611277_3,0,1944,0
1945,prostate cancer,14,16,83,98,A frameshift mutation was detected in a male proband affected with both breast and prostate cancer.,7611277_7,0,1945,0
1947,ovarian cancer,9,11,65,79,These results provide further evidence that inherited breast and ovarian cancer can occur as a consequence of a wide array of BRCA1 mutations.,7611277_10,0,1947,0
1948,breast cancer,10,12,48,61,"The finding of a mutation in a family with male breast cancer, not previously thought to be related to BRCA1, also illustrates the potential difficulties of genetic counseling for individuals known to carry mutations..",7611277_12,0,1948,0
1956,tumors,26,27,185,191,"
Chimeric transcription factors, created by gene fusions as the result of chromosomal translocations, have been implicated in the pathogenesis of several pathologically disparate solid tumors.",7630639_1,0,1956,0
1958,tumor,9,10,53,58,We show that the native PAX3/FKHR protein present in tumor cells with this translocation has transcriptional characteristics similar to the in vitro expressed protein.,7630639_5,0,1958,0
1963,tumor,21,22,137,142,These results suggest that mutation of CDK4 can create a tumor-specific antigen and can disrupt the cell-cycle regulation exerted by the tumor suppressor p16INK4a..,7652577_6,0,1963,0
1964,ovarian cancer,13,15,70,84,"
More than 75% of the reported mutations in the hereditary breast and ovarian cancer gene, BRCA1, result in truncated proteins.",7663517_1,0,1964,0
1965,ovarian cancer,6,8,34,48,"In 45 patients from breast and/or ovarian cancer families we found six novel mutations  two single nucleotide insertions, three small deletions (1-5 bp) and a nonsense mutation identified two unrelated families.",7663517_3,0,1965,0
1976,atrophy,13,14,79,86,"Fourteen patients had subcortical white matter lesions on MRI, 14 had cerebral atrophy.",7696601_5,0,1976,0
1988,breast cancer,14,16,82,95,Age at diagnosis as an indicator of eligibility for BRCA1 DNA testing in familial breast cancer.,7759075_0,0,1988,0
1989,breast cancer,7,9,46,59,"
We searched for criteria that could indicate breast cancer families with a high prior probability of being caused by the breast/ovarian cancer susceptibility locus BRCA1 on chromosome 17.",7759075_1,0,1989,0
1990,cancer,21,22,137,143,"
We searched for criteria that could indicate breast cancer families with a high prior probability of being caused by the breast/ovarian cancer susceptibility locus BRCA1 on chromosome 17.",7759075_1,0,1990,0
1991,breast cancer,14,16,80,93,"To this end, we performed a linkage study with 59 consecutively collected Dutch breast cancer families, including 16 with at least one case of ovarian cancer.",7759075_2,0,1991,0
1992,ovarian cancer,26,28,143,157,"To this end, we performed a linkage study with 59 consecutively collected Dutch breast cancer families, including 16 with at least one case of ovarian cancer.",7759075_2,0,1992,0
1994,breast cancer,10,12,61,74,Significant evidence for linkage was found only among the 13 breast cancer families with a mean age at diagnosis of less than 45 years.,7759075_4,0,1994,0
1995,cancer,7,8,53,59,"An unexpectedly low proportion of the breast-ovarian cancer families were estimated to be linked to BRCA1, which could be due to a founder effect in the Dutch population.",7759075_5,0,1995,0
1996,ovarian cancer,35,37,218,232,"Given the expected logistical problems in clinical management now that BRCA1 has been identified, we propose an interim period in which only families with a strong positive family history for early onset breast and/or ovarian cancer will be offered BRCA1 mutation testing..",7759075_6,0,1996,0
1998,ovarian cancer,10,12,65,79,"
We have examined 26 Canadian families with hereditary breast or ovarian cancer for linkage to markers flanking the BRCA1 gene on chromosome 17q12-q21.",7759076_1,0,1998,0
1999,ovarian cancer,8,10,41,55,"Of the 15 families that contain cases of ovarian cancer, 94% were estimated to be linked to BRCA1.",7759076_2,0,1999,0
2000,breast cancer,17,19,87,100,"In contrast, there was no overall evidence of linkage in the group of 10 families with breast cancer without ovarian cancer.",7759076_3,0,2000,0
2001,ovarian cancer,20,22,109,123,"In contrast, there was no overall evidence of linkage in the group of 10 families with breast cancer without ovarian cancer.",7759076_3,0,2001,0
2002,cancer,6,7,42,48,"A genetic recombinant in a breast-ovarian cancer family indicates a placement of BRCA1 telomeric to D17S776, and helps to define the region of assignment of the cancer susceptibility gene.",7759076_4,0,2002,0
2003,cancer,27,28,161,167,"A genetic recombinant in a breast-ovarian cancer family indicates a placement of BRCA1 telomeric to D17S776, and helps to define the region of assignment of the cancer susceptibility gene.",7759076_4,0,2003,0
2004,cancers,1,2,6,13,"Other cancers of interest that appeared in the BRCA1-linked families included primary peritoneal cancer, cancer of the fallopian tube, and malignant melanoma..",7759076_5,0,2004,0
2005,cancer,13,14,97,103,"Other cancers of interest that appeared in the BRCA1-linked families included primary peritoneal cancer, cancer of the fallopian tube, and malignant melanoma..",7759076_5,0,2005,0
2006,cancer,15,16,105,111,"Other cancers of interest that appeared in the BRCA1-linked families included primary peritoneal cancer, cancer of the fallopian tube, and malignant melanoma..",7759076_5,0,2006,0
2030,cardiomyopathy,8,9,50,64,At least four of them presented with hypertrophic cardiomyopathy.,7769092_8,0,2030,0
2033,hemolysis,24,25,163,172,"The probands serum was incapable of mediating lysis of erythrocytes from a patient with paroxysmal nocturnal hemoglobinuria in both the sucrose hemolysia and acid hemolysis tests, and also lacked bactericidal activity against sensitized or unsensitized Salmonella typhi.",777027_10,0,2033,0
2047,ovarian cancer,19,21,128,142,"
The BRCA1 gene on chromosome 17q21 is responsible for an autosomal dominant syndrome of increased susceptibility to breast and ovarian cancer but no somatic mutations in tumours have yet been described.",7795652_1,0,2047,0
2048,carcinogenesis,9,10,49,63,"To study the potential role of BRCA1 in sporadic carcinogenesis, we analysed the genomic DNA of tumour and normal fractions of 47 ovarian cancers for mutations in BRCA1 using the single-strand conformation polymorphism technique.",7795652_2,0,2048,0
2049,cancers,24,25,138,145,"To study the potential role of BRCA1 in sporadic carcinogenesis, we analysed the genomic DNA of tumour and normal fractions of 47 ovarian cancers for mutations in BRCA1 using the single-strand conformation polymorphism technique.",7795652_2,0,2049,0
2050,cancers,28,29,158,165,Our data support a tumour suppressor mechanism for BRCA1; somatic mutations and LOH may result in inactivation of BRCA1 in at least a small number of ovarian cancers..,7795652_4,0,2050,0
2051,breast cancer,12,14,86,99,Decreased expression of BRCA1 accelerates growth and is often present during sporadic breast cancer progression.,7795653_0,0,2051,0
2052,ovarian cancer,9,11,61,75,"
We have characterized expression of the familial breast and ovarian cancer gene, BRCA1, in cases of non-hereditary (sporadic) breast cancer and analyzed the effect of antisense inhibition of BRCA1 on the proliferative rate of mammary epithelial cells.",7795653_1,0,2052,0
2055,cancer,15,16,98,104,BRCA1 mRNA levels are markedly decreased during the transition from carcinoma in situ to invasive cancer.,7795653_2,0,2055,0
2056,breast cancer,22,24,143,156,These studies suggest that BRCA1 may normally serve as a negative regulator of mammary epithelial cell growth whose function is compromised in breast cancer either by direct mutation or alterations in gene expression..,7795653_4,0,2056,0
2082,cancer,8,9,61,67,An evaluation of genetic heterogeneity in 145 breast-ovarian cancer families.,7825586_0,0,2082,0
2083,Breast Cancer,0,2,0,13,Breast Cancer Linkage Consortium.,7825586_1,0,2083,0
2085,cancer,9,10,73,79,"
The breast-ovary cancer-family syndrome is a dominant predisposition to cancer of the breast and ovaries which has been mapped to chromosome region 17q12-q21.",7825586_2,0,2085,0
2086,cancer,9,10,43,49,"The majority, but not all, of breast-ovary cancer families show linkage to this susceptibility locus, designated BRCA1.",7825586_3,0,2086,0
2087,ovarian cancer,16,18,86,100,We report here the results of a linkage analysis of 145 families with both breast and ovarian cancer.,7825586_4,0,2087,0
2088,breast cancer,19,21,98,111,These families contain either a total of three or more cases of early-onset (before age 60 years) breast cancer or ovarian cancer.,7825586_5,0,2088,0
2089,ovarian cancer,22,24,115,129,These families contain either a total of three or more cases of early-onset (before age 60 years) breast cancer or ovarian cancer.,7825586_5,0,2089,0
2090,ovarian cancer,8,10,44,58,All families contained at least one case of ovarian cancer.,7825586_6,0,2090,0
2091,breast cancer,9,11,43,56,"None of the 13 families with cases of male breast cancer appear to be linked, but it is estimated that 92% (95% confidence interval 76% -100%) of families with no male breast cancer and with two or more ovarian cancers are linked to BRCA1.",7825586_8,0,2091,0
2092,breast cancer,38,40,168,181,"None of the 13 families with cases of male breast cancer appear to be linked, but it is estimated that 92% (95% confidence interval 76% -100%) of families with no male breast cancer and with two or more ovarian cancers are linked to BRCA1.",7825586_8,0,2092,0
2093,cancers,46,47,211,218,"None of the 13 families with cases of male breast cancer appear to be linked, but it is estimated that 92% (95% confidence interval 76% -100%) of families with no male breast cancer and with two or more ovarian cancers are linked to BRCA1.",7825586_8,0,2093,0
2095,breast cancer,9,11,57,70,"However, the large majority of families with early-onset breast cancer and with two or more cases of ovarian cancer are likely to be due to BRCA1 mutations..",7825586_10,0,2095,0
2096,ovarian cancer,18,20,101,115,"However, the large majority of families with early-onset breast cancer and with two or more cases of ovarian cancer are likely to be due to BRCA1 mutations..",7825586_10,0,2096,0
2123,ovarian cancer,11,13,68,82,Mutations in the BRCA1 gene in families with early-onset breast and ovarian cancer.,7894491_0,0,2123,0
2125,ovarian cancer,12,14,77,91,Confirmation of BRCA1 by analysis of germline mutations linked to breast and ovarian cancer in ten families.,7894493_0,0,2125,0
2127,ovarian cancer,26,28,172,186,"
We provide genetic evidence supporting the identity of the candidate gene for BRCA1 through the characterization of germline mutations in 63 breast cancer patients and 10 ovarian cancer patients in ten families with cancer linked to chromosome 17q21.",7894493_1,0,2127,0
2128,cancer,33,34,217,223,"
We provide genetic evidence supporting the identity of the candidate gene for BRCA1 through the characterization of germline mutations in 63 breast cancer patients and 10 ovarian cancer patients in ten families with cancer linked to chromosome 17q21.",7894493_1,0,2128,0
2129,ovarian cancer,7,9,39,53,The four families with both breast and ovarian cancer had chain termination mutations in the N-terminal half of the protein..,7894493_6,0,2129,0
2144,ovarian cancer,4,6,29,43,Genetic instability in human ovarian cancer cell lines.,7937795_0,0,2144,0
2145,cancers,14,15,92,99,"
We have analyzed the stability of microsatellites in cell lines derived from human ovarian cancers and found that 5 out of 10 of the ovarian tumor cell lines are genetically unstable at the majority of the loci analyzed.",7937795_1,0,2145,0
2146,tumor,25,26,142,147,"
We have analyzed the stability of microsatellites in cell lines derived from human ovarian cancers and found that 5 out of 10 of the ovarian tumor cell lines are genetically unstable at the majority of the loci analyzed.",7937795_1,0,2146,0
2149,tumors,7,8,48,54,We conclude that genomic instability in ovarian tumors is a dynamic and ongoing process whose high frequency may have been previously underestimated by PCR-based allelotyping of bulk tumor tissue.,7937795_3,0,2149,0
2150,tumor,27,28,183,188,We conclude that genomic instability in ovarian tumors is a dynamic and ongoing process whose high frequency may have been previously underestimated by PCR-based allelotyping of bulk tumor tissue.,7937795_3,0,2150,0
2151,tumor,12,13,72,77,"We have identified the source of the genetic instability in one ovarian tumor as a point mutation (R524P) in the human mismatch-repair gene MSH2 (Salmonella MutS homologue), which has recently been shown to be involved in hereditary nonpolyposis colorectal cancer.",7937795_4,0,2151,0
2152,cancer,44,45,257,263,"We have identified the source of the genetic instability in one ovarian tumor as a point mutation (R524P) in the human mismatch-repair gene MSH2 (Salmonella MutS homologue), which has recently been shown to be involved in hereditary nonpolyposis colorectal cancer.",7937795_4,0,2152,0
2153,tumor,21,22,133,138,However the wild-type allele was lost at some point early during tumorigenesis so that DNA isolated either from the patients ovarian tumor or from the 2774 cell line carries only the mutant allele of the human MSH2 gene.,7937795_6,0,2153,0
2154,tumor,6,7,40,45,"The genetic instability observed in the tumor and cell line DNA, together with the germ-line mutation in a mismatch-repair gene, suggest that the MSH2 gene is involved in the onset and/or progression in a subset of ovarian cancer..",7937795_7,0,2154,0
2155,ovarian cancer,38,40,215,229,"The genetic instability observed in the tumor and cell line DNA, together with the germ-line mutation in a mismatch-repair gene, suggest that the MSH2 gene is involved in the onset and/or progression in a subset of ovarian cancer..",7937795_7,0,2155,0
2156,tumors,6,7,43,49,"
Loss of heterozygosity data from familial tumors suggest that BRCA1, a gene that confers susceptibility to ovarian and early-onset breast cancer, encodes a tumor suppressor.",7939630_1,0,2156,0
2157,breast cancer,20,22,132,145,"
Loss of heterozygosity data from familial tumors suggest that BRCA1, a gene that confers susceptibility to ovarian and early-onset breast cancer, encodes a tumor suppressor.",7939630_1,0,2157,0
2158,tumor,25,26,157,162,"
Loss of heterozygosity data from familial tumors suggest that BRCA1, a gene that confers susceptibility to ovarian and early-onset breast cancer, encodes a tumor suppressor.",7939630_1,0,2158,0
2159,cancers,14,15,80,87,"The BRCA1 region is also subject to allelic loss in sporadic breast and ovarian cancers, an indication that BRCA1 mutations may occur somatically in these tumors.",7939630_2,0,2159,0
2160,tumors,26,27,155,161,"The BRCA1 region is also subject to allelic loss in sporadic breast and ovarian cancers, an indication that BRCA1 mutations may occur somatically in these tumors.",7939630_2,0,2160,0
2161,tumors,13,14,81,87,The BRCA1 coding region was examined for mutations in primary breast and ovarian tumors that show allele loss at the BRCA1 locus.,7939630_3,0,2161,0
2162,cancers,25,26,147,154,Mutations were detected in 3 of 32 breast and 1 of 12 ovarian carcinomas; all four mutations were germline alterations and occurred in early-onset cancers.,7939630_4,0,2162,0
2163,cancers,21,22,122,129,These results suggest that mutation of BRCA1 may not be critical in the development of the majority of breast and ovarian cancers that arise in the absence of a mutant germline allele..,7939630_5,0,2163,0
2164,cataracts,9,10,52,61,"PAX6 gene dosage effect in a family with congenital cataracts, aniridia, anophthalmia and central nervous system defects.",7951315_0,0,2164,0
2169,cataracts,23,24,145,154,"To study this dosage effect, we characterized two PAX6 mutations in a family segregating aniridia and a milder syndrome consisting of congenital cataracts and late onset corneal dystrophy.",7951315_2,0,2169,0
2170,ovarian cancer,22,24,116,130,"
We have constructed a physical map of a 4 cM region on chromosome 17q12-21 that contains the hereditary breast and ovarian cancer gene BRCA1.",7951316_1,0,2170,0
2171,breast cancer,19,21,114,127,Two genes that lie within a narrow region defined by meiotic breakpoints in BRCA1 patients have been sequenced in breast cancer patients without revealing any deleterious mutations.,7951316_4,0,2171,0
2219,cancer,5,6,26,32,"A high risk of colorectal cancer was predicted when an interstitial deletion of the long arm of chromosome 5, del (5) (q15q22. 3), was detected in her lymphocytes and deletion of the MCC and APC genes confirmed by molecular analysis.",8071957_2,0,2219,0
2221,carcinoma,4,5,31,40,Adenomatous polyposis coli and carcinoma of the rectum were subsequently diagnosed in the patient.,8071957_3,0,2221,0
2222,breast cancer,2,4,14,27,Familial male breast cancer is not linked to the BRCA1 locus on chromosome 17q.,8075631_0,0,2222,0
2223,Breast cancer,0,2,1,14,"
Breast cancer in men is about a hundredfold less common than in women and this has hindered research into its genetic basis.",8075631_1,0,2223,0
2224,breast cancer,12,14,60,73,"We have examined 22 families with at least one case of male breast cancer for linkage to the hereditary breast and ovarian cancer locus, BRCA1, on chromosome 17q.",8075631_2,0,2224,0
2225,ovarian cancer,21,23,115,129,"We have examined 22 families with at least one case of male breast cancer for linkage to the hereditary breast and ovarian cancer locus, BRCA1, on chromosome 17q.",8075631_2,0,2225,0
2226,breast cancer,18,20,96,109,Our results indicate that there is a gene (s) other than BRCA1 which predisposes to early-onset breast cancer in women and which confers a higher risk of male breast cancer.,8075631_4,0,2226,0
2227,breast cancer,30,32,159,172,Our results indicate that there is a gene (s) other than BRCA1 which predisposes to early-onset breast cancer in women and which confers a higher risk of male breast cancer.,8075631_4,0,2227,0
2228,breast cancer,9,11,66,79,Identification of additional pedigrees that include cases of male breast cancer may therefore facilitate the mapping and isolation of this gene.,8075631_5,0,2228,0
2229,tumors,9,10,42,48,"The EWS gene, involved in Ewing family of tumors, malignant melanoma of soft parts and desmoplastic small round cell tumors, codes for an RNA binding protein with novel regulatory domains.",8084618_0,0,2229,0
