,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_chemicals_distsv,lf_disease_distsv,label
17709,AMCA,18,19,108,112,The amount of fibrin in the kidneys was also considerably lower than in animals which received thrombin and AMCA alone.,2670794_6,0,-1,0
17712,prostacyclin,33,34,186,198,It is suggested that the effects of Captopril on the lungs may be attributable to a vasodilatory effect due to a reduction in the circulating level of Angiotension II and an increase in prostacyclin (secondary to an increase in bradykinin).,2670794_7,0,-1,0
17714,bradykinin,40,41,228,238,It is suggested that the effects of Captopril on the lungs may be attributable to a vasodilatory effect due to a reduction in the circulating level of Angiotension II and an increase in prostacyclin (secondary to an increase in bradykinin).,2670794_7,0,-1,0
17725,Intracranial aneurysms,0,2,0,22,Intracranial aneurysms or arteriovenous malformations were present in 17 of 32 patients studied angiographically or at autopsy; cerebral vasculitis was present in two patients.,2673163_4,-1,1,1
17726,arteriovenous malformations,3,5,26,53,Intracranial aneurysms or arteriovenous malformations were present in 17 of 32 patients studied angiographically or at autopsy; cerebral vasculitis was present in two patients.,2673163_4,-1,1,1
17728,cerebral vasculitis,18,20,128,147,Intracranial aneurysms or arteriovenous malformations were present in 17 of 32 patients studied angiographically or at autopsy; cerebral vasculitis was present in two patients.,2673163_4,-1,1,1
17729,Cerebral infarction,0,2,0,19,"Cerebral infarction occurred in 10 patients (22%), intracerebral hemorrhage in 22 (49%), and subarachnoid hemorrhage in 13 (29%).",2673163_5,-1,1,1
17730,intracerebral hemorrhage,11,13,51,75,"Cerebral infarction occurred in 10 patients (22%), intracerebral hemorrhage in 22 (49%), and subarachnoid hemorrhage in 13 (29%).",2673163_5,-1,1,1
17731,subarachnoid hemorrhage,21,23,93,116,"Cerebral infarction occurred in 10 patients (22%), intracerebral hemorrhage in 22 (49%), and subarachnoid hemorrhage in 13 (29%).",2673163_5,-1,1,1
17732,(1,4,6,25,27,"These data indicate that (1) the apparent incidence of stroke related to cocaine use is increasing; (2) cocaine-associated stroke occurs primarily in young adults; (3) stroke may follow any route of cocaine administration; (4) stroke after cocaine use is frequently associated with intracranial aneurysms and arteriovenous malformations; and (5) in cocaine-associated stroke, the frequency of intracranial hemorrhage exceeds that of cerebral infarction.",2673163_6,0,-1,0
17734,(2,19,21,100,102,"These data indicate that (1) the apparent incidence of stroke related to cocaine use is increasing; (2) cocaine-associated stroke occurs primarily in young adults; (3) stroke may follow any route of cocaine administration; (4) stroke after cocaine use is frequently associated with intracranial aneurysms and arteriovenous malformations; and (5) in cocaine-associated stroke, the frequency of intracranial hemorrhage exceeds that of cerebral infarction.",2673163_6,0,-1,0
17737,(3,30,32,164,166,"These data indicate that (1) the apparent incidence of stroke related to cocaine use is increasing; (2) cocaine-associated stroke occurs primarily in young adults; (3) stroke may follow any route of cocaine administration; (4) stroke after cocaine use is frequently associated with intracranial aneurysms and arteriovenous malformations; and (5) in cocaine-associated stroke, the frequency of intracranial hemorrhage exceeds that of cerebral infarction.",2673163_6,0,-1,0
17741,arteriovenous malformations,56,58,309,336,"These data indicate that (1) the apparent incidence of stroke related to cocaine use is increasing; (2) cocaine-associated stroke occurs primarily in young adults; (3) stroke may follow any route of cocaine administration; (4) stroke after cocaine use is frequently associated with intracranial aneurysms and arteriovenous malformations; and (5) in cocaine-associated stroke, the frequency of intracranial hemorrhage exceeds that of cerebral infarction.",2673163_6,-1,1,1
17743,intracranial hemorrhage,70,72,393,416,"These data indicate that (1) the apparent incidence of stroke related to cocaine use is increasing; (2) cocaine-associated stroke occurs primarily in young adults; (3) stroke may follow any route of cocaine administration; (4) stroke after cocaine use is frequently associated with intracranial aneurysms and arteriovenous malformations; and (5) in cocaine-associated stroke, the frequency of intracranial hemorrhage exceeds that of cerebral infarction.",2673163_6,-1,1,1
17744,cerebral infarction,75,77,433,452,"These data indicate that (1) the apparent incidence of stroke related to cocaine use is increasing; (2) cocaine-associated stroke occurs primarily in young adults; (3) stroke may follow any route of cocaine administration; (4) stroke after cocaine use is frequently associated with intracranial aneurysms and arteriovenous malformations; and (5) in cocaine-associated stroke, the frequency of intracranial hemorrhage exceeds that of cerebral infarction.",2673163_6,-1,1,1
17745,nitroprusside,6,7,41,54,A randomized comparison of labetalol and nitroprusside for induced hypotension.,2696505_0,0,-1,0
17751,drug-induced,11,12,75,87,Each patient was subjected to an identical anesthetic protocol and similar drug-induced reductions in mean arterial blood pressure (BP) (50 to 55 mmHg).,2696505_2,-1,1,1
17752,blood pressure,16,18,116,130,Each patient was subjected to an identical anesthetic protocol and similar drug-induced reductions in mean arterial blood pressure (BP) (50 to 55 mmHg).,2696505_2,-1,1,1
17755,Nitroprusside,0,1,0,13,Nitroprusside infusion was associated with a significant (p less than 0.05) increase in heart rate and cardiac output; rebound hypertension was observed in three patients after discontinuation of nitroprusside.,2696505_3,0,-1,0
17758,cardiac output,18,20,103,117,Nitroprusside infusion was associated with a significant (p less than 0.05) increase in heart rate and cardiac output; rebound hypertension was observed in three patients after discontinuation of nitroprusside.,2696505_3,-1,1,1
17760,nitroprusside,31,32,196,209,Nitroprusside infusion was associated with a significant (p less than 0.05) increase in heart rate and cardiac output; rebound hypertension was observed in three patients after discontinuation of nitroprusside.,2696505_3,0,-1,0
17764,nitroprusside,8,9,55,68,It was concluded that labetalol offers advantages over nitroprusside.,2696505_6,0,-1,0
17767,diabetes mellitus,4,6,41,58,"Because rats with streptozotocin-induced diabetes mellitus (DM) have a high solute diuresis (glycosuria of 10 to 12 g/day), we have suggested that this may in part be responsible for their resistance to gentamicin-induced acute renal failure (ARF).",2709684_1,-1,1,1
17768,acute renal failure,38,41,222,241,"Because rats with streptozotocin-induced diabetes mellitus (DM) have a high solute diuresis (glycosuria of 10 to 12 g/day), we have suggested that this may in part be responsible for their resistance to gentamicin-induced acute renal failure (ARF).",2709684_1,-1,1,1
17774,phlorizin,22,23,165,174,The protection from gentamicin nephrotoxicity was studied in non-diabetic rats with chronic solute diuresis induced by blockage of tubular glucose reabsorption with phlorizin (P).,2709684_2,0,-1,0
17778,Group 1,0,2,0,7,"Group 1 (P alone) received P, 360 mg/day, for 15 days; Group II (P + gentamicin); Group III (gentamicin alone) and Group IV (mild DM + gentamicin).",2709684_5,0,-1,0
17782,Group IV,31,33,115,123,"Group 1 (P alone) received P, 360 mg/day, for 15 days; Group II (P + gentamicin); Group III (gentamicin alone) and Group IV (mild DM + gentamicin).",2709684_5,0,-1,0
17791,CCr,32,33,153,156,"In Group I, P induced a moderate and stable glycosuria (3.9 +/- 0.1 g/day, SE), and no functional or morphologic evidence of renal dysfunction (baseline CCr 2.1 +/- 0.1 ml/min, undetectable lysozymuria) or damage (tubular necrosis score [maximum 4], zero).",2709684_7,0,-1,0
17797,CCr,13,14,67,70,"In Group II, P did not prevent gentamicin-ARF (maximal decrease in CCr at day 9.89%, P less than 0.001; peak lysozymuria, 1863 +/- 321 micrograms/day; and tubular necrosis score, 3.9 +/- 0.1).",2709684_8,0,-1,0
17804,CCr,14,15,77,80,"These values were not different from those of Group III: maximal decrease in CCr 73% (P less than 0.001); lysozymuria, 2147 +/- 701 micrograms/day; tubular necrosis score, 3.8 +/- 0.1.(ABSTRACT TRUNCATED AT 250 WORDS)",2709684_9,0,-1,0
17816,loss of,8,10,49,56,"The present studies explored the duration of the loss of righting reflex induced by sub-effective doses of ketamine and morphine, administered simultaneously.",2716967_3,-1,1,1
17822,loss of,3,5,15,22,"Latency to the loss of righting reflex, rigidity and behavior on recovery, reflected the relative predominance of ketamine or morphine in each combination.",2716967_5,-1,1,1
17840,blood pressure,3,5,30,44,Oral hydrocortisone increases blood pressure and enhances pressor responsiveness in normal human subjects.,2722224_1,-1,1,1
17842,blood pressure,15,17,72,86,"We studied the effects of 1 week of oral hydrocortisone (200 mg/day) on blood pressure, cardiac output, total peripheral resistance, forearm vascular resistance, and norepinephrine spillover to plasma in eight healthy male volunteers.",2722224_2,-1,1,1
17843,cardiac output,18,20,88,102,"We studied the effects of 1 week of oral hydrocortisone (200 mg/day) on blood pressure, cardiac output, total peripheral resistance, forearm vascular resistance, and norepinephrine spillover to plasma in eight healthy male volunteers.",2722224_2,-1,1,1
17846,blood pressure,2,4,19,33,"Although diastolic blood pressure remained unchanged, systolic blood pressure increased from 119 to 135 mm Hg (SED +/- 3.4, p less than 0.01), associated with an increased cardiac output (5.85-7.73 l/min, SED +/- 0.46, p less than 0.01).",2722224_3,-1,1,1
17847,blood pressure,8,10,63,77,"Although diastolic blood pressure remained unchanged, systolic blood pressure increased from 119 to 135 mm Hg (SED +/- 3.4, p less than 0.01), associated with an increased cardiac output (5.85-7.73 l/min, SED +/- 0.46, p less than 0.01).",2722224_3,-1,1,1
17849,(SED +,17,20,110,116,"Although diastolic blood pressure remained unchanged, systolic blood pressure increased from 119 to 135 mm Hg (SED +/- 3.4, p less than 0.01), associated with an increased cardiac output (5.85-7.73 l/min, SED +/- 0.46, p less than 0.01).",2722224_3,-1,1,1
17851,cardiac output,33,35,172,186,"Although diastolic blood pressure remained unchanged, systolic blood pressure increased from 119 to 135 mm Hg (SED +/- 3.4, p less than 0.01), associated with an increased cardiac output (5.85-7.73 l/min, SED +/- 0.46, p less than 0.01).",2722224_3,-1,1,1
17852,SED +,41,43,205,210,"Although diastolic blood pressure remained unchanged, systolic blood pressure increased from 119 to 135 mm Hg (SED +/- 3.4, p less than 0.01), associated with an increased cardiac output (5.85-7.73 l/min, SED +/- 0.46, p less than 0.01).",2722224_3,-1,1,1
17854,SED +,12,14,73,78,"Total peripheral vascular resistance fell from 15.1 to 12.2 mm Hg/l/min (SED +/- 1.03, p less than 0.05).",2722224_4,-1,1,1
17858,(R,29,31,186,188,"Resting forearm vascular resistance remained unchanged, but the reflex response to the cold pressor test was accentuated, the rise in resistance increasing from 10.5 mm Hg/ml/100 ml/min (R units) before treatment to 32.6 R units after treatment (SED +/- 6.4, p less than 0.025).",2722224_5,0,-1,0
17860,SED +,42,44,246,251,"Resting forearm vascular resistance remained unchanged, but the reflex response to the cold pressor test was accentuated, the rise in resistance increasing from 10.5 mm Hg/ml/100 ml/min (R units) before treatment to 32.6 R units after treatment (SED +/- 6.4, p less than 0.025).",2722224_5,-1,1,1
17867,SED +,48,50,275,280,"The rise in forearm vascular resistance accompanying intra-arterial norepinephrine (25, 50, and 100 ng/min) was also significantly greater after hydrocortisone, increasing from an average of 14.9 +/- 2.4 R units before treatment to 35.1 +/- 5.5 R units after hydrocortisone (SED +/- 6.0, p less than 0.05).",2722224_6,-1,1,1
17869,nervous system,16,18,132,146,Measurement of resting norepinephrine spillover rate to plasma and norepinephrine uptake indicated that overall resting sympathetic nervous system activity was not increased.,2722224_8,-1,1,1
17870,blood pressure,4,6,20,34,The rise in resting blood pressure with hydrocortisone is associated with an increased cardiac output (presumably due to increased blood volume).(ABSTRACT TRUNCATED AT 250 WORDS),2722224_9,-1,1,1
17872,cardiac output,13,15,87,101,The rise in resting blood pressure with hydrocortisone is associated with an increased cardiac output (presumably due to increased blood volume).(ABSTRACT TRUNCATED AT 250 WORDS),2722224_9,-1,1,1
17874,Neuromuscular blockade,0,2,0,22,Neuromuscular blockade with magnesium sulfate and nifedipine.,2750819_0,-1,1,1
17875,magnesium sulfate,3,5,28,45,Neuromuscular blockade with magnesium sulfate and nifedipine.,2750819_0,0,-1,0
17877,neuromuscular blockade,8,10,59,81,A patient who received tocolysis with nifedipine developed neuromuscular blockade after 500 mg of magnesium sulfate was administered.,2750819_1,-1,1,1
17878,magnesium sulfate,14,16,98,115,A patient who received tocolysis with nifedipine developed neuromuscular blockade after 500 mg of magnesium sulfate was administered.,2750819_1,0,-1,0
17879,tocolytics,7,8,43,53,Caution should be exercised when these two tocolytics are combined.,2750819_3,0,-1,0
17881,local anesthetic,6,8,50,66,Chronic carbamazepine inhibits the development of local anesthetic seizures kindled by cocaine and lidocaine.,2790457_0,0,-1,0
17889,lidocaine-,8,9,51,61,"Chronic oral CBZ inhibited the development of both lidocaine- and cocaine-induced seizures, but had little effect on the fully developed local anesthetic seizures.",2790457_2,0,-1,0
17891,local anesthetic,21,23,137,153,"Chronic oral CBZ inhibited the development of both lidocaine- and cocaine-induced seizures, but had little effect on the fully developed local anesthetic seizures.",2790457_2,0,-1,0
17900,lidocaine-,15,16,74,84,injection of CBZ (15 mg/kg) also was without effect on the development of lidocaine- or cocaine-kindled seizures.,2790457_6,0,-1,0
17909,side effects,12,14,75,87,"The possible utility of chronic CBZ in preventing the development of toxic side effects in human cocaine users is suggested by these data, but remains to be directly evaluated.",2790457_9,-1,1,1
17920,creatinine,7,8,48,58,"In salt-depleted rats, amphotericin B decreased creatinine clearance linearly with time, with an 85% reduction by week 3.",2802551_2,0,-1,0
17922,creatinine,6,7,33,43,"In contrast, in normal-salt rats creatinine clearance was decreased but to a lesser extent at week 2 and 3, and in salt-loaded rats creatinine clearance did not change for 2 weeks and was decreased by 43% at week 3.",2802551_3,0,-1,0
17924,creatinine,25,26,132,142,"In contrast, in normal-salt rats creatinine clearance was decreased but to a lesser extent at week 2 and 3, and in salt-loaded rats creatinine clearance did not change for 2 weeks and was decreased by 43% at week 3.",2802551_3,0,-1,0
17938,creatinine,5,6,29,39,"In conclusion, reductions in creatinine clearance and renal amphotericin B accumulation after chronic amphotericin B administration were enhanced by salt depletion and attenuated by sodium loading in rats.",2802551_7,0,-1,0
17944,low-dose,10,11,71,79,"Magnetic resonance imaging of cerebral venous thrombosis secondary to ""low-dose"" birth control pills.",2819587_0,0,-1,0
17946,deep venous thrombosis,7,10,51,73,The clinical and radiographic features of cerebral deep venous thrombosis in a 21-year-old white woman are presented.,2819587_1,-1,1,1
17952,low-dose,7,8,32,40,"The only known risk factor was ""low-dose"" oral contraceptive pills.",2819587_3,0,-1,0
17953,oral contraceptive,9,11,42,60,"The only known risk factor was ""low-dose"" oral contraceptive pills.",2819587_3,0,-1,0
17960,oxprenolol,6,7,64,74,Beta-2-adrenoceptor-mediated hypokalemia and its abolishment by oxprenolol.,2826064_0,0,-1,0
17964,oxprenolol,6,7,45,55,"Subsequently we investigated the efficacy of oxprenolol in antagonizing such hypokalemia, together with the pharmacokinetic interaction between both drugs.",2826064_2,0,-1,0
17970,oxprenolol,30,31,161,171,Six healthy subjects were given a 0.5 mg subcutaneous dose of terbutaline on two occasions: 1 hour after oral administration of a placebo and 1 hour after 80 mg oxprenolol orally.,2826064_3,0,-1,0
17978,Oxprenolol,0,1,0,10,"Oxprenolol caused decreases of 65% and 56% of terbutaline volume of distribution and clearance, respectively, and an increase of 130% of its AUC.",2826064_6,0,-1,0
17981,oxprenolol,7,8,52,62,"In spite of higher terbutaline concentrations after oxprenolol pretreatment, the hypokalemia was almost completely antagonized by the beta 2-blocking action.",2826064_7,0,-1,0
17985,neuropeptide,4,5,31,43,A dystonia-like syndrome after neuropeptide (MSH/ACTH) stimulation of the rat locus ceruleus.,2840807_0,0,-1,0
17989,dystonia,15,16,102,110,"The movement disorder investigated in these studies has some features in common with human idiopathic dystonia, and information obtained in these studies may be of potential clinical benefit.",2840807_1,-1,1,1
17996,N-terminal,21,22,95,105,"However, it is not certain as to the following: (a) what receptors were stimulated by the ACTH N-terminal fragments at the LC that resulted in this disorder; (b) whether NE, released onto Purkinje cell synapses located at terminals of the ceruleo-cerebellar pathway, did indeed cause the long-term depression at Purkinje cell synapses (previously described by others) that resulted in the long duration of the movement disorder; (c) whether the inhibition of inhibitory Purkinje cells resulted in disinhibition or increased excitability of the unilateral cerebellar fastigial or interpositus nuclei, the output targets of the Purkinje cell axons, that may have been an important contributing factor to this disorder.",2840807_3,0,-1,0
18008,beta-adrenergic blocking agent,4,7,33,63,Flestolol: an ultra-short-acting beta-adrenergic blocking agent.,2870085_0,0,-1,0
18012,beta-adrenergic blocking agent,11,14,72,102,"Flestolol (ACC-9089) is a nonselective, competitive, ultra-short-acting beta-adrenergic blocking agent, without any intrinsic sympathomimetic activity.",2870085_1,0,-1,0
18015,esterases,5,6,35,44,Flestolol is metabolized by plasma esterases and has an elimination half-life of approximately 6.5 minutes.,2870085_2,0,-1,0
18024,beta-adrenergic,18,19,145,160,Flestolol blood concentrations increased linearly with increasing dose and good correlation exists between blood concentrations of flestolol and beta-adrenergic blockade.,2870085_5,0,-1,0
18031,beta blockers,12,14,86,99,Electrophysiologic and hemodynamic effects of flestolol are similar to those of other beta blockers.,2870085_7,0,-1,0
18032,beta blockers,4,6,23,36,"In contrast with other beta blockers, flestolol-induced effects reverse rapidly (within 30 minutes) following discontinuation because of its short half-life.",2870085_8,0,-1,0
18037,unstable angina,3,5,17,32,"In patients with unstable angina, flestolol infusion was found to be safe and effective in controlling chest pain.",2870085_10,-1,1,1
18039,chest pain,17,19,103,113,"In patients with unstable angina, flestolol infusion was found to be safe and effective in controlling chest pain.",2870085_10,-1,1,1
18042,beta-adrenergic blocking agent,12,15,79,109,"It is concluded that flestolol is a potent, well-tolerated, ultra-short-acting beta-adrenergic blocking agent.",2870085_11,0,-1,0
18049,(1,21,23,121,123,"The present study examines the effect of 6-day epinephrine treatment (100 micrograms/kg per h, s.c.) on stimulus-induced (1 Hz) endogenous neurotransmitter overflow from the isolated perfused kidney of vehicle- and epinephrine-treated rats.",2886572_1,0,-1,0
18064,Propranolol,0,1,0,11,Propranolol had no effect on stimulus-induced overflow in either group.,2886572_7,0,-1,0
18078,prolactinomas,10,11,91,104,"Immunohistochemical, electron microscopic and morphometric studies of estrogen-induced rat prolactinomas after bromocriptine treatment.",2887062_0,-1,1,1
18079,bromocriptine,12,13,111,124,"Immunohistochemical, electron microscopic and morphometric studies of estrogen-induced rat prolactinomas after bromocriptine treatment.",2887062_0,0,-1,0
18081,bromocriptine,5,6,26,39,"To clarify the effects of bromocriptine on prolactinoma cells in vivo, immunohistochemical, ultrastructural and morphometrical analyses were applied to estrogen-induced rat prolactinoma cells 1 h and 6 h after injection of bromocriptine (3 mg/kg of body weight).",2887062_1,0,-1,0
18082,prolactinoma,7,8,43,55,"To clarify the effects of bromocriptine on prolactinoma cells in vivo, immunohistochemical, ultrastructural and morphometrical analyses were applied to estrogen-induced rat prolactinoma cells 1 h and 6 h after injection of bromocriptine (3 mg/kg of body weight).",2887062_1,-1,1,1
18088,prolactinoma,23,24,173,185,"To clarify the effects of bromocriptine on prolactinoma cells in vivo, immunohistochemical, ultrastructural and morphometrical analyses were applied to estrogen-induced rat prolactinoma cells 1 h and 6 h after injection of bromocriptine (3 mg/kg of body weight).",2887062_1,-1,1,1
18090,body weight,38,40,249,260,"To clarify the effects of bromocriptine on prolactinoma cells in vivo, immunohistochemical, ultrastructural and morphometrical analyses were applied to estrogen-induced rat prolactinoma cells 1 h and 6 h after injection of bromocriptine (3 mg/kg of body weight).",2887062_1,-1,1,1
18096,prolactinoma,20,21,148,160,"Electron microscopy disclosed many secretory granules, slightly distorted rough endoplasmic reticulum, and partially dilated Golgi cisternae in the prolactinoma cells.",2887062_3,-1,1,1
18103,bromocriptine,13,14,81,94,These findings suggest that lowered serum prolactin levels in the early phase of bromocriptine treatment may result from an impaired secretion of prolactin due to decreasing numbers of cytoplasmic microtubules.,2887062_5,0,-1,0
18107,prolactinoma,1,2,4,16,"The prolactinoma cells at this time were well granulated, with vesiculated rough endoplasmic reticulum and markedly dilated Golgi cisternae.",2887062_7,-1,1,1
18111,reaction products,5,7,62,79,"Electron microscopical immunohistochemistry revealed positive reaction products noted on the secretory granules, Golgi cisternae, and endoplasmic reticulum of the untreated rat prolactinoma cells.",2887062_8,0,-1,0
18115,prolactinoma,23,24,177,189,"Electron microscopical immunohistochemistry revealed positive reaction products noted on the secretory granules, Golgi cisternae, and endoplasmic reticulum of the untreated rat prolactinoma cells.",2887062_8,-1,1,1
18117,reaction products,8,10,53,70,"However, only secretory granules showed the positive reaction products for prolactin 6 h after bromocriptine treatment of the adenoma cells.",2887062_9,0,-1,0
18118,bromocriptine,15,16,95,108,"However, only secretory granules showed the positive reaction products for prolactin 6 h after bromocriptine treatment of the adenoma cells.",2887062_9,0,-1,0
18124,bromocriptine,30,31,200,213,"An increase in the volume density of secretory granules and a decrease in the volume densities of rough endoplasmic reticulum and microtubules was determined by morphometric analysis, suggesting that bromocriptine inhibits protein synthesis as well as bringing about a disturbance of the prolactin secretion.",2887062_10,0,-1,0
18125,protein synthesis,32,34,223,240,"An increase in the volume density of secretory granules and a decrease in the volume densities of rough endoplasmic reticulum and microtubules was determined by morphometric analysis, suggesting that bromocriptine inhibits protein synthesis as well as bringing about a disturbance of the prolactin secretion.",2887062_10,0,-1,0
18126,prolactin secretion,43,45,288,307,"An increase in the volume density of secretory granules and a decrease in the volume densities of rough endoplasmic reticulum and microtubules was determined by morphometric analysis, suggesting that bromocriptine inhibits protein synthesis as well as bringing about a disturbance of the prolactin secretion.",2887062_10,-1,1,1
18127,respiratory paralysis,7,9,49,70,GABA involvement in naloxone induced reversal of respiratory paralysis produced by thiopental.,2893236_0,-1,1,1
18129,respiratory paralysis,7,9,37,58,"No agent is yet available to reverse respiratory paralysis produced by CNS depressants, such as general anesthetics.",2893236_1,-1,1,1
18130,CNS depressants,11,13,71,86,"No agent is yet available to reverse respiratory paralysis produced by CNS depressants, such as general anesthetics.",2893236_1,0,-1,0
18131,general anesthetics,16,18,96,115,"No agent is yet available to reverse respiratory paralysis produced by CNS depressants, such as general anesthetics.",2893236_1,0,-1,0
18132,respiratory paralysis,5,7,32,53,In this study naloxone reversed respiratory paralysis induced by thiopental in rats.,2893236_2,-1,1,1
18135,aspartate,24,25,139,148,"25 mg/kg, i.v. thiopental produced anesthesia without altering respiratory rate, increased GABA, decreased glutamate, and had no effect on aspartate or glycine levels compared to controls in rat cortex and brain stem.",2893236_3,0,-1,0
18137,brain stem,35,37,206,216,"25 mg/kg, i.v. thiopental produced anesthesia without altering respiratory rate, increased GABA, decreased glutamate, and had no effect on aspartate or glycine levels compared to controls in rat cortex and brain stem.",2893236_3,-1,1,1
18143,brain stem,22,24,130,140,"50 mg/kg, i.v. thiopental produced respiratory arrest with further increase in GABA and decrease in glutamate again in cortex and brain stem without affecting any of the amino acids studied in four regions of rat brain.",2893236_5,-1,1,1
18144,amino acids,29,31,170,181,"50 mg/kg, i.v. thiopental produced respiratory arrest with further increase in GABA and decrease in glutamate again in cortex and brain stem without affecting any of the amino acids studied in four regions of rat brain.",2893236_5,0,-1,0
18145,respiratory paralysis,9,11,36,57,"Naloxone (2.5 mg/kg, i.v.) reversed respiratory paralysis, glutamate and GABA levels to control values in brain stem and cortex with no changes in caudate or cerebellum.",2893236_6,-1,1,1
18147,brain stem,20,22,106,116,"Naloxone (2.5 mg/kg, i.v.) reversed respiratory paralysis, glutamate and GABA levels to control values in brain stem and cortex with no changes in caudate or cerebellum.",2893236_6,-1,1,1
18148,respiratory paralysis,5,7,37,58,These data suggest naloxone reverses respiratory paralysis produced by thiopental and involves GABA in its action.,2893236_7,-1,1,1
18168,picrotoxin,20,21,143,153,"However, the diazepam enhancement of adrenaline-induced reflex bradycardia was antagonized by pretreatment of rats with an intravenous dose of picrotoxin (an agent blocks chloride channels by binding to sites associated with the benzodiazepine-GABA-chloride channel macromolecular complex).",2894433_5,0,-1,0
18170,chloride channels,25,27,171,188,"However, the diazepam enhancement of adrenaline-induced reflex bradycardia was antagonized by pretreatment of rats with an intravenous dose of picrotoxin (an agent blocks chloride channels by binding to sites associated with the benzodiazepine-GABA-chloride channel macromolecular complex).",2894433_5,0,-1,0
18175,central nervous system,14,17,120,142,The data indicate that diazepam acts through the benzodiazepine-GABA-chloride channel macromolecular complex within the central nervous system to facilitate reflex bradycardia mediated through baroreceptor reflexes in response to an acute increase in arterial pressure.,2894433_6,-1,1,1
18180,lupus erythematosus,1,3,22,41,Sulfasalazine-induced lupus erythematosus.,2894766_0,-1,1,1
18183,cardiac tamponade,9,11,72,89,"Pneumonitis, bilateral pleural effusions, echocardiographic evidence of cardiac tamponade, and positive autoantibodies developed in a 43-year-old man, who was receiving long-term sulfasalazine therapy for chronic ulcerative colitis.",2894766_1,-1,1,1
18185,sulfasalazine,25,26,179,192,"Pneumonitis, bilateral pleural effusions, echocardiographic evidence of cardiac tamponade, and positive autoantibodies developed in a 43-year-old man, who was receiving long-term sulfasalazine therapy for chronic ulcerative colitis.",2894766_1,0,-1,0
18187,sulfasalazine,4,5,23,36,"After cessation of the sulfasalazine and completion of a six-week course of corticosteroids, these problems resolved over a period of four to six months.",2894766_2,0,-1,0
18190,serositis,13,14,88,97,"It is suggested that the patient had sulfasalazine-induced lupus, which manifested with serositis and pulmonary parenchymal involvement in the absence of joint symptoms.",2894766_3,-1,1,1
18193,sulfasalazine,3,4,19,32,Physicians who use sulfasalazine to treat patients with inflammatory bowel disease should be aware of the signs of sulfasalazine-induced lupus syndrome.,2894766_4,0,-1,0
18194,inflammatory bowel disease,8,11,56,82,Physicians who use sulfasalazine to treat patients with inflammatory bowel disease should be aware of the signs of sulfasalazine-induced lupus syndrome.,2894766_4,-1,1,1
18198,essential hypertension,11,13,94,116,Initial potassium loss and hypokalaemia during chlorthalidone administration in patients with essential hypertension: the influence of dietary sodium restriction.,28952_0,-1,1,1
18199,dietary sodium,17,19,135,149,Initial potassium loss and hypokalaemia during chlorthalidone administration in patients with essential hypertension: the influence of dietary sodium restriction.,28952_0,0,-1,0
18204,essential hypertension,27,29,183,205,"To investigate the initial potassium loss and development of hypokalaemia during the administration of an oral diuretic, metabolic balance studies were performed in ten patients with essential hypertension who had shown hypokalaemia under prior oral diuretic treatment.",28952_1,-1,1,1
18220,dietary sodium,4,6,21,35,"It is concluded that dietary sodium restriction increases diuretic-induced potassium loss, presumably by an increased activity of the renin-angiotensin-aldosterone system, while sodium delivery to the distal renal tubules remains sufficiently high to allow increased potassium secretion.",28952_9,0,-1,0
18236,Glycopyrronium,0,1,0,14,Glycopyrronium requirements for antagonism of the muscarinic side effects of edrophonium.,2917114_0,0,-1,0
18238,edrophonium,10,11,77,88,Glycopyrronium requirements for antagonism of the muscarinic side effects of edrophonium.,2917114_0,0,-1,0
18240,glycopyrronium,13,14,70,84,"We have compared, in 60 adult patients, the cardiovascular effects of glycopyrronium 5 micrograms kg-1 and 10 micrograms kg-1 given either simultaneously or 1 min before edrophonium 1 mg kg-1.",2917114_1,0,-1,0
18243,edrophonium,28,29,170,181,"We have compared, in 60 adult patients, the cardiovascular effects of glycopyrronium 5 micrograms kg-1 and 10 micrograms kg-1 given either simultaneously or 1 min before edrophonium 1 mg kg-1.",2917114_1,0,-1,0
18250,glycopyrronium,2,3,7,21,"Use of glycopyrronium 5 micrograms kg-1 provided greater cardiovascular stability and, given 1 min before the edrophonium, was sufficient to minimize early, edrophonium-induced bradycardias.",2917114_4,0,-1,0
18253,edrophonium,17,18,110,121,"Use of glycopyrronium 5 micrograms kg-1 provided greater cardiovascular stability and, given 1 min before the edrophonium, was sufficient to minimize early, edrophonium-induced bradycardias.",2917114_4,0,-1,0
18254,low dose,1,3,5,13,This low dose of glycopyrronium provided good control of oropharyngeal secretions.,2917114_5,0,-1,0
18255,glycopyrronium,4,5,17,31,This low dose of glycopyrronium provided good control of oropharyngeal secretions.,2917114_5,0,-1,0
18258,antiepileptic drug,9,11,53,71,Folate depletion has often been a problem in chronic antiepileptic drug (AED) therapy.,2924746_1,0,-1,0
18266,propylene glycol,12,14,58,74,"In the course of developing this model, a common vehicle, propylene glycol, by itself in high doses, was found to exhibit protective properties against induced seizures and inhibited weight gain.",2924746_4,0,-1,0
18269,weight gain,32,34,183,194,"In the course of developing this model, a common vehicle, propylene glycol, by itself in high doses, was found to exhibit protective properties against induced seizures and inhibited weight gain.",2924746_4,-1,1,1
