,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_chemicals_distsv,lf_disease_distsv,label
8952,hearing reduction,33,35,132,149,There were 14 of 151 (9.3%) in the DFMO plus sulindac group and 4 of 139 (2.9%) in the placebo group who experienced at least 15 dB hearing reduction from baseline in 2 or more consecutive frequencies across the entire range tested (P = 0.02).,19139001_7,-1,-1,-1
8953,P,49,50,233,234,There were 14 of 151 (9.3%) in the DFMO plus sulindac group and 4 of 139 (2.9%) in the placebo group who experienced at least 15 dB hearing reduction from baseline in 2 or more consecutive frequencies across the entire range tested (P = 0.02).,19139001_7,-1,-1,-1
8954,P,29,30,158,159,Follow-up air conduction done at least 6 months after end of treatment showed an adjusted mean difference in hearing thresholds of 1.08 dB (-0.81 to 2.96 dB; P = 0.26) between treatment arms.,19139001_8,-1,-1,-1
8955,DFMO,12,13,73,77,There was no significant difference in the proportion of subjects in the DFMO plus sulindac group who experienced clinically significant hearing loss compared with the placebo group.,19139001_9,-1,-1,-1
8956,sulindac,14,15,83,91,There was no significant difference in the proportion of subjects in the DFMO plus sulindac group who experienced clinically significant hearing loss compared with the placebo group.,19139001_9,0,-1,0
8957,hearing loss,20,22,137,149,There was no significant difference in the proportion of subjects in the DFMO plus sulindac group who experienced clinically significant hearing loss compared with the placebo group.,19139001_9,-1,-1,-1
8958,ototoxicity,5,6,35,46,"The estimated attributable risk of ototoxicity from exposure to the drug is 8.4% (95% confidence interval, -2.0% to 18.8%; P = 0.12).",19139001_10,-1,1,1
8959,P,26,27,123,124,"The estimated attributable risk of ototoxicity from exposure to the drug is 8.4% (95% confidence interval, -2.0% to 18.8%; P = 0.12).",19139001_10,-1,-1,-1
8960,DFMO,14,15,72,76,There is a <2 dB difference in mean threshold for patients treated with DFMO plus sulindac compared with those treated with placebo.,19139001_11,-1,-1,-1
8961,sulindac,16,17,82,90,There is a <2 dB difference in mean threshold for patients treated with DFMO plus sulindac compared with those treated with placebo.,19139001_11,0,-1,0
8962,nephropathy,9,10,76,87,Irreversible damage to the medullary interstitium in experimental analgesic nephropathy in F344 rats.,1919871_0,-1,1,1
8963,Renal papillary necrosis,0,3,0,24,Renal papillary necrosis (RPN) and a decreased urinary concentrating ability developed during continuous long-term treatment with aspirin and paracetamol in female Fischer 344 rats.,1919871_1,-1,1,1
8964,RPN,4,5,26,29,Renal papillary necrosis (RPN) and a decreased urinary concentrating ability developed during continuous long-term treatment with aspirin and paracetamol in female Fischer 344 rats.,1919871_1,-1,-1,-1
8965,aspirin,18,19,130,137,Renal papillary necrosis (RPN) and a decreased urinary concentrating ability developed during continuous long-term treatment with aspirin and paracetamol in female Fischer 344 rats.,1919871_1,0,-1,0
8966,paracetamol,20,21,142,153,Renal papillary necrosis (RPN) and a decreased urinary concentrating ability developed during continuous long-term treatment with aspirin and paracetamol in female Fischer 344 rats.,1919871_1,0,-1,0
8967,RPN,27,28,183,186,This study shows that prolonged analgesic treatment in Fischer 344 rats causes progressive and irreversible damage to the interstitial matrix and type 1 interstitial cells leading to RPN.,1919871_6,-1,-1,-1
8968,glomerulonephritis,7,8,81,99,Proteinase 3-antineutrophil cytoplasmic antibody-(PR3-ANCA) positive necrotizing glomerulonephritis after restarting sulphasalazine treatment.,19203554_0,-1,1,1
8969,sulphasalazine,10,11,117,131,Proteinase 3-antineutrophil cytoplasmic antibody-(PR3-ANCA) positive necrotizing glomerulonephritis after restarting sulphasalazine treatment.,19203554_0,0,-1,0
8970,ulcerative colitis,4,6,25,43,"A 59-year-old woman with ulcerative colitis developed red eyes, pleural effusion, eosinophilia and urinary abnormalities after restarting of sulphasalazine treatment.",19203554_1,-1,-1,-1
8971,red eyes,7,9,54,62,"A 59-year-old woman with ulcerative colitis developed red eyes, pleural effusion, eosinophilia and urinary abnormalities after restarting of sulphasalazine treatment.",19203554_1,-1,-1,-1
8972,pleural effusion,10,12,64,80,"A 59-year-old woman with ulcerative colitis developed red eyes, pleural effusion, eosinophilia and urinary abnormalities after restarting of sulphasalazine treatment.",19203554_1,-1,-1,-1
8973,eosinophilia,13,14,82,94,"A 59-year-old woman with ulcerative colitis developed red eyes, pleural effusion, eosinophilia and urinary abnormalities after restarting of sulphasalazine treatment.",19203554_1,-1,1,1
8974,urinary abnormalities,15,17,99,120,"A 59-year-old woman with ulcerative colitis developed red eyes, pleural effusion, eosinophilia and urinary abnormalities after restarting of sulphasalazine treatment.",19203554_1,-1,-1,-1
8975,sulphasalazine,20,21,141,155,"A 59-year-old woman with ulcerative colitis developed red eyes, pleural effusion, eosinophilia and urinary abnormalities after restarting of sulphasalazine treatment.",19203554_1,0,-1,0
8976,necrotizing glomerulonephritis,8,10,55,85,Light microscopy of a kidney biopsy revealed segmental necrotizing glomerulonephritis without deposition of immunoglobulin or complement.,19203554_2,-1,-1,-1
8977,pleural effusions,8,10,39,56,"PR3-ANCA titer was 250 and 1,070 EU in pleural effusions on right and left side, respectively.",19203554_4,-1,-1,-1
8978,sulphasalazine,3,4,22,36,"Although cessation of sulphasalazine treatment resulted in improvements in fever, red eyes, chest pain, titer of C-reactive protein and volume of the pleural effusions, we initiated steroid therapy, because PR3-ANCA titer rose to 320 EU, eosinophil count increased to 1,100 cells/microl, and the pleural effusion remained.",19203554_5,0,-1,0
8979,fever,9,10,75,80,"Although cessation of sulphasalazine treatment resulted in improvements in fever, red eyes, chest pain, titer of C-reactive protein and volume of the pleural effusions, we initiated steroid therapy, because PR3-ANCA titer rose to 320 EU, eosinophil count increased to 1,100 cells/microl, and the pleural effusion remained.",19203554_5,-1,1,1
8980,red eyes,11,13,82,90,"Although cessation of sulphasalazine treatment resulted in improvements in fever, red eyes, chest pain, titer of C-reactive protein and volume of the pleural effusions, we initiated steroid therapy, because PR3-ANCA titer rose to 320 EU, eosinophil count increased to 1,100 cells/microl, and the pleural effusion remained.",19203554_5,-1,-1,-1
8981,chest pain,14,16,92,102,"Although cessation of sulphasalazine treatment resulted in improvements in fever, red eyes, chest pain, titer of C-reactive protein and volume of the pleural effusions, we initiated steroid therapy, because PR3-ANCA titer rose to 320 EU, eosinophil count increased to 1,100 cells/microl, and the pleural effusion remained.",19203554_5,-1,-1,-1
8982,pleural effusions,25,27,150,167,"Although cessation of sulphasalazine treatment resulted in improvements in fever, red eyes, chest pain, titer of C-reactive protein and volume of the pleural effusions, we initiated steroid therapy, because PR3-ANCA titer rose to 320 EU, eosinophil count increased to 1,100 cells/microl, and the pleural effusion remained.",19203554_5,-1,-1,-1
8983,steroid,30,31,182,189,"Although cessation of sulphasalazine treatment resulted in improvements in fever, red eyes, chest pain, titer of C-reactive protein and volume of the pleural effusions, we initiated steroid therapy, because PR3-ANCA titer rose to 320 EU, eosinophil count increased to 1,100 cells/microl, and the pleural effusion remained.",19203554_5,0,-1,0
8984,pleural effusion,50,52,296,312,"Although cessation of sulphasalazine treatment resulted in improvements in fever, red eyes, chest pain, titer of C-reactive protein and volume of the pleural effusions, we initiated steroid therapy, because PR3-ANCA titer rose to 320 EU, eosinophil count increased to 1,100 cells/microl, and the pleural effusion remained.",19203554_5,-1,-1,-1
8985,steroid,3,4,16,23,"One month after steroid therapy, the pleural effusion disappeared, and PR3-ANCA titer normalized 3 months later.",19203554_6,0,-1,0
8986,pleural effusion,7,9,37,53,"One month after steroid therapy, the pleural effusion disappeared, and PR3-ANCA titer normalized 3 months later.",19203554_6,-1,-1,-1
8987,sulphasalazine,4,5,24,38,This case suggests that sulphasalazine can induce PR3-ANCA-positive necrotizing glomerulonephritis.,19203554_7,0,-1,0
8988,glomerulonephritis,9,10,80,98,This case suggests that sulphasalazine can induce PR3-ANCA-positive necrotizing glomerulonephritis.,19203554_7,-1,1,1
8989,hypertension,1,2,23,35,Testosterone-dependent hypertension and upregulation of intrarenal angiotensinogen in Dahl salt-sensitive rats.,19211690_0,-1,1,1
8990,salt,7,8,28,32,Blood pressure (BP) is more salt sensitive in men than in premenopausal women.,19211690_1,0,-1,0
8991,contrast,1,2,3,11,"In contrast to the systemic renin-angiotensin system, which is suppressed in response to HS in male DS, intrarenal angiotensinogen expression is increased, and intrarenal levels of ANG II are not suppressed.",19211690_3,-1,-1,-1
8992,testosterone,22,23,144,156,"In this study, the hypothesis was tested that there is a sexual dimorphism in HS-induced upregulation of intrarenal angiotensinogen mediated by testosterone that also causes increases in BP and renal injury.",19211690_4,0,-1,0
8993,increases in BP,26,29,174,189,"In this study, the hypothesis was tested that there is a sexual dimorphism in HS-induced upregulation of intrarenal angiotensinogen mediated by testosterone that also causes increases in BP and renal injury.",19211690_4,-1,-1,-1
8994,renal injury,30,32,194,206,"In this study, the hypothesis was tested that there is a sexual dimorphism in HS-induced upregulation of intrarenal angiotensinogen mediated by testosterone that also causes increases in BP and renal injury.",19211690_4,-1,1,1
8995,glomerular sclerosis,18,20,89,109,"HS diet for 4 wk caused a progressive increase in BP, protein and albumin excretion, and glomerular sclerosis in male DS rats, which were attenuated by castration.",19211690_9,-1,1,1
8996,Testosterone,0,1,0,12,"Testosterone replacement in castrated DS rats increased BP, renal injury, and upregulation of renal angiotensinogen associated with HS diet.",19211690_10,0,-1,0
8997,renal injury,9,11,60,72,"Testosterone replacement in castrated DS rats increased BP, renal injury, and upregulation of renal angiotensinogen associated with HS diet.",19211690_10,-1,1,1
8998,Testosterone,0,1,0,12,Testosterone contributes to the development of hypertension and renal injury in male DS rats on HS diet possibly through upregulation of the intrarenal renin-angiotensin system.,19211690_11,0,-1,0
8999,hypertension,6,7,47,59,Testosterone contributes to the development of hypertension and renal injury in male DS rats on HS diet possibly through upregulation of the intrarenal renin-angiotensin system.,19211690_11,-1,1,1
9000,renal injury,8,10,64,76,Testosterone contributes to the development of hypertension and renal injury in male DS rats on HS diet possibly through upregulation of the intrarenal renin-angiotensin system.,19211690_11,-1,1,1
9001,idiopathic Parkinson's disease,9,13,77,107,Comparison of unilateral pallidotomy and subthalamotomy findings in advanced idiopathic Parkinson's disease.,19234905_0,-1,-1,-1
9002,idiopathic Parkinson's disease,20,24,145,175,"A prospective, randomized, double-blind pilot study to compare the results of stereotactic unilateral pallidotomy and subthalamotomy in advanced idiopathic Parkinson's disease (PD) refractory to medical treatment was designed.",19234905_1,-1,-1,-1
9003,PD,25,26,177,179,"A prospective, randomized, double-blind pilot study to compare the results of stereotactic unilateral pallidotomy and subthalamotomy in advanced idiopathic Parkinson's disease (PD) refractory to medical treatment was designed.",19234905_1,-1,-1,-1
9004,dyskinesias,56,57,262,273,"Ten consecutive patients (mean age, 58.4 +/- 6.8 years; 7 men, 3 women) with similar characteristics at the duration of disease (mean disease time, 8.4 +/- 3.5 years), disabling motor fluctuations (Hoehn _ Yahr stage 3-5 in off-drug phases) and levodopa-induced dyskinesias were selected.",19234905_2,-1,1,1
9005,levodopa,7,8,46,54,All patients had bilateral symptoms and their levodopa equivalent dosing were analysed.,19234905_3,0,-1,0
9006,Parkinson's Disease,8,11,52,71,"Clinical evaluation included the use of the Unified Parkinson's Disease Rating Scale (UPDRS), Hoehn_Yahr score and Schwab England activities of daily living (ADL) score in 'on'- and 'off'-drug conditions before surgery and 6 months after surgery.",19234905_5,-1,-1,-1
9007,ADL,27,28,158,161,"Clinical evaluation included the use of the Unified Parkinson's Disease Rating Scale (UPDRS), Hoehn_Yahr score and Schwab England activities of daily living (ADL) score in 'on'- and 'off'-drug conditions before surgery and 6 months after surgery.",19234905_5,-1,-1,-1
9008,parkinsonian,9,10,75,87,There was statistically significant improvement in all contralateral major parkinsonian motor signs in all patients followed for 6 months.,19234905_6,-1,1,1
9009,Levodopa,0,1,0,8,Levodopa equivalent daily intake was significantly reduced in the STN group.,19234905_7,0,-1,0
9010,ADL,10,11,50,53,"Changes in UPDRS, Hoehn _ Yahr and Schwab England ADL scores were similar in both groups.",19234905_8,-1,-1,-1
9011,hemianopsia,12,13,71,82,Complications were observed in two patients: one had a left homonymous hemianopsia after pallidotomy and another one developed left hemiballistic movements 3 days after subthalamotomy which partly improved within 1 month with Valproate 1000 mg/day.,19234905_10,-1,-1,-1
9012,Valproate,33,34,226,235,Complications were observed in two patients: one had a left homonymous hemianopsia after pallidotomy and another one developed left hemiballistic movements 3 days after subthalamotomy which partly improved within 1 month with Valproate 1000 mg/day.,19234905_10,-1,-1,-1
9013,PD,22,23,137,139,The findings of this study suggest that lesions of the unilateral STN and GPi are equally effective treatment for patients with advanced PD refractory to medical treatment.,19234905_11,-1,-1,-1
9014,pain,8,9,84,88,Explicit episodic memory for sensory-discriminative components of capsaicin-induced pain: immediate and delayed ratings.,19269743_0,-1,1,1
9015,Pain,0,1,0,4,Pain memory is thought to affect future pain sensitivity and thus contribute to clinical pain conditions.,19269743_1,-1,1,1
9016,pain,7,8,40,44,Pain memory is thought to affect future pain sensitivity and thus contribute to clinical pain conditions.,19269743_1,-1,1,1
9017,pain,14,15,89,93,Pain memory is thought to affect future pain sensitivity and thus contribute to clinical pain conditions.,19269743_1,-1,1,1
9018,pain,12,13,93,97,Systematic investigations of the human capacity to remember sensory features of experimental pain are sparse.,19269743_2,-1,1,1
9019,pain,5,6,30,34,"In order to address long-term pain memory, nine healthy male volunteers received intradermal injections of three doses of capsaicin (0.05, 1 and 20 microg, separated by 15 min breaks), each given three times in a balanced design across three sessions at one week intervals.",19269743_3,-1,1,1
9020,capsaicin,19,20,122,131,"In order to address long-term pain memory, nine healthy male volunteers received intradermal injections of three doses of capsaicin (0.05, 1 and 20 microg, separated by 15 min breaks), each given three times in a balanced design across three sessions at one week intervals.",19269743_3,0,-1,0
9021,Pain,0,1,0,4,"Pain rating was performed using a computerized visual analogue scale (0-100) digitized at 1/s, either immediately online or one hour or one day after injection.",19269743_4,-1,1,1
9022,pains,4,5,29,34,Subjects also recalled their pains one week later.,19269743_5,-1,-1,-1
9023,Capsaicin,0,1,0,9,Capsaicin injection reliably induced a dose-dependent flare (p<0.001) without any difference within or across sessions.,19269743_6,0,-1,0
9024,p<0.001,8,9,61,68,Capsaicin injection reliably induced a dose-dependent flare (p<0.001) without any difference within or across sessions.,19269743_6,-1,-1,-1
9025,pain,3,4,19,23,The strong burning pain decayed exponentially within a few minutes.,19269743_7,-1,1,1
9026,pain,6,7,44,48,"Subjects were able to reliably discriminate pain magnitude and duration across capsaicin doses (both p<0.001), regardless of whether first-time ratings were requested immediately, after one hour or after one day.",19269743_8,-1,1,1
9027,capsaicin,11,12,79,88,"Subjects were able to reliably discriminate pain magnitude and duration across capsaicin doses (both p<0.001), regardless of whether first-time ratings were requested immediately, after one hour or after one day.",19269743_8,0,-1,0
9028,p<0.001,15,16,101,108,"Subjects were able to reliably discriminate pain magnitude and duration across capsaicin doses (both p<0.001), regardless of whether first-time ratings were requested immediately, after one hour or after one day.",19269743_8,-1,-1,-1
9029,Pain,0,1,0,4,"Pain recall after one week was similarly precise (magnitude: p<0.01, duration: p<0.05).",19269743_9,-1,1,1
9030,p<0.01,11,12,61,67,"Pain recall after one week was similarly precise (magnitude: p<0.01, duration: p<0.05).",19269743_9,-1,-1,-1
9031,p<0.05,15,16,79,85,"Pain recall after one week was similarly precise (magnitude: p<0.01, duration: p<0.05).",19269743_9,-1,-1,-1
9032,pain,13,14,94,98,These results indicate a reliable memory for magnitude and duration of experimentally induced pain.,19269743_11,-1,1,1
9033,cyclophosphamide,8,9,47,63,DSMM XI study: dose definition for intravenous cyclophosphamide in combination with bortezomib/dexamethasone for remission induction in patients with newly diagnosed myeloma.,19274460_0,0,-1,0
9034,myeloma,21,22,166,173,DSMM XI study: dose definition for intravenous cyclophosphamide in combination with bortezomib/dexamethasone for remission induction in patients with newly diagnosed myeloma.,19274460_0,-1,-1,-1
9035,cyclophosphamide,11,12,67,83,A clinical trial was initiated to evaluate the recommended dose of cyclophosphamide in combination with bortezomib and dexamethasone as induction treatment before stem cell transplantation for younger patients with newly diagnosed multiple myeloma (MM).,19274460_1,0,-1,0
9036,bortezomib,15,16,104,114,A clinical trial was initiated to evaluate the recommended dose of cyclophosphamide in combination with bortezomib and dexamethasone as induction treatment before stem cell transplantation for younger patients with newly diagnosed multiple myeloma (MM).,19274460_1,-1,-1,-1
9037,dexamethasone,17,18,119,132,A clinical trial was initiated to evaluate the recommended dose of cyclophosphamide in combination with bortezomib and dexamethasone as induction treatment before stem cell transplantation for younger patients with newly diagnosed multiple myeloma (MM).,19274460_1,0,-1,0
9038,multiple myeloma,31,33,231,247,A clinical trial was initiated to evaluate the recommended dose of cyclophosphamide in combination with bortezomib and dexamethasone as induction treatment before stem cell transplantation for younger patients with newly diagnosed multiple myeloma (MM).,19274460_1,-1,-1,-1
9039,MM,34,35,249,251,A clinical trial was initiated to evaluate the recommended dose of cyclophosphamide in combination with bortezomib and dexamethasone as induction treatment before stem cell transplantation for younger patients with newly diagnosed multiple myeloma (MM).,19274460_1,-1,-1,-1
9040,bortezomib,9,10,57,67,"Thirty patients were treated with three 21-day cycles of bortezomib 1.3 mg/m(2) on days 1, 4, 8, and 11 plus dexamethasone 40 mg on the day of bortezomib injection and the day after plus cyclophosphamide at 900, 1,200, or 1,500 mg/m(2) on day 1.",19274460_2,-1,-1,-1
9041,dexamethasone,24,25,109,122,"Thirty patients were treated with three 21-day cycles of bortezomib 1.3 mg/m(2) on days 1, 4, 8, and 11 plus dexamethasone 40 mg on the day of bortezomib injection and the day after plus cyclophosphamide at 900, 1,200, or 1,500 mg/m(2) on day 1.",19274460_2,0,-1,0
9042,mg,26,27,126,128,"Thirty patients were treated with three 21-day cycles of bortezomib 1.3 mg/m(2) on days 1, 4, 8, and 11 plus dexamethasone 40 mg on the day of bortezomib injection and the day after plus cyclophosphamide at 900, 1,200, or 1,500 mg/m(2) on day 1.",19274460_2,-1,-1,-1
9043,bortezomib,31,32,143,153,"Thirty patients were treated with three 21-day cycles of bortezomib 1.3 mg/m(2) on days 1, 4, 8, and 11 plus dexamethasone 40 mg on the day of bortezomib injection and the day after plus cyclophosphamide at 900, 1,200, or 1,500 mg/m(2) on day 1.",19274460_2,-1,-1,-1
9044,cyclophosphamide,38,39,187,203,"Thirty patients were treated with three 21-day cycles of bortezomib 1.3 mg/m(2) on days 1, 4, 8, and 11 plus dexamethasone 40 mg on the day of bortezomib injection and the day after plus cyclophosphamide at 900, 1,200, or 1,500 mg/m(2) on day 1.",19274460_2,0,-1,0
9045,cyclophosphamide,5,6,30,46,The maximum tolerated dose of cyclophosphamide was defined as 900 mg/m(2).,19274460_3,0,-1,0
9046,CR,8,9,46,48,"The overall response rate [complete response (CR) plus partial response (PR)] across all dose levels was 77%, with a 10% CR rate.",19274460_5,-1,-1,-1
9047,CR,29,30,121,123,"The overall response rate [complete response (CR) plus partial response (PR)] across all dose levels was 77%, with a 10% CR rate.",19274460_5,-1,-1,-1
9048,toxicities,9,10,73,83,The most frequent adverse events were hematological and gastrointestinal toxicities as well as neuropathy.,19274460_7,-1,1,1
9049,neuropathy,13,14,95,105,The most frequent adverse events were hematological and gastrointestinal toxicities as well as neuropathy.,19274460_7,-1,1,1
9050,bortezomib,4,5,25,35,The results suggest that bortezomib in combination with cyclophosphamide at 900 mg/m(2) and dexamethasone is an effective induction treatment for patients with newly diagnosed MM that warrants further investigation.,19274460_8,-1,-1,-1
9051,cyclophosphamide,8,9,56,72,The results suggest that bortezomib in combination with cyclophosphamide at 900 mg/m(2) and dexamethasone is an effective induction treatment for patients with newly diagnosed MM that warrants further investigation.,19274460_8,0,-1,0
9052,dexamethasone,14,15,92,105,The results suggest that bortezomib in combination with cyclophosphamide at 900 mg/m(2) and dexamethasone is an effective induction treatment for patients with newly diagnosed MM that warrants further investigation.,19274460_8,0,-1,0
9053,MM,25,26,176,178,The results suggest that bortezomib in combination with cyclophosphamide at 900 mg/m(2) and dexamethasone is an effective induction treatment for patients with newly diagnosed MM that warrants further investigation.,19274460_8,-1,-1,-1
9054,Naloxone,0,1,0,8,Naloxone reversal of hypotension due to captopril overdose.,1928887_0,0,-1,0
9055,hypotension,3,4,21,32,Naloxone reversal of hypotension due to captopril overdose.,1928887_0,-1,1,1
9056,captopril overdose,6,8,40,58,Naloxone reversal of hypotension due to captopril overdose.,1928887_0,-1,-1,-1
9057,captopril,4,5,27,36,The hemodynamic effects of captopril and other angiotensin-converting enzyme inhibitors may be mediated by the endogenous opioid system.,1928887_1,0,-1,0
9058,inhibitors,9,10,77,87,The hemodynamic effects of captopril and other angiotensin-converting enzyme inhibitors may be mediated by the endogenous opioid system.,1928887_1,-1,-1,-1
9059,naloxone,3,4,22,30,The opioid antagonist naloxone has been shown to block or reverse the hypotensive actions of captopril.,1928887_2,0,-1,0
9060,hypotensive,12,13,70,81,The opioid antagonist naloxone has been shown to block or reverse the hypotensive actions of captopril.,1928887_2,-1,1,1
9061,captopril,15,16,93,102,The opioid antagonist naloxone has been shown to block or reverse the hypotensive actions of captopril.,1928887_2,0,-1,0
9062,captopril overdose,7,9,35,53,"We report a case of an intentional captopril overdose, manifested by marked hypotension, that resolved promptly with the administration of naloxone.",1928887_3,-1,-1,-1
9063,hypotension,13,14,76,87,"We report a case of an intentional captopril overdose, manifested by marked hypotension, that resolved promptly with the administration of naloxone.",1928887_3,-1,1,1
9064,naloxone,22,23,139,147,"We report a case of an intentional captopril overdose, manifested by marked hypotension, that resolved promptly with the administration of naloxone.",1928887_3,0,-1,0
9065,hypotension,12,13,71,82,"To our knowledge, this is the first reported case of captopril-induced hypotension treated with naloxone.",1928887_4,-1,1,1
9066,naloxone,15,16,96,104,"To our knowledge, this is the first reported case of captopril-induced hypotension treated with naloxone.",1928887_4,0,-1,0
9067,naloxone,7,8,47,55,Our experience demonstrates a possible role of naloxone in the reversal of hypotension resulting from captopril.,1928887_5,0,-1,0
9068,hypotension,12,13,75,86,Our experience demonstrates a possible role of naloxone in the reversal of hypotension resulting from captopril.,1928887_5,-1,1,1
9069,captopril,15,16,102,111,Our experience demonstrates a possible role of naloxone in the reversal of hypotension resulting from captopril.,1928887_5,0,-1,0
9070,chondroitin sulfate,13,15,93,112,Identification of a simple and sensitive microplate method for the detection of oversulfated chondroitin sulfate in heparin products.,19289093_0,-1,-1,-1
9071,heparin,16,17,116,123,Identification of a simple and sensitive microplate method for the detection of oversulfated chondroitin sulfate in heparin products.,19289093_0,0,-1,0
9072,Heparin,0,1,0,7,Heparin is a commonly implemented anticoagulant used to treat critically ill patients.,19289093_1,0,-1,0
9073,critically ill,9,11,62,76,Heparin is a commonly implemented anticoagulant used to treat critically ill patients.,19289093_1,-1,-1,-1
9074,heparin,8,9,41,48,"Recently, a number of commercial lots of heparin products were found to be contaminated with an oversulfated chondroitin sulfate (OSCS) derivative that could elicit a hypotensive response in pigs following a single high-dose infusion.",19289093_2,0,-1,0
9075,chondroitin sulfate,18,20,109,128,"Recently, a number of commercial lots of heparin products were found to be contaminated with an oversulfated chondroitin sulfate (OSCS) derivative that could elicit a hypotensive response in pigs following a single high-dose infusion.",19289093_2,-1,-1,-1
9076,hypotensive,28,29,167,178,"Recently, a number of commercial lots of heparin products were found to be contaminated with an oversulfated chondroitin sulfate (OSCS) derivative that could elicit a hypotensive response in pigs following a single high-dose infusion.",19289093_2,-1,1,1
9077,heparin,3,4,24,31,"Using both contaminated heparin products and the synthetically produced derivative, we showed that the OSCS produces dose-dependent hypotension in pigs.",19289093_3,0,-1,0
9078,hypotension,18,19,132,143,"Using both contaminated heparin products and the synthetically produced derivative, we showed that the OSCS produces dose-dependent hypotension in pigs.",19289093_3,-1,1,1
9079,heparin,9,10,52,59,"We also demonstrated that OSCS can be identified in heparin products using a simple, inexpensive, commercially available heparin enzyme immunoassay (EIA) kit that has a limit of detection of approximately 0.1%, well below the NOEL.",19289093_5,0,-1,0
9080,heparin,19,20,121,128,"We also demonstrated that OSCS can be identified in heparin products using a simple, inexpensive, commercially available heparin enzyme immunoassay (EIA) kit that has a limit of detection of approximately 0.1%, well below the NOEL.",19289093_5,0,-1,0
9081,heparin,9,10,45,52,This kit may provide a useful method to test heparin products for contamination with oversulfated GAG derivatives.,19289093_6,0,-1,0
9082,cholestasis,4,5,24,35,Severe and long lasting cholestasis after high-dose co-trimoxazole treatment for Pneumocystis pneumonia in HIV-infected patients--a report of two cases.,19299179_0,-1,1,1
9083,Pneumocystis pneumonia,10,12,81,103,Severe and long lasting cholestasis after high-dose co-trimoxazole treatment for Pneumocystis pneumonia in HIV-infected patients--a report of two cases.,19299179_0,-1,-1,-1
9084,Pneumocystis pneumonia,0,2,0,22,"Pneumocystis pneumonia (PCP), a common opportunistic infection in HIV-infected individuals, is generally treated with high doses of co-trimoxazole.",19299179_1,-1,-1,-1
9085,PCP,3,4,24,27,"Pneumocystis pneumonia (PCP), a common opportunistic infection in HIV-infected individuals, is generally treated with high doses of co-trimoxazole.",19299179_1,-1,-1,-1
9086,opportunistic infection,8,10,39,62,"Pneumocystis pneumonia (PCP), a common opportunistic infection in HIV-infected individuals, is generally treated with high doses of co-trimoxazole.",19299179_1,-1,-1,-1
9087,cholestasis,15,16,112,123,"Here, we report two cases of severely immunocompromised HIV-infected patients who developed severe intrahepatic cholestasis, and in one patient lesions mimicking liver abscess formation on radiologic exams, during co-trimoxazole treatment for PCP.",19299179_3,-1,1,1
9088,liver abscess,23,25,162,175,"Here, we report two cases of severely immunocompromised HIV-infected patients who developed severe intrahepatic cholestasis, and in one patient lesions mimicking liver abscess formation on radiologic exams, during co-trimoxazole treatment for PCP.",19299179_3,-1,-1,-1
9089,PCP,34,35,243,246,"Here, we report two cases of severely immunocompromised HIV-infected patients who developed severe intrahepatic cholestasis, and in one patient lesions mimicking liver abscess formation on radiologic exams, during co-trimoxazole treatment for PCP.",19299179_3,-1,-1,-1
9090,cm,9,10,44,46,"Whereas patient 1 showed lesions of up to 1 cm readily detectable on magnetic resonance imaging under prolonged co-trimoxazole treatment, therapy of patient 2 was switched early.",19299179_4,-1,-1,-1
9091,apical ballooning syndrome,2,5,23,49,5 flourouracil-induced apical ballooning syndrome: a case report.,19300240_0,-1,-1,-1
9092,apical ballooning syndrome,1,4,4,30,The apical ballooning syndrome (ABS) is a recently described stress-mediated acute cardiac syndrome characterized by transient wall-motion abnormalities involving the apex and midventricle with hyperkinesis of the basal left ventricular (LV) segments without obstructive epicardial coronary disease.,19300240_1,-1,-1,-1
9093,ABS,5,6,32,35,The apical ballooning syndrome (ABS) is a recently described stress-mediated acute cardiac syndrome characterized by transient wall-motion abnormalities involving the apex and midventricle with hyperkinesis of the basal left ventricular (LV) segments without obstructive epicardial coronary disease.,19300240_1,-1,-1,-1
9094,acute cardiac syndrome,12,15,77,99,The apical ballooning syndrome (ABS) is a recently described stress-mediated acute cardiac syndrome characterized by transient wall-motion abnormalities involving the apex and midventricle with hyperkinesis of the basal left ventricular (LV) segments without obstructive epicardial coronary disease.,19300240_1,-1,-1,-1
9095,hyperkinesis,26,27,194,206,The apical ballooning syndrome (ABS) is a recently described stress-mediated acute cardiac syndrome characterized by transient wall-motion abnormalities involving the apex and midventricle with hyperkinesis of the basal left ventricular (LV) segments without obstructive epicardial coronary disease.,19300240_1,-1,-1,-1
9096,epicardial coronary disease,38,41,271,298,The apical ballooning syndrome (ABS) is a recently described stress-mediated acute cardiac syndrome characterized by transient wall-motion abnormalities involving the apex and midventricle with hyperkinesis of the basal left ventricular (LV) segments without obstructive epicardial coronary disease.,19300240_1,-1,-1,-1
9097,Cardiotoxicity,0,1,0,14,Cardiotoxicity is not an uncommon adverse effect of chemotherapeutic agents.,19300240_2,-1,1,1
9098,ABS,7,8,33,36,"However, there are no reports of ABS secondary to chemotherapeutic agents.",19300240_3,-1,-1,-1
9099,cancer,15,16,93,99,We describe the case of a woman who developed the syndrome after chemotherapy for metastatic cancer.,19300240_4,-1,1,1
