,entities,text,pmid,label
10069,paracetamol,We propose that the paracetamol dose should not exceed 2 g/day in such patients and that their liver function should be monitored closely while being treated with paracetamol.,18004067_6,0
10070,propofol,Reduction of pain during induction with target-controlled propofol and remifentanil.,18006530_0,0
10072,propofol,BACKGROUND: Pain on injection of propofol is unpleasant.,18006530_1,0
10073,propofol,We hypothesized that propofol infusion pain might be prevented by infusing remifentanil before starting the propofol infusion in a clinical setting where target-controlled infusions (TCI) of both drugs were used.,18006530_2,0
10075,propofol,We hypothesized that propofol infusion pain might be prevented by infusing remifentanil before starting the propofol infusion in a clinical setting where target-controlled infusions (TCI) of both drugs were used.,18006530_2,0
10089,propofol,"After the target Ce was achieved, the infusion of propofol was started.",18006530_5,0
10092,propofol,"Remifentanil-related complications were assessed during the remifentanil infusion, and pain caused by propofol was evaluated using a four-point scale during the propofol infusion.",18006530_6,0
10093,propofol,"Remifentanil-related complications were assessed during the remifentanil infusion, and pain caused by propofol was evaluated using a four-point scale during the propofol infusion.",18006530_6,0
10104,propofol,"CONCLUSIONS: During induction of anaesthesia with TCI of propofol and remifentanil, a significant reduction in propofol infusion pain was achieved without significant complications by prior administration of remifentanil at a target Ce of 4 ng ml(-1).",18006530_11,0
10106,propofol,"CONCLUSIONS: During induction of anaesthesia with TCI of propofol and remifentanil, a significant reduction in propofol infusion pain was achieved without significant complications by prior administration of remifentanil at a target Ce of 4 ng ml(-1).",18006530_11,0
10159,peripheral neuropathy,Acute peripheral neuropathy caused by a disulfiram overdose is very rare and there is no report of it leading to vocal fold palsy.,18023325_1,1
10171,polyneuropathy,A nerve conduction study was consistent with severe sensorimotor axonal polyneuropathy.,18023325_8,1
10183,levetiracetam,Encephalopathy induced by levetiracetam added to valproate.,18081909_0,0
10185,levetiracetam,BACKGROUND: We report on the manifestation of a levetiracetam (LEV)-induced encephalopathy.,18081909_1,0
10186,idiopathic epilepsy,FINDINGS: A 28-year-old man suffering from idiopathic epilepsy with generalized seizures was treated with LEV (3000 mg) added to valproate (VPA) (2000 mg).,18081909_2,1
10217,propranolol,"In experiments using specific adrenergic antagonists, we found that pretreatment with the beta-adrenergic receptor antagonist propranolol blocked cocaine-induced anxiety-like behavior in Dbh +/- and wild-type C57BL6/J mice, while the alpha(1) antagonist prazosin and the alpha(2) antagonist yohimbine had no effect.",18083142_7,0
10223,yohimbine,"In experiments using specific adrenergic antagonists, we found that pretreatment with the beta-adrenergic receptor antagonist propranolol blocked cocaine-induced anxiety-like behavior in Dbh +/- and wild-type C57BL6/J mice, while the alpha(1) antagonist prazosin and the alpha(2) antagonist yohimbine had no effect.",18083142_7,0
10280,Hyperprolactinemia,Hyperprolactinemia can reduce fertility and libido.,18162529_1,1
10282,hyperprolactinemia,We first tested whether chronic hyperprolactinemia inhibited two neuroendocrine parameters necessary for female fertility: pulsatile LH secretion and the estrogen-induced LH surge.,18162529_3,1
10287,hyperprolactinemia,"Chronic hyperprolactinemia induced by the dopamine antagonist sulpiride caused a 40% reduction LH pulse frequency in ovariectomized rats, but only in the presence of chronic low levels of estradiol.",18162529_4,1
10288,sulpiride,"Chronic hyperprolactinemia induced by the dopamine antagonist sulpiride caused a 40% reduction LH pulse frequency in ovariectomized rats, but only in the presence of chronic low levels of estradiol.",18162529_4,0
10291,Sulpiride,Sulpiride did not affect the magnitude of a steroid-induced LH surge or the percentage of GnRH neurons activated during the surge.,18162529_5,0
10305,sulpiride,"Lastly, we measured PRL-R and suppressor of cytokine signaling (SOCS-1 and -3 and CIS, which reflect the level of prolactin signaling) mRNAs in response to sulpiride and estradiol.",18162529_8,0
10306,Sulpiride,"Sulpiride induced only SOCS-1 in the medial preoptic area, where GnRH neurons are regulated, but in the arcuate nucleus and choroid plexus, PRL-R, SOCS-3, and CIS mRNA levels were also induced.",18162529_9,0
10355,Tacrolimus,"Tacrolimus, MMF, and steroids were given as immunosuppressant.",18186898_3,0
10360,tacrolimus,"Although tacrolimus was suspected to be the cause of late post-transplant renal acidosis and was replaced by sirolimus, acidosis, and electrolyte imbalance got worse.",18186898_6,0
10362,sirolimus,"Although tacrolimus was suspected to be the cause of late post-transplant renal acidosis and was replaced by sirolimus, acidosis, and electrolyte imbalance got worse.",18186898_6,0
10369,mitochondrial dysfunction,We suggest that our patient's tubular dysfunction and myopathy may have resulted from mitochondrial dysfunction which is triggered by tacrolimus and augmented by lamivudine.,18186898_9,1
10370,tacrolimus,We suggest that our patient's tubular dysfunction and myopathy may have resulted from mitochondrial dysfunction which is triggered by tacrolimus and augmented by lamivudine.,18186898_9,0
10466,myelosuppression,"Grade 3-4 adverse effects included myelosuppression, fatigue, somnolence/depressed mood, neuropathy and dyspnea.",18217897_6,1
10483,hyperalgesia,"To this end, persistent hyperalgesia was induced by administration of capsaicin in the tail of gonadally intact F344 rats, following which the tail was immersed in a mildly noxious thermal stimulus, and tail-withdrawal latencies measured.",18221780_3,1
10507,trihexyphenidyl,Increased mental slowing associated with the APOE epsilon4 allele after trihexyphenidyl oral anticholinergic challenge in healthy elderly.,18239197_0,0
10508,trihexyphenidyl,Increased mental slowing associated with the APOE epsilon4 allele after trihexyphenidyl oral anticholinergic challenge in healthy elderly.,18239197_0,0
10512,trihexyphenidyl,OBJECTIVES: The objectives of this study were to examine the relationship between APOE epsilon4 and subjective effects of trihexyphenidyl on measures reflecting sedation and confusion and to investigate the relationship between trihexyphenidyl-induced subjective effects and objective memory performance.,18239197_1,0
10523,trihexyphenidyl,All participants received 1.0 mg or 2.0 mg trihexyphenidyl or placebo administered in counterbalanced sequences over a period of three consecutive weeks.,18239197_4,0
10531,trihexyphenidyl,RESULTS: A 2.0-mg oral dose of trihexyphenidyl resulted in increased subjective ratings of mental slowness in carriers of the APOE epsilon4 allele only.,18239197_6,0
10536,trihexyphenidyl,Drug effects as determined by difference scores between 2.0 mg trihexyphenidyl and placebo on ratings of mental slowness significantly correlated with total and delayed recall on the Buschke Selective Reminding Test in carriers of the APOE epsilon4 allele only.,18239197_7,0
10546,trihexyphenidyl,CONCLUSION: The epsilon4 allele in healthy elderly was associated with increased subjective mental slowing after trihexyphenidyl anticholinergic challenge.,18239197_9,0
10550,renal dysfunction,Calcineurin-inhibitor therapy can lead to renal dysfunction in heart transplantation patients.,18261172_1,1
10562,cyclosporine,"In this study, long-term cardiac transplant patients were switched from cyclosporine to Srl-based IS.",18261172_4,0
10577,renal dysfunction,Srl should be used with ACEi/ARB therapy and patients monitored for proteinuria and increased renal dysfunction.,18261172_11,1
10633,hexamethonium,"The stimulant action of nicotine was blocked by the central nicotinic antagonist mecamylamine but not by the peripheral nicotinic blocker hexamethonium, indicating that the response is probably mediated by central nicotinic receptors.",1833784_6,0
10662,thromboembolic,"A search of the literature on the thromboembolic complications of CC does not include this severe ophthalmic complication, although mild visual disturbance after CC intake is not uncommon.",18343374_8,1
10691,Amikacin,Amikacin is an aminoglycoside commonly used to provide empirical double gram-negative treatment for febrile neutropenia and other suspected infections.,18356633_1,0
10692,aminoglycoside,Amikacin is an aminoglycoside commonly used to provide empirical double gram-negative treatment for febrile neutropenia and other suspected infections.,18356633_1,0
10697,nephrotoxicity,"To evaluate amikacin-associated nephrotoxicity in an adult hematology/oncology population, a prospective, randomized, open-label trial was conducted at a university-affiliated medical center.",18356633_3,1
10703,aminoglycoside,Forty patients with a diagnosis consistent with a hematologic/oncologic disorder that required treatment with an aminoglycoside were randomized to either conventional or extended-interval amikacin.,18356633_4,0
10705,amikacin,Forty patients with a diagnosis consistent with a hematologic/oncologic disorder that required treatment with an aminoglycoside were randomized to either conventional or extended-interval amikacin.,18356633_4,0
10706,nephrotoxicity,The occurrence of nephrotoxicity by means of an increase in serum creatinine and evaluation of efficacy via amikacin serum concentrations with respective pathogens were assessed.,18356633_5,1
10707,creatinine,The occurrence of nephrotoxicity by means of an increase in serum creatinine and evaluation of efficacy via amikacin serum concentrations with respective pathogens were assessed.,18356633_5,0
10708,amikacin,The occurrence of nephrotoxicity by means of an increase in serum creatinine and evaluation of efficacy via amikacin serum concentrations with respective pathogens were assessed.,18356633_5,0
10709,nephrotoxicity,"The occurrence of nephrotoxicity was similar between the conventional and extended-interval groups, at 10% and 5%, respectively (P = 1.00).",18356633_6,1
10714,nephrotoxicity,"The occurrence of nephrotoxicity was similar between the two dosing regimens, but the distribution of risk factors was variable between the two groups.",18356633_8,1
10756,Hepatotoxicity,Hepatotoxicity associated with sulfasalazine in inflammatory arthritis: A case series from a local surveillance of serious adverse events.,18405372_0,1
10758,sulfasalazine,Hepatotoxicity associated with sulfasalazine in inflammatory arthritis: A case series from a local surveillance of serious adverse events.,18405372_0,0
10773,hepatotoxicity,"Patients', who had hepatotoxicity on sulfasalazine and met a definition of a serious ADR, were identified.",18405372_4,1
10774,sulfasalazine,"Patients', who had hepatotoxicity on sulfasalazine and met a definition of a serious ADR, were identified.",18405372_4,0
10778,hepatotoxicity,The likely frequency of hepatotoxicity with sulfasalazine was estimated by making a series of conservative assumptions.,18405372_6,1
10779,sulfasalazine,The likely frequency of hepatotoxicity with sulfasalazine was estimated by making a series of conservative assumptions.,18405372_6,0
10782,interstitial nephritis,"Seven patients had a skin rash, three eosinophilia and one interstitial nephritis.",18405372_10,1
10788,hepatotoxicity,Drug-related hepatotoxicity was judged probable or highly probable in 8 patients.,18405372_13,1
10789,hepatotoxicity,The likely frequency of serious hepatotoxicity with sulfasalazine was estimated at 0.4% of treated patients.,18405372_14,1
10790,sulfasalazine,The likely frequency of serious hepatotoxicity with sulfasalazine was estimated at 0.4% of treated patients.,18405372_14,0
10791,hepatotoxicity,CONCLUSION: Serious hepatotoxicity associated with sulfasalazine appears to be under-appreciated and intensive monitoring and vigilance in the first 6 weeks of treatment is especially important.,18405372_15,1
10793,sulfasalazine,CONCLUSION: Serious hepatotoxicity associated with sulfasalazine appears to be under-appreciated and intensive monitoring and vigilance in the first 6 weeks of treatment is especially important.,18405372_15,0
10796,neurotoxicity,Methamphetamine-induced neurotoxicity and microglial activation are not mediated by fractalkine receptor signaling.,18410508_0,1
10807,neurotoxicity,"Because the CNS damage caused by METH and MPTP is highly selective for the DA neuronal system in mouse models of neurotoxicity, we hypothesized that the CX3CR1 plays a role in METH-induced neurotoxicity and microglial activation.",18410508_4,1
10810,neurotoxicity,"Because the CNS damage caused by METH and MPTP is highly selective for the DA neuronal system in mouse models of neurotoxicity, we hypothesized that the CX3CR1 plays a role in METH-induced neurotoxicity and microglial activation.",18410508_4,1
10816,neurotoxicity,Mice in which the CX3CR1 gene has been deleted and replaced with a cDNA encoding enhanced green fluorescent protein (eGFP) were treated with METH and examined for striatal neurotoxicity.,18410508_5,1
10862,amino acid,"The present study aimed to investigate the anticonvulsant activity as well as the effects on the level of hippocampal amino acid neurotransmitters (glutamate, aspartate, glycine and GABA) of N-(2-propylpentanoyl)urea (VPU) in comparison to its parent compound, valproic acid (VPA).",18439803_1,0
10863,aspartate,"The present study aimed to investigate the anticonvulsant activity as well as the effects on the level of hippocampal amino acid neurotransmitters (glutamate, aspartate, glycine and GABA) of N-(2-propylpentanoyl)urea (VPU) in comparison to its parent compound, valproic acid (VPA).",18439803_1,0
10876,aspartate,In vivo microdialysis demonstrated that an intraperitoneal administration of pilocarpine induced a pronounced increment of hippocampal glutamate and aspartate whereas no significant change was observed on the level of glycine and GABA.,18439803_3,0
10881,aspartate,Pretreatment with either VPU (50 and 100 mg/kg) or VPA (300 and 600 mg/kg) completely abolished pilocarpine-evoked increases in extracellular glutamate and aspartate.,18439803_4,0
10884,aspartate,"In addition, a statistically significant reduction was also observed on the level of GABA and glycine but less than a drastic reduction of glutamate and aspartate level.",18439803_5,0
10887,amino acid,Based on the finding that VPU and VPA could protect the animals against pilocarpine-induced seizure it is suggested that the reduction of inhibitory amino acid neurotransmitters was comparatively minor and offset by a pronounced reduction of glutamate and aspartate.,18439803_6,0
10888,aspartate,Based on the finding that VPU and VPA could protect the animals against pilocarpine-induced seizure it is suggested that the reduction of inhibitory amino acid neurotransmitters was comparatively minor and offset by a pronounced reduction of glutamate and aspartate.,18439803_6,0
10892,aspartate,"Therefore, like VPA, the finding that VPU could drastically reduce pilocarpine-induced increases in glutamate and aspartate should account, at least partly, for its anticonvulsant activity observed in pilocarpine-induced seizure in experimental animals.",18439803_7,0
10973,cyclophosphamide,Exaggerated expression of inflammatory mediators in vasoactive intestinal polypeptide knockout (VIP-/-) mice with cyclophosphamide (CYP)-induced cystitis.,18483878_0,0
10980,cyclophosphamide,VIP(-/-) mice exhibit altered bladder function and neurochemical properties in micturition pathways after cyclophosphamide (CYP)-induced cystitis.,18483878_2,0
11040,terbutaline,Six EMs received 0.5 mg of terbutaline s.c. on two different occasions: 1) 1 hr after administration of a placebo and 2) 1 hr after 150 mg of metoprolol p.o.,1848636_6,0
11041,terbutaline,"Five PMs were studied according to the same protocol, except for a higher terbutaline dose (0.75 mg) on day 2.",1848636_7,0
11043,terbutaline,"Blood samples for the analysis of plasma potassium, terbutaline, metoprolol (racemic, R- and S-isomer), and alpha-hydroxymetoprolol concentrations were taken at regular time intervals, during 8 hr after metoprolol.",1848636_8,0
11049,terbutaline,"In PMs, metoprolol increased the terbutaline area under the plasma concentration vs. time curve (+67%).",1848636_9,0
11056,everolimus,Recovery of tacrolimus-associated brachial neuritis after conversion to everolimus in a pediatric renal transplant recipient--case report and review of the literature.,18503483_0,0
11062,Neurotoxicity,Neurotoxicity is a potentially serious toxic effect.,18503483_2,1
11072,methylprednisolone,"Symptoms persisted for three months despite TAC dose reduction, administration of IVIG and four doses of methylprednisolone pulse therapy.",18503483_6,0
11074,everolimus,Improvement and eventually full recovery only occurred after TAC was completely discontinued and successfully replaced by everolimus.,18503483_7,0
11124,renal dysfunction,Puromycin aminonucleoside-induced renal dysfunction and hyperlipidemia were also suppressed.,18541230_4,1
11126,renal damage,"Histopathological examination revealed severe renal damage such as proteinaceous casts in tubuli and tubular expansion in the kidney of control rats, while an improvement of the damage was seen in antithrombin-treated rats.",18541230_5,1
11142,sevoflurane,"Omitting fentanyl reduces nausea and vomiting, without increasing pain, after sevoflurane for day surgery.",18544179_0,0
11144,sevoflurane,"BACKGROUND AND OBJECTIVE: Despite advantages of induction and maintenance of anaesthesia with sevoflurane, postoperative nausea and vomiting occurs frequently.",18544179_1,0
11146,sevoflurane,METHODS: This double-blind study examined the incidence and severity of postoperative nausea and vomiting and pain in the first 24 h after sevoflurane anaesthesia in 216 adult day surgery patients.,18544179_3,0
11158,sevoflurane,"CONCLUSION: As fentanyl exacerbated postoperative nausea and vomiting without an improvement in postoperative pain and also had adverse cardiorespiratory effects, it appears to be an unnecessary and possibly detrimental supplement to sevoflurane in day surgery.",18544179_11,0
11160,Valvular heart disease,Valvular heart disease in patients with Parkinson's disease treated with pergolide.,18560792_0,1
11163,pergolide,Valvular heart disease in patients with Parkinson's disease treated with pergolide.,18560792_0,0
11168,pergolide,Valvular heart abnormalities have been reported in patients with Parkinson's disease (PD) treated with pergolide.,18560792_2,0
11174,pergolide,METHODS: All PD patients in the Amiens area treated with pergolide were invited to attend a cardiologic assessment including transthoracic echocardiography.,18560792_5,0
11178,pergolide,A second echocardiography was performed (median interval: 13 months) after pergolide withdrawal (n=10 patients).,18560792_7,0
11182,mitral regurgitation,"RESULTS: Compared to controls, aortic regurgitation (OR: 3.1; 95% IC: 1.1-8.8) and mitral regurgitation (OR: 10.7; 95% IC: 2.1-53) were more frequent in PD patients (tricuspid: NS).",18560792_9,1
11186,pergolide,"The number of affected valves (n=2.4+/-0.7) and the sum of regurgitation grades (n=2.8+/-1.09) were higher (p=0.008 and p=0.006, respectively) in the pergolide group.",18560792_10,0
11187,pergolide,Severity of regurgitation was not correlated with pergolide cumulative dose.,18560792_11,0
11189,pergolide,"A restrictive pattern of valvular regurgitation, suggestive of the role of pergolide, was observed in 12/30 (40%) patients including two with heart failure.",18560792_12,0
11191,Pergolide,"Pergolide was discontinued in 10 patients with valvular heart disease, resulting in a lower regurgitation grade (p=0.01) at the second transthoracic echocardiography and the two patients with heart failure returned to nearly normal clinical examination.",18560792_13,0
11192,valvular heart disease,"Pergolide was discontinued in 10 patients with valvular heart disease, resulting in a lower regurgitation grade (p=0.01) at the second transthoracic echocardiography and the two patients with heart failure returned to nearly normal clinical examination.",18560792_13,1
11198,pergolide,This study supports the high frequency of restrictive valve regurgitation in PD patients treated with pergolide and reveals that a significant improvement is usual when the treatment is converted to non-ergot dopamine agonists.,18560792_14,0
11232,adriamycin,BACKGROUND: The mechanisms underlying heart failure induced by adriamycin are very complicated and still unclear.,18619688_1,0
11235,adriamycin,"The aim of this study was to investigate whether autophagy was involved in the progression of heart failure induced by adriamycin, so that we can develop a novel treatment strategy for heart failure.",18619688_2,0
11238,3-methyladenine,"METHODS: 3-methyladenine (3MA), a specific inhibitor on autophagy was used in a heart failure model of rats induced by adriamycin.",18619688_3,0
11241,adriamycin,"METHODS: 3-methyladenine (3MA), a specific inhibitor on autophagy was used in a heart failure model of rats induced by adriamycin.",18619688_3,0
11265,adriamycin,"Furthermore, adriamycin induced the formation of autophagic vacuoles, and 3MA strongly downregulated the expression of beclin 1 in adriamycin-induced failing heart and inhibited the formation of autophagic vacuoles.",18619688_9,0
11273,adriamycin,CONCLUSION: Autophagic cardiomyocyte death plays an important role in the pathogenesis of heart failure in rats induced by adriamycin.,18619688_10,0
11276,adriamycin,Mitochondrial injury may be involved in the progression of heart failure caused by adriamycin via the autophagy pathway.,18619688_11,0
11282,cardiotoxic,"Clinical use of the anthracycline doxorubicin (DOX) is limited by its cardiotoxic effects, which are attributed to the induction of apoptosis.",18627295_1,1
11290,cardiac dysfunction,DOX control mice showed cardiac dysfunction measured by pressure-volume loops in vivo.,18627295_3,1
11302,cardiac dysfunction,"In DOX B1R(-/-) mice, cardiac dysfunction was improved compared to DOX control mice, which was associated with normalization of the bax/bcl-2 ratio and interleukin 6, as well as AKT activation state.",18627295_6,1
11317,sirolimus,"Massive urinary protein excretion has been observed after conversion from calcineurin inhibitors to mammalian target of rapamycin (mToR) inhibitors, especially sirolimus, in renal transplant recipients with chronic allograft nephropathy.",18631865_1,0
11321,sirolimus,Whether proteinuria was due to sirolimus or only a consequence of calcineurin inhibitors withdrawal remained unsolved until high range proteinuria has been observed during sirolimus therapy in islet transplantation and in patients who received sirolimus de novo.,18631865_3,0
11324,sirolimus,Whether proteinuria was due to sirolimus or only a consequence of calcineurin inhibitors withdrawal remained unsolved until high range proteinuria has been observed during sirolimus therapy in islet transplantation and in patients who received sirolimus de novo.,18631865_3,0
11325,sirolimus,Whether proteinuria was due to sirolimus or only a consequence of calcineurin inhibitors withdrawal remained unsolved until high range proteinuria has been observed during sirolimus therapy in islet transplantation and in patients who received sirolimus de novo.,18631865_3,0
11327,glomerulosclerosis,"Podocyte injury and focal segmental glomerulosclerosis have been related to mToR inhibition in some patients, but the pathways underlying these lesions remain hypothetic.",18631865_4,1
11374,cardiotoxicity,High fat diet-fed obese rats are highly sensitive to doxorubicin-induced cardiotoxicity.,18674790_0,1
11375,Adriamycin,"Often, chemotherapy by doxorubicin (Adriamycin) is limited due to life threatening cardiotoxicity in patients during and posttherapy.",18674790_1,0
11377,cardiotoxicity,"Often, chemotherapy by doxorubicin (Adriamycin) is limited due to life threatening cardiotoxicity in patients during and posttherapy.",18674790_1,1
11380,cardiotoxicity,"Recently, we have shown that moderate diet restriction remarkably protects against doxorubicin-induced cardiotoxicity.",18674790_2,1
11390,cardiotoxicity,"In the current study, we investigated whether a physiological intervention by feeding 40% high fat diet (HFD), which induces obesity in male Sprague-Dawley rats (250-275 g), sensitizes to doxorubicin-induced cardiotoxicity.",18674790_4,1
11393,cardiotoxicity,"A LD(10) dose (8 mg doxorubicin/kg, ip) administered on day 43 of the HFD feeding regimen led to higher cardiotoxicity, cardiac dysfunction, lipid peroxidation, and 80% mortality in the obese (OB) rats in the absence of any significant renal or hepatic toxicity.",18674790_5,1
11394,cardiac dysfunction,"A LD(10) dose (8 mg doxorubicin/kg, ip) administered on day 43 of the HFD feeding regimen led to higher cardiotoxicity, cardiac dysfunction, lipid peroxidation, and 80% mortality in the obese (OB) rats in the absence of any significant renal or hepatic toxicity.",18674790_5,1
11417,cardiotoxicity,"In conclusion, HFD-induced obese rats are highly sensitized to doxorubicin-induced cardiotoxicity by substantially downregulating cardiac mitochondrial ATP generation, increasing oxidative stress and downregulating the JAK/STAT3 pathway.",18674790_9,1
11446,vasospasm,BACKGROUND: Papaverine hydrochloride is a direct-acting vasodilator used to manage vasospasm during various neurosurgical operations.,18726058_1,1
11453,vasospasm,METHODS: We conducted a retrospective review of 70 consecutive microvascular decompression operations and studied those patients who received topical papaverine for vasospasm.,18726058_4,1
11455,vasospasm,Topical papaverine was used as a direct therapeutic action to manage vasospasm in a total of 11 patients.,18726058_5,1
11469,vasospasm,CONCLUSIONS: Topical papaverine for the treatment of vasospasm was associated with the onset of a transient disturbance in neurophysiological function of the ascending auditory brainstem pathway.,18726058_14,1
11488,fulminant hepatic failure,We describe a 70-year-old Hispanic woman who developed fulminant hepatic failure necessitating liver transplantation 10 weeks after conversion from simvastatin 40 mg/day to simvastatin 10 mg-ezetimibe 40 mg/day.,18752389_3,1
11493,hepatotoxicity,The patient's lipid panel had been maintained with simvastatin for 18 months before the conversion without evidence of hepatotoxicity.,18752389_4,1
11497,hepatotoxicity,"Simvastatinezetimibe and escitalopram (which she was taking for depression) were discontinued, and other potential causes of hepatotoxicity were excluded.",18752389_6,1
11509,hepatotoxicity,"Ezetimibe undergoes extensive glucuronidation by uridine diphosphate glucoronosyltransferases (UGT) in the intestine and liver and may have inhibited the glucuronidation of simvastatin hydroxy acid, resulting in increased simvastatin exposure and subsequent hepatotoxicity.",18752389_10,1
11513,hepatotoxicity,We postulate that the mechanism of the simvastatinezetimibe-induced hepatotoxicity is the increased simvastatin exposure by ezetimibe inhibition of UGT enzymes.,18752389_12,1
11515,hepatotoxicity,Clinicians should be aware of potential hepatotoxicity with simvastatin-ezetimibe especially in elderly patients and should carefully monitor serum aminotransferase levels when starting therapy and titrating the dosage.,18752389_13,1
11520,glomerulosclerosis,Massive proteinuria and acute renal failure after oral bisphosphonate (alendronate) administration in a patient with focal segmental glomerulosclerosis.,18754075_0,1
11522,glomerulosclerosis,A 61-year-old Japanese man with nephrotic syndrome due to focal segmental glomerulosclerosis was initially responding well to steroid therapy.,18754075_1,1
11530,creatinine,"Urinary volume and serum creatinine levels recovered to the normal range, with urinary protein disappearing completely within 40 days.",18754075_4,0
11558,nephrotic,Plasma aldosterone levels increased in nephrotic mice of both genotypes and was followed by increased SGK1 protein expression in sgk1(+/+) mice.,18768591_6,1
11605,myocardial injury,Isoproterenol induces primary loss of dystrophin in rat hearts: correlation with myocardial injury.,18808529_0,1
11606,myocardial damage,"The mechanism of isoproterenol-induced myocardial damage is unknown, but a mismatch of oxygen supply vs. demand following coronary hypotension and myocardial hyperactivity is the best explanation for the complex morphological alterations observed.",18808529_1,1
11645,Alpha-lipoic acid,Alpha-lipoic acid prevents mitochondrial damage and neurotoxicity in experimental chemotherapy neuropathy.,18809400_0,0
11647,neurotoxicity,Alpha-lipoic acid prevents mitochondrial damage and neurotoxicity in experimental chemotherapy neuropathy.,18809400_0,1
11648,alpha-lipoic acid,"The study investigates if alpha-lipoic acid is neuroprotective against chemotherapy induced neurotoxicity, if mitochondrial damage plays a critical role in toxic neurodegenerative cascade, and if neuroprotective effects of alpha-lipoic acid depend on mitochondria protection.",18809400_1,0
11650,neurotoxicity,"The study investigates if alpha-lipoic acid is neuroprotective against chemotherapy induced neurotoxicity, if mitochondrial damage plays a critical role in toxic neurodegenerative cascade, and if neuroprotective effects of alpha-lipoic acid depend on mitochondria protection.",18809400_1,1
11654,alpha-lipoic acid,"The study investigates if alpha-lipoic acid is neuroprotective against chemotherapy induced neurotoxicity, if mitochondrial damage plays a critical role in toxic neurodegenerative cascade, and if neuroprotective effects of alpha-lipoic acid depend on mitochondria protection.",18809400_1,0
11656,peripheral neuropathy,"We used an in vitro model of chemotherapy induced peripheral neuropathy that closely mimic the in vivo condition by exposing primary cultures of dorsal root ganglion (DRG) sensory neurons to paclitaxel and cisplatin, two widely used and highly effective chemotherapeutic drugs.",18809400_2,1
11662,paclitaxel,"We used an in vitro model of chemotherapy induced peripheral neuropathy that closely mimic the in vivo condition by exposing primary cultures of dorsal root ganglion (DRG) sensory neurons to paclitaxel and cisplatin, two widely used and highly effective chemotherapeutic drugs.",18809400_2,0
11663,cisplatin,"We used an in vitro model of chemotherapy induced peripheral neuropathy that closely mimic the in vivo condition by exposing primary cultures of dorsal root ganglion (DRG) sensory neurons to paclitaxel and cisplatin, two widely used and highly effective chemotherapeutic drugs.",18809400_2,0
11665,alpha-lipoic acid,This approach allowed investigating the efficacy of alpha-lipoic acid in preventing axonal damage and apoptosis and the function and ultrastructural morphology of mitochondria after exposure to toxic agents and alpha-lipoic acid.,18809400_3,0
11670,alpha-lipoic acid,This approach allowed investigating the efficacy of alpha-lipoic acid in preventing axonal damage and apoptosis and the function and ultrastructural morphology of mitochondria after exposure to toxic agents and alpha-lipoic acid.,18809400_3,0
11671,cisplatin,Our results demonstrate that both cisplatin and paclitaxel cause early mitochondrial impairment with loss of membrane potential and induction of autophagic vacuoles in neurons.,18809400_4,0
11672,paclitaxel,Our results demonstrate that both cisplatin and paclitaxel cause early mitochondrial impairment with loss of membrane potential and induction of autophagic vacuoles in neurons.,18809400_4,0
11675,Alpha-lipoic acid,"Alpha-lipoic acid exerts neuroprotective effects against chemotherapy induced neurotoxicity in sensory neurons: it rescues the mitochondrial toxicity and induces the expression of frataxin, an essential mitochondrial protein with anti-oxidant and chaperone properties.",18809400_5,0
11677,neurotoxicity,"Alpha-lipoic acid exerts neuroprotective effects against chemotherapy induced neurotoxicity in sensory neurons: it rescues the mitochondrial toxicity and induces the expression of frataxin, an essential mitochondrial protein with anti-oxidant and chaperone properties.",18809400_5,1
11684,paclitaxel,In conclusion mitochondrial toxicity is an early common event both in paclitaxel and cisplatin induced neurotoxicity.,18809400_6,0
11685,cisplatin,In conclusion mitochondrial toxicity is an early common event both in paclitaxel and cisplatin induced neurotoxicity.,18809400_6,0
11686,neurotoxicity,In conclusion mitochondrial toxicity is an early common event both in paclitaxel and cisplatin induced neurotoxicity.,18809400_6,1
11687,Alpha-lipoic acid,"Alpha-lipoic acid protects sensory neurons through its anti-oxidant and mitochondrial regulatory functions, possibly inducing the expression of frataxin.",18809400_7,0
11692,alpha-lipoic acid,These findings suggest that alpha-lipoic acid might reduce the risk of developing peripheral nerve toxicity in patients undergoing chemotherapy and encourage further confirmatory clinical trials.,18809400_8,0
11696,8-aminoquinoline,Toxicity in rhesus monkeys following administration of the 8-aminoquinoline 8-[(4-amino-l-methylbutyl)amino]- 5-(l-hexyloxy)-6-methoxy-4-methylquinoline (WR242511).INTRODUCTION: Many substances that form methemoglobin (MHb) effectively counter cyanide (CN) toxicity.,18821488_0,0
11734,oral contraceptives,Etiologic factors in the pathogenesis of liver tumors associated with oral contraceptives.,188339_0,0
11739,Oral Contraceptives,"The Registry for Liver Tumors Associated with Oral Contraceptives at the University of California, Irvine, has clearly identified 27 cases.",188339_2,0
11765,dystonia,The major effect was on dystonia subscore.,18951540_5,1
11775,Ifosfamide,Ifosfamide continuous infusion without mesna.,1899352_0,0
11776,mesna,Ifosfamide continuous infusion without mesna.,1899352_0,0
11778,ifosfamide,Twenty patients received 27 courses of ifosfamide administered as a 24-hour continuous infusion for 14 days without Mesna.,1899352_2,0
11779,Mesna,Twenty patients received 27 courses of ifosfamide administered as a 24-hour continuous infusion for 14 days without Mesna.,1899352_2,0
