,text,pmid,entities,start_chars,end_chars,label
5077,Mucosal associated effector and regulatory T cells may play a role in regulating the inflammatory immune response associated to Entamoeba histolytica infection in the colon.,22633147_1,regulatory T cells,32,50,2
5078,Multicolor flow cytometry analysis revealed that a subset of CD19+CD24hiCD38hi B cells produces IL-10.,26378021_3,IL-10,96,101,0
5079,"Multiorgan autoimmunity is a dominant symptom when genetic mutations lead to defects in molecules essential for the development, survival, and/or function of regulatory T (Treg) cells.",30527062_3,regulatory T,158,170,2
5080,"Multiple mechanisms are involved in tolerance breakdown: genetic factors (major histocompatibility complex haplotypes, polymorphisms in the cytotoxic T lymphocyte antigen gene and epigenetic alterations), environmental factors (mainly infections), impaired apoptosis, and the emergence of autoreactive naive lymphocytes.",16807508_4,major histocompatibility complex,74,106,1
5081,"Murine Foxp3(+) Treg have recently been shown to express T-bet, a transcription factor characteristic of Th1 effector cells.",21182084_0,Treg,16,20,2
5082,"Murine studies have linked AIRE to thymocyte selection and peripheral deletional tolerance, but the pathogenesis of the human disease remains unclear.",21753149_1,thymocyte,35,44,2
5083,Mutation of Y429A or A432E on SMAD4 disrupts the interaction of SKI from SMAD4 and eliminates SMAD4 mediated suppression of Th17 differentiation.,31398665_8,"SMAD4,SMAD4,Th17,SMAD4","73,94,124,30","78,99,128,35","1,1,2,1"
5084,Mutation of serine 301 to alanine via CRISPR-Cas9 reduced EGR1 protein expression and decreased Egr1-dependent transcription of IL2 in activated T cells.,34562454_5,"T cells,IL2","145,128","152,131","2,0"
5085,"Mutation-positive but not mutation-negative subjects with HIES exhibited reduced phosphorylation of STAT3 in response to cytokine stimulation, whereas pSTAT1 activation was unaffected.",19577286_7,STAT3,100,105,1
5086,"Mutations affecting the STAT3/interleukin 17 (IL-17) pathway cause selective susceptibility to fungal (Candida) infections, a hallmark of chronic mucocutaneous candidiasis (CMC).",26255980_1,IL-17,46,51,0
5087,Mutations of DOCK8 in humans cause a combined immunodeficiency characterized by atopic dermatitis with high serum IgE levels.,28067314_0,immunodeficiency,46,62,1
5088,Mutations of Stat1 cause severe immune deficiencies in humans and mice.,22719255_1,Stat1,13,18,1
5089,"Mycobacterial antigens are not exclusively presented to T-cells by classical HLA-class Ia and HLA-class II molecules, but also through alternative antigen presentation molecules such as CD1a/b/c, MR1 and HLA-E. We recently described mycobacterial peptides that are presented in HLA-E and recognized by CD8+ T-cells.",25803478_0,T-cells,56,63,2
5090,"Myeloid cell-specific Stat3-deficient mice exhibited elevated gingival CD40L gene expression in vivo compared with wild-type controls (p < 0.01), and Stat3-deficient MPs exhibited vigorous P. gingivalis-stimulated IL-12 production in vitro and induced elevated Ag-specific T cell proliferation compared with wild-type MPs (p < 0.01).",18424741_6,"IL-12,CD40L","214,71","219,76","0,0"
5091,"Myeloid cell-specific Stat3-deficient mice exhibited increased periodontal bone loss (p < 0.001), whereas T cell- and B cell-specific Stat3 mice were resistant, suggesting that macrophages (MP) and/or polymorphonuclear leukocytes are the key target cells normally suppressed by IL-10.",18424741_5,"B cell-specific,IL-10","118,278","133,283","1,0"
5092,"Myeloid-derived suppressor cells (MDSC) are a heterogeneous population of immature cells that are believed to inhibit immune responses in the contexts of cancer and organ transplantation, in association with regulatory T cells (Treg).",22450806_0,"regulatory T cells,Treg","208,228","226,232","2,2"
5093,"Mzb1, Nfatc3, and Camk4 were identified as novel miR-185 targets.",24014023_8,Nfatc3,6,12,1
5094,N-Acetyl Cysteine (NAC) an antioxidant completely reversed PB mediated cytokine modulatory effects in both mouse and human cells indicating a direct role for ROS.,27567538_6,cytokine,71,79,0
5095,"N-acetylcysteine and phosphoinositide 3-kinase (PI3K) inhibitor restored the inhibitory effects of Th2 cytokines over RV-16-induced activation of IRF3.CONCLUSIONS: IL-4 and IL-13, through inhibition of TLR3 expression and signalling (IRF3), impair immune response to RV-16 infection.",25858686_8,"Th2,IL-4,IL-13","99,164,173","102,168,178","2,0,0"
5096,NAC not only blocks the effect of TPCK but enhances mitogenesis and cytokine production (>2.5-fold in some cases) upon activation of unsuppressed T cells.,8871608_6,T cells,146,153,2
5097,NDV is known as a very efficient inductor of type I interferon (IFN).,22102168_2,type I interferon,45,62,0
5098,NEW & NOTEWORTHY We report the novel finding that activation of the aryl hydrocarbon receptor with the nontoxic ligand 2-(1'H-indole-3'-carbonyl)-thiazole-4-carboxylic acid methyl ester (ITE) induces regulatory T cells (Tregs) and suppresses inflammatory bowel disease (IBD).,29672155_11,"regulatory T cells,ligand,aryl hydrocarbon receptor","200,112,68","218,118,93","2,0,1"
5099,"NF-kappaB is specifically down-regulated in T cells in pregnant women, resulting in suppressed expression of Th1 cytokines IL-2, IFN-gamma and TNF-alpha.",17407192_6,"Th1,NF-kappaB,TNF-alpha,T cells,IL-2,IFN-gamma","109,0,143,44,123,129","112,9,152,51,127,138","2,1,0,2,0,0"
5100,"NF-κB activation has been implicated at multiple stages of thymic development of T cells, during which it is thought to mediate developmental signals originating from the T cell receptor (TCR).",27432943_0,T cells,81,88,2
5101,"NF-κB is an important transcription factor in the immune system, and aberrant NF-κB activity contributes to malignant diseases and autoimmunity.",24719332_0,transcription factor,22,42,1
5102,"NF-κB pathway participated in the production of IL-6, IL-23, and CCL20 from macrophages in response to H. pylori, and inhibition of NF-κB pathway of macrophages resulted in less Th17 cell differentiation.",21112468_5,"cell differentiation,IL-23,CCL20,Th17","183,54,65,178","203,59,70,182","0,0,0,2"
5103,"NF-κB signaling is involved in both immune cell development and function, and it is critical in modulation of the immune response through the transcriptional regulation of cytokine and chemokine expression.",23405894_1,cytokine,172,180,0
5104,NF-κB signaling provided protection from death mediated by the cytokine TNF and was required for proliferation and emigration.,27043411_4,cytokine,63,71,0
5105,NFAT activation was evaluated by TransAM ELISA kit.,15483743_4,NFAT,0,4,1
5106,NFAT transcription factors control T-cell activation and function.,22738913_0,"transcription factors,NFAT","5,0","26,4","1,1"
5107,NFAT transcription factors control the proliferation and survival of peripheral lymphocytes.,23365084_0,"transcription factors,NFAT","5,0","26,4","1,1"
5108,"NFATc1, which plays a pivotal role in Ca(2+) signaling in lymphocytes, was activated in T. cruzi-infected Myd88(-/-)Trif(-/-) innate immune cells.",19609356_8,NFATc1,0,6,1
5109,NFATc2 is critical for assembly of this transcription factor complex.,25037220_3,NFATc2,0,6,1
5110,"NFκB is activated, which up-regulates membrane-associated (ma) IL-15, caspase-1 and IL-1β.",25907558_3,IL-15,63,68,0
5111,"NIMA(d)-exposed splenocytes exhibited bystander suppression of tetanus-specific delayed-type hypersensitivity responses, which was reversed with Abs to TGF-beta and IL-10.",17982065_4,"IL-10,TGF-beta","165,152","170,160","0,0"
5112,"NK cell cytotoxicity was absent in infected Tyk2(-/-) mice, even after IL-12 pretreatment, which correlated with a STAT4 activation defect.",14768057_3,"IL-12,STAT4","71,115","76,120","0,1"
5113,"NK-4 achieved TARC attenuation comparable to what is observed with suplatast tosilate, an antiallergic drug that selectively inhibits Th2 cytokine production, at 14-fold lower concentrations of suplatast tosilate.",29933387_6,"Th2,cytokine,TARC","134,138,14","137,146,18","2,0,0"
5114,"NK-4 inhibited IL-4 production by anti-CD3ε mAb-stimulated BALB/c mouse spleen cells, whereas NK-4 had little effect on IFN-γ production.",29933387_2,"IL-4,IFN-γ","15,120","19,125","0,0"
5115,"NK1.1- CD4+ NKG2D+ T cells are a subpopulation of regulatory T cells that downregulate the functions of CD4+ T, CD8+ T, natural killer (NK) cells, and macrophages through TGF-β1 production.",33011290_0,regulatory T cells,50,68,2
5116,"NKG2D+ CD4+ and DN populations were producers of IFN-γ, but rarely IL-4 and IL-17.",31141185_10,"IL-17,IFN-γ,IL-4","76,49,67","81,54,71","0,0,0"
5117,"NKT cell development is regulated by a unique combination of factors, however very little is known about factors that control the development of NKT subsets.",23105140_1,"NKT,NKT","0,145","3,148","2,2"
5118,"NKT cell survival during development requires signal processing by activated RelA/NF-κB. Nonetheless, the upstream signal(s) integrated by NF-κB in developing NKT cells remains incompletely defined.",29142275_1,"NKT,NKT cells","0,159","3,168","2,2"
5119,NKT cells are remarkably abundant in mouse liver.,20624945_0,NKT cells,0,9,2
5120,NKT cells constitutively expressed IL-23R and RORgammat.,18390697_4,NKT cells,0,9,2
5121,NKT cells play as a connecting link between innate and adaptive immune cell and support T helper cell function.,29807685_1,NKT cells,0,9,2
5122,"NLRP3 deficiency not only affected T-cell activation and Th1 differentiation, but also modulated pathogenic T-cell migration to the pancreatic islet.",26305961_3,Th1,57,60,2
5123,NOD CD8(+) T cells had a reduced capacity to produce IL-4 in type 2 conditions compared to CD8(+) T cells from the diabetes-resistant strains BALB/c and C57BL/6.,15832295_3,IL-4,53,57,0
5124,"NOD CD8(+) T cells had an increased propensity to produce IFN-gamma upon TCR activation, in both adult and 2-week-old mice.",15832295_2,IFN-gamma,58,67,0
5125,NOD mice carry a genetic defect of the Slamf1 gene that is associated with reduced SLAM expression on double-positive thymocytes and altered iNKT cell development in the thymus.,18606638_6,"thymocytes,iNKT","118,141","128,145","2,2"
5126,NOTCH1 signalling contributes to defective remyelination by impairing differentiation of oligodendrocyte progenitor cells (OPCs).,28561022_0,NOTCH1,0,6,1
5127,Naive CD4 T cells differentiate into functionally distinct T helper (Th) cells subsets or into regulatory T (Treg) cells in response to the cytokine milieu in which they encounter antigen.,19046990_0,"cytokine,T helper,regulatory T","140,59,95","148,67,107","0,2,2"
5128,Naive CD4 lymphocytes undergo a polarization process in the periphery to become induced Th17 (iTh17) cells.,24808372_0,Th17,88,92,2
5129,"Naive CD4(+) T cells differentiate into specific effector subsets-Th1, Th2, Th17, and T follicular helper (Tfh)-that provide immunity against pathogen infection.",27401342_0,"Th2,Th17,T follicular helper","71,76,86","74,80,105","2,2,2"
5130,"Naive CD4(+) T cells require signals from the TCR and CD28 to produce IL-2, expand, and differentiate.",24778448_0,IL-2,70,74,0
5131,Naive CD4(+) T cells undergo massive proliferation and differentiation into at least four distinct helper T cell subsets after recognition of foreign antigen-derived peptides presented by dendritic cells.,23080204_0,helper T cell,99,112,2
5132,Naive CD4(+) cells in CGD patients had a normal capacity to differentiate into IL-17-producing cells and the numbers of Th17 cells in the CGD patients normalized following successful bone marrow transplantation.,21910722_5,Th17 cells,120,130,2
5133,"Naive CD4+25-Foxp3- T cells, when adoptively transferred into Rag-/- mice, are converted into Foxp3+ Treg in the presence of Pan02 but not Eso2 tumors.",19307989_7,Treg,101,105,2
5134,Naive CD4⁺T cells are activated after interaction with antigen-MHC complex and differentiate into specific subtypes depending mainly on the cytokine milieu of the microenvironment.,22474485_1,cytokine,140,148,0
5135,"Naive T cells are maintained by interleukin-7 (IL-7) and T cell receptor (TCR) signaling from contact with major histocompatibility complex (MHC), which sustain expression of antiapoptotic molecules and allow the cells to survive in interphase.",19100699_1,"interleukin-7,IL-7,MHC","32,47,141","45,51,144","0,0,1"
5136,Naive T cells can differentiate into Th9 subtypes if they are exposed simultaneously by interleukin (IL) 4 and transforming growth factor β and also secondary activation of a complicated network of transcription factors such as interferon regulatory factor 4 (IRF4) and Smads which are essential for adequate induction of this phenotype.,29672174_4,transcription factors,198,219,1
5137,"Naive fetal T cells also exhibit increased signaling through the TGF-β pathway, with these cells demonstrating increased expression of the signaling mediators TGF-βRI, TGF-βRIII, and SMAD2, and higher levels of SMAD2/SMAD3 phosphorylation.",27793996_4,SMAD2,183,188,1
5138,Naive lymphocytes from the affected patient displayed increased TH1 and follicular T helper cell and suppressed TH17 cell responses.,28139313_5,TH1,64,67,2
5139,"Naive murine CD8 T cells haplo-insufficient for Ikzf1 failed to upregulate Ikaros, produced autocrine IL-2, and differentiated in an IL-2-dependent manner into IFN-γ-producing CTLs in response to TCR/CD28 stimulation alone.",24778448_5,"Ikaros,IL-2","75,102","81,106","1,0"
5140,Nasal polyposis (NP) is a chronic inflammatory disease of the nasal cavity and sinuses that is regulated by T lymphocyte subsets.,21375554_0,T lymphocyte subsets,108,128,2
5141,Natural CD25(+)CD4(+) regulatory T cells (Treg) are essential for self-tolerance and for the control of T cell-mediated immune pathologies.,18424726_0,"regulatory T cells,Treg","22,42","40,46","2,2"
5142,"Natural Treg are anergic upon T cell receptor stimulation generally, however, we found that the antigen-specific natural Treg can be expanded by antigen-presenting mature bone marrow-derived dendritic cells (BM-DCs).",19286352_6,"Treg,Treg","8,121","12,125","2,2"
5143,Natural killer T (NKT) cells are innate-like T cells that recognize specific microbial antigens and also display autoreactivity to self-antigens.,18779390_0,Natural killer T,0,16,2
5144,Natural killer T (NKT) cells are non-conventional T lymphocytes expressing a TCRαβ and several NK cell markers.,24637104_0,Natural killer T,0,16,2
5145,"Natural killer T (NKT) cells are prominent innate-like lymphocytes in the liver with critical roles in immune responses during infection, cancer, and autoimmunity.",29616022_0,Natural killer T,0,16,2
5146,Natural killer T (NKT) cells are αβ T cell receptor (TCR) expressing innate-like T cells that display natural killer (NK) cell markers.,31141185_0,Natural killer T,0,16,2
5147,"Naturally arising regulatory T (Treg) cells express the transcription factor FoxP3, which critically controls the development and function of Treg cells.",19800266_0,"Treg cells,regulatory T,transcription factor","142,18,56","152,30,76","2,2,1"
5148,Naturally occurring CD4+CD25+FoxP3+ regulatory T cells (Treg) suppress T helper (Th) cell-mediated immune responses.,17621372_0,"Treg,T helper","56,71","60,79","2,2"
5149,Naturally occurring and induced regulatory T cells (Tregs) can become hyporesponsive and anergic to antigen stimulation in autoimmune diseases and allograft rejection.,21939765_0,regulatory T cells,32,50,2
5150,"Naturally occurring regulatory T cells (nTregs; CD4(+)CD25(+)Foxp3(+)) are capable of suppressing the chronic inflammation observed in a variety of different animal models of autoimmune and chronic inflammatory diseases such as inflammatory bowel diseases, diabetes, and arthritis.",20941602_0,regulatory T cells,20,38,2
5151,Naïve C57BL/6 mice were intravenously injected with multiple doses of the soluble egg antigen (SEA) 7 days before cercarial infection.,22451731_1,soluble,74,81,0
5152,Naïve CD4(+) T cells from PDCD5tg mice were more sensitive to TGF-β-induced Treg polarization and expansion.,24012345_3,Treg,76,80,2
5153,Naïve CD4(+) T cells lacking Ezh2 were epigenetically primed for overproduction of IFN-γ in Th2 and iTreg and IL-10 in Th2 cells.,24951427_3,"Ezh2,IFN-γ,Th2,IL-10,Th2 cells","29,83,92,110,119","33,88,95,115,128","1,0,2,0,2"
5154,"Naïve CD4(+) T helper (Th) cells differentiate into distinct subsets of effector cells (Th1, Th2, Th17, and induced regulatory T cells (iTreg)) expressing different sets of cytokines upon encounter with presented foreign antigens.",21613215_0,"Th1,Th2,Th17,regulatory T cells","88,93,98,116","91,96,102,134","2,2,2,2"
5155,"Naïve CD8 T lymphocytes after TCR stimulation undergo differentiation into CTLs and memory cells, which are essential sources of IFN-γ.",32421902_1,IFN-γ,129,134,0
5156,Naïve porcine iNKT cells were CD3+/CD4-/CD8+ or CD3+/CD4-/CD8- and displayed an effector- or memory-like phenotype (CD25+/ICOS+/CD5hi/CD45RA-/CCR7 ± /CD27+).,31316500_5,iNKT cells,14,24,2
5157,"Naïve-Tregs featured high levels of cycling and pro-survival markers, even in healthy individuals, and contrasted with other circulating naïve/memory CD4 T-cell subsets in terms of their strong γc-cytokine-dependent signaling, particularly in response to IL-7.",26910841_3,IL-7,255,259,0
5158,Nedd4-family interacting protein 1(-/-) CD4(+) T cells produce large amounts of IL-4 due to a defect in JunB degradation.,24795452_5,IL-4,80,84,0
5159,Neither TGF-beta levels nor cell-cell contact-mediated suppression of CD4(+)CD25(+) cells changed during the course of SLIT.CONCLUSION: SLIT induces regulatory T-cell suppression through IL-10 during the early phase and specific nonreactivity and immune deviation of allergen-specific T cells during the later phase of therapy.,17681368_8,"TGF-beta,IL-10","8,187","16,192","0,0"
5160,"Neonatal expansion was halted in mice conditionally deficient in STAT5, and its loss resulted in γδT17 cell depletion from all adult organs.",32281944_2,STAT5,65,70,1
5161,Neonatal islet-specific expression of tumor necrosis factor (TNF)-alpha in nonobese diabetic mice promotes diabetes by provoking islet-infiltrating antigen-presenting cells to present islet peptides to autoreactive T cells.,10637268_0,"tumor necrosis factor,T cells","38,215","59,222","0,2"
5162,"Neuroblastoma (NB), the most common solid extracranial cancer of childhood, displays a remarkable low expression of Major Histocompatibility Complex class I (MHC-I) and Antigen Processing Machinery (APM) molecules, including Endoplasmic Reticulum (ER) Aminopeptidases, and poorly presents tumor antigens to Cytotoxic T Lymphocytes (CTL).",23071666_0,"Cytotoxic T Lymphocytes,Histocompatibility Complex","307,122","330,148","2,1"
5163,"Neuropilin-1 expression in anergic conventional CD4(+) T cells was associated with hypomethylation of genes related to thymic regulatory T cells (Treg cells), and this correlated with their ability to differentiate into Foxp3(+) Treg cells that suppressed immunopathology.",26829766_3,"Treg cells,Treg cells","146,229","156,239","2,2"
5164,Neutralization of IL-17 in RSV-infected IL-27rKO mice resulted in a significant decrease in the pulmonary mucus response and inhibition of the Th2-associated cytokines.,24726498_6,IL-17,18,23,0
5165,Neutralization of IL-17 inhibits accelerated allograft rejection and vasculopathy in T-bet(-/-) mice.,19047438_4,IL-17,18,23,0
5166,Neutralization of IL-2 during early-life RSV infection resulted in a TFH-dependent increase in antibody-mediated immunity and was sufficient to limit disease severity upon reinfection.,34665220_5,IL-2,18,22,0
5167,Neutralization of cytotoxic T-lymphocyte antigen 4 and transforming growth factor-β partially abrogated the suppressive function of therapy-induced regulatory T cells (Tregs).,28108611_3,suppressive,108,119,0
5168,Neutralization of either TNF-alpha or IFN-gamma inhibited alpha-GalCer-mediated IRF-1 upregulation.,20624945_5,"IFN-gamma,TNF-alpha,IRF-1","38,25,80","47,34,85","0,0,1"
5169,"Neutralization studies with Noggin have revealed that BMP-2/4 and the BMP receptor signaling pathway is not required for TGF-beta to induce naïve CD4+CD25- cells to express Foxp3; however, BMP-2/4 and TGF-beta have a synergistic effect on the induction of Foxp3+ Treg.",19943263_2,"TGF-beta,TGF-beta,Treg","121,201,263","129,209,267","0,0,2"
5170,Neutralization with antibodies against TLR4 inhibited the rLZ-8-induced production of IL-12 p40 and IL-10 in DCs.,19498044_5,"IL-12,IL-10","86,100","91,105","0,0"
5171,Neutralizing both IL-10 and TGF-β1 or supplementation of IL-12 restored cAMP-suppressed IFN-g production.,29438524_5,"IL-10,IL-12","18,57","23,62","0,0"
5172,"Nevertheless, Foxp3(+) iNKT cells retain distinctive NKT cell characteristics, such as promyelocytic leukemia zinc finger protein expression and preferential homing to the liver following adoptive transfer, where they stably maintained Foxp3 expression.",20639482_5,"NKT,promyelocytic leukemia,zinc finger","53,87,110","56,109,121","2,1,1"
5173,"Nevertheless, IL-10 production by B cells is regulated by cytokines.",31787200_2,IL-10,14,19,0
5174,"Nevertheless, IL-12 remains a cytokine of outstanding importance with lots of unresolved questions.",26182974_6,"IL-12,cytokine","14,30","19,38","0,0"
5175,"Nevertheless, expanded OVA-specific CD4(+)Foxp3(+) nTregs were highly effective at inhibiting the polarization of naïve CD4(+) T cells into a Th2 phenotype.",20495073_4,Th2,142,145,2
5176,"Nevertheless, the IL-4Ralpha(-/-)-infected ear dermis, but not draining lymph nodes, consistently displayed 1.5- to 2-fold greater percentages of CD4(+)CD25(+) and CD4(+)Foxp3(+) Treg cells compared with the BALB/c-infected dermis.",17675505_6,Treg cells,179,189,2
5177,"Nevertheless, the question how different antigen loads are translated into appropriate IL-2 production to ensure adequate responses against pathogens remains largely unexplored.",28035902_1,IL-2,87,91,0
5178,"Nevertheless, the secretion of IL-17A was increased by DMOG and reduced by YC-1 under Th17-skewing conditions in a dose- dependent manner.",24664971_5,IL-17A,31,37,0
5179,"Nevertheless, thymic emigrants are heterogeneous and retain developmental plasticity for both the myeloid and lymphoid lineages.",20969589_2,lymphoid,110,118,2
5180,"Nevertheless, we demonstrated that these cells suppress human T cell proliferation in both the allogeneic and xenogeneic mixed lymphocyte reaction (MLR) in a manner comparable to MSCs.",21982515_7,T cell,62,68,2
5181,New studies also reveal how RSV infection skews T helper (Th) cell differentiation away from the cell-mediated Th1 subset and towards the Th2 subset.,22692775_4,"Th2,cell differentiation,T helper","138,62,48","141,82,56","2,0,2"
5182,Newly diagnosed children had higher levels of FoxP3 expression in CD4 CD25 double positive cells (56.1%+/-24.9 vs. 24.9%+/-24.6 p=0.03) and higher mean numbers of IL-10 producing cells (7.3 cells/2x10(5) cells+/-6.6 vs. 0.86 cells/2x10(5)+/-0.36 p=0.0043) compared to partial remission patients.,18304876_2,IL-10,163,168,0
5183,"Newly identified epithelial-derived cytokines, including TSLP, IL-33 and BAFF, help to shape the local accumulation and activation of Th2 responses and B cell immunoglobulin production.",17928212_3,"TSLP,IL-33,BAFF,Th2","57,63,73,134","61,68,77,137","0,0,0,2"
5184,"Newly identified nuocytes or group 2 innate lymphoid cells (ILC2s) play an important role in Th2 cell mediated immunity such as protective immune responses to helminth parasites, allergic asthma, and chronic rhinosinusitis.",24741632_0,"Th2,group 2","93,29","96,36","2,1"
5185,"Next, ELISA was performed and showed that TNF-α and IL-17 in the LiCl group were significantly higher than that of the control group.",34037945_5,"TNF-α,IL-17","42,52","47,57","0,0"
5186,Nicotine attenuated Th17 lineage by reducing IL-17A production and RORγτ expression.,24755145_9,"Th17,IL-17A","20,45","24,51","2,0"
5187,Nicotine may induce a shift to the Th2 lineage and improve the Th1/Th2 imbalance.,24755145_12,Th2,35,38,2
5188,"Nicotine reduced T cell proliferation in response to an encephalitogenic Ag, as well as the production of Th1 (TNF-alpha and IFN-gamma) and Th17 cytokines (IL-17, IL-17F, IL-21, and IL-22).",19846875_4,"IL-17,Th17,IFN-gamma,IL-17F,Th1,T cell,TNF-alpha","156,140,125,163,106,17,111","161,144,134,169,109,23,120","0,2,0,0,2,2,0"
5189,"Nine days after colitis induction, the severity of colitis symptoms, including body weight loss and colon shortening, was reduced and expression of IL-10 mRNA was increased in mice administered LPO.",19723594_4,IL-10,148,153,0
5190,No IL-18 was detected at any time point examined.,14746808_4,IL-18,3,8,0
5191,"No correlation was observed between target genes and serum ferritin and folate, but there was a positive significant correlation between the expression of FoxP3 and GDF-15 genes, which shows the immunosuppressive role of GDF-15.",31984437_10,GDF-15,221,227,0
5192,No differences in IL-12 level and endocytosis ability were found on BMDCs from HCC rats and normal rats.,25066760_6,IL-12,18,23,0
5193,No differences in cytokine or chemokine expression were detected during the acute exposure phase.,14522137_4,cytokine,18,26,0
5194,"Non-CpG ODN containing this motif induced activation of human B cells, but lacked stimulation of Th1-like cytokines and chemokines.",15379982_8,chemokines,120,130,0
5195,Non-HIV-infected individuals taking immunosuppressive drug regimens targeting T cell activation are also susceptible.,25994969_2,T cell activation,78,95,0
5196,Non-specific proliferative effect was shown to be mediated by IL-3 and IL-4.,19906201_6,"IL-3,IL-4","62,71","66,75","0,0"
5197,Nonconventional thymocytes that bear characteristics typically associated with innate immune cells are termed innate-like lymphocytes (ILLs).,21383242_1,thymocytes,16,26,2
5198,"Nonetheless, recent studies revealed the positive roles for TGF-beta and Treg cells in shaping the immune system and the inflammatory responses.",18792765_6,"TGF-beta,Treg cells","60,73","68,83","0,2"
5199,"Nonetheless, the mechanism of induced and TGF-β-dependent in vivo expansion of Tregs, in a Th2 polarized environment after helminth infection, is unknown.",30291167_3,Th2,91,94,2
5200,Nor do these cells behave in a similar manner as the type 1 Treg.,21061443_4,Treg,60,64,2
5201,Normal DEX-induced GCR alpha nuclear translocation and no significant difference in GCR alpha and GCR beta mRNA expression were observed in both T-cell types.,17525285_4,translocation,37,50,1
5202,"Normal human keratinocytes and bronchial epithelial cells were deeply dependent on the synergistic action of Th17 cytokines and classical proinflammatory cytokines for their production of antistaphylococcal factors, including neutrophil-recruiting chemokines and antimicrobial peptides.",19487419_5,Th17,109,113,2
5203,"Normally, AIRE drives low-level expression of huge numbers of peripheral tissue-specific antigens (TSAgs) in medullary thymic epithelial cells (mTECs), leading to the deletion of TSAg-reactive thymocytes maturing nearby.",21574164_1,thymocytes,193,203,2
5204,"Not only distinct from intestinal RORγt+ Treg cells in their transcriptomes, peripheral RORγt+ Treg cells were derived from Foxp3+ thymic Treg cells in an antigen-specific manner.",28978473_3,"Treg cells,Treg cells,thymic,Treg cells","41,95,131,138","51,105,137,148","2,2,0,2"
5205,"Notable among these are Foxp3-expressing regulatory T cells (Treg), NKT cells, and Tr1 cells.",18792765_2,"regulatory T cells,Treg,NKT cells,Tr1 cells","41,61,68,83","59,65,77,92","2,2,2,2"
5206,"Notably, As2O3 reduced Th17 cells frequency while increasing Treg cells frequency under specific polarizing conditions in treatment-naïve RA patients by transfecting siRNA STAT3 and lentivirus STAT3.",31177080_5,"Th17,Treg cells,STAT3,STAT3","23,61,172,193","27,71,177,198","2,2,1,1"
5207,"Notably, BMP signalling controlled the phosphorylation of RUNX1, revealing the molecular nature of its effect.",22144105_8,RUNX1,58,63,1
5208,"Notably, GATA binding protein (GATA-3) was identified as one of its target genes through miRNA target prediction web tools.",31081939_2,"GATA binding protein,GATA-3","9,31","29,37","1,1"
5209,"Notably, IL-10 can be produced by Treg.",20821728_1,"IL-10,Treg","9,34","14,38","0,2"
5210,"Notably, IL-2 plus dexamethasone combined treatment before infection was associated with increased Treg cell proliferation and expression of GATA-3, IL-4 and IL-10, and increased mice survival time.",25483139_6,"IL-4,GATA-3,IL-10,IL-2,Treg cell","149,141,158,9,99","153,147,163,13,108","0,1,0,0,2"
5211,"Notably, IL-27 only slightly modified levels of IL-2R on non-Treg T cells.",23029447_9,IL-27,9,14,0
5212,"Notably, TFF2 induction by both OVA and pharmacologic delivery of IL-4 and IL-13 was dependent upon signal transducer and activator of transcription (STAT)6.",12702542_4,"IL-4,IL-13,signal transducer","66,75,100","70,80,117","0,0,1"
5213,"Notably, Th17 cell related molecules exert indirect pro- or anti-tumor effects via inducing viral persistence or mediating protective mechanisms against bacterial and viral infection.",23159638_4,"Th17,viral","9,92","13,97","2,1"
5214,"Notably, UVB treatment of human psoriatic lesions reduced skin-infiltrating p38 pY323(+) T cell IRF4 and IL-17 production.",24863062_3,IL-17,105,110,0
5215,"Notably, autoreactive Treg and Tconv cells could be fully distinguished by an acidic versus aliphatic variation at a single TCR CDR3 residue.",20005134_4,Treg,22,26,2
5216,"Notably, in B cells and, especially in CD4(+) T cells, IFN-β activated STAT5 in addition to STAT3, with biological effects often opposite from those driven by activated STAT1.",20956346_6,"STAT3,STAT1,IFN-β,STAT5","92,169,55,71","97,174,60,76","1,1,0,1"
5217,"Notably, induction of OX40L on T cells was only seen at very low concentrations of antigen or anti-CD3.",16423055_5,"OX40L,T cells","22,31","27,38","0,2"
5218,"Notably, in vivo inhibition of miR-425 significantly alleviated the disease severity of TNBS-induced colitis in mice, with down-regulated levels of IL-17A.",29331376_6,IL-17A,148,154,0
5219,"Notably, monocytic MDSCs in Spp1(-/-) mice were less suppressive than their wild-type counterparts due to lower expression of arginase-1, IL6, and phospho-Stat3.",25035397_7,suppressive,53,64,0
5220,"Notably, only the T-helper 2-associated cytokines IL-5 and IL-13 together with FOXP3 increased continuously over time.",20830731_8,"IL-5,IL-13","50,59","54,64","0,0"
5221,"Notably, porcine reproductive and respiratory syndrome virus (PRRSV) failed to provoke the pDCs to secrete any of the measured cytokines except IL-2.",19939462_5,IL-2,144,148,0
5222,"Notably, positive correlation (P < 0.05) was found between IFN-γ and T-bet levels in patients and controls.",26551570_4,IFN-γ,59,64,0
5223,"Notably, rather than inhibiting glycolysis, 2DG modified N-glycosylation, which augmented antitumor activity and cell surface retention of IL-2R of T cells.",31969386_4,T cells,148,155,2
5224,"Notably, tIL12rβ1/Fc could increase the relative number of CD4(+) Foxp3(+) regulatory T cells.",26384304_5,regulatory T cells,75,93,2
5225,"Notably, the Th17-like cells from patient with active SLE were characterized with some phenotype and function of Th17 cells.",31639448_2,Th17 cells,113,123,2
