,entities,text,pmid,label
23613,functions,"It is likely that T-cell-mediated immunity depends on the polyfunctionality of individual T cells, rather than the sum of functions of responding T-cell subpopulations.",22735807_2,0
23614,T-cell,"It is likely that T-cell-mediated immunity depends on the polyfunctionality of individual T cells, rather than the sum of functions of responding T-cell subpopulations.",22735807_2,2
23620,cells,"We performed highly sensitive single-cell gene expression profiling, allowing the direct ex vivo characterization of individual virus-specific and tumor-specific T cells from healthy donors and melanoma patients.",22735807_3,2
23625,cells,We have previously shown that vaccination with the natural tumor peptide Melan-A-induced T cells with superior effector functions as compared with vaccination with the analog peptide optimized for enhanced HLA-A*0201 binding.,22735807_4,2
23629,enhanced,We have previously shown that vaccination with the natural tumor peptide Melan-A-induced T cells with superior effector functions as compared with vaccination with the analog peptide optimized for enhanced HLA-A*0201 binding.,22735807_4,1
23630,binding,We have previously shown that vaccination with the natural tumor peptide Melan-A-induced T cells with superior effector functions as compared with vaccination with the analog peptide optimized for enhanced HLA-A*0201 binding.,22735807_4,1
23633,cells,"Here we found that natural peptide vaccination induced tumor-reactive CD8 T cells with frequent coexpression of both memory/homing-associated genes (CD27, IL7R, EOMES, CXCR3, and CCR5) and effector-related genes (IFNG, KLRD1, PRF1, and GZMB), comparable with protective Epstein-Barr virus-specific and cytomegalovirus-specific T cells.",22735807_5,2
23634,genes,"Here we found that natural peptide vaccination induced tumor-reactive CD8 T cells with frequent coexpression of both memory/homing-associated genes (CD27, IL7R, EOMES, CXCR3, and CCR5) and effector-related genes (IFNG, KLRD1, PRF1, and GZMB), comparable with protective Epstein-Barr virus-specific and cytomegalovirus-specific T cells.",22735807_5,1
23638,CCR5,"Here we found that natural peptide vaccination induced tumor-reactive CD8 T cells with frequent coexpression of both memory/homing-associated genes (CD27, IL7R, EOMES, CXCR3, and CCR5) and effector-related genes (IFNG, KLRD1, PRF1, and GZMB), comparable with protective Epstein-Barr virus-specific and cytomegalovirus-specific T cells.",22735807_5,2
23641,PRF1,"Here we found that natural peptide vaccination induced tumor-reactive CD8 T cells with frequent coexpression of both memory/homing-associated genes (CD27, IL7R, EOMES, CXCR3, and CCR5) and effector-related genes (IFNG, KLRD1, PRF1, and GZMB), comparable with protective Epstein-Barr virus-specific and cytomegalovirus-specific T cells.",22735807_5,1
23644,cells,"Here we found that natural peptide vaccination induced tumor-reactive CD8 T cells with frequent coexpression of both memory/homing-associated genes (CD27, IL7R, EOMES, CXCR3, and CCR5) and effector-related genes (IFNG, KLRD1, PRF1, and GZMB), comparable with protective Epstein-Barr virus-specific and cytomegalovirus-specific T cells.",22735807_5,2
23653,cells,"Remarkably, these findings reveal a previously unknown level of gene expression diversity among vaccine-specific and virus-specific T cells with the simultaneous coexpression of multiple memory/homing-related and effector-related genes by the same cell.",22735807_7,2
23655,multiple,"Remarkably, these findings reveal a previously unknown level of gene expression diversity among vaccine-specific and virus-specific T cells with the simultaneous coexpression of multiple memory/homing-related and effector-related genes by the same cell.",22735807_7,1
23660,cells,Such broad functional gene expression signatures within antigen-specific T cells may be critical for mounting efficient responses to pathogens or tumors.,22735807_8,2
23668,cells,"In summary, direct ex vivo high-resolution molecular characterization of individual T cells provides key insights into the processes shaping the functional properties of tumor-specific and virus-specific T cells.",22735807_9,2
23671,cells,AIM: To investigated the interaction between toll-like receptor 4 (TLR4)-activated hepatoma cells and macrophages in the induction of tumor-immune suppression mediated by CD4+CD25(high) family of transcription factor P3 (FOXP3) regulatory T cells (Tregs).METHODS: The proportion of FOXP3+ Tregs was identified in peripheral blood and tumor tissues of 60 hepatocellular carcinoma (HCC) patients.,22736917_0,2
23677,transcription factor,AIM: To investigated the interaction between toll-like receptor 4 (TLR4)-activated hepatoma cells and macrophages in the induction of tumor-immune suppression mediated by CD4+CD25(high) family of transcription factor P3 (FOXP3) regulatory T cells (Tregs).METHODS: The proportion of FOXP3+ Tregs was identified in peripheral blood and tumor tissues of 60 hepatocellular carcinoma (HCC) patients.,22736917_0,1
23678,FOXP3,AIM: To investigated the interaction between toll-like receptor 4 (TLR4)-activated hepatoma cells and macrophages in the induction of tumor-immune suppression mediated by CD4+CD25(high) family of transcription factor P3 (FOXP3) regulatory T cells (Tregs).METHODS: The proportion of FOXP3+ Tregs was identified in peripheral blood and tumor tissues of 60 hepatocellular carcinoma (HCC) patients.,22736917_0,1
23679,regulatory T cells,AIM: To investigated the interaction between toll-like receptor 4 (TLR4)-activated hepatoma cells and macrophages in the induction of tumor-immune suppression mediated by CD4+CD25(high) family of transcription factor P3 (FOXP3) regulatory T cells (Tregs).METHODS: The proportion of FOXP3+ Tregs was identified in peripheral blood and tumor tissues of 60 hepatocellular carcinoma (HCC) patients.,22736917_0,2
23681,FOXP3,AIM: To investigated the interaction between toll-like receptor 4 (TLR4)-activated hepatoma cells and macrophages in the induction of tumor-immune suppression mediated by CD4+CD25(high) family of transcription factor P3 (FOXP3) regulatory T cells (Tregs).METHODS: The proportion of FOXP3+ Tregs was identified in peripheral blood and tumor tissues of 60 hepatocellular carcinoma (HCC) patients.,22736917_0,1
23685,hepatocellular,AIM: To investigated the interaction between toll-like receptor 4 (TLR4)-activated hepatoma cells and macrophages in the induction of tumor-immune suppression mediated by CD4+CD25(high) family of transcription factor P3 (FOXP3) regulatory T cells (Tregs).METHODS: The proportion of FOXP3+ Tregs was identified in peripheral blood and tumor tissues of 60 hepatocellular carcinoma (HCC) patients.,22736917_0,1
23686,expression,TLR4 expression was examined in tumor tissues and cell lines.,22736917_1,1
23690,FOXP3,The correlation was examined between FOXP3+ Tregs in peripheral blood and TLR4 expression of HCC tissues.,22736917_2,1
23693,expression,The correlation was examined between FOXP3+ Tregs in peripheral blood and TLR4 expression of HCC tissues.,22736917_2,1
23694,tissues,The correlation was examined between FOXP3+ Tregs in peripheral blood and TLR4 expression of HCC tissues.,22736917_2,2
23695,activation,"Following activation of TLR4 in H22 murine hepatoma cells pre-incubated with lipopolysaccharide (LPS) and co-cultured with macrophage cell line RAW246.7, the synthesis of cytokines tumor necrosis factor-α, CCL22, and interleukin (IL)-10 by the two cell lines was detected and analyzed.",22736917_3,2
23697,LPS,"Following activation of TLR4 in H22 murine hepatoma cells pre-incubated with lipopolysaccharide (LPS) and co-cultured with macrophage cell line RAW246.7, the synthesis of cytokines tumor necrosis factor-α, CCL22, and interleukin (IL)-10 by the two cell lines was detected and analyzed.",22736917_3,1
23705,FOXP3,"RESULTS: FOXP3+ Tregs were enriched in tumor sites, and circulating FOXP3+ Tregs were increased in HCC patients in correlation with multiple tumor foci and up-regulated TLR4 expression in HCC tissues.",22736917_4,1
23711,increased,"RESULTS: FOXP3+ Tregs were enriched in tumor sites, and circulating FOXP3+ Tregs were increased in HCC patients in correlation with multiple tumor foci and up-regulated TLR4 expression in HCC tissues.",22736917_4,0
23713,expression,"RESULTS: FOXP3+ Tregs were enriched in tumor sites, and circulating FOXP3+ Tregs were increased in HCC patients in correlation with multiple tumor foci and up-regulated TLR4 expression in HCC tissues.",22736917_4,1
23714,tissues,"RESULTS: FOXP3+ Tregs were enriched in tumor sites, and circulating FOXP3+ Tregs were increased in HCC patients in correlation with multiple tumor foci and up-regulated TLR4 expression in HCC tissues.",22736917_4,2
23718,tissues,Semi-quantitative analysis indicated that TLR4 was over-expressed in HCC compared with the matched normal tissues.,22736917_5,2
23721,IL-10,Cell cultivation experiments indicated that the mRNAs of IL-10 and CCL22 were significantly up-regulated in the RAW246.7 cell line when co-cultured with LPS pre-incubated H22 cells.,22736917_6,0
23726,cells,Cell cultivation experiments indicated that the mRNAs of IL-10 and CCL22 were significantly up-regulated in the RAW246.7 cell line when co-cultured with LPS pre-incubated H22 cells.,22736917_6,2
23733,interaction,"CONCLUSION: In hepatoma cell lines, TLR4 may indirectly facilitate the recruitment of Tregs to the tumor site and promote intrahepatic metastasis through its interaction with macrophages.",22736917_7,1
23747,NFATc2,"Here, we used an experimental model of colitis-associated colorectal carcinoma to investigate the contribution of NFATc2 to the promotion of colonic tumors.",22738913_2,1
23757,decrease,"This observed decrease in colonic tumor progression was associated with reduced endoscopic inflammation, increased apoptosis of lamina propria T lymphocytes, and significantly reduced levels of the critical proinflammatory cytokines interleukin (IL)-21 and IL-6.",22738913_4,1
23763,lymphocytes,"This observed decrease in colonic tumor progression was associated with reduced endoscopic inflammation, increased apoptosis of lamina propria T lymphocytes, and significantly reduced levels of the critical proinflammatory cytokines interleukin (IL)-21 and IL-6.",22738913_4,2
23764,reduced,"This observed decrease in colonic tumor progression was associated with reduced endoscopic inflammation, increased apoptosis of lamina propria T lymphocytes, and significantly reduced levels of the critical proinflammatory cytokines interleukin (IL)-21 and IL-6.",22738913_4,1
23767,IL-6,"This observed decrease in colonic tumor progression was associated with reduced endoscopic inflammation, increased apoptosis of lamina propria T lymphocytes, and significantly reduced levels of the critical proinflammatory cytokines interleukin (IL)-21 and IL-6.",22738913_4,0
23769,IL-6,Administration of hyper IL-6 abrogated protection from tumor progression in NFATc2-knockout mice and restored tumor incidence to control levels.,22738913_5,0
23774,control,Administration of hyper IL-6 abrogated protection from tumor progression in NFATc2-knockout mice and restored tumor incidence to control levels.,22738913_5,1
23775,NFATc2,"Taken together, our findings highlight a pivotal role for NFATc2 in the establishment of inflammation-associated colorectal tumors mediated by control of IL-6 expression.",22738913_6,1
23778,control,"Taken together, our findings highlight a pivotal role for NFATc2 in the establishment of inflammation-associated colorectal tumors mediated by control of IL-6 expression.",22738913_6,1
23782,transformation,"Aberrant Stat3 activation and signaling contribute to malignant transformation by promoting cell cycle progression, inhibiting apoptosis, and mediating tumor immune evasion.",22753933_0,1
23785,apoptosis,"Aberrant Stat3 activation and signaling contribute to malignant transformation by promoting cell cycle progression, inhibiting apoptosis, and mediating tumor immune evasion.",22753933_0,1
23790,chemokines,"Stat3 inhibition in tumor cells induces the expression of chemokines and proinflammatory cytokines, so we proposed to apply Stat3-inhibited breast cancer cells as a source of immunogens to induce an antitumor immune response.",22753933_1,0
23794,cells,"Stat3 inhibition in tumor cells induces the expression of chemokines and proinflammatory cytokines, so we proposed to apply Stat3-inhibited breast cancer cells as a source of immunogens to induce an antitumor immune response.",22753933_1,2
23796,breast,Studies were performed in two murine breast cancer models in which Stat3 is activated: progestin-dependent C4HD cells and 4T1 cells.,22753933_2,1
23798,Stat3,Studies were performed in two murine breast cancer models in which Stat3 is activated: progestin-dependent C4HD cells and 4T1 cells.,22753933_2,1
23801,cells,Studies were performed in two murine breast cancer models in which Stat3 is activated: progestin-dependent C4HD cells and 4T1 cells.,22753933_2,2
23802,cells,Studies were performed in two murine breast cancer models in which Stat3 is activated: progestin-dependent C4HD cells and 4T1 cells.,22753933_2,2
23809,breast,Prophylactic administration of breast cancer cells transfected with Stat3Y705F (Stat3Y705F-breast cancer cells) inhibited primary tumor growth compared with administration of empty vector-transfected cells in both models.,22753933_4,1
23811,cells,Prophylactic administration of breast cancer cells transfected with Stat3Y705F (Stat3Y705F-breast cancer cells) inhibited primary tumor growth compared with administration of empty vector-transfected cells in both models.,22753933_4,2
23814,empty,Prophylactic administration of breast cancer cells transfected with Stat3Y705F (Stat3Y705F-breast cancer cells) inhibited primary tumor growth compared with administration of empty vector-transfected cells in both models.,22753933_4,1
23815,cells,Prophylactic administration of breast cancer cells transfected with Stat3Y705F (Stat3Y705F-breast cancer cells) inhibited primary tumor growth compared with administration of empty vector-transfected cells in both models.,22753933_4,2
23826,cells,In vivo assays of C4HD tumors showed that the antitumor immune response involves the participation of CD4(+) T cells and cytotoxic NK cells.,22753933_6,2
23829,cells,"Therapeutic immunization with Stat3Y705F-breast cancer cells inhibited tumor growth, promoted tumor cell differentiation, and decreased metastasis.",22753933_7,2
23833,inhibition,"Furthermore, inhibition of Stat3 activation in breast cancer cells induced cellular senescence, contributing to their immunogenic phenotype.",22753933_8,1
23835,breast,"Furthermore, inhibition of Stat3 activation in breast cancer cells induced cellular senescence, contributing to their immunogenic phenotype.",22753933_8,1
23836,cells,"Furthermore, inhibition of Stat3 activation in breast cancer cells induced cellular senescence, contributing to their immunogenic phenotype.",22753933_8,2
23844,breast,"In this work, we provide preclinical proof of concept that ablating Stat3 signaling in breast cancer cells results in an effective immunotherapy against breast cancer growth and metastasis.",22753933_9,1
23845,cells,"In this work, we provide preclinical proof of concept that ablating Stat3 signaling in breast cancer cells results in an effective immunotherapy against breast cancer growth and metastasis.",22753933_9,2
23847,breast,"In this work, we provide preclinical proof of concept that ablating Stat3 signaling in breast cancer cells results in an effective immunotherapy against breast cancer growth and metastasis.",22753933_9,1
23849,metastasis,"In this work, we provide preclinical proof of concept that ablating Stat3 signaling in breast cancer cells results in an effective immunotherapy against breast cancer growth and metastasis.",22753933_9,1
23854,immunotherapy,"Moreover, our findings showing that Stat3 inactivation results in induction of a cellular senescence program disclose a potential mechanism for immunotherapy research.",22753933_10,0
23855,Interleukin-12,Interleukin-12 (IL12) enhances anti-tumor immunity when delivered to the tumor microenvironment.,22777646_0,0
23856,IL12,Interleukin-12 (IL12) enhances anti-tumor immunity when delivered to the tumor microenvironment.,22777646_0,0
23861,IL12,"However, local immunoregulatory elements dampen the efficacy of IL12.",22777646_1,0
23883,IL12,"Following an induction period, the B16 melanoma cell model, a transplantable model for spontaneous malignant melanoma, inhibited the response of a T helper cell model to IL12.",22777646_5,0
23886,apoptosis,"This paracrine effect was not explained by induction of apoptosis or creation of a cytokine sink, despite both mechanisms present within the co-culture assay.",22777646_6,1
23888,cytokine,"This paracrine effect was not explained by induction of apoptosis or creation of a cytokine sink, despite both mechanisms present within the co-culture assay.",22777646_6,0
23896,IL12,Tumor-derived Wnt-inducible signaling protein-1 (WISP-1) was identified to exert paracrine action on immune cells by inhibiting their response to IL12.,22777646_7,0
23897,cells,"Moreover, WISP-1 was expressed in vivo following intradermal challenge with B16F10 cells and was inferred to be expressed at the tumor periphery.",22777646_8,2
23910,expression,"Collectively, the data suggest that (1) biochemical cues associated with epithelial-to-mesenchymal transition can shape anti-tumor immunity through paracrine action and (2) remnants of the immunoselective pressure associated with evolution in cancer include both sculpting of tumor antigens and expression of proteins that proactively shape anti-tumor immunity.",22777646_9,1
23915,control,"Antitumor type I T-cell responses involving IFN-γ production are critical to control cancer, but the efficacy of this response is limited by a variety of immunosuppressive mechanisms that promote tumoral immune escape.",22798340_0,1
23920,One,"One critical mechanism involves the accumulation of FOXP3(+) T regulatory cells (Treg), a class of suppressive T cells that prevent excessive tissue destruction caused by unchecked immune responses.",22798340_1,1
23924,Treg,"One critical mechanism involves the accumulation of FOXP3(+) T regulatory cells (Treg), a class of suppressive T cells that prevent excessive tissue destruction caused by unchecked immune responses.",22798340_1,2
23925,class,"One critical mechanism involves the accumulation of FOXP3(+) T regulatory cells (Treg), a class of suppressive T cells that prevent excessive tissue destruction caused by unchecked immune responses.",22798340_1,1
23928,immune responses,"One critical mechanism involves the accumulation of FOXP3(+) T regulatory cells (Treg), a class of suppressive T cells that prevent excessive tissue destruction caused by unchecked immune responses.",22798340_1,0
23930,Treg,Recent studies have revealed that FOXP3(+) Treg include distinct subsets specifically controlling over the corresponding effector subset.,22798340_2,2
23931,subsets,Recent studies have revealed that FOXP3(+) Treg include distinct subsets specifically controlling over the corresponding effector subset.,22798340_2,2
23936,Treg,"In particular, CXCR3(+) Treg have been described as a subset specialized in the control of type I T-cell responses in vivo.",22798340_3,2
23939,type,"In particular, CXCR3(+) Treg have been described as a subset specialized in the control of type I T-cell responses in vivo.",22798340_3,2
23947,Treg,"Here, we show that CXCR3(+) Treg are highly enriched in human ovarian carcinomas, particularly in solid tumor masses, where they represent the majority of Treg.",22798340_4,2
23949,Treg,Tumor-associated CXCR3(+.) Treg coexpress T-bet but do not secrete IFN-γ ex vivo and suppress proliferation and IFN-γ secretion of T effectors.,22798340_5,2
23955,Helios,"In addition, they coexpress Helios, suggesting that they originate from natural Treg.",22798340_6,1
23960,Treg,"Finally, we show that the proportion of CXCR3(+) Treg at tumor sites is directly correlated with that of CXCR3(+) T effectors, consistent with expression of CXCR3 ligands.",22798340_7,2
23965,expression,"Finally, we show that the proportion of CXCR3(+) Treg at tumor sites is directly correlated with that of CXCR3(+) T effectors, consistent with expression of CXCR3 ligands.",22798340_7,1
23969,Treg,"Together, our findings support the concept that natural CXCR3(+) T-bet(+) Treg selectively accumulate in ovarian tumors to control type I T-cell responses, resulting in the collateral limitation of efficient antitumor immunity.",22798340_8,2
23977,ACT,We examined the effects of adoptive T-cell transfer (ACT) on the population of regulatory T cells (Tregs) in a mouse colorectal cancer transplant model.,22812187_0,1
23979,regulatory T cells,We examined the effects of adoptive T-cell transfer (ACT) on the population of regulatory T cells (Tregs) in a mouse colorectal cancer transplant model.,22812187_0,2
23983,Treg,"In an in vivo study, Treg populations in Balb/c mice colon26 transplant model after ACT were analyzed in peripheral blood, local lymph node, and tumor.",22812187_1,2
23986,lymph,"In an in vivo study, Treg populations in Balb/c mice colon26 transplant model after ACT were analyzed in peripheral blood, local lymph node, and tumor.",22812187_1,2
23994,Treg,Treg induction after coculture with LAK was investigated.,22812187_4,2
23999,IFN-gamma,We also studied the role of IFN-gamma in the mechanism of Treg induction.,22812187_5,0
24001,Treg,We also studied the role of IFN-gamma in the mechanism of Treg induction.,22812187_5,2
24004,lymph,Tregs in the draining lymph nodes and tumor were significantly suppressed by ACT.,22812187_6,2
24007,ACT,Tregs in the draining lymph nodes and tumor were significantly suppressed by ACT.,22812187_6,1
24013,cells,"Furthermore, Tregs in the cultured cells were significantly inhibited by addition of exogenous IFN-gamma.",22812187_8,2
24014,IFN-gamma,"Furthermore, Tregs in the cultured cells were significantly inhibited by addition of exogenous IFN-gamma.",22812187_8,0
24016,increased,"Moreover, Tregs were increased by addition of IFN-gamma mAb.",22812187_9,0
24017,IFN-gamma,"Moreover, Tregs were increased by addition of IFN-gamma mAb.",22812187_9,0
24018,ACT,ACT may decrease Tregs in tumor-bearing hosts.,22812187_10,1
24021,One,One of the mechanisms is considered to be IFN-gamma inhibiting the induction of Tregs.,22812187_11,1
24023,IFN-gamma,One of the mechanisms is considered to be IFN-gamma inhibiting the induction of Tregs.,22812187_11,0
24027,potential,BACKGROUND: Recent studies suggest a potential impact of Th17 cells on tumor.,22820395_0,1
24035,cells,"In the present study, we investigated the distribution of Th17 cells in relation to Foxp3-expressing T cells in the tumor-infiltrating lymphocytes (TILs) from patients with uterine cervical cancer (UCC), cervical tissues from patients with cervical intraepithelial neoplasia (CIN) and healthy cervical tissues.",22820395_1,2
24037,tissues,"In the present study, we investigated the distribution of Th17 cells in relation to Foxp3-expressing T cells in the tumor-infiltrating lymphocytes (TILs) from patients with uterine cervical cancer (UCC), cervical tissues from patients with cervical intraepithelial neoplasia (CIN) and healthy cervical tissues.",22820395_1,2
24039,tissues,"In the present study, we investigated the distribution of Th17 cells in relation to Foxp3-expressing T cells in the tumor-infiltrating lymphocytes (TILs) from patients with uterine cervical cancer (UCC), cervical tissues from patients with cervical intraepithelial neoplasia (CIN) and healthy cervical tissues.",22820395_1,2
24042,cells,METHODS: Th17 cells and Foxp3-expressing T cells were evaluated by immunohistochemical staining.,22820395_2,2
24043,IL-6,"IL-6, TGF-β, IL-17 and IL-10 were detected by enzyme-linked immunosorbent assay (ELISA).",22820395_3,0
24046,IL-10,"IL-6, TGF-β, IL-17 and IL-10 were detected by enzyme-linked immunosorbent assay (ELISA).",22820395_3,0
24055,cells,"RESULTS: Compared with controls, patients with UCC or CIN had a higher proportion of Th17 cells and Foxp3-expressing T cells, when the ratio of Th17/Foxp3-expressing T cells in TILs was decreased in individual cases, it was more markedly decreased in TILs than normal cervical tissues.",22820395_5,2
24057,cells,"RESULTS: Compared with controls, patients with UCC or CIN had a higher proportion of Th17 cells and Foxp3-expressing T cells, when the ratio of Th17/Foxp3-expressing T cells in TILs was decreased in individual cases, it was more markedly decreased in TILs than normal cervical tissues.",22820395_5,2
24058,decreased,"RESULTS: Compared with controls, patients with UCC or CIN had a higher proportion of Th17 cells and Foxp3-expressing T cells, when the ratio of Th17/Foxp3-expressing T cells in TILs was decreased in individual cases, it was more markedly decreased in TILs than normal cervical tissues.",22820395_5,1
24059,decreased,"RESULTS: Compared with controls, patients with UCC or CIN had a higher proportion of Th17 cells and Foxp3-expressing T cells, when the ratio of Th17/Foxp3-expressing T cells in TILs was decreased in individual cases, it was more markedly decreased in TILs than normal cervical tissues.",22820395_5,1
24061,tissues,"RESULTS: Compared with controls, patients with UCC or CIN had a higher proportion of Th17 cells and Foxp3-expressing T cells, when the ratio of Th17/Foxp3-expressing T cells in TILs was decreased in individual cases, it was more markedly decreased in TILs than normal cervical tissues.",22820395_5,2
24064,IL-10,"Meanwhile, the cytokine(IL-6, TGF-β and IL-10) concentrations were significantly higher in UCC patients than those in healthy controls.",22820395_6,0
24072,cells,CONCLUSIONS: The imbalance of Th17/Foxp3-expressing T cells may play critical roles in the development and progression of UCC and Th17 cells may promote tumor progression by fostering angiogenesis.,22820395_8,2
24079,Breast,Breast cancer metastasis is a key determinant of long-term patient survival.,22820642_0,1
24080,metastasis,Breast cancer metastasis is a key determinant of long-term patient survival.,22820642_0,1
24082,primary,"By comparing the transcriptomes of primary and metastatic tumor cells in a mouse model of spontaneous bone metastasis, we found that a substantial number of genes suppressed in bone metastases are targets of the interferon regulatory factor Irf7.",22820642_1,0
24088,bone,"By comparing the transcriptomes of primary and metastatic tumor cells in a mouse model of spontaneous bone metastasis, we found that a substantial number of genes suppressed in bone metastases are targets of the interferon regulatory factor Irf7.",22820642_1,0
24091,Irf7,Restoration of Irf7 in tumor cells or administration of interferon led to reduced bone metastases and prolonged survival time.,22820642_2,1
24104,metastasis,"In mice deficient in the interferon (IFN) receptor or in natural killer (NK) and CD8(+) T cell responses, metastasis was accelerated, indicating that Irf7-driven suppression of metastasis was reliant on IFN signaling to host immune cells.",22820642_3,1
24106,metastasis,"In mice deficient in the interferon (IFN) receptor or in natural killer (NK) and CD8(+) T cell responses, metastasis was accelerated, indicating that Irf7-driven suppression of metastasis was reliant on IFN signaling to host immune cells.",22820642_3,1
24112,expression,We confirmed the clinical relevance of these findings in over 800 patients in which high expression of Irf7-regulated genes in primary tumors was associated with prolonged bone metastasis-free survival.,22820642_4,1
24122,breast,"Thus, we have identified an innate immune pathway intrinsic to breast cancer cells, the suppression of which restricts immunosurveillance to enable metastasis.",22820642_6,1
24123,cells,"Thus, we have identified an innate immune pathway intrinsic to breast cancer cells, the suppression of which restricts immunosurveillance to enable metastasis.",22820642_6,2
24133,cells,"Predominantly studied in cancer, MDSCs suppress T cells utilizing various mechanisms.",22828446_1,2
24141,cells,"To address this question, circulating CD14(+)HLA-DR(low/neg) cells were studied retrospectively in 51 allo-HSCT patients.",22828446_3,2
24143,one,These cells represent one of the few well-described human MDSC subsets under physiological and pathological conditions.,22828446_4,1
24147,pathological,These cells represent one of the few well-described human MDSC subsets under physiological and pathological conditions.,22828446_4,2
24149,cells,"The frequency of CD14(+)HLA-DR(low/neg) cells was significantly increased after allo-HSCT, especially in patients with acute graft-versus-host disease.",22828446_5,2
24151,acute,"The frequency of CD14(+)HLA-DR(low/neg) cells was significantly increased after allo-HSCT, especially in patients with acute graft-versus-host disease.",22828446_5,1
24153,signal transducer and activator of transcription,"Compared to healthy donor cells they were pSTAT1(low) (phosphorylated signal transducer and activator of transcription) and indoleamine 2,3-dioxygenase (IDO)(high).",22828446_6,1
24154,Serum,"Serum levels of granulocyte colony-stimulating factor and interleukin-6, which both have been linked to MDSC induction, correlated positively with the frequency of CD14(+)HLA-DR(low/neg) cells.",22828446_7,1
24155,granulocyte colony-stimulating factor,"Serum levels of granulocyte colony-stimulating factor and interleukin-6, which both have been linked to MDSC induction, correlated positively with the frequency of CD14(+)HLA-DR(low/neg) cells.",22828446_7,0
24156,interleukin-6,"Serum levels of granulocyte colony-stimulating factor and interleukin-6, which both have been linked to MDSC induction, correlated positively with the frequency of CD14(+)HLA-DR(low/neg) cells.",22828446_7,0
24160,cells,"Serum levels of granulocyte colony-stimulating factor and interleukin-6, which both have been linked to MDSC induction, correlated positively with the frequency of CD14(+)HLA-DR(low/neg) cells.",22828446_7,2
24161,cells,"In vitro dysfunction of patient T cells, such as reduced proliferative capacity or CD3ζ-chain expression, was rescued by blocking the IDO activity of CD14(+)HLA-DR(low/neg) cells.",22828446_8,2
24163,expression,"In vitro dysfunction of patient T cells, such as reduced proliferative capacity or CD3ζ-chain expression, was rescued by blocking the IDO activity of CD14(+)HLA-DR(low/neg) cells.",22828446_8,1
24166,cells,"In vitro dysfunction of patient T cells, such as reduced proliferative capacity or CD3ζ-chain expression, was rescued by blocking the IDO activity of CD14(+)HLA-DR(low/neg) cells.",22828446_8,2
24181,cytotoxic T lymphocytes,Large granular lymphocyte (LGL) leukemia is a clonal lymphoproliferative disorder of cytotoxic lymphocytes characterized by an expansion of CD3(+) cytotoxic T lymphocytes or CD3(-) natural killer cells.,22830400_0,2
24192,activation,It is believed that LGL leukemia begins as an antigen-driven immune response with subsequent constitutive activation of cytotoxic T lymphocytes or natural killer cells through PDGF and IL-15 contributing to their survival.,22830400_3,2
24193,cytotoxic T lymphocytes,It is believed that LGL leukemia begins as an antigen-driven immune response with subsequent constitutive activation of cytotoxic T lymphocytes or natural killer cells through PDGF and IL-15 contributing to their survival.,22830400_3,2
24198,apoptosis,"Consequently, this leads to a dysregulation of apoptosis and dysfunction of the activation-induced cell death pathway.",22830400_4,1
24201,therapy,"However, no standard of therapy has been established, as large prospective trials have not been conducted.",22830400_6,0
24206,therapy,The lack of a curative therapy for LGL leukemia means that new treatment options are needed.,22830400_8,0
24216,HIV,Elevated levels of the immunoregulatory cytokine TGF-β1 in cancer and HIV infection have been linked to the suppression of protective immune responses.,22859956_0,1
24221,complex,The transcriptional regulation of TGF-β1 is complex and still not completely understood.,22859956_1,1
24227,cells,We report here for the first time that the transcription factor GLI2 regulates the expression of TGF-β1 in human CD4(+) T cells.,22859956_2,2
24235,GLI2,"At least two of these sites within the human TGF-β1 promoter are regulated by the GLI2 activator as knockdown of GLI2 in regulatory CD4(+)CD25(hi) T cells, high producers of TGF-β1, significantly decreased TGF-β1 transcription.",22859956_4,1
24237,cells,"At least two of these sites within the human TGF-β1 promoter are regulated by the GLI2 activator as knockdown of GLI2 in regulatory CD4(+)CD25(hi) T cells, high producers of TGF-β1, significantly decreased TGF-β1 transcription.",22859956_4,2
24242,cells,"Additionally, naïve CD4(+) T cells, low producers of TGF-β1, increased their basal level of TGF-β1 mRNA following lentiviral infection with GLI2.",22859956_5,2
24247,GLI2,"Additionally, naïve CD4(+) T cells, low producers of TGF-β1, increased their basal level of TGF-β1 mRNA following lentiviral infection with GLI2.",22859956_5,1
24250,GLI2,The transcriptional regulation of TGF-β1 by GLI2 is a new extension to Sonic Hedgehog (SHH) and TGF-β1 cross-regulation and may provide insight into the detrimental elevation of TGF-β1 leading to pathogenesis in cancer and HIV infection.,22859956_6,1
24251,new,The transcriptional regulation of TGF-β1 by GLI2 is a new extension to Sonic Hedgehog (SHH) and TGF-β1 cross-regulation and may provide insight into the detrimental elevation of TGF-β1 leading to pathogenesis in cancer and HIV infection.,22859956_6,1
24256,HIV,The transcriptional regulation of TGF-β1 by GLI2 is a new extension to Sonic Hedgehog (SHH) and TGF-β1 cross-regulation and may provide insight into the detrimental elevation of TGF-β1 leading to pathogenesis in cancer and HIV infection.,22859956_6,1
24259,essential,MDSCs and Tregs play an essential role in the immunosuppressive networks that contribute to tumor-immune evasion.,22891289_0,1
24269,Treg,The mechanisms by which tumors promote the expansion and/or function of these suppressive cells and the cross-talk between MDSC and Treg remain incompletely defined.,22891289_1,2
24273,Treg,Previous reports have suggested that MDSC may contribute to Treg induction in cancer.,22891289_2,2
