,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_cytokine_distsv,lf_transcription_factor_distsv,lf_t_lymphocyte_distsv,label
31582,decrease,38,39,174,182,"Importantly, Treg transfer increased small intestinal polyp formation up to 65% (P < 0.0005) and increased colon tumors multiplicities by 84% (P < 0.0001) with a significant decrease in NK cells as compared to control mice.",24797894_3,-1,1,-1,1
31584,control,45,46,210,217,"Importantly, Treg transfer increased small intestinal polyp formation up to 65% (P < 0.0005) and increased colon tumors multiplicities by 84% (P < 0.0001) with a significant decrease in NK cells as compared to control mice.",24797894_3,-1,1,-1,1
31587,increased,10,11,59,68,"Similarly, in NK depleted mice, colon tumor multiplicities increased up to 40% and small intestinal polyp formation up to 60% (P < 0.0001).",24797894_4,0,-1,-1,0
31593,STAT3,20,21,149,154,"Treg transfer or NK cell transient depletion markedly increased interleukin (IL)-22 systemically and the inflammatory signaling molecules P2X7R, and STAT3 in the tumors; and impaired production of the tumor suppressor interferon (IFN)-γ systemically.",24797894_5,-1,1,-1,1
31601,decrease,16,17,84,92,"Notably, IL-22 binding protein (IL-22 BP) was associated with NKs and a significant decrease was seen at the tumor site in mice adoptively transferred with Tregs or depleted of NK cells.",24797894_6,-1,1,-1,1
31612,glioma,1,2,11,17,High-grade glioma is a malignant tumour; the pathogenesis is to be further investigated.,24813240_0,-1,1,-1,1
31613,tumour,5,6,33,39,High-grade glioma is a malignant tumour; the pathogenesis is to be further investigated.,24813240_0,0,-1,-1,0
31618,Chronic,0,1,0,7,Chronic inflammation is a pathological feature of cancer.,24813240_2,-1,1,-1,1
31619,pathological,4,5,26,38,Chronic inflammation is a pathological feature of cancer.,24813240_2,-1,-1,2,2
31622,regulatory T cells,9,12,61,79,This study aimed to characterize the glioma-derived IL-17(+) regulatory T cells (Treg).,24813240_3,-1,-1,2,2
31623,Treg,13,14,81,85,This study aimed to characterize the glioma-derived IL-17(+) regulatory T cells (Treg).,24813240_3,-1,-1,2,2
31625,cells,5,6,22,27,"In this study, single cells were isolated from surgically removed high-grade glioma tissue and examined by flow cytometry.",24813240_4,-1,-1,2,2
31632,cells,12,13,59,64,The immune suppressor effect of IL-17(+) Tregs on CD8(+) T cells was assessed in vitro.,24813240_5,-1,-1,2,2
31644,cells,6,7,30,35,"The proliferation of CD8(+) T cells was suppressed by culturing with the IL-17(+) Tregs, which was partially abrogated by neutralizing antibodies of either TGF-beta or IL-17 and completely abrogated by neutralizing antibodies against both TGF-beta and IL-17.",24813240_8,-1,-1,2,2
31659,cells,17,18,86,91,"In conclusion, IL-17(+) Tregs exist in the high-grade glioma tissue; this subset of T cells can suppress CD8(+) T cell activities via releasing TGF-beta and IL-17.",24813240_9,-1,-1,2,2
31665,cells,3,4,9,14,"CD8(+) T cells must detect foreign antigens and differentiate into effector cells to eliminate infections. But, when self-antigen is recognized instead, mechanisms of peripheral tolerance prevent acquisition of effector function to avoid autoimmunity.",24823810_0,-1,-1,2,2
31666,antigens,7,8,35,43,"CD8(+) T cells must detect foreign antigens and differentiate into effector cells to eliminate infections. But, when self-antigen is recognized instead, mechanisms of peripheral tolerance prevent acquisition of effector function to avoid autoimmunity.",24823810_0,0,-1,-1,0
31670,peripheral,27,28,167,177,"CD8(+) T cells must detect foreign antigens and differentiate into effector cells to eliminate infections. But, when self-antigen is recognized instead, mechanisms of peripheral tolerance prevent acquisition of effector function to avoid autoimmunity.",24823810_0,-1,-1,2,2
31680,cells,23,24,144,149,"These distinct responses are influenced by inflammatory and regulatory clues from the tissue environment, but the mechanism(s) by which naive T cells interpret these signals to generate the appropriate immune response are unclear.",24823810_1,-1,-1,2,2
31694,transcription factors,30,32,163,184,"With the use of an in vivo murine model to examine CD8(+) T cell responses to healthy self-tissue, we correlated self-tolerance with a failure to induce the T-box transcription factors T-bet and Eomes.",24823810_3,-1,1,-1,1
31696,acute,5,6,38,43,"However, inflammation associated with acute microbial infection induced T-bet and Eomes expression and promoted effector differentiation of self-reactive T cells under conditions that normally favor tolerance.",24823810_4,-1,1,-1,1
31697,expression,12,13,88,98,"However, inflammation associated with acute microbial infection induced T-bet and Eomes expression and promoted effector differentiation of self-reactive T cells under conditions that normally favor tolerance.",24823810_4,-1,1,-1,1
31699,cells,20,21,156,161,"However, inflammation associated with acute microbial infection induced T-bet and Eomes expression and promoted effector differentiation of self-reactive T cells under conditions that normally favor tolerance.",24823810_4,-1,-1,2,2
31703,expression,15,16,92,102,"In the context of a Listeria infection, these functional responses relied on elevated T-bet expression, independent of Eomes.",24823810_5,-1,1,-1,1
31706,expression,8,9,56,66,"Alternatively, infection with LCMV induced higher Eomes expression, which was sufficient in the absence of T-bet to promote effector cytokine production.",24823810_6,-1,1,-1,1
31710,transcription factors,4,6,24,45,"Our results place T-box transcription factors at a molecular crossroads between CD8(+) T cell anergy and effector function upon recognition of peripheral self-antigen, and suggest that inflammation during T cell priming directs these distinct cellular responses.",24823810_7,-1,1,-1,1
31714,peripheral,22,23,143,153,"Our results place T-box transcription factors at a molecular crossroads between CD8(+) T cell anergy and effector function upon recognition of peripheral self-antigen, and suggest that inflammation during T cell priming directs these distinct cellular responses.",24823810_7,-1,-1,2,2
31721,FL,6,7,36,38,The biology of follicular lymphoma (FL) is largely dictated by the immune-effector and stromal cells that comprise its tumor microenvironment.,24836297_0,-1,1,-1,1
31728,FL,10,11,73,75,"FL-infiltrating T-cell populations that are thought to be fundamental to FL biology are follicular helper T-cells (TFH), follicular regulatory T-cells (TFR), a recently described population that regulates TFH activity, and regulatory T-cells (Treg).",24836297_1,-1,1,-1,1
31730,helper T-cells,14,16,99,113,"FL-infiltrating T-cell populations that are thought to be fundamental to FL biology are follicular helper T-cells (TFH), follicular regulatory T-cells (TFR), a recently described population that regulates TFH activity, and regulatory T-cells (Treg).",24836297_1,-1,-1,2,2
31731,regulatory T-cells,21,23,132,150,"FL-infiltrating T-cell populations that are thought to be fundamental to FL biology are follicular helper T-cells (TFH), follicular regulatory T-cells (TFR), a recently described population that regulates TFH activity, and regulatory T-cells (Treg).",24836297_1,-1,-1,2,2
31734,regulatory T-cells,37,39,223,241,"FL-infiltrating T-cell populations that are thought to be fundamental to FL biology are follicular helper T-cells (TFH), follicular regulatory T-cells (TFR), a recently described population that regulates TFH activity, and regulatory T-cells (Treg).",24836297_1,-1,-1,2,2
31735,Treg,40,41,243,247,"FL-infiltrating T-cell populations that are thought to be fundamental to FL biology are follicular helper T-cells (TFH), follicular regulatory T-cells (TFR), a recently described population that regulates TFH activity, and regulatory T-cells (Treg).",24836297_1,-1,-1,2,2
31737,interactions,5,6,38,50,These T-cell populations have dynamic interactions with mesenchymal stromal cells (MSCs) in the tumor microenvironment.,24836297_2,-1,1,-1,1
31743,Treg,10,11,54,58,"Whereas MSCs have been shown to support FL B-cell and Treg viability, their effects on FL-infiltrating TFH and TFR cells have not been described.",24836297_3,-1,-1,2,2
31746,cells,20,21,115,120,"Whereas MSCs have been shown to support FL B-cell and Treg viability, their effects on FL-infiltrating TFH and TFR cells have not been described.",24836297_3,-1,-1,2,2
31754,FoxP3,15,16,93,98,"We further demonstrate that MSCs mediate TFH to TFR conversion by inducing the expression of FoxP3 in TFH cells, demonstrating for the first time that human TFR can be derived from TFH cells.",24836297_5,-1,1,-1,1
31755,cells,18,19,106,111,"We further demonstrate that MSCs mediate TFH to TFR conversion by inducing the expression of FoxP3 in TFH cells, demonstrating for the first time that human TFR can be derived from TFH cells.",24836297_5,-1,-1,2,2
31758,cells,33,34,185,190,"We further demonstrate that MSCs mediate TFH to TFR conversion by inducing the expression of FoxP3 in TFH cells, demonstrating for the first time that human TFR can be derived from TFH cells.",24836297_5,-1,-1,2,2
31767,therapy,4,5,28,35,"Despite initial response to therapy, most acute myeloid leukemia (AML) patients relapse.",24855276_0,0,-1,-1,0
31771,cells,5,6,54,59,"To eliminate relapse-causing leukemic stem/progenitor cells (LPCs), patient-specific immune therapies may be required.",24855276_1,-1,-1,2,2
31777,activating,17,18,105,115,"In vitro cellular engineering may require increasing the ""stemness"" or immunogenicity of tumor cells and activating or restoring cancer-impaired immune-effector and antigen-presenting cells.",24855276_2,-1,1,-1,1
31788,development,5,6,29,40,This study sought to advance development of LPC-targeted therapies by exploring nongenetic ways to slow the decay and to increase the immunogenicity of primary CD34(+) AML cells.,24855276_4,-1,1,-1,1
31794,cells,27,28,172,177,This study sought to advance development of LPC-targeted therapies by exploring nongenetic ways to slow the decay and to increase the immunogenicity of primary CD34(+) AML cells.,24855276_4,-1,-1,2,2
31799,cells,16,17,111,116,CD34(+) AML cells generally displayed more colony-forming and aldehyde dehydrogenase activity than CD34(-) AML cells.,24855276_5,-1,-1,2,2
31801,inhibitor,24,25,119,128,"Along with exposure to bone marrow stromal cells and low (1%-5%) oxygen, culture with RepSox (a reprogramming tool and inhibitor of transforming growth factor-β receptor 1) consistently slowed decline of CD34(+) AML and myelodysplastic syndrome (MDS) cells.",24855276_6,-1,1,-1,1
31804,MDS,43,44,246,249,"Along with exposure to bone marrow stromal cells and low (1%-5%) oxygen, culture with RepSox (a reprogramming tool and inhibitor of transforming growth factor-β receptor 1) consistently slowed decline of CD34(+) AML and myelodysplastic syndrome (MDS) cells.",24855276_6,-1,1,-1,1
31805,cells,45,46,251,256,"Along with exposure to bone marrow stromal cells and low (1%-5%) oxygen, culture with RepSox (a reprogramming tool and inhibitor of transforming growth factor-β receptor 1) consistently slowed decline of CD34(+) AML and myelodysplastic syndrome (MDS) cells.",24855276_6,-1,-1,2,2
31806,cells,2,3,19,24,"RepSox-treated AML cells displayed higher CD34, CXCL12, and MYC mRNA levels than dimethyl sulfoxide-treated controls.",24855276_7,-1,-1,2,2
31808,CXCL12,7,8,48,54,"RepSox-treated AML cells displayed higher CD34, CXCL12, and MYC mRNA levels than dimethyl sulfoxide-treated controls.",24855276_7,0,-1,-1,0
31809,MYC,10,11,60,63,"RepSox-treated AML cells displayed higher CD34, CXCL12, and MYC mRNA levels than dimethyl sulfoxide-treated controls.",24855276_7,-1,1,-1,1
31819,expression,7,8,44,54,"Our results suggest RepSox may reduce Tim-3 expression by inhibiting transforming growth factor-β signaling and slow decay of CD34(+) AML cells by increasing CXCL12 and MYC, two factors that inhibit AML cell differentiation.",24855276_9,-1,1,-1,1
31822,cells,21,22,138,143,"Our results suggest RepSox may reduce Tim-3 expression by inhibiting transforming growth factor-β signaling and slow decay of CD34(+) AML cells by increasing CXCL12 and MYC, two factors that inhibit AML cell differentiation.",24855276_9,-1,-1,2,2
31823,CXCL12,24,25,158,164,"Our results suggest RepSox may reduce Tim-3 expression by inhibiting transforming growth factor-β signaling and slow decay of CD34(+) AML cells by increasing CXCL12 and MYC, two factors that inhibit AML cell differentiation.",24855276_9,0,-1,-1,0
31824,MYC,26,27,169,172,"Our results suggest RepSox may reduce Tim-3 expression by inhibiting transforming growth factor-β signaling and slow decay of CD34(+) AML cells by increasing CXCL12 and MYC, two factors that inhibit AML cell differentiation.",24855276_9,-1,1,-1,1
31829,cells,7,8,38,43,"By prolonging survival of CD34(+) AML cells and reducing Tim-3, RepSox may promote in vitro immune cell activation and advance development of LPC-targeted therapies.",24855276_10,-1,-1,2,2
31833,development,22,23,127,138,"By prolonging survival of CD34(+) AML cells and reducing Tim-3, RepSox may promote in vitro immune cell activation and advance development of LPC-targeted therapies.",24855276_10,-1,1,-1,1
31835,T-cell,4,5,24,30,"An increasing number of T-cell epitopes derived from various tumor-associated antigens have been reported, and they proved to play significant roles for tumor rejection both in vivo and in vitro.",24861249_0,-1,-1,2,2
31844,target,23,24,128,134,"Over 85% of Ewing's sarcoma family of tumors (ESFTs) express tumor-specific chimeric protein EWS/FLI-1, making it an attractive target for therapeutic cytotoxic T-lymphocyte responses.",24861249_1,-1,1,-1,1
31853,cells,35,36,234,239,"Here, we identified a novel peptide epitope derived from the EWS/FLI-1 protein and demonstrated that effectors induced by the peptide could specifically secrete IFN-γ and lyse the tumor cell line of EWS/FLI-1-positive and HLA-matched cells.",24861249_2,-1,-1,2,2
31858,cells,27,28,156,161,"In addition, mice treated with dendritic cells pulsed with the EWS/FLI-1 epitope were able to reject a lethal tumor inoculation of the Ewing's sarcoma A673 cells.",24861249_3,-1,-1,2,2
31876,fused,29,30,199,204,"We examined the combination of topical imiquimod with intramuscular administration of CRT/E7, a therapeutic human papillomavirus (HPV) vaccine comprised of a naked DNA vector expressing calreticulin fused to HPV16 E7.EXPERIMENTAL DESIGN: Using an orthotopic HPV16 E6/E7(+) syngeneic tumor, TC-1, as a model of high-grade cervical/vaginal/vulvar intraepithelial neoplasia, we assessed if combining CRT/E7 vaccination with cervicovaginal deposition of imiquimod could result in synergistic activities promoting immune-mediated tumor clearance.",24893628_1,-1,1,-1,1
31882,cells,12,13,89,94,RESULTS: Imiquimod induced cervicovaginal accumulation of activated E7-specific CD8(+) T cells elicited by CRT/E7 vaccination.,24893628_2,-1,-1,2,2
31885,cells,13,14,77,82,"Recruitment was not dependent upon the specificity of the activated CD8(+) T cells, but was significantly reduced in mice lacking the IFNγ receptor.",24893628_3,-1,-1,2,2
31886,reduced,18,19,106,113,"Recruitment was not dependent upon the specificity of the activated CD8(+) T cells, but was significantly reduced in mice lacking the IFNγ receptor.",24893628_3,-1,1,-1,1
31889,CXCL10,8,9,68,74,"Intravaginal imiquimod deposition induced upregulation of CXCL9 and CXCL10 mRNA expression in the genital tract, which are produced in response to IFNγ receptor signaling and attract cells expressing their ligand, CXCR3.",24893628_4,0,-1,-1,0
31890,expression,10,11,80,90,"Intravaginal imiquimod deposition induced upregulation of CXCL9 and CXCL10 mRNA expression in the genital tract, which are produced in response to IFNγ receptor signaling and attract cells expressing their ligand, CXCR3.",24893628_4,-1,1,-1,1
31895,cells,27,28,183,188,"Intravaginal imiquimod deposition induced upregulation of CXCL9 and CXCL10 mRNA expression in the genital tract, which are produced in response to IFNγ receptor signaling and attract cells expressing their ligand, CXCR3.",24893628_4,-1,-1,2,2
31899,cells,2,3,6,11,"The T cells attracted by imiquimod to the cervicovaginal tract expressed CXCR3 as well as CD49a, an integrin involved in homing and retention of CD8(+) T cells at mucosal sites.",24893628_5,-1,-1,2,2
31905,cells,28,29,154,159,"The T cells attracted by imiquimod to the cervicovaginal tract expressed CXCR3 as well as CD49a, an integrin involved in homing and retention of CD8(+) T cells at mucosal sites.",24893628_5,-1,-1,2,2
31906,mucosal,30,31,163,170,"The T cells attracted by imiquimod to the cervicovaginal tract expressed CXCR3 as well as CD49a, an integrin involved in homing and retention of CD8(+) T cells at mucosal sites.",24893628_5,-1,-1,2,2
31910,cells,20,21,157,162,Our results indicate that intramuscular CRT/E7 vaccination in conjunction with intravaginal imiquimod deposition recruits antigen-specific CXCR3(+) CD8(+) T cells to the genital tract.,24893628_6,-1,-1,2,2
31914,DNA,12,13,85,88,"CONCLUSIONS: Several therapeutic HPV vaccination clinical trials using a spectrum of DNA vaccines, including vaccination in concert with cervical imiquimod, are ongoing.",24893628_7,-1,1,-1,1
31925,cells,22,23,171,176,Our findings support accumulating evidence that manipulation of the tumor microenvironment can enhance the therapeutic efficacy of strategies that induce tumor-specific T cells.,24893628_9,-1,-1,2,2
31927,STAT2,3,4,12,17,The role of STAT2 in mediating the antigrowth effects of type I interferon (IFN) is well-documented in vitro.,24895110_0,-1,1,-1,1
31929,type,10,11,57,61,The role of STAT2 in mediating the antigrowth effects of type I interferon (IFN) is well-documented in vitro.,24895110_0,-1,-1,2,2
31938,type,9,10,54,58,Stat2(-/-) mice formed larger tumors compared to wild type (WT) mice.,24895110_3,-1,-1,2,2
31939,WT,11,12,60,62,Stat2(-/-) mice formed larger tumors compared to wild type (WT) mice.,24895110_3,-1,-1,2,2
31948,cells,14,15,91,96,"Additionally, we found tumor antigen cross-presentation by Stat2(-/-) dendritic cells to T cells to be impaired.",24895110_6,-1,-1,2,2
31961,cells,15,16,66,71,We observed that an increase in the number of CD4(+) and CD8(+) T cells in the draining lymph nodes of IFN-β-treated tumor-bearing WT mice was absent in IFN-β treated Stat2(-/-) mice.,24895110_8,-1,-1,2,2
31963,lymph,19,20,88,93,We observed that an increase in the number of CD4(+) and CD8(+) T cells in the draining lymph nodes of IFN-β-treated tumor-bearing WT mice was absent in IFN-β treated Stat2(-/-) mice.,24895110_8,-1,-1,2,2
31965,absent,27,28,143,149,We observed that an increase in the number of CD4(+) and CD8(+) T cells in the draining lymph nodes of IFN-β-treated tumor-bearing WT mice was absent in IFN-β treated Stat2(-/-) mice.,24895110_8,-1,1,-1,1
31970,type,15,16,103,107,Thus our study provides evidence for further evaluation of STAT2 function in cancer patients receiving type I IFN based immunotherapy.,24895110_9,-1,-1,2,2
31972,immunotherapy,19,20,120,133,Thus our study provides evidence for further evaluation of STAT2 function in cancer patients receiving type I IFN based immunotherapy.,24895110_9,0,-1,-1,0
31974,cell-mediated immunity,10,12,70,92,BACKGROUND: Recent reports have revealed the therapeutic potential of cell-mediated immunity in neoplasms such as cutaneous squamous cell carcinoma (SCC).OBJECTIVES: To define the antigenic coexpression of regulatory T cells (Tregs) and plasmacytoid dendritic cells (pDCs) and assess the CD8(+) /Foxp3(+) CD25(+) cell ratio at peritumoral and intratumoral levels in order to investigate a correlation with the aggressiveness of SCC tumours.,24910265_0,-1,-1,2,2
31975,cutaneous,16,17,114,123,BACKGROUND: Recent reports have revealed the therapeutic potential of cell-mediated immunity in neoplasms such as cutaneous squamous cell carcinoma (SCC).OBJECTIVES: To define the antigenic coexpression of regulatory T cells (Tregs) and plasmacytoid dendritic cells (pDCs) and assess the CD8(+) /Foxp3(+) CD25(+) cell ratio at peritumoral and intratumoral levels in order to investigate a correlation with the aggressiveness of SCC tumours.,24910265_0,-1,1,-1,1
31978,regulatory T cells,28,31,206,224,BACKGROUND: Recent reports have revealed the therapeutic potential of cell-mediated immunity in neoplasms such as cutaneous squamous cell carcinoma (SCC).OBJECTIVES: To define the antigenic coexpression of regulatory T cells (Tregs) and plasmacytoid dendritic cells (pDCs) and assess the CD8(+) /Foxp3(+) CD25(+) cell ratio at peritumoral and intratumoral levels in order to investigate a correlation with the aggressiveness of SCC tumours.,24910265_0,-1,-1,2,2
31990,Treg,13,14,71,75,"METHODS: We evaluated the content and distribution of Foxp3(+) CD25(+) Treg and CD123(+) pDC infiltration and assessed CD8(+) /Foxp3(+) CD25(+) cell ratio at peritumoral and intratumoral levels in 40 SCCs (20 well-differentiated, G1; and 20 moderately to poorly differentiated, G2-G3) to investigate a correlation with their aggressiveness.",24910265_1,-1,-1,2,2
32003,cells,9,10,49,54,"We determined the profiles of Tregs and CD123(+) cells; immunostained for CD4, CD8, CD123, interleukin (IL)-1 and transforming growth factor (TGF)-β1; and unequivocally double stained for Foxp3CD25.RESULTS: Peritumorally, CD4, CD8 and Foxp3 expression showed no difference between the two groups.",24910265_2,-1,-1,2,2
32004,CD4,13,14,74,77,"We determined the profiles of Tregs and CD123(+) cells; immunostained for CD4, CD8, CD123, interleukin (IL)-1 and transforming growth factor (TGF)-β1; and unequivocally double stained for Foxp3CD25.RESULTS: Peritumorally, CD4, CD8 and Foxp3 expression showed no difference between the two groups.",24910265_2,-1,-1,2,2
32009,double,29,30,169,175,"We determined the profiles of Tregs and CD123(+) cells; immunostained for CD4, CD8, CD123, interleukin (IL)-1 and transforming growth factor (TGF)-β1; and unequivocally double stained for Foxp3CD25.RESULTS: Peritumorally, CD4, CD8 and Foxp3 expression showed no difference between the two groups.",24910265_2,-1,1,-1,1
32010,CD4,36,37,222,225,"We determined the profiles of Tregs and CD123(+) cells; immunostained for CD4, CD8, CD123, interleukin (IL)-1 and transforming growth factor (TGF)-β1; and unequivocally double stained for Foxp3CD25.RESULTS: Peritumorally, CD4, CD8 and Foxp3 expression showed no difference between the two groups.",24910265_2,-1,-1,2,2
32017,cells,2,3,9,14,"CD123(+) cells were fewer in G2-G3 (P = 0·0005), while Foxp3(+) CD25(+) cells were more numerous (P = 0·0005).",24910265_3,-1,-1,2,2
32020,cells,20,21,72,77,"CD123(+) cells were fewer in G2-G3 (P = 0·0005), while Foxp3(+) CD25(+) cells were more numerous (P = 0·0005).",24910265_3,-1,-1,2,2
32023,ratio,7,8,31,36,"The Foxp3(+) CD25(+) /Foxp3(+) ratio was higher in G2-G3 cases (P = 0·0005), confirming the trend in this group of activated T lymphocytes towards total Treg Foxp3(+) cells, while the CD8(+) /Foxp3(+) CD25(+) ratio was higher in G1 (P = 0·0005).",24910265_4,-1,-1,2,2
32027,lymphocytes,30,31,127,138,"The Foxp3(+) CD25(+) /Foxp3(+) ratio was higher in G2-G3 cases (P = 0·0005), confirming the trend in this group of activated T lymphocytes towards total Treg Foxp3(+) cells, while the CD8(+) /Foxp3(+) CD25(+) ratio was higher in G1 (P = 0·0005).",24910265_4,-1,-1,2,2
32029,cells,36,37,167,172,"The Foxp3(+) CD25(+) /Foxp3(+) ratio was higher in G2-G3 cases (P = 0·0005), confirming the trend in this group of activated T lymphocytes towards total Treg Foxp3(+) cells, while the CD8(+) /Foxp3(+) CD25(+) ratio was higher in G1 (P = 0·0005).",24910265_4,-1,-1,2,2
32032,ratio,46,47,209,214,"The Foxp3(+) CD25(+) /Foxp3(+) ratio was higher in G2-G3 cases (P = 0·0005), confirming the trend in this group of activated T lymphocytes towards total Treg Foxp3(+) cells, while the CD8(+) /Foxp3(+) CD25(+) ratio was higher in G1 (P = 0·0005).",24910265_4,-1,-1,2,2
32035,cells,7,8,34,39,"Intratumorally, CD4(+) and CD8(+) cells infiltrated G2-G3 (P = 0·048) more than G1 (P = 0·004), whereas almost all cells were CD123 negative.",24910265_5,-1,-1,2,2
32037,cells,31,32,115,120,"Intratumorally, CD4(+) and CD8(+) cells infiltrated G2-G3 (P = 0·048) more than G1 (P = 0·004), whereas almost all cells were CD123 negative.",24910265_5,-1,-1,2,2
32041,IL-10,5,6,32,37,"Regarding Foxp3CD25, TGF-β1 and IL-10, they were less expressed in G1, whereas they were positive in G2-G3 (P < 0·05).",24910265_6,0,-1,-1,0
32044,positive,17,18,89,97,"Regarding Foxp3CD25, TGF-β1 and IL-10, they were less expressed in G1, whereas they were positive in G2-G3 (P < 0·05).",24910265_6,-1,1,-1,1
32047,ratio,7,8,29,34,The CD8(+) /Foxp3(+) CD25(+) ratio was similar to that observed in peritumoral infiltration.,24910265_7,-1,-1,2,2
32051,expression,12,13,75,85,"CONCLUSIONS: Our data suggest that intratumoral recruitment of Tregs, high expression of TGF-β1 and IL-10, almost negative CD123+, and a low CD8(+) /Foxp3(+) CD25(+) T-cell ratio may contribute to the aggressiveness of cutaneous SCC, as already evidenced for other solid tumours.",24910265_8,-1,1,-1,1
32053,IL-10,16,17,100,105,"CONCLUSIONS: Our data suggest that intratumoral recruitment of Tregs, high expression of TGF-β1 and IL-10, almost negative CD123+, and a low CD8(+) /Foxp3(+) CD25(+) T-cell ratio may contribute to the aggressiveness of cutaneous SCC, as already evidenced for other solid tumours.",24910265_8,0,-1,-1,0
32077,cells,24,25,145,150,"Here, we show that SA isolates from involved skin express staphylococcal enterotoxins (SEs) that induce crosstalk between malignant and benign T cells leading to Stat3-mediated interleukin-10 (IL-10) production by the malignant T cells.",24957145_2,-1,-1,2,2
32079,IL-10,30,31,193,198,"Here, we show that SA isolates from involved skin express staphylococcal enterotoxins (SEs) that induce crosstalk between malignant and benign T cells leading to Stat3-mediated interleukin-10 (IL-10) production by the malignant T cells.",24957145_2,0,-1,-1,0
32082,cells,37,38,230,235,"Here, we show that SA isolates from involved skin express staphylococcal enterotoxins (SEs) that induce crosstalk between malignant and benign T cells leading to Stat3-mediated interleukin-10 (IL-10) production by the malignant T cells.",24957145_2,-1,-1,2,2
32085,cells,8,9,42,47,The SEs did not stimulate the malignant T cells directly.,24957145_3,-1,-1,2,2
32088,cells,19,20,131,136,"Instead, SEs triggered a cascade of events involving cell-cell and asymmetric cytokine interactions between malignant and benign T cells, which stimulated the malignant T cells to express high levels of IL-10.",24957145_4,-1,-1,2,2
32090,cells,26,27,171,176,"Instead, SEs triggered a cascade of events involving cell-cell and asymmetric cytokine interactions between malignant and benign T cells, which stimulated the malignant T cells to express high levels of IL-10.",24957145_4,-1,-1,2,2
32091,IL-10,32,33,203,208,"Instead, SEs triggered a cascade of events involving cell-cell and asymmetric cytokine interactions between malignant and benign T cells, which stimulated the malignant T cells to express high levels of IL-10.",24957145_4,0,-1,-1,0
32093,activation,5,6,38,48,Much evidence supports that malignant activation of the Stat3/IL-10 axis plays a key role in driving the immune dysregulation and severe immunodeficiency that characteristically develops in CTCL patients.,24957145_5,-1,-1,2,2
32102,immune dysregulation,11,13,68,88,"The present findings thereby establish a novel link between SEs and immune dysregulation in CTCL, strengthening the rationale for antibiotic treatment of colonized patients with severe or progressive disease.",24957145_6,-1,1,-1,1
32110,complex,7,8,49,56,OBJECTIVES: The loss of major histocompatibility complex (MHC) classes I and II is a well-known mechanism by which cancer cells are able to escape from immune recognition.,24987872_0,-1,1,-1,1
32132,polymerase,25,26,135,145,"METHODS: The PDA cell lines were analyzed for the expression of MHC class I, II, and antigen-processing molecules by flow cytometry or polymerase chain reaction.",24987872_2,-1,1,-1,1
32134,class,4,5,28,33,We generated stable PDA-MHC class II transactivator (CIITA) cells and injected them into syngeneic mice.,24987872_3,-1,1,-1,1
32135,transactivator,6,7,37,51,We generated stable PDA-MHC class II transactivator (CIITA) cells and injected them into syngeneic mice.,24987872_3,-1,1,-1,1
32137,cells,10,11,60,65,We generated stable PDA-MHC class II transactivator (CIITA) cells and injected them into syngeneic mice.,24987872_3,-1,-1,2,2
32142,negative,7,8,36,44,"RESULTS: Murine PDA cell lines were negative for MHC and antigen-processing molecules, but their expression was restored by exogenous interferon-γ.",24987872_5,-1,1,-1,1
32152,cells,16,17,104,109,In vitro assays and immunohistochemical analyses revealed the recruitment of T effector cells and CD8 T cells into the tumor area.,24987872_7,-1,-1,2,2
32157,target,17,18,112,118,"CONCLUSIONS: Overall, these data confirm that immunotherapy is a feasible therapeutic approach to recognize and target an aggressive cancer such as PDA.",24987872_8,-1,1,-1,1
32160,cells,10,11,69,74,Photodynamic therapy (PDT) by selective photosensitization of cancer cells and subsequent laser application results in local tumor necrosis.,25005268_0,-1,-1,2,2
32166,immune response,17,19,80,95,"However, the effects of PDT on immune function, which may depend on the type of immune response, are controversial.",25005268_1,0,-1,-1,0
32171,regulatory T cells,18,21,104,122,We investigated the immunological changes induced by PDT and the effect of PDT on level and function of regulatory T cells (Treg) in patients with invasive esophageal squamous cell carcinoma (ESCC).,25005268_2,-1,-1,2,2
32172,Treg,22,23,124,128,We investigated the immunological changes induced by PDT and the effect of PDT on level and function of regulatory T cells (Treg) in patients with invasive esophageal squamous cell carcinoma (ESCC).,25005268_2,-1,-1,2,2
32178,Treg,3,4,28,32,"Blood CD4+CD25+CD127-FoxP3+ Treg levels were quantified by FACS, and Treg function was evaluated by coculture proliferation assays with T effector (Teff) cells.",25005268_4,-1,-1,2,2
32181,effector,21,22,138,146,"Blood CD4+CD25+CD127-FoxP3+ Treg levels were quantified by FACS, and Treg function was evaluated by coculture proliferation assays with T effector (Teff) cells.",25005268_4,-1,1,-1,1
32182,cells,25,26,154,159,"Blood CD4+CD25+CD127-FoxP3+ Treg levels were quantified by FACS, and Treg function was evaluated by coculture proliferation assays with T effector (Teff) cells.",25005268_4,-1,-1,2,2
32187,Treg,26,27,120,124,"We found that PDT abrogated the suppressive capacity of peripheral Treg (Days 7 and 14, p = 0.016) but had no effect on Treg levels.",25005268_5,-1,-1,2,2
32200,STAT3,0,1,0,5,STAT3 is highly activated in a wide variety of cancers and functions to promote tumor survival.,25015826_0,-1,1,-1,1
32202,functions,11,12,59,68,STAT3 is highly activated in a wide variety of cancers and functions to promote tumor survival.,25015826_0,0,-1,-1,0
