,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_chemical_distsv,lf_disease_distsv,label,orig_index,olabel
17835,amiloride,28,29,198,207,"Thus, myocardial electrical excitability was measured in patients with mild essential hypertension and known coronary artery disease after 8 weeks of treatment with a potassium-conserving diuretic (amiloride) and a similar period on a potassium-losing diuretic (chlorthalidone) in a randomised study.",3732088_3,0,-1,0,17835,0
17838,amiloride,15,16,107,116,Plasma potassium concentrations were on average 1 mmol/L lower during the chlorthalidone phase compared to amiloride therapy.,3732088_4,0,-1,0,17838,0
17842,amiloride,2,3,12,21,"Compared to amiloride treatment, the chlorthalidone phase was associated with an increased frequency of ventricular ectopic beats (24-hour Holter monitoring) and a higher Lown grading, increased upslope and duration of the monophasic action potential, prolonged ventricular effective refractory period, and increased electrical instability during programmed ventricular stimulation.",3732088_6,0,-1,0,17842,0
17882,trihexyphenidyl,5,6,29,44,The reaction was specific to trihexyphenidyl and not to other anticholinergic drugs.,3769769_3,0,-1,0,17882,0
17996,etoposide,4,5,24,33,A synergistic effect of etoposide and cyclosporin A was observed in a patient with acute T-lymphocytic leukemia in relapse.,3865016_1,0,-1,0,17996,0
17999,etoposide,4,5,34,43,The concomitant administration of etoposide and cyclosporin A resulted in eradication of hitherto refractory leukemic infiltration of bone marrow.,3865016_2,0,-1,0,17999,0
18018,aminoglycoside,18,19,144,158,Thrombophlebitis occurred only with infusion through peripheral cannulae; nephrotoxicity and ototoxicity were confined to patients receiving an aminoglycoside plus vancomycin.,3934126_5,0,-1,0,18018,0
18021,amikacin,10,11,82,90,Factors associated with nephrotoxicity and clinical outcome in patients receiving amikacin.,3950060_0,0,-1,0,18021,0
18023,amikacin,6,7,35,43,Data from 60 patients treated with amikacin were analyzed for factors associated with nephrotoxicity.,3950060_1,0,-1,0,18023,0
18028,creatinine,11,12,61,71,"Variables evaluated included patient weight, age, sex, serum creatinine level, creatinine clearance, duration of therapy, total dose, mean daily dose, organism minimum inhibitory concentration (MIC), mean peak levels, mean trough levels, mean area under the serum concentration-time curve (AUC), total AUC, mean AUC greater than MIC, total AUC greater than MIC, mean Schumacher's intensity factor (IF), total IF, In (mean maximum concentration [Cmax]/MIC).",3950060_3,0,-1,0,18028,0
18068,5-fluorouracil,3,4,20,34,Cardiac toxicity of 5-fluorouracil.,3952818_0,0,-1,0,18068,0
18071,5-fluorouracil,18,19,103,117,We report a case of a patient with colon carcinoma and liver metastasis who presented chest pain after 5-fluorouracil (5-FU) administration.,3952818_2,0,-1,0,18071,0
18137,cyclophosphamide,5,6,28,44,"The drugs commonly used are cyclophosphamide and chlorambucil (alkylating agents), azathioprine (purine analogue), and methotrexate (folic acid analogue).",3970039_2,0,-1,0,18137,0
18150,Cyclophosphamide,0,1,0,16,Cyclophosphamide therapy increases the risk of carcinoma of the bladder.,3970039_7,0,-1,0,18150,0
18153,cyclophosphamide,15,16,110,126,There have been several long-term studies of patients with rheumatoid arthritis treated with azathioprine and cyclophosphamide and the incidence of most of the common cancers is not increased.,3970039_8,0,-1,0,18153,0
18252,paracetamol,2,3,13,24,Induction by paracetamol of bladder and liver tumours in the rat.,4090988_0,0,-1,0,18252,0
18255,paracetamol,19,20,97,108,Groups of male and female inbred Leeds strain rats were fed diets containing either 0.5% or 1.0% paracetamol by weight for up to 18 months.,4090988_2,0,-1,0,18255,0
18265,paracetamol,12,13,67,78,A low yield of tumours at various other sites also arose following paracetamol feeding.,4090988_8,0,-1,0,18265,0
18305,Suxamethonium,0,1,0,13,Suxamethonium infusion rate and observed fasciculations.,435349_0,0,-1,0,18305,0
18323,metoclopramide,9,10,64,78,"Tiapride, a substituted benzamide derivative closely related to metoclopramide, reduced levodopa-induced peak dose involuntary movements in 16 patients with idiopathic Parkinson's disease.",458486_1,0,-1,0,18323,0
18392,propranolol,18,19,89,100,"The compound GYKI-41 099, as a beta-adrenergic antagonist, is 3-8 times more potent than propranolol in vitro and in vivo.",6111982_1,0,-1,0,18392,0
18396,propranolol,6,7,51,62,Its antiarrhythmic effectiveness surpasses that of propranolol and pindolol inhibiting the ouabain arrhythmia in dogs and cats.,6111982_2,0,-1,0,18396,0
18405,propranolol,5,6,40,51,Adverse reactions to bendrofluazide and propranolol for the treatment of mild hypertension.,6115999_0,0,-1,0,18405,0
18411,propranolol,23,24,155,166,"Participants in the Medical Research Council treatment trial for mild hypertension are randomly allocated to one of four treatment groups: bendrofluazide, propranolol, or a placebo for either of these drugs.",6115999_2,0,-1,0,18411,0
18415,propranolol,20,21,143,154,"The results show an association between bendrofluazide treatment and impotence, and impotence also occurred more frequently in patients taking propranolol than in those taking placebos.",6115999_5,0,-1,0,18415,0
18421,propranolol,37,38,236,247,"Other adverse reactions significantly linked with active drugs include impaired glucose tolerance in men and women and gout in men, associated with bendrofluazide treatment, and Raynaud's phenomenon and dyspnoea in men and women taking propranolol.",6115999_6,0,-1,0,18421,0
18423,propranolol,10,11,52,63,No corneal disease is known to have occurred in the propranolol group.,6115999_7,0,-1,0,18423,0
18426,propranolol,2,3,7,18,"In the propranolol group, serum potassium and uric acid levels rose in both sexes, but the urea level rose significantly in women only.",6115999_9,0,-1,0,18426,0
18436,5-hydroxytryptophan,9,10,63,82,Increasing the brain serotonin levels by the administration of 5-hydroxytryptophan (80-160 mg/kg) in combination with a peripheral decarboxylase inhibitor resulted in an inhibition of the muscimol effect.,6118280_3,0,-1,0,18436,0
18463,sulphasalazine,3,4,27,41,Possible teratogenicity of sulphasalazine.,6133211_0,0,-1,0,18463,0
18465,sulphasalazine,15,16,95,109,"Three infants, born of two mothers with inflammatory bowel disease who received treatment with sulphasalazine throughout pregnancy, were found to have major congenital anomalies.",6133211_1,0,-1,0,18465,0
18478,sulphasalazine,10,11,54,68,"Despite reports to the contrary, it is suggested that sulphasalazine may be teratogenic.",6133211_6,0,-1,0,18478,0
18496,creatinine,55,56,305,315,"Treatment with high doses of cimetidine (one to 60 months; median, 11 months) or ranitidine (two to 31 months; median, 14 months) was not associated with hepatic or hematologic toxicity or alterations of serum gastrin concentrations, but ranitidine therapy was associated with a significantly lower serum creatinine level than seen with cimetidine therapy.",6150641_7,0,-1,0,18496,0
18514,cisplatin,24,25,191,200,"Five patients with carcinoma developed thrombotic microangiopathy (characterized by renal insufficiency, microangiopathic hemolytic anemia, and usually thrombocytopenia) after treatment with cisplatin, bleomycin, and a vinca alkaloid.",6203452_1,0,-1,0,18514,0
18718,ammonium acetate,2,4,18,34,"Pretreatment with ammonium acetate (NH4Ac) (6 mmol/kg s.c.) approximately doubled the time morphine-treated mice remained on a hot surface and similarly increased muscular incoordination by diazepam, but NH4Ac treatment alone had no effect.",6323692_1,0,-1,0,18718,0
18775,propranolol,5,6,35,46,Behavioral effects of diazepam and propranolol in patients with panic disorder and agoraphobia.,6387529_0,0,-1,0,18775,0
18780,propranolol,25,26,108,119,"The effects of oral doses of diazepam (single dose of 10 mg and a median dose of 30 mg/day for 2 weeks) and propranolol (single dose of 80 mg and a median dose of 240 mg/day for 2 weeks) on psychological performance of patients with panic disorders and agoraphobia were investigated in a double-blind, randomized and crossover design.",6387529_1,0,-1,0,18780,0
18786,propranolol,14,15,89,100,Both drugs impaired immediate free recall but the decrease was greater for diazepam than propranolol.,6387529_2,0,-1,0,18786,0
18789,propranolol,4,5,29,40,Patients tapped faster after propranolol than diazepam and they were more sedated after diazepam than propranolol.,6387529_4,0,-1,0,18789,0
18790,propranolol,15,16,102,113,Patients tapped faster after propranolol than diazepam and they were more sedated after diazepam than propranolol.,6387529_4,0,-1,0,18790,0
18797,MESNA,13,14,114,119,Treatment of ifosfamide-induced urothelial toxicity by oral administration of sodium 2-mercaptoethane sulphonate (MESNA) to patients with inoperable lung cancer.,6402369_0,0,-1,0,18797,0
18803,MESNA,14,15,103,108,The protective effect of oral administration of the thiol compound sodium 2-mercaptoethane sulphonate (MESNA) against urothelial toxicity induced by ifosfamide (IF) was tested in a group of 45 patients with inoperable lung cancer under treatment with IF (2250 mg/m2 on days 2-5) as part of a polychemotherapy regimen repeated in a 4-week cycle.,6402369_1,0,-1,0,18803,0
18811,MESNA,0,1,0,5,"MESNA was given orally on the days of treatment with IF in 3 doses of 840 mg/m2, each administered at 0 hr (= injection of IF), 4 hr and 8 hr p.i.",6402369_2,0,-1,0,18811,0
18816,MESNA,9,10,51,56,In this group of 45 patients under protection with MESNA there were 5 complete remissions and 9 partial remissions (total 31%).,6402369_4,0,-1,0,18816,0
18827,MESNA,7,8,50,55,There were no appreciable differences between the MESNA series and the conventional prophylaxis series with respect to either haematological or systemic toxicity of the cytostatic treatment.,6402369_7,0,-1,0,18827,0
18830,MESNA,6,7,34,39,"Our results support the view that MESNA, given orally in conjunction with combined cytostatic regimens which include IF, simplifies the treatment and provides optimum protection for the urinary epithelium.",6402369_8,0,-1,0,18830,0
18833,MESNA,3,4,21,26,Protection with oral MESNA is particularly suitable for outpatients.,6402369_9,0,-1,0,18833,0
18835,carbamazepine,10,11,65,78,"Myoclonic, atonic, and absence seizures following institution of carbamazepine therapy in children.",6415512_0,0,-1,0,18835,0
18837,carbamazepine,11,12,48,61,"Five children, aged 3 to 11 years, treated with carbamazepine for epilepsy, had an acute aberrant reaction characterized by the onset of myoclonic, atypical absence and/or atonic (minor motor) seizures within a few days.",6415512_1,0,-1,0,18837,0
18840,carbamazepine,2,3,9,22,"When the carbamazepine was discontinued, two of the children returned to their former state very quickly, two had the minor motor seizures resolve in 3 and 6 months, and one had the seizures persist.",6415512_2,0,-1,0,18840,0
18847,picrotoxin,26,27,159,169,"To investigate the relationship of prostaglandins (PGs) to seizure induction, the effects of six PG synthetase inhibitors on convulsions induced by flurothyl, picrotoxin, pentetrazol (PTZ), electroshock or bicuculline were evaluated.",6433367_1,0,-1,0,18847,0
18850,bicuculline,35,36,206,217,"To investigate the relationship of prostaglandins (PGs) to seizure induction, the effects of six PG synthetase inhibitors on convulsions induced by flurothyl, picrotoxin, pentetrazol (PTZ), electroshock or bicuculline were evaluated.",6433367_1,0,-1,0,18850,0
18857,picrotoxin,25,26,153,163,"Ibuprofen, sulindac, mefenamic acid, and low dose meclofenamic acid increased the latency-to-onset in the flurothyl and/or PTZ models; the electroshock, picrotoxin and bicuculline models were not significantly affected by any of the pretreatment agents.",6433367_2,0,-1,0,18857,0
18858,bicuculline,27,28,168,179,"Ibuprofen, sulindac, mefenamic acid, and low dose meclofenamic acid increased the latency-to-onset in the flurothyl and/or PTZ models; the electroshock, picrotoxin and bicuculline models were not significantly affected by any of the pretreatment agents.",6433367_2,0,-1,0,18858,0
18887,creatinine,21,22,138,148,"Captopril had little or no demonstrable effects on serum electrolyte concentrations, excretion of urine, sodium and potassium, endogenous creatinine clearance, body weight, and food and water consumption.",6454943_5,0,-1,0,18887,0
18892,glycopyrrolate,0,1,0,14,glycopyrrolate and atropine in the prevention of bradycardia and arrhythmias following repeated doses of suxamethonium in children.,6466532_1,0,-1,0,18892,0
18893,suxamethonium,14,15,105,118,glycopyrrolate and atropine in the prevention of bradycardia and arrhythmias following repeated doses of suxamethonium in children.,6466532_1,0,-1,0,18893,0
18894,glycopyrrolate,5,6,39,53,The effectiveness of administration of glycopyrrolate 5 and 10 micrograms kg-1 and atropine 10 and 20 micrograms kg-1 i.v.,6466532_2,0,-1,0,18894,0
18897,suxamethonium,16,17,115,128,"immediately before the induction of anaesthesia, to prevent arrhythmia and bradycardia following repeated doses of suxamethonium in children, was studied.",6466532_3,0,-1,0,18897,0
18899,glycopyrrolate,13,14,73,87,A control group was included for comparison with the lower dose range of glycopyrrolate and atropine.,6466532_4,0,-1,0,18899,0
18905,glycopyrrolate,5,6,30,44,"It is recommended that either glycopyrrolate 10 micrograms kg-1 or atropine 20 micrograms kg-1 i.v. should immediately precede induction of anaesthesia, in children, if the repeated administration of suxamethonium is anticipated.",6466532_7,0,-1,0,18905,0
18908,suxamethonium,31,32,200,213,"It is recommended that either glycopyrrolate 10 micrograms kg-1 or atropine 20 micrograms kg-1 i.v. should immediately precede induction of anaesthesia, in children, if the repeated administration of suxamethonium is anticipated.",6466532_7,0,-1,0,18908,0
18956,polyethylene glycol 400,2,5,10,33,Effect of polyethylene glycol 400 on adriamycin toxicity in mice.,6538499_0,0,-1,0,18956,0
18962,adriamycin,28,29,138,148,"The effect of a widely used organic solvent, polyethylene glycol 400 (PEG 400), on the toxic action of an acute or chronic treatment with adriamycin (ADR) was evaluated in mice.",6538499_1,0,-1,0,18962,0
19014,sodium citrate,19,21,133,147,"Renografin contains the chelating agents sodium citrate and disodium edetate, while Hypaque contains calcium disodium edetate and no sodium citrate.",663266_2,0,-1,0,19014,0
19058,adriamycin,2,3,15,25,Early adjuvant adriamycin in superficial bladder carcinoma.,6640832_0,0,-1,0,19058,0
19060,Adriamycin,0,1,0,10,Adriamycin (50 mg/50 ml) was administered intravesically within 24 h after transurethral resection of TA-T1 (O-A) bladder tumors.,6640832_2,0,-1,0,19060,0
19070,Adriamycin,4,5,25,35,"The beneficial effect of Adriamycin appears obvious and might be related to the drug itself, the early and repeated instillations after TUR, or both.",6640832_13,0,-1,0,19070,0
19182,metoclopramide,7,8,39,53,A case of tardive dyskinesia caused by metoclopramide.,6727060_0,0,-1,0,19182,0
19183,metoclopramide,21,22,123,137,"Abnormal involuntary movements appeared in the mouth, tongue, neck and abdomen of a 64-year-old male patient after he took metoclopramide for gastrointestinal disorder in a regimen of 30 mg per day for a total of about 260 days.",6727060_1,0,-1,0,19183,0
19185,metoclopramide,2,3,9,23,"When the metoclopramide administration was discontinued, the abnormal movements gradually improved to a considerable extent.",6727060_3,0,-1,0,19185,0
19200,aminoglycosides,2,3,10,25,All three aminoglycosides decreased GFR and increased urinary excretion of sodium and potassium.,6728084_6,0,-1,0,19200,0
19234,"1,3-bis-(2-chloroethyl)-1-nitrosourea",9,10,49,86,"Because of the rapid systemic clearance of BCNU (1,3-bis-(2-chloroethyl)-1-nitrosourea), intra-arterial administration should provide a substantial advantage over intravenous administration for the treatment of malignant gliomas.",6747681_1,0,-1,0,19234,0
19260,adriamycin,6,7,49,59,Cardiotoxic and possible leukemogenic effects of adriamycin in nonhuman primates.10 monkeys (macaques) received adriamycin by monthly intravenous injections at 12 mg/m2 (1 mg/kg).,6769133_0,0,-1,0,19260,0
19262,adriamycin,15,16,112,122,Cardiotoxic and possible leukemogenic effects of adriamycin in nonhuman primates.10 monkeys (macaques) received adriamycin by monthly intravenous injections at 12 mg/m2 (1 mg/kg).,6769133_0,0,-1,0,19262,0
19265,adriamycin,13,14,80,90,8 of the 10 monkeys developed congestive heart failure at an average cumulative adriamycin dose (310 mg/m2) well below that considered the safe upper limit (550 mg/m2) in man.,6769133_1,0,-1,0,19265,0
19269,adriamycin,14,15,87,97,1 of the 10 monkeys developed acute myeloblastic leukemia after receiving 324 mg/m2 of adriamycin; the 10th monkey is alive and well 26 months after the last dose of drug.,6769133_3,0,-1,0,19269,0
19318,cycloheximide,132,133,800,813,"The effect of aniracetam (Ro 13-5057, 1-anisoyl-2-pyrrolidinone) was studied on various forms of experimentally impaired cognitive functions (learning and memory) in rodents and produced the following effects: (1) almost complete prevention of the incapacity to learn a discrete escape response in rats exposed to sublethal hypercapnia immediately before the acquisition session; (2) partial (rats) or complete (mice) prevention of the scopolamine-induced short-term amnesia for a passive avoidance task; (3) complete protection against amnesia for a passive avoidance task in rats submitted to electroconvulsive shock immediately after avoidance acquisition; (4) prevention of the long-term retention- or retrieval-deficit for a passive avoidance task induced in rats and mice by chloramphenicol or cycloheximide administered immediately after acquisition; (5) reversal, when administered as late as 1 h before the retention test, of the deficit in retention or retrieval of a passive avoidance task induced by cycloheximide injected 2 days previously; (6) prevention of the deficit in the retrieval of an active avoidance task induced in mice by subconvulsant electroshock or hypercapnia applied immediately before retrieval testing (24 h after acquisition).",6817363_1,0,-1,0,19318,0
19320,cycloheximide,169,170,1012,1025,"The effect of aniracetam (Ro 13-5057, 1-anisoyl-2-pyrrolidinone) was studied on various forms of experimentally impaired cognitive functions (learning and memory) in rodents and produced the following effects: (1) almost complete prevention of the incapacity to learn a discrete escape response in rats exposed to sublethal hypercapnia immediately before the acquisition session; (2) partial (rats) or complete (mice) prevention of the scopolamine-induced short-term amnesia for a passive avoidance task; (3) complete protection against amnesia for a passive avoidance task in rats submitted to electroconvulsive shock immediately after avoidance acquisition; (4) prevention of the long-term retention- or retrieval-deficit for a passive avoidance task induced in rats and mice by chloramphenicol or cycloheximide administered immediately after acquisition; (5) reversal, when administered as late as 1 h before the retention test, of the deficit in retention or retrieval of a passive avoidance task induced by cycloheximide injected 2 days previously; (6) prevention of the deficit in the retrieval of an active avoidance task induced in mice by subconvulsant electroshock or hypercapnia applied immediately before retrieval testing (24 h after acquisition).",6817363_1,0,-1,0,19320,0
19382,carbachol,10,11,68,77,Effect of calcium chloride on gross behavioural changes produced by carbachol and eserine in cats.,6892185_0,0,-1,0,19382,0
19387,carbachol,49,50,292,301,"The effect of calcium chloride injected into the cerebral ventricles of group-housed unanaesthetized cats upon vocalization (rage, hissing and snarling), fighting (attack with paws and claws, defense with paws and claws and biting), mydriasis, tremor and clonic-tonic convulsions produced by carbachol and eserine injected similarly was investigated.",6892185_1,0,-1,0,19387,0
19390,carbachol,13,14,95,104,Calcium chloride depressed or almost completely abolished the vocalization and fighting due to carbachol and eserine.,6892185_2,0,-1,0,19390,0
19392,carbachol,13,14,76,85,"On the other hand, mydriasis, tremor and clonic-tonic convulsions evoked by carbachol and eserine were not significantly changed by calcium chloride.",6892185_3,0,-1,0,19392,0
19397,carbachol,28,29,180,189,"It is apparent that calcium chloride can ""dissociate"" vocalization and fighting from autonomic and motor phenomena such as mydriasis, tremor and clonic-tonic convulsions caused by carbachol and eserine.",6892185_4,0,-1,0,19397,0
19400,carbachol,9,10,69,78,Calcium chloride inhibited the vocalization and fighting produced by carbachol and eserine most probably by a nonspecific stabilizing action on central muscarinic cholinoceptive sites.,6892185_5,0,-1,0,19400,0
19462,creatinine,35,36,214,224,In 35 patients (ages 20 to 86 yr) receiving cimetidine therapeutically two serum samples and all urine formed in the interim were collected for analysis of cimetidine by high-pressure liquid chromatography and for creatinine.,7053303_1,0,-1,0,19462,0
19463,creatinine,6,7,37,47,"The ratio of cimetidine clearance to creatinine clearance (Rc) averaged 4.8 +/- 2.0, indicating net tubular secretion for cimetidine.",7053303_4,0,-1,0,19463,0
19563,thiopentone,3,4,24,35,Midazolam compared with thiopentone as an induction agent.,7102237_0,0,-1,0,19563,0
19566,thiopentone,35,36,196,207,"In patients premedicated with scopolamine + morphine (+5 mg nitrazepam the evening before surgery), the sleep-inducing effect of midazolam 0.15 mg/kg i.v. was clearly slower in onset than that of thiopentone 4.67 mg/kg i.v.",7102237_1,0,-1,0,19566,0
19569,thiopentone,9,10,52,63,"On the whole, the differences between midazolam and thiopentone had no apparent clinical consequences.",7102237_3,0,-1,0,19569,0
19587,bupivacaine,13,14,62,73,"The CD50 and LD50, respectively, were 57.7 and 58.7 mg/kg for bupivacaine, 111.0 and 133.1 mg/kg for lidocaine, and 243.4 and 266.5 mg/kg for chloroprocaine.",7189975_2,0,-1,0,19587,0
19590,bupivacaine,4,5,30,41,"When given intraperitoneally, bupivacaine thus was only about twice as toxic as lidocaine and four times as toxic as chloroprocaine.",7189975_3,0,-1,0,19590,0
19616,bupivacaine,8,9,74,85,"Neurologic effects of subarachnoid administration of 2-chloroprocaine-CE, bupivacaine, and low pH normal saline in dogs.",7199841_0,0,-1,0,19616,0
19627,bupivacaine,6,7,34,45,"None of the animals that received bupivacaine, normal saline, or normal saline titrated to a pH 3.0 developed hind-limb paralysis.",7199841_5,0,-1,0,19627,0
19634,bupivacaine,8,9,46,57,"The spinal cords of the animals that received bupivacaine, low pH normal saline (pH 3.0), or normal saline did not show abnormal findings.",7199841_7,0,-1,0,19634,0
19643,procainamide,17,18,117,129,"In four patients, polymorphous ventricular tachycardia appeared after intravenous administration of 200 to 400 mg of procainamide for the treatment of sustained ventricular tachycardia.",7234705_2,0,-1,0,19643,0
19645,procainamide,6,7,33,45,"In the remaining three patients, procainamide was administered orally for treatment of chronic premature ventricular contractions or atrial flutter.",7234705_3,0,-1,0,19645,0
19653,procainamide,16,17,100,112,"In the seventh patient, a permanent ventricular pacemaker was inserted and, despite continuation of procainamide therapy, polymorphous ventricular tachycardia did not reoccur.",7234705_7,0,-1,0,19653,0
19655,procainamide,5,6,35,47,These seven cases demonstrate that procainamide can produce an acquired prolonged Q-T syndrome with polymorphous ventricular tachycardia.,7234705_8,0,-1,0,19655,0
19696,busulfan,7,8,33,41,"In view of the known tendency of busulfan to induce cellular atypia and carcinoma in other sites, periodic urinary cytology is suggested in patients on long-term therapy.",7269015_4,0,-1,0,19696,0
19703,Adriamycin,15,16,75,85,The cardiomyopathy (CM) produced by the anticancer drug doxorubicin (DXR) (Adriamycin) provides a unique opportunity to analyze dose-effect and structure-function relationships during development of myocardial disease.,7282516_1,0,-1,0,19703,0
19746,sodium nitroprusside,3,5,27,47,Rebound hypertensive after sodium nitroprusside prevented by saralasin in rats.,7352670_0,0,-1,0,19746,0
19747,saralasin,7,8,61,70,Rebound hypertensive after sodium nitroprusside prevented by saralasin in rats.,7352670_0,0,-1,0,19747,0
19750,sodium nitroprusside,18,20,111,131,The role of the renin--angiotensin system in the maintenance of blood pressure during halothane anesthesia and sodium nitroprusside (SNP)-induced hypotension was evaluated.,7352670_1,0,-1,0,19750,0
19753,saralasin,17,18,89,98,"A second group of rats was treated identically and, in addition, received an infusion of saralasin (a competitive inhibitor of angiotensin II) throughout the experimental period.",7352670_3,0,-1,0,19753,0
19766,saralasin,30,31,191,200,"This study indicates that with stable halothane anesthesia, the partial recovery of blood pressure during SNP infusion and the post-SNP rebound of blood pressure can be completely blocked by saralasin.",7352670_7,0,-1,0,19766,0
19793,aminoglycoside,8,9,50,64,Nearly 3.2 million people in this country receive aminoglycoside antibiotics annually.,7420681_2,0,-1,0,19793,0
19819,adriamycin,4,5,27,37,The cardiotoxic effects of adriamycin were studied in mammalian myocardial cells in culture as a model system.,7423039_1,0,-1,0,19819,0
19822,Adriamycin,0,1,0,10,Adriamycin inhibited cell growth and the rhythmic contractions characteristic of myocardial cells in culture.,7423039_2,0,-1,0,19822,0
19841,Creatinine,0,1,0,10,"Creatinine clearance, maximum urinary osmolality and 24 hour urine volume have been tested in 50 affectively ill patients who have been on long-term lithium for more than one year.",7437994_3,0,-1,0,19841,0
19858,adriamycin,11,12,65,75,Cardiac toxicity is a major complication which limits the use of adriamycin as a chemotherapeutic agent.,7449470_1,0,-1,0,19858,0
19865,amiloride,7,8,71,80,Attenuation of the lithium-induced diabetes-insipidus-like syndrome by amiloride in rats.,7453952_0,0,-1,0,19865,0
19866,amiloride,3,4,14,23,"The effect of amiloride on lithium-induced polydipsia and polyuria and on the lithium concentration in the plasma, brain, kidney, thyroid and red blood cells was investigated in rats, chronically treated with LiCl.",7453952_1,0,-1,0,19866,0
19870,Amiloride,0,1,0,9,Amiloride reduced the drinking and urine volume of rats in an acute (6 or 12 h) and a subacute (3 days) experiment.,7453952_2,0,-1,0,19870,0
19872,amiloride,6,7,32,41,"6 h after the administration of amiloride, a reduction was observed in the lithium content of the renal medulla but not in the other organs studied.",7453952_3,0,-1,0,19872,0
19877,amiloride,13,14,99,108,"In all the experiments, the attenuation of the lithium-induced diabetes-insipidus-like syndrome by amiloride was accompanied by a reduction of the ratio between the lithium concentration in the renal medulla and its levels in the blood and an elevation in the plasma potassium level.",7453952_6,0,-1,0,19877,0
19879,amiloride,5,6,27,36,It is concluded that acute amiloride administration to lithium-treated patients suffering from polydipsia and polyuria might relieve these patients but prolonged amiloride supplementation would result in elevated lithium levels and might be hazardous.,7453952_7,0,-1,0,19879,0
19881,amiloride,21,22,162,171,It is concluded that acute amiloride administration to lithium-treated patients suffering from polydipsia and polyuria might relieve these patients but prolonged amiloride supplementation would result in elevated lithium levels and might be hazardous.,7453952_7,0,-1,0,19881,0
19887,terbutaline,11,12,83,94,Severe cardiovascular complications occurred in eight of 160 patients treated with terbutaline for preterm labor.,7468724_1,0,-1,0,19887,0
19893,carbimazole,14,15,101,112,Toxic hepatitis induced by antithyroid drugs: four cases including one with cross-reactivity between carbimazole and benzylthiouracil.,7504976_0,0,-1,0,19893,0
19902,carbimazole,8,9,52,63,Two patients had a cholestatic hepatitis induced by carbimazole (N  omercazole).,7504976_4,0,-1,0,19902,0
19905,carbimazole,12,13,71,82,Two others had a mixed (cholestatic and cytolytic) hepatitis following carbimazole.,7504976_5,0,-1,0,19905,0
19907,carbimazole,22,23,135,146,One of the latter two patients further experienced a cytolytic hepatitis which appeared after Benzylthiouracil (Basd  ne) had replaced carbimazole.,7504976_6,0,-1,0,19907,0
19973,rapamycin,23,24,111,120,"Cyclosporin A (CsA; 50 mg/kg) and Fujimycine (FK506; 5 mg/kg), but not the related macrolide immunosuppressant rapamycin (5 mg/kg), caused a reduction of glomerular filtration rate, degenerative changes of proximal tubular epithelium, and hypertrophy of the juxtaglomerular apparatus in male Wistar rats when given for 10 days.",7542793_1,0,-1,0,19973,0
19990,rapamycin,27,28,166,175,"In the kidney, high levels of immunoreactive and enzymatically active calcineurin were found which were inhibited by the immunosuppressants CsA and FK506, but not by rapamycin.",7542793_4,0,-1,0,19990,0
19994,rapamycin,17,18,112,121,"Finally, specific immunophilin-drug-calcineurin complexes formed only in the presence of CsA and FK506, but not rapamycin.",7542793_5,0,-1,0,19994,0
20001,carboplatin,6,7,33,44,Acute renal failure in high dose carboplatin chemotherapy.,7565311_0,0,-1,0,20001,0
20002,Carboplatin,0,1,0,11,Carboplatin has been reported to cause acute renal failure when administered in high doses to adult patients.,7565311_1,0,-1,0,20002,0
20006,carboplatin,11,12,63,74,We report a 4 1/2-year-old girl who was treated with high-dose carboplatin for metastatic parameningeal embryonal rhabdomyosarcoma.,7565311_2,0,-1,0,20006,0
20019,paramethasone,10,11,47,60,"In the two patients, skin and ELISA tests with paramethasone were negative, as was the prick test with each of its excipients.",7582165_5,0,-1,0,20019,0
20027,paramethasone,4,5,27,40,These results suggest that paramethasone caused pseudoallergic reactions in our patients.,7582165_8,0,-1,0,20027,0
20029,paramethasone,3,4,31,44,"Corticosteroids different from paramethasone also produced hypersensitivity reactions in these patients; however, a few of them were tolerated.",7582165_9,0,-1,0,20029,0
20032,paramethasone,14,15,73,86,"To our knowledge, this is the first report of a pseudo-allergy caused by paramethasone.",7582165_11,0,-1,0,20032,0
20103,etoposide,11,12,84,93,"The occurrence of a myocardial infarction is reported after chemotherapy containing etoposide, in a man with no risk factors for coronary heart disease.",7619765_1,0,-1,0,20103,0
20108,folinic acid,8,10,37,49,Study of the role of vitamin B12 and folinic acid supplementation in preventing hematologic toxicity of zidovudine.,7628595_0,0,-1,0,20108,0
20111,folinic acid,15,17,86,98,"A prospective, randomized study was conducted to evaluate the role of vitamin B12 and folinic acid supplementation in preventing zidovudine (ZDV)-induced bone marrow suppression.",7628595_1,0,-1,0,20111,0
20117,folinic acid,37,39,198,210,"Seventy-five human immunodeficiency virus (HIV)-infected patients with CD4+ cell counts < 500/mm3 were randomized to receive either ZDV (500 mg daily) alone (group I, n = 38) or in combination with folinic acid (15 mg daily) and intramascular vitamin B12 (1000 micrograms monthly) (group II, n = 37).",7628595_2,0,-1,0,20117,0
20132,folinic acid,3,5,16,28,"Vitamin B12 and folinic acid supplementation of ZDV therapy does not seem useful in preventing or reducing ZDV-induced myelotoxicity in the overall treated population, although a beneficial effect in certain subgroups of patients cannot be excluded.",7628595_8,0,-1,0,20132,0
20220,malondialdehyde,4,5,26,41,"Time dependence of plasma malondialdehyde, oxypurines, and nucleosides during incomplete cerebral ischemia in the rat.",7710775_0,0,-1,0,20220,0
