,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_chemicals_distsv,lf_disease_distsv,label,orig_index,olabel
2588,aplastic anemia,7,9,67,82,Antithymocyte globulin in the treatment of D-penicillamine-induced aplastic anemia.,12041669_0,-1,1,1,2588,1
15623,fluvoxamine,6,7,36,47,It seems that combined treatment of fluvoxamine with phenothiazines may possess proconvulsive activity.,8473723_2,-1,-1,0,15623,-1
3660,Flumazenil,1,2,4,14,"The Flumazenil in Intravenous Conscious Sedation with Diazepam Multicenter Study Group II.The efficacy and safety of a new benzodiazepine antagonist, flumazenil, were assessed in a double-blind multicenter study.",1286498_1,-1,-1,0,3660,-1
280,propofol,4,5,28,36,The haemodynamic effects of propofol in combination with ephedrine in elderly patients (ASA groups 3 and 4).The marked vasodilator and negative inotropic effects of propofol are disadvantages in frail elderly patients.,10520387_0,0,-1,0,280,0
16158,ethinyl estradiol,22,24,134,151,"Control rats were found to have a lower capacity to transport deoxycholic acid than taurodeoxycholic acid, and both were decreased by ethinyl estradiol treatment.",873132_2,-1,-1,0,16158,-1
5017,pseudolithiasis,24,25,152,167,"Clinical and experimental studies also suggest that situations causing gallbladder dysfunction, such as fasting, may have a role for the development of pseudolithiasis.",15737522_2,-1,1,1,5017,1
4896,spironolactone,14,15,82,96,METHODS: We performed a case control study of heart failure patients treated with spironolactone in our clinical practice.,15632880_4,0,-1,0,4896,0
720,uveitis,17,18,87,94,"Although 61% of patients had a noncontributory ocular history on entry, 42% had active uveitis on entry.",1079693_5,-1,-1,1,720,-1
14987,oxcarbazepine,7,8,51,64,"Carbamazepine was switched to its 10-keto analogue oxcarbazepine among six difficult-to-treat schizophrenic or organic psychotic patients using concomitantly haloperidol, chlorpromazine or clozapine.",7862923_2,-1,-1,0,14987,-1
11499,hypotension,9,10,67,78,A randomized comparison of labetalol and nitroprusside for induced hypotension.,2696505_0,-1,1,1,11499,1
17382,breast cancer,24,26,123,136,"Cases of endometrial cancer diagnosed after breast cancer (n = 135) and 467 controls matched for age, year of diagnosis of breast cancer and hospital and survival time with an intact uterus were included.",9579567_3,-1,1,1,17382,1
10962,aminophylline,24,25,181,194,"These experiments suggest that although many factors may contribute to the increased incidence of ventricular arrhythmias in respiratory failure, pharmacologic agents, particularly aminophylline, may play a significant role.",234669_7,0,-1,0,10962,0
9540,cognitive dysfunction,18,20,115,136,BACKGROUND: Hypotension and a resultant decrease in cerebral blood flow have been implicated in the development of cognitive dysfunction.,19923525_1,-1,-1,1,9540,-1
1067,coronary spasm,14,16,78,92,The aim of the present study is to examine whether myocardial ischemia due to coronary spasm is induced by dobutamine.,11078231_3,-1,1,1,1067,1
3427,ICH,1,2,3,6,"In ICH induction using 0.014-unit collagenase, heparin enhanced the hematoma volume 3.4-fold over that seen in control ICH animals and the bleeding 7.6-fold.",12716030_5,-1,-1,1,3427,-1
16608,venlafaxine,7,8,62,73,"Based on nonoverdose pharmacokinetics and pharmacodynamics of venlafaxine and the potential risks of available interventions, no emergent therapy was instituted.",9034419_6,0,-1,0,16608,0
16288,tramadol,21,22,152,160,Fifty-six days after initiation of the treatment the patient presented hallucinations that only stopped after the withdrawal of psycho-active drugs and tramadol.,8766220_3,-1,-1,0,16288,-1
1082,coronary artery disease,6,9,34,57,"When DSE is performed to evaluate coronary artery disease, not only fixed coronary stenosis, but also coronary spasm should be considered as a genesis of asynergy.",11078231_11,-1,-1,1,1082,-1
13483,myocardial infarction,10,12,62,83,"The effect of long-term timolol treatment on heart size after myocardial infarction was evaluated by X-ray in a double-blind study including 241 patients (placebo 126, timolol 115).",6229975_1,-1,-1,1,13483,-1
2336,cardiotoxicity,7,8,41,55,"Thus, PARP activation contributes to the cardiotoxicity of DOX.",11861791_10,-1,1,1,2336,1
5342,baclofen,6,7,49,57,Discontinuation of azithromycin and therapy with baclofen finally resolved hiccups.,15985056_4,-1,-1,0,5342,-1
4134,bleeding,1,2,4,12,The bleeding ceased completely by the end of treatment and the patient remained free of hematuria thereafter.,1468485_4,-1,1,1,4134,1
16447,paralysis,12,13,88,97,This patient survived without sequelae due to the aggressive sedation and neuromuscular paralysis.,8888541_14,-1,1,1,16447,1
924,psychiatric,18,19,129,140,"The main side effects of subcutaneous apomorphine treatment are related to cutaneous tolerability problems, whereas sedation and psychiatric complications play a lesser role.",11009181_7,-1,1,1,924,1
6249,haloperidol,4,5,25,36,"Catalepsy was induced by haloperidol (2 mg/kg p.o.), while apomorphine (1.5 mg/kg s.c.) and amphetamine (2 mg/kg s.c.) were used for studying climbing behavior and locomotor activities, respectively.",16867021_3,0,-1,0,6249,0
7040,methylprednisolone,5,6,35,53,"CONCLUSIONS: The administration of methylprednisolone and gentamicin in the posterior sub-Tenon's space was related to a high incidence of side effects including nausea, vomiting, and headache.",17466854_8,0,-1,0,7040,0
133,lignocaine,10,11,66,76,Cauda equina syndrome after spinal anaesthesia with hyperbaric 5% lignocaine: a review of six cases of cauda equina syndrome reported to the Swedish Pharmaceutical Insurance 1993-1997.Six cases of cauda equina syndrome with varying severity were reported to the Swedish Pharmaceutical Insurance during the period 1993-1997.,10225068_0,0,-1,0,133,0
2754,metoclopramide,3,4,21,35,The patient received metoclopramide 10 mg i.v.,12139551_2,0,-1,0,2754,0
10070,cocaine,8,9,56,63,Brainstem dysgenesis in an infant prenatally exposed to cocaine.,20304337_0,0,-1,0,10070,0
14742,hypercalcemia,11,12,73,86,"Dose-limiting toxicities in six of nine patients at 200 mg/m2/d included hypercalcemia (n = 3), rash (n = 2), and anemia/thrombocytopenia/emesis/rash (n = 1).",7707116_8,-1,1,1,14742,1
11784,hypokalaemia,9,10,61,73,"To investigate the initial potassium loss and development of hypokalaemia during the administration of an oral diuretic, metabolic balance studies were performed in ten patients with essential hypertension who had shown hypokalaemia under prior oral diuretic treatment.",28952_1,-1,-1,1,11784,-1
12788,hypertensive coronary disease,6,9,40,69,"Diuretics, potassium and arrhythmias in hypertensive coronary disease.",3732088_0,-1,-1,1,12788,-1
8374,HIT,9,10,46,49,"CONCLUSIONS: In our series, the occurrence of HIT after liver transplantation was uncommon.",18589141_15,-1,-1,1,8374,-1
13354,MK-212,12,13,55,61,"In doses of 3-10 mg/kg, the serotonin receptor agonist MK-212 caused a dose-dependent blockade of the response of muscimol.",6118280_5,-1,-1,2,13354,-1
521,vitamin D,22,24,131,140,"Because Warfarin treatment had no effect on the elevation in serum calcium produced by vitamin D, the synergy between Warfarin and vitamin D is probably best explained by the hypothesis that Warfarin inhibits the activity of matrix Gla protein as a calcification inhibitor.",10669626_13,-1,-1,0,521,-1
6747,hyperCKaemia,7,8,45,57,Statins can cause a necrotizing myopathy and hyperCKaemia which is reversible on cessation of the drug.,17241784_1,-1,-1,1,6747,-1
9716,critically ill,7,9,39,53,"In the following report, a 65-year-old critically ill patient with a suspected history of HITT was administered argatroban for anticoagulation on bypass during heart transplantation.",20003049_2,-1,-1,1,9716,-1
17554,tamoxifen,16,17,93,102,"METHODS: In October, 1992, we started a double-blind placebo-controlled, randomised trial of tamoxifen in women (mainly in Italy) who did not have breast cancer and who had had a hysterectomy.",9672273_4,0,-1,0,17554,0
3944,amphetamine,17,18,106,117,Depletion of dopamine in the striatum was also antagonized when LY274614 was given after the injection of amphetamine; LY274614 protected when given up to 4 hr after but not when given 8 or 24 hr after amphetamine.,1436384_7,0,-1,0,3944,0
8044,neurodegeneration,22,23,130,147,"9 (2006), 917] recently identified the microglial-specific fractalkine receptor (CX3CR1) as an important mediator of MPTP-induced neurodegeneration of DA neurons.",18410508_3,-1,-1,1,8044,-1
9526,tacrolimus,8,9,63,73,Herein we describe transient myocardial hypertrophy induced by tacrolimus after heart transplantation.,19917396_3,0,-1,0,9526,0
3963,hemolysis,12,13,90,99,"These observations, in conjunction with clinical and laboratory evidence of extravascular hemolysis, are consistent with drug-induced hemolytic anemia, possibly involving both drug-adsorption and autoantibody formation mechanisms.",1445986_5,-1,1,1,3963,1
612,isoproterenol,9,10,58,71,Neither cardiac vagal nor sympathetic tone was altered by isoproterenol pretreatment.,10721819_7,0,-1,0,612,0
16219,nicotine,25,26,143,151,"Compared with sham-operated controls, lesions significantly (p < 0.25) blunted the early (<60 min) free-field locomotor hypoactivity caused by nicotine (0.5 mg kg(-1), i.m.), enhanced the later (60-120 min) nicotine-induced hyperactivity, and raised spontaneous nocturnal activity.",8741744_2,0,-1,0,16219,0
8973,cancer,6,7,52,58,"Pathogenetic mechanisms of cardiac complications in cancer patients undergoing chemotherapy include coronary vasospasm, endothelial damage and consequent thrombus formation.",19300240_12,-1,1,1,8973,1
7101,delusional parasitosis,5,7,26,48,An extremely rare case of delusional parasitosis in a chronic hepatitis C patient during pegylated interferon alpha-2b and ribavirin treatment.,17511042_0,-1,-1,1,7101,-1
17556,tamoxifen,5,6,33,42,"Women were randomised to receive tamoxifen 20 mg per day or placebo, both orally for 5 years.",9672273_5,0,-1,0,17556,0
17113,testosterone,8,9,48,60,CONCLUSIONS: Low prevalences and effects of low testosterone and high prolactin in erectile dysfunction cannot justify their routine determination.,9334596_22,0,-1,0,17113,0
15302,parkinsonian,7,8,37,49,A group of four monkeys was rendered parkinsonian with the toxin MPTP.,8106150_1,-1,1,1,15302,1
11217,nitroglycerin,22,23,155,168,Source of pain and primitive dysfunction in migraine: an identical site?Twenty common migraine patients received a one sided frontotemporal application of nitroglycerin (10 patients) or placebo ointment (10 patients) in a double blind study.,2515254_0,0,-1,0,11217,0
9965,Metformin,0,1,0,9,Metformin also protected the kidney from histological damage 6 days after gentamicin administration.,20164825_6,-1,-1,0,9965,-1
15616,aplastic anemia,6,8,29,44,BMT was used to treat severe aplastic anemia which was caused by gold in one case and D-penicillamine in the other.,8441146_2,-1,1,1,15616,1
13560,caffeine,36,37,221,229,"Because salicylates have been reported to augment the stimulatory effects of caffeine on the CNS, attention was focused on the possibility that the presence of acetaminophen (52 micrograms/mL) reduced the CNS toxicity of caffeine.",6308277_2,0,-1,0,13560,0
6452,haloperidol,13,14,73,84,"Adverse events related to EPS occurred in 59.6% of patients treated with haloperidol (n = 99) monotherapy, whereas 26.5% of patients treated with lithium (n = 98) monotherapy experienced adverse events related to EPS.",17042884_8,0,-1,0,6452,0
3520,dexamethasone,4,5,32,45,IMPLICATIONS: Administration of dexamethasone before succinylcholine was not effective in decreasing the incidence or the severity of succinylcholine-induced postoperative myalgia.,12760988_10,0,-1,0,3520,0
16461,bladder cancer,2,4,28,42,Cyclophosphamide associated bladder cancer--a highly aggressive disease: analysis of 12 cases.,8911359_0,-1,1,1,16461,1
8014,Dexmedetomidine,2,3,12,27,CONCLUSION: Dexmedetomidine in high doses provides adequate sedation for pediatric MRI studies.,18363626_9,-1,-1,0,8014,-1
4558,bleeding,5,6,41,49,"The annual incidence of warfarin-related bleeding at Brigham and Women's Hospital increased from 0.97/1,000 patient admissions in the first time period (January 1995 to October 1998) to 1.19/1,000 patient admissions in the second time period (November 1998 to August 2002) of this study.",15276120_1,-1,1,1,4558,1
16381,valsartan,41,42,191,200,"The incidence of drug-related dependent edema was somewhat higher in the amlodipine group, particularly at a dose of 10 mg per day (2.4% for 80 mg valsartan; 3.6% for 5 mg amlodipine; 0% for valsartan plus 5 mg amlodipine; 14.3% for 10 mg amlodipine).",8841157_12,-1,-1,0,16381,-1
12701,oxygen,18,19,105,111,"Anaesthesia was maintained with an inspired isoflurane concentration of 0.75% (plus 67% nitrous oxide in oxygen), during which CBF and CMRO2 were 34.3 +/- 2.1 ml/100 g min-1 and 2.32 +/- 0.16 ml/100 g min-1 at PaCO2 4.1 +/- 0.1 kPa (mean +/- SEM).",3676049_3,0,-1,0,12701,0
10900,renal insufficiency,18,20,125,144,D-Penicillamine caused nephrotic syndrome in 1 patient and milder reversible proteinuria in 3 other patients; none developed renal insufficiency.,2334179_8,-1,-1,1,10900,-1
11155,5-FU,31,32,138,142,"However, asymptomatic ST changes (greater than or equal to 1 mm ST deviation) were common: six of 25 patients (24%) had ST changes before 5-FU infusion v 17 (68%) during 5-FU infusion (P less than .002).",2466960_5,-1,-1,2,11155,-1
9495,birth defects,7,9,62,75,"Sulfonamides and nitrofurantoins were associated with several birth defects, indicating a need for additional scrutiny.",19884587_10,-1,-1,1,9495,-1
3707,methamphetamine,27,28,150,165,"A single MPEP (5 mg/kg ip) injection reduced the basal extracellular dopamine level in the striatum, as well as dopamine release stimulated either by methamphetamine (10 mg/kg sc) or by intrastriatally administered veratridine (100 microM).",12907309_4,0,-1,0,3707,0
13639,dry mouth,15,17,88,97,"The overall incidence of side effects and the frequency and severity of blurred vision, dry mouth, and drowsiness were significantly less with dothiepin than with amitriptyline.",6386793_3,-1,1,1,13639,1
15344,paralysis,12,13,95,104,We studied 20 patients receiving long-term carbonic anhydrase inhibitor treatment for periodic paralysis and myotonia.,8170551_2,-1,1,1,15344,1
10914,tachyarrhythmias,7,8,37,53,There was also a higher incidence of tachyarrhythmias (P less than 0.05) and ventricular ectopic beats (P less than 0.05) in the morphine infusion group.,2334618_6,-1,-1,1,10914,-1
13353,serotonin,9,10,28,37,"In doses of 3-10 mg/kg, the serotonin receptor agonist MK-212 caused a dose-dependent blockade of the response of muscimol.",6118280_5,0,-1,0,13353,0
14039,postural hypotension,2,4,15,35,"Provocation of postural hypotension by nitroglycerin in diabetic autonomic neuropathy?The effect of nitroglycerin on heart rate and systolic blood pressure was compared in 5 normal subjects, 12 diabetic subjects without autonomic neuropathy, and 5 diabetic subjects with autonomic neuropathy.",6773726_0,-1,-1,1,14039,-1
16026,steroids,12,13,64,72,"We conclude that (1) short-term treatment with massive doses of steroids induced severe respiratory and limb muscle wasting; (2) both types of steroids induced predominantly type IIb atrophy, resulting in the expected alterations in diaphragm contractile properties; (3) neither steroid caused muscle necrosis; (4) type IIb atrophy was not caused by acute nutritional deprivation alone.",8665051_12,0,-1,0,16026,0
8422,proteinuria,19,20,135,146,Whether proteinuria was due to sirolimus or only a consequence of calcineurin inhibitors withdrawal remained unsolved until high range proteinuria has been observed during sirolimus therapy in islet transplantation and in patients who received sirolimus de novo.,18631865_3,-1,1,1,8422,1
16763,seizures,20,21,128,136,"Steroids with the 5 alpha,3 alpha- or 5 beta,3 alpha-configurations also produced a dose-dependent delay in the onset of limbic seizures induced by kainic acid (32 mg/kg, s.c.), but did not completely protect against the seizures.",9121607_5,-1,1,1,16763,1
6734,convulsive,11,12,85,95,"Earlier studies have demonstrated that antagonism of sigma1 receptors attenuates the convulsive, lethal, locomotor stimulatory and rewarding actions of cocaine in mice.",17241657_1,-1,1,1,6734,1
14036,adriamycin,14,15,87,97,1 of the 10 monkeys developed acute myeloblastic leukemia after receiving 324 mg/m2 of adriamycin; the 10th monkey is alive and well 26 months after the last dose of drug.,6769133_3,0,-1,0,14036,0
939,tropicamide,16,17,107,118,RESULTS: There was no significant difference between elderly and young volunteers in pupillary response to tropicamide at any time point (p > 0.05).,11022397_13,-1,-1,0,939,-1
14589,FK506,13,14,97,102,"Finally, specific immunophilin-drug-calcineurin complexes formed only in the presence of CsA and FK506, but not rapamycin.",7542793_5,-1,-1,2,14589,-1
1046,aphtous ulcers,19,21,91,105,"RAPA was discontinued in four patients, because of pneumonia in two, PTLD in one, and oral aphtous ulcers in one.",11063349_11,-1,-1,1,1046,-1
9138,secondary hyperalgesia,17,19,104,126,"However, it is not known that how pain intensity ratings are affected by attention in capsaicin-induced secondary hyperalgesia.",19387625_2,-1,1,1,9138,1
12225,locomotor hyperactivity,4,6,40,63,Receptor mechanisms of nicotine-induced locomotor hyperactivity in chronic nicotine-treated rats.,3220106_0,-1,1,1,12225,1
882,neuromuscular dysfunction,5,7,29,54,"Our results suggest that the neuromuscular dysfunction after prednisolone is dose-dependent, and derives primarily from muscle atrophy and derives less so from changes in AChR expression.",10910842_12,-1,-1,1,882,-1
15278,acute myocardial infarction,13,16,98,125,Reversal by phenylephrine of the beneficial effects of intravenous nitroglycerin in patients with acute myocardial infarction.,809711_0,-1,1,1,15278,1
15656,Cholesterol,17,18,89,100,"Depending on the dose, from 82% to 95% of lovastatin-treated women achieved the National Cholesterol Education Program goal of LDL cholesterol levels less than 4.14 mmol/L (160 mg/dL), and 40% to 87% achieved the goal of 3.36 mmol/L (130 mg/dL).",8480959_7,0,-1,0,15656,0
10936,phenytoin,8,9,55,64,All seizures were controlled with therapeutic doses of phenytoin.,2343592_3,0,-1,0,10936,0
4105,migraine headache,13,15,81,98,"In addition, both change and peak, showed significant positive correlations with migraine headache intensity (P<0.001).",14659530_7,-1,-1,1,4105,-1
3266,Nephrotoxicity,0,1,0,14,"Nephrotoxicity was assessed by measuring the concentrations of creatinine and urea in the plasma and reduced glutathione (GSH) in the kidney cortex, and by light microscopic examination of kidney sections.",12617329_3,-1,1,1,3266,1
5714,vasculitis,1,2,15,25,PTU-associated vasculitis in a girl with Turner Syndrome and Graves' disease.,16418614_0,-1,1,1,5714,1
17059,Parkinson's disease,5,8,29,48,"METHODS: Forty patients with Parkinson's disease underwent serial, detailed assessments both after drug withdrawal (""off"" period) and while taking their optimal medical regimens (""on"" period).",9321531_2,-1,-1,1,17059,-1
8881,Valproate,33,34,226,235,Complications were observed in two patients: one had a left homonymous hemianopsia after pallidotomy and another one developed left hemiballistic movements 3 days after subthalamotomy which partly improved within 1 month with Valproate 1000 mg/day.,19234905_10,-1,-1,0,8881,-1
5261,creatine,1,2,10,18,Exogenous creatine is used by athletes to theoretically improve exercise performance.,15899738_10,0,-1,0,5261,0
8219,metoprolol,31,32,199,209,"The two metabolic phenotypes, extensive (EM) and poor metabolizers (PM), show different stereoselective metabolism, resulting in apparently higher beta-1 adrenoceptor antagonistic potency of racemic metoprolol in EMs.",1848636_2,0,-1,0,8219,0
4082,posaconazole,8,9,69,81,His echocardiographic abnormalities and heart failure resolved after posaconazole was substituted for AmB. It is important to recognize the rare and potentially reversible toxicity of AmB.,14657095_2,-1,-1,0,4082,-1
11425,psychiatric,17,18,109,120,This was accounted for by a significant number of depressions occurring in methyl dopa treated patients with psychiatric histories.,26094_4,-1,1,1,11425,1
8782,sinusoidal obstruction syndrome,14,17,108,139,Graft-versus-host disease prophylaxis with everolimus and tacrolimus is associated with a high incidence of sinusoidal obstruction syndrome and microangiopathy: results of the EVTAC trial.,19135948_0,-1,-1,1,8782,-1
7678,myocardial infarction,17,19,105,126,CONCLUSION: This appears to be the first reported case documenting a possible association between CC and myocardial infarction.,18161408_10,-1,-1,1,7678,-1
9603,omeprazole,4,5,27,37,"After she discontinued the omeprazole, her hemoglobin and hematocrit gradually returned to normal.",1992636_7,0,-1,0,9603,0
137,lignocaine,6,7,26,36,The dose of hyperbaric 5% lignocaine administered ranged from 60 to 120 mg.,10225068_3,0,-1,0,137,0
10902,morphine,2,3,13,21,infusions of morphine and regional analgesia by extradural block.,2334618_1,0,-1,0,10902,0
746,subarachnoid hemorrhage,5,7,26,49,OBJECTIVE: The outcome of subarachnoid hemorrhage associated with cocaine abuse is reportedly poor.,10807237_1,-1,-1,1,746,-1
13674,urothelial toxicity,17,19,118,137,The protective effect of oral administration of the thiol compound sodium 2-mercaptoethane sulphonate (MESNA) against urothelial toxicity induced by ifosfamide (IF) was tested in a group of 45 patients with inoperable lung cancer under treatment with IF (2250 mg/m2 on days 2-5) as part of a polychemotherapy regimen repeated in a 4-week cycle.,6402369_1,-1,-1,1,13674,-1
11383,5-AzC,31,32,216,221,"Administration of [3H]-5-azadeoxycytidine during the repair synthesis induced by 1,2-DMH further showed that 0.019 mol % of cytosine residues in DNA were substituted by the analogue, indicating that incorporation of 5-AzC occurs during repair synthesis.",2578334_4,-1,-1,2,11383,-1
982,confusion,16,17,78,87,"Pain intensity on a 0 to 10 numerical scale; nausea and vomiting, drowsiness, confusion, and dry mouth, using a scale from 0 to 3 (not at all, slight, a lot, awful); Mini-Mental State Examination (MMSE) (0-30); and arterial pressure were recorded before administration of drugs (T0) and after 30 minutes (T30), 60 minutes (T60), 120 minutes (T120), and 180 minutes (T180).",11027905_4,-1,1,1,982,1
15928,NSCLC,9,10,35,40,Most patients (72.4%) had stage IV NSCLC.,8643966_6,-1,-1,1,15928,-1
14092,noradrenaline,7,8,55,68,Blood pressure response to chronic low-dose intrarenal noradrenaline infusion in conscious rats.,6861444_0,0,-1,0,14092,0
481,calcification,21,22,135,148,Treatment for 2 weeks with Warfarin caused massive focal calcification of the artery media in 20-day-old rats and less extensive focal calcification in 42-day-old rats.,10669626_2,-1,1,1,481,1
15158,angioedema,1,2,4,14,The angioedema resolved after therapy with intravenous steroids and diphenhydramine hydrochloride.,7988234_7,-1,1,1,15158,1
3512,myalgia,22,23,140,147,"Incidence and severity of myalgia did not differ significantly between the two groups: 15 patients in the dexamethasone group complained of myalgia compared with 18 patients in the saline group, and severe myalgia was reported by five patients and three patients, respectively (not significant).",12760988_5,-1,1,1,3512,1
5567,dyspnoea,21,22,146,154,"A 27-year old African woman with history of regular chloroquine ingestion presented with progressive deterioration of vision, easy fatiguability, dyspnoea, dizziness progressing to syncopal attacks.",1628552_1,-1,-1,1,5567,-1
9467,birth defects,11,13,86,99,OBJECTIVE: To estimate the association between antibacterial medications and selected birth defects.,19884587_1,-1,-1,1,9467,-1
5578,nitric oxide,1,3,4,16,"The nitric oxide (NO) inhibitor nitro-L-arginine methyl ester (L-NAME) may act as an otoprotectant against high-frequency hearing loss caused by gentamicin, but further studies are needed to confirm this.",16298782_1,-1,-1,0,5578,-1
1438,cyclophosphamide,9,10,65,81,Haemorrhagic myocarditis is a rare but important complication of cyclophosphamide therapy.,11271907_1,0,-1,0,1438,0
5316,pneumonitis,18,19,122,133,"Amiodarone is an effective antiarrhythmic agent whose utility is limited by many side-effects, the most problematic being pneumonitis.",1595783_1,-1,-1,1,5316,-1
15067,zidovudine,17,18,96,106,"For patients with prior zidovudine therapy, the mean change in CD4 cells in the combination and zidovudine groups was 63.7 cells/mm3 and 4.9 cells/mm3 at week 8 and 6.8 cells/mm3 and -45.1 cells/mm3 at week 16, respectively.",7905523_6,0,-1,0,15067,0
11184,Amantadine,0,1,0,10,Amantadine treatment produced a biphasic effect on mouse motility.,2484011_3,0,-1,0,11184,0
4526,tinnitus,2,3,13,21,Treatment of tinnitus by intratympanic instillation of lignocaine (lidocaine) 2 per cent through ventilation tubes.,1527456_0,-1,1,1,4526,1
10047,nitrous oxide,6,8,41,54,"Anesthesia was maintained with fentanyl, nitrous oxide, oxygen, and isoflurane.",2021202_3,-1,-1,2,10047,-1
7767,telmisartan,23,24,120,131,OBJECTIVE: The aim of this study was to evaluate the efficacy and tolerability of a new fixed-dose combination (FDC) of telmisartan 40 mg + amlodipine 5 mg (T+A) compared with amlodipine 5-mg monotherapy (A) in adult Indian patients with stage II hypertension.,18201582_1,-1,-1,2,7767,-1
11232,renal failure,14,16,104,117,"Hypersensitivity to carbamazepine presenting with a leukemoid reaction, eosinophilia, erythroderma, and renal failure.",2522601_0,-1,-1,1,11232,-1
16510,bradykinin,19,20,135,145,These findings suggest that disruption of the blood-brain barrier during acute hypertension is not related to the synthesis/release of bradykinin to activate B2 receptors.,8955532_5,0,-1,0,16510,0
3406,cortisol,1,2,7,15,"Plasma cortisol concentrations were significantly raised during the active phase (323+/-43 to 1082+/-245 mmol/L, P<0.05).",12707296_9,0,-1,0,3406,0
15671,hypomagnesemia,7,8,51,65,"Diuretics may induce hypokalemia, hypocalcemia and hypomagnesemia.",8492347_1,-1,-1,1,15671,-1
16981,dopamine,4,5,24,32,The clinical utility of dopamine (DA) D1 receptor agonists in the treatment of Parkinson's disease (PD) is still unclear.,9270571_1,0,-1,0,16981,0
8788,everolimus,6,7,30,40,"We report on a combination of everolimus and tacrolimus in 24 patients (median age, 62 years) with either myelodysplastic syndrome (MDS; n = 17) or acute myeloid leukemia (AML; n = 7) undergoing intensive conditioning followed by HSCT from related (n = 4) or unrelated (n = 20) donors.",19135948_3,0,-1,0,8788,0
9956,nephropathy,4,5,51,62,Metformin prevents experimental gentamicin-induced nephropathy by a mitochondria-dependent pathway.,20164825_0,-1,1,1,9956,1
16601,overdose,11,12,64,72,CASE SUMMARY: A 40-year-old woman with major depression took an overdose of venlafaxine in an apparent suicide attempt.,9034419_2,-1,1,1,16601,1
2830,GR 55562,21,23,128,136,"Male Wistar rats were implanted bilaterally with cannulae into the accumbens shell or core, and then were locally injected with GR 55562 (an antagonist of 5-HT1B receptors) or CP 93129 (an agonist of 5-HT1B receptors).",12369736_2,-1,-1,2,2830,-1
8260,hypotension,16,17,105,116,"Parturients with normal volume status, heart valves and pulmonary vasculature most often respond to this hypotension with a compensatory increase in heart rate and stroke volume.",18513945_3,-1,1,1,8260,1
10356,Dopamine,0,1,0,8,"Dopamine D2 receptors were elevated in the striatum, whereas serotonin 2C, but not serotonin 1A, receptors were elevated in the orbital frontal cortex.",20619828_5,0,-1,0,10356,0
52,methylprednisolone,16,17,100,118,This study reviews the current proposed mechanisms of sudden death after a high dose of intravenous methylprednisolone (IVMP).,10074612_6,0,-1,0,52,0
11730,glutamate,17,18,107,116,"25 mg/kg, i.v. thiopental produced anesthesia without altering respiratory rate, increased GABA, decreased glutamate, and had no effect on aspartate or glycine levels compared to controls in rat cortex and brain stem.",2893236_3,0,-1,0,11730,0
11744,naloxone,3,4,19,27,These data suggest naloxone reverses respiratory paralysis produced by thiopental and involves GABA in its action.,2893236_7,0,-1,0,11744,0
14210,optic neuropathy,1,3,23,39,Chlorpropamide-induced optic neuropathy.,7059267_0,-1,-1,1,14210,-1
12976,vancomycin,15,16,82,92,Drugs were ceased in six patients because of adverse reactions; in three of these vancomycin was considered the likely cause.,3934126_3,0,-1,0,12976,0
11747,GABA,12,13,95,99,These data suggest naloxone reverses respiratory paralysis produced by thiopental and involves GABA in its action.,2893236_7,-1,-1,0,11747,-1
8764,bupropion HCl,13,15,85,98,"METHODS: We investigated the effect of varying the intraperitoneal infusion rates of bupropion HCl 120 mg/kg, a known convulsive dose 50 (CD50), on the incidence and severity of bupropion-induced convulsions in the Swiss albino mice.",19105845_3,-1,-1,0,8764,-1
6007,cinacalcet,15,16,119,129,"Fewer subjects reported adverse events following treatment with desipramine alone than when receiving desipramine with cinacalcet (33 versus 86%), the most frequent of which (nausea and headache) have been reported for patients treated with either desipramine or cinacalcet.",16680561_9,0,-1,0,6007,0
587,hypertension,4,5,21,33,"In several models of hypertension, elevation of intracellular sodium level was documented in cardiac tissue.",10706004_3,-1,1,1,587,1
11705,prolactinoma,23,24,173,185,"To clarify the effects of bromocriptine on prolactinoma cells in vivo, immunohistochemical, ultrastructural and morphometrical analyses were applied to estrogen-induced rat prolactinoma cells 1 h and 6 h after injection of bromocriptine (3 mg/kg of body weight).",2887062_1,-1,1,1,11705,1
5343,hiccups,9,10,75,82,Discontinuation of azithromycin and therapy with baclofen finally resolved hiccups.,15985056_4,-1,1,1,5343,1
614,tachycardia,13,14,112,123,"These results show that 15-day isoproterenol pretreatment not only abolished but reversed bromocriptine-induced tachycardia to bradycardia, an effect that is mainly related to further cardiac beta-adrenoceptor desensitization rather than to impairment of autonomic regulation of the heart.",10721819_9,-1,1,1,614,1
11917,oxytocin,37,38,256,264,"Application of a delayed feedback signal, in the form of a 2-h systemic corticosterone infusion in urethane-anesthetized rats with pharmacological blockade of glucocorticoid synthesis, is without effect on the resting secretion of arginine vasopressin and oxytocin at any corticosterone feedback dose tested.",3015567_3,0,-1,0,11917,0
13358,diazepam,20,21,97,105,"Of the benzodiazepines, clonazepam (0.1-0.3 mg/kg) was found to be several fold more potent than diazepam (0.3-3 mg/kg) in blocking the myoclonic jerks.",6118280_6,0,-1,0,13358,0
4329,nephrotic syndrome,12,14,102,120,Increased expression and apical targeting of renal ENaC subunits in puromycin aminonucleoside-induced nephrotic syndrome in rats.,15075188_0,-1,-1,1,4329,-1
