,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_chemicals_distsv,lf_disease_distsv,label,orig_index,olabel
4631,systemic lupus erythematosus,9,12,63,91,Differential diagnosis of high serum creatine kinase levels in systemic lupus erythematosus.,12739036_0,-1,1,1,4631,1
4634,systemic lupus erythematosus,8,11,40,68,"Since 1989, she had been suffering from systemic lupus erythematosus (SLE) with renal involvement and undergone periods of treatment with azathioprine and cyclophosphamide.",12739036_2,-1,1,1,4634,1
4642,progressive muscular,10,12,54,74,"The CK increase persisted, however, and she developed progressive muscular weakness and muscular atrophy.",12739036_6,-1,1,1,4642,1
4643,muscular atrophy,14,16,88,104,"The CK increase persisted, however, and she developed progressive muscular weakness and muscular atrophy.",12739036_6,-1,1,1,4643,1
4650,toxic myopathy,16,18,92,106,"Thus, muscle biopsy of the deltoid muscle was performed in order to exclude polymyositis or toxic myopathy.",12739036_9,-1,1,1,4650,1
4656,sleep deprivation,3,5,24,41,Seizure associated with sleep deprivation and sustained-release bupropion.,12745515_0,-1,1,1,4656,1
4659,generalized seizure,5,7,29,48,This case report describes a generalized seizure associated with sustained-release bupropion use and sleep deprivation.,12745515_1,-1,1,1,4659,1
4662,sleep deprivation,13,15,101,118,This case report describes a generalized seizure associated with sustained-release bupropion use and sleep deprivation.,12745515_1,-1,1,1,4662,1
4669,tonic clonic seizure,12,15,70,90,"After 5 weeks of bupropion use, the subject experienced a generalized tonic clonic seizure after staying up nearly all night packing and moving to a new residence.",12745515_3,-1,1,1,4669,1
4672,sleep deprivation,3,5,16,33,We suggest that sleep deprivation may add to the risk of bupropion-associated seizures.,12745515_5,-1,1,1,4672,1
4678,status epilepticus,11,13,93,111,Estrogens protect ovariectomized rats from hippocampal injury induced by kainic acid-induced status epilepticus (SE).,12757899_1,-1,1,1,4678,1
4684,CA1 hippocampal,6,8,37,52,The extent of silver-stained CA3 and CA1 hippocampal neurons was evaluated 2 days after SE.,12757899_5,-1,1,1,4684,1
4689,CA1,7,8,57,60,17beta-Estradiol reduced the argyrophilic neurons in the CA1 and CA3-C sectors of ovariectomized rats.,12757899_7,-1,1,1,4689,1
4697,side effect,2,4,9,20,A common side effect associated with succinylcholine is postoperative myalgia.,12760988_1,-1,1,1,4697,1
4714,of bone,7,9,50,57,"Significant disfiguring changes occur as a result of bone, cartilage, and soft tissue hypertrophy, including the thickening of the skin, coarsening of facial features, and cutis verticis gyrata.",12789195_2,-1,1,1,4714,1
4715,soft tissue,13,15,74,85,"Significant disfiguring changes occur as a result of bone, cartilage, and soft tissue hypertrophy, including the thickening of the skin, coarsening of facial features, and cutis verticis gyrata.",12789195_2,-1,1,1,4715,1
4725,side effect,10,12,55,66,This is the first case report of pseudoacromegaly as a side effect of minoxidil use.,12789195_5,-1,1,1,4725,1
4727,prostate cancer,5,7,45,60,Combined androgen blockade-induced anemia in prostate cancer patients without bone involvement.,12820454_0,-1,1,1,4727,1
4728,prostate cancer,15,17,100,115,BACKGROUND: To determine the onset and extent of combined androgen blockade (CAB)-induced anemia in prostate cancer patients without bone involvement.,12820454_1,-1,1,1,4728,1
4756,prostate cancer,7,9,48,63,"The development of severe CAB-induced anemia in prostate cancer patients did not correlate with T baseline values (T < 3 ng/ml versus T > or = 3 ng/ml), with age (< 76 yrs versus > or = 76 yrs), and clinical stage (stage C versus stage D1).",12820454_12,-1,1,1,4756,1
4769,prostate cancer,15,17,96,111,CONCLUSION: Our data suggest that rHuEPO-beta correctable CAB-induced anemia occurs in 14.3% of prostate cancer patients after 6 months of therapy.,12820454_14,-1,1,1,4769,1
4772,neurotoxicity,17,18,108,121,Effect of lindane on hepatic and brain cytochrome P450s and influence of P450 modulation in lindane induced neurotoxicity.,12842176_0,-1,1,1,4772,1
4774,body weight,14,16,57,68,"Oral administration of lindane (2.5, 5, 10 and 15 mg/kg, body weight) for 5 days was found to produce a dose-dependent increase in the activity of P450 dependent 7-ethoxyresorufin-O-deethylase (EROD), 7-pentoxyresorufin-O-dealkylase (PROD) and N-nitrosodimethylamine demethylase (NDMA-d) in rat brain and liver.",12842176_1,-1,1,1,4774,1
4870,diaphragmatic hernia,24,26,136,156,"RESULTS: The literature evaluation suggested that NSAIDs induce ventricular septal defects (VSDs) and midline defects (MDs) in rats and diaphragmatic hernia (DH), MDs, and VSDs in rabbits (Cook JC et al., 2003); hence, the present study focused on these malformations, even though ASA induces several other low-incidence malformations.",12852481_8,-1,1,1,4870,1
4925,drug-related,23,24,117,129,"Thirty-nine (30%) of flumazenil-treated patients, compared with 17 (25%) of placebo-treated patients had one or more drug-related adverse experiences.",1286498_8,-1,1,1,4925,1
4928,nausea and vomiting,6,9,37,56,The most common adverse effects were nausea and vomiting in the flumazenil group and nausea and injection-site pain in the placebo group.,1286498_9,-1,1,1,4928,1
4990,Alzheimer's disease,8,11,65,84,An 82-year-old man with treatment-resistant depression and early Alzheimer's disease was started on methylphenidate.,12907924_1,-1,1,1,4990,1
4997,interstitial nephritis,2,4,28,50,Ciprofloxacin-induced acute interstitial nephritis and autoimmune hemolytic anemia.,12911170_0,-1,1,1,4997,1
4998,autoimmune hemolytic anemia,5,8,55,82,Ciprofloxacin-induced acute interstitial nephritis and autoimmune hemolytic anemia.,12911170_0,-1,1,1,4998,1
5000,side effects,6,8,47,59,Ciprofloxacin has been associated with several side effects including interstitial nephritis and hemolytic anemia.,12911170_1,-1,1,1,5000,1
5001,interstitial nephritis,9,11,70,92,Ciprofloxacin has been associated with several side effects including interstitial nephritis and hemolytic anemia.,12911170_1,-1,1,1,5001,1
5002,hemolytic anemia,12,14,97,113,Ciprofloxacin has been associated with several side effects including interstitial nephritis and hemolytic anemia.,12911170_1,-1,1,1,5002,1
5003,side effects,4,6,24,36,The combination of both side effects is extremely rare.,12911170_2,-1,1,1,5003,1
5004,interstitial nephritis,10,12,60,82,"In this report, we describe a case of ciprofloxacin-induced interstitial nephritis and autoimmune hemolytic anemia.",12911170_3,-1,1,1,5004,1
5005,autoimmune hemolytic anemia,13,16,87,114,"In this report, we describe a case of ciprofloxacin-induced interstitial nephritis and autoimmune hemolytic anemia.",12911170_3,-1,1,1,5005,1
5006,Hemolytic anemia,0,2,0,16,Hemolytic anemia improved after stopping the drug and initiation of steroid therapy.,12911170_4,-1,1,1,5006,1
5007,interstitial nephritis,3,5,21,43,"Unfortunately, acute interstitial nephritis was irreversible and the patient developed end-stage renal disease.",12911170_5,-1,1,1,5007,1
5008,renal disease,12,14,97,110,"Unfortunately, acute interstitial nephritis was irreversible and the patient developed end-stage renal disease.",12911170_5,-1,1,1,5008,1
5012,drug dependence,17,19,98,113,They offer protection against seizures in a range of models and seem to inhibit certain stages of drug dependence in preclinical assessments.,12921865_2,-1,1,1,5012,1
5042,renal insufficiency,15,17,90,109,"18 patients, referred to a radiocontrast study, considered at risk because of preexisting renal insufficiency, were enrolled in a prospective, randomized, controlled trial, performed at the secondary care center of a 1,100-bed private university hospital.",1300436_2,-1,1,1,5042,1
5062,Renal failure,0,2,0,13,Renal failure was associated with weight loss in the furosemide-treated group.,1300436_7,-1,1,1,5062,1
5080,myocardial infarction,6,8,34,55,"One of these patients developed a myocardial infarction before receiving any medication, shortly after the base-line values were obtained.",133615_8,-1,1,1,5080,1
5176,renal failure,35,37,208,221,"Rats with lithium-induced nephropathy were subjected to high protein (HP) feeding, uninephrectomy (NX) or a combination of these, in an attempt to induce glomerular hyperfiltration and further progression of renal failure.",1378968_1,-1,1,1,5176,1
5190,systolic hypertension,5,7,36,57,Lithium also caused proteinuria and systolic hypertension in absence of glomerulosclerosis.,1378968_6,-1,1,1,5190,1
5193,renal failure,6,8,40,53,HP failed to accentuante progression of renal failure and in fact tended to increase GFR and decrease plasma creatinine levels in lithium pretreated rats.,1378968_7,-1,1,1,5193,1
5206,systolic hypertension,22,24,138,159,"The results indicate that Li-induced nephropathy, even when the GFR is only modestly reduced, is associated with proteinuria and arterial systolic hypertension.",1378968_10,-1,1,1,5206,1
5221,Crohn's disease,2,5,13,28,Treatment of Crohn's disease with fusidic acid: an antibiotic with immunosuppressive properties similar to cyclosporin.,1420741_0,-1,1,1,5221,1
5229,Crohn's disease,11,14,62,77,"Because of the need for the development of new treatments for Crohn's disease, a pilot study was undertaken to estimate the pharmacodynamics and tolerability of fusidic acid treatment in chronic active, therapy-resistant patients.",1420741_2,-1,1,1,5229,1
5234,chronic active,31,33,187,201,"Because of the need for the development of new treatments for Crohn's disease, a pilot study was undertaken to estimate the pharmacodynamics and tolerability of fusidic acid treatment in chronic active, therapy-resistant patients.",1420741_2,-1,1,1,5234,1
5236,Crohn's disease,1,4,6,21,Eight Crohn's disease patients were included.,1420741_3,-1,1,1,5236,1
5240,side effects,5,7,31,43,"There were no serious clinical side effects, but dose reduction was required in two patients because of nausea.",1420741_7,-1,1,1,5240,1
5253,drug toxicity,7,9,45,58,There is evidence that cerebral reactions to drug toxicity can exhibit patterns that suggest highly selective involvement of functional subdivisions of the brain.,1423339_3,-1,1,1,5253,1
5258,side effects,8,10,55,67,Depression and sexual dysfunction have been related to side effects of topical beta-blockers.,1428568_1,-1,1,1,5258,1
5263,side effects,28,30,172,184,We performed a preliminary study in order to determine any difference between a non selective beta-blocker (timolol) and a selective beta-blocker (betaxolol) regarding CNS side effects.,1428568_2,-1,1,1,5263,1
5276,neurotoxicity,3,4,39,52,"Protection against amphetamine-induced neurotoxicity toward striatal dopamine neurons in rodents by LY274614, an excitatory amino acid antagonist.",1436384_0,-1,1,1,5276,1
5311,hemolytic anemia,2,4,25,41,Cefotetan-induced immune hemolytic anemia.,1445986_0,-1,1,1,5311,1
5321,extravascular hemolysis,11,13,76,99,"These observations, in conjunction with clinical and laboratory evidence of extravascular hemolysis, are consistent with drug-induced hemolytic anemia, possibly involving both drug-adsorption and autoantibody formation mechanisms.",1445986_5,-1,1,1,5321,1
5332,adverse drug reactions,9,12,54,76,"This case illustrates the need for close vigilance in adverse drug reactions, particularly in the elderly.",14513889_4,-1,1,1,5332,1
5339,MPTP-induced parkinsonism,7,9,46,71,"Using macaque monkeys with different types of MPTP-induced parkinsonism, the current study evaluated the degree to which rate of symptom progression, symptom severity, and response to and duration of levodopa therapy may be involved in the development of LIDs.",14568327_3,-1,1,1,5339,1
5343,MPTP,6,7,32,36,"Monkeys with acute (short-term) MPTP exposure, rapid symptom onset and short symptom duration prior to initiation of levodopa therapy developed dyskinesia between 11 and 24 days of daily levodopa administration.",14568327_4,-1,1,1,5343,1
5353,pathophysiology,36,37,235,250,These data suggest distinct differences in the propensity to develop LIDs in monkeys with different rates of symptom progression or symptom durations prior to levodopa and demonstrate the value of these models for further studying the pathophysiology of LIDs.,14568327_7,-1,1,1,5353,1
5383,side-effect,10,11,45,56,AIM: Hemorrhagic cystitis (HC) is a limiting side-effect of chemotherapy with ifosfamide (IFS).,14633084_1,-1,1,1,5383,1
5437,dilated cardiomyopathy,1,3,11,33,Reversible dilated cardiomyopathy related to amphotericin B therapy.,14657095_0,-1,1,1,5437,1
5439,dilated cardiomyopathy,6,8,36,58,We describe a patient who developed dilated cardiomyopathy and clinical congestive heart failure after 2 months of therapy with amphotericin B (AmB) for disseminated coccidioidomycosis.,14657095_1,-1,1,1,5439,1
5440,congestive heart failure,10,13,72,96,We describe a patient who developed dilated cardiomyopathy and clinical congestive heart failure after 2 months of therapy with amphotericin B (AmB) for disseminated coccidioidomycosis.,14657095_1,-1,1,1,5440,1
5444,heart failure,4,6,40,53,His echocardiographic abnormalities and heart failure resolved after posaconazole was substituted for AmB. It is important to recognize the rare and potentially reversible toxicity of AmB.,14657095_2,-1,1,1,5444,1
5458,migraine headache,13,15,81,98,"In addition, both change and peak, showed significant positive correlations with migraine headache intensity (P<0.001).",14659530_7,-1,1,1,5458,1
5463,migraine headache,17,19,100,117,"In conclusion, the fact that plasma CGRP concentration correlates with the timing and severity of a migraine headache suggests a direct relationship between CGRP and migraine.",14659530_11,-1,1,1,5463,1
5469,granulomatosis,15,16,99,113,We report a case of intractable hemorrhagic cystitis due to cyclophosphamide therapy for Wegener's granulomatosis.,1468485_1,-1,1,1,5469,1
5475,side effect,1,3,3,14,No side effect was noted during the course of therapy.,1468485_5,-1,1,1,5475,1
5478,nonepileptic,9,10,53,65,Acute psychosis due to treatment with phenytoin in a nonepileptic patient.,14698717_0,-1,1,1,5478,1
5482,nonepileptic,4,5,14,26,The case of a nonepileptic patient who developed psychosis following phenytoin treatment for trigeminal neuralgia is described.,14698717_2,-1,1,1,5482,1
5483,trigeminal neuralgia,13,15,93,113,The case of a nonepileptic patient who developed psychosis following phenytoin treatment for trigeminal neuralgia is described.,14698717_2,-1,1,1,5483,1
5517,respiratory chain,4,6,26,43,Mitochondrial DNA and its respiratory chain products are defective in doxorubicin nephrosis.,14736955_0,-1,1,1,5517,1
5521,late-onset,12,13,102,112,BACKGROUND: Doxorubicin induces a self-perpetuating nephropathy characterized by early glomerular and late-onset tubular lesions in rats.,14736955_1,-1,1,1,5521,1
5528,respiratory chain,14,16,92,109,Glomerular and tubular injury was monitored and correlated to the activity or expression of respiratory chain components.,14736955_6,-1,1,1,5528,1
5545,respiratory chain,16,18,108,125,"Among all animals, glomerular and tubular injury were inversely correlated with mtDNA levels, mtDNA-encoded respiratory chain activities and with the expression of the mtDNA-encoded respiratory chain subunit COX-I. Injury was positively correlated with superoxide production and the activities of nucleus-encoded mitochondrial or cytoplasmic enzymes.",14736955_11,-1,1,1,5545,1
5546,respiratory chain,26,28,182,199,"Among all animals, glomerular and tubular injury were inversely correlated with mtDNA levels, mtDNA-encoded respiratory chain activities and with the expression of the mtDNA-encoded respiratory chain subunit COX-I. Injury was positively correlated with superoxide production and the activities of nucleus-encoded mitochondrial or cytoplasmic enzymes.",14736955_11,-1,1,1,5546,1
5554,respiratory chain,19,21,143,160,CONCLUSIONS: These results suggest an important role for quantitative and qualitative mtDNA alterations through the reduction of mtDNA-encoded respiratory chain function and induction of superoxide in doxorubicin-induced renal lesions.,14736955_13,-1,1,1,5554,1
5578,breast cancer,7,9,42,55,Does hormone therapy for the treatment of breast cancer have a detrimental effect on memory and cognition?,14745746_0,-1,1,1,5578,1
5582,breast cancer,8,10,54,67,This pilot study examines whether hormone therapy for breast cancer affects cognition.,14745746_2,-1,1,1,5582,1
5585,breast cancer,25,27,132,145,"Patients participating in a randomised trial of anastrozole, tamoxifen alone or combined (ATAC) (n=94) and a group of women without breast cancer (n=35) completed a battery of neuropsychological measures.",14745746_3,-1,1,1,5585,1
5595,breast cancer,20,22,135,148,The results showed specific impairments in processing speed and verbal memory in women receiving hormonal therapy for the treatment of breast cancer.,14745746_6,-1,1,1,5595,1
5602,nocturnal leg cramps,12,15,75,95,"Although the United States Food and Drug Administration banned its use for nocturnal leg cramps due to lack of safety and efficacy, quinine is widely available in beverages including tonic water and bitter lemon.",14765563_1,-1,1,1,5602,1
5627,left ventricular,16,18,103,119,"Compared with wild-type mice, transgenic mice exhibited higher survival rate as well as more preserved left ventricular function and cardiac expression of alpha-sarcomeric actin.",14975762_5,-1,1,1,5627,1
5641,heart failure,19,21,148,161,These findings demonstrate that overexpression of p300 protects cardiac myocytes from doxorubicin-induced apoptosis and reduces the extent of acute heart failure in adult mice in vivo.,14975762_8,-1,1,1,5641,1
5644,Ebstein's anomaly,12,15,100,117,Transient platypnea-orthodeoxia-like syndrome induced by propafenone overdose in a young woman with Ebstein's anomaly.,14976857_0,-1,1,1,5644,1
5646,Ebstein's anomaly,13,16,70,87,"In this report we describe the case of a 37-year-old white woman with Ebstein's anomaly, who developed a rare syndrome called platypnea-orthodeoxia, characterized by massive right-to-left interatrial shunting with transient profound hypoxia and cyanosis.",14976857_1,-1,1,1,5646,1
5647,platypnea-orthodeoxia,23,24,126,147,"In this report we describe the case of a 37-year-old white woman with Ebstein's anomaly, who developed a rare syndrome called platypnea-orthodeoxia, characterized by massive right-to-left interatrial shunting with transient profound hypoxia and cyanosis.",14976857_1,-1,1,1,5647,1
5648,interatrial,29,30,188,199,"In this report we describe the case of a 37-year-old white woman with Ebstein's anomaly, who developed a rare syndrome called platypnea-orthodeoxia, characterized by massive right-to-left interatrial shunting with transient profound hypoxia and cyanosis.",14976857_1,-1,1,1,5648,1
5655,right atrial,9,11,46,58,These effects gave rise to an increase in the right atrial pressure and a decrease in the left one with a consequent stretching of the foramen ovale and the creation of massive right-to-left shunting.,14976857_4,-1,1,1,5655,1
5658,interatrial,4,5,17,28,In our case this interatrial shunt was very accurately detected at bubble contrast echocardiography.,14976857_5,-1,1,1,5658,1
5676,cluster headache,23,25,179,195,Noxious chemical stimulation of rat facial mucosa increases intracranial blood flow through a trigemino-parasympathetic reflex--an experimental model for vascular dysfunctions in cluster headache.,15009014_0,-1,1,1,5676,1
5677,Cluster headache,0,2,0,16,Cluster headache is characterized by typical autonomic dysfunctions including facial and intracranial vascular disturbances.,15009014_1,-1,1,1,5677,1
5678,autonomic dysfunctions,6,8,45,67,Cluster headache is characterized by typical autonomic dysfunctions including facial and intracranial vascular disturbances.,15009014_1,-1,1,1,5678,1
5679,intracranial vascular,11,13,89,110,Cluster headache is characterized by typical autonomic dysfunctions including facial and intracranial vascular disturbances.,15009014_1,-1,1,1,5679,1
5705,cluster headache,9,11,58,74,Similar mechanisms may be involved in the pathogenesis of cluster headache.,15009014_10,-1,1,1,5705,1
5713,central nervous system,16,19,88,110,"The acute toxicity of OPs is the result of their irreversible binding with AChEs in the central nervous system (CNS), which elevates acetylcholine (ACh) levels.",15036754_2,-1,1,1,5713,1
5742,Atrial fibrillation,0,2,0,19,"Atrial fibrillation following chemotherapy for stage IIIE diffuse large B-cell gastric lymphoma in a patient with myotonic dystrophy (Steinert's disease).The authors describe the unusual association between diffuse B-cell gastric lymphoma and myotonic dystrophy, the most common form of adult muscular dystrophy, and sudden atrial fibrillation following one cycle of doxorubicin-based chemotherapy in the same patient.",15042318_0,-1,1,1,5742,1
5745,myotonic dystrophy,16,18,114,132,"Atrial fibrillation following chemotherapy for stage IIIE diffuse large B-cell gastric lymphoma in a patient with myotonic dystrophy (Steinert's disease).The authors describe the unusual association between diffuse B-cell gastric lymphoma and myotonic dystrophy, the most common form of adult muscular dystrophy, and sudden atrial fibrillation following one cycle of doxorubicin-based chemotherapy in the same patient.",15042318_0,-1,1,1,5745,1
5746,Steinert's,19,21,134,144,"Atrial fibrillation following chemotherapy for stage IIIE diffuse large B-cell gastric lymphoma in a patient with myotonic dystrophy (Steinert's disease).The authors describe the unusual association between diffuse B-cell gastric lymphoma and myotonic dystrophy, the most common form of adult muscular dystrophy, and sudden atrial fibrillation following one cycle of doxorubicin-based chemotherapy in the same patient.",15042318_0,-1,1,1,5746,1
5748,myotonic dystrophy,33,35,243,261,"Atrial fibrillation following chemotherapy for stage IIIE diffuse large B-cell gastric lymphoma in a patient with myotonic dystrophy (Steinert's disease).The authors describe the unusual association between diffuse B-cell gastric lymphoma and myotonic dystrophy, the most common form of adult muscular dystrophy, and sudden atrial fibrillation following one cycle of doxorubicin-based chemotherapy in the same patient.",15042318_0,-1,1,1,5748,1
5749,muscular dystrophy,42,44,293,311,"Atrial fibrillation following chemotherapy for stage IIIE diffuse large B-cell gastric lymphoma in a patient with myotonic dystrophy (Steinert's disease).The authors describe the unusual association between diffuse B-cell gastric lymphoma and myotonic dystrophy, the most common form of adult muscular dystrophy, and sudden atrial fibrillation following one cycle of doxorubicin-based chemotherapy in the same patient.",15042318_0,-1,1,1,5749,1
5750,atrial fibrillation,47,49,324,343,"Atrial fibrillation following chemotherapy for stage IIIE diffuse large B-cell gastric lymphoma in a patient with myotonic dystrophy (Steinert's disease).The authors describe the unusual association between diffuse B-cell gastric lymphoma and myotonic dystrophy, the most common form of adult muscular dystrophy, and sudden atrial fibrillation following one cycle of doxorubicin-based chemotherapy in the same patient.",15042318_0,-1,1,1,5750,1
5752,Atrial fibrillation,0,2,0,19,Atrial fibrillation or other cardiac arrhythmias are unusual complications in patients treated with chemotherapy.,15042318_1,-1,1,1,5752,1
5764,liver injury,24,26,162,174,OBJECTIVE: To assess lymphocyte reactivity to dilevalol and to serum containing putative ex vivo dilevalol antigens or metabolites in a case of dilevalol-induced liver injury.,1504402_1,-1,1,1,5764,1
5766,liver injury,11,13,76,88,PATIENT: A 58-year-old woman with a clinical diagnosis of dilevalol-induced liver injury.,1504402_2,-1,1,1,5766,1
5773,proliferative,2,3,14,27,A significant proliferative response to serum collected after dilevalol intake was observed in the case of the patient compared with the proliferative response to the serum collected before the drug intake.,1504402_6,-1,1,1,5773,1
5775,proliferative,21,22,137,150,A significant proliferative response to serum collected after dilevalol intake was observed in the case of the patient compared with the proliferative response to the serum collected before the drug intake.,1504402_6,-1,1,1,5775,1
5782,liver injury,28,30,216,228,"CONCLUSIONS: The methodology used allowed the detection of lymphocyte sensitization to sera containing ex vivo-prepared dilevalol antigens, suggesting the involvement of an immunologic mechanism in dilevalol-induced liver injury.",1504402_8,-1,1,1,5782,1
5785,nephrotic syndrome,12,14,102,120,Increased expression and apical targeting of renal ENaC subunits in puromycin aminonucleoside-induced nephrotic syndrome in rats.,15075188_0,-1,1,1,5785,1
5786,Nephrotic syndrome,0,2,0,18,Nephrotic syndrome is often accompanied by sodium retention and generalized edema.,15075188_1,-1,1,1,5786,1
5790,dysregulation,10,11,58,71,We hypothesized that epithelial Na channel (ENaC) subunit dysregulation may be responsible for the increased sodium retention.,15075188_3,-1,1,1,5790,1
5815,collecting duct,39,41,281,296,"Immunoperoxidase brightfield- and laser-scanning confocal fluorescence microscopy demonstrated increased targeting of alpha-ENaC, beta-ENaC, and gamma-ENaC subunits to the apical plasma membrane in the distal convoluted tubule (DCT2), connecting tubule, and cortical and medullary collecting duct segments.",15075188_8,-1,1,1,5815,1
5819,collecting duct,16,18,121,136,"Immunoelectron microscopy further revealed an increased labeling of alpha-ENaC in the apical plasma membrane of cortical collecting duct principal cells of PAN-treated rats, indicating enhanced apical targeting of alpha-ENaC subunits.",15075188_9,-1,1,1,5819,1
5836,collecting duct,24,26,147,162,"In conclusion, the increased or sustained expression of ENaC subunits combined with increased apical targeting in the DCT2, connecting tubule, and collecting duct are likely to play a role in the sodium retention associated with PAN-induced nephrotic syndrome.",15075188_12,-1,1,1,5836,1
5838,nephrotic syndrome,39,41,241,259,"In conclusion, the increased or sustained expression of ENaC subunits combined with increased apical targeting in the DCT2, connecting tubule, and collecting duct are likely to play a role in the sodium retention associated with PAN-induced nephrotic syndrome.",15075188_12,-1,1,1,5838,1
5843,compensatory,15,16,72,84,"The decreased abundance of NHE3, BSC-1, TSC, and Na-K-ATPase may play a compensatory role to promote sodium excretion.",15075188_13,-1,1,1,5843,1
5845,hyperkinesis,8,9,53,65,"A 3-year-old girl had behavioral deterioration, with hyperkinesis, irritability, and sleeping difficulties after the therapeutic administration of isoniazid.",150790_1,-1,1,1,5845,1
5854,hyperkinesis,10,11,68,80,Periodic withdrawal of pyridoxine was associated with return of the hyperkinesis.,150790_5,-1,1,1,5854,1
5865,drug-resistant,7,8,47,61,"Laitinen's procedure improved most symptoms in drug-resistant PD, which engendered wide interest in the neurosurgical community.",15096016_1,-1,1,1,5865,1
5876,bradykinesia,3,4,30,42,"Pallidal stimulation improves bradykinesia and rigidity to a minor extent; however, its strength seems to be in improving levodopa-induced dyskinesias.",15096016_5,-1,1,1,5876,1
5877,dyskinetic,9,10,59,69,"Stimulation often produces an improvement in the hyper- or dyskinetic upper limbs, but increases the ""freezing"" phenomenon in the lower limbs at the same time.",15096016_6,-1,1,1,5877,1
5879,lower limbs,22,24,130,141,"Stimulation often produces an improvement in the hyper- or dyskinetic upper limbs, but increases the ""freezing"" phenomenon in the lower limbs at the same time.",15096016_6,-1,1,1,5879,1
5885,temporal lobe epilepsy,11,14,63,85,Recurrent excitation in the dentate gyrus of a murine model of temporal lobe epilepsy.,15120741_0,-1,1,1,5885,1
5887,status epilepticus,8,10,55,73,"Similar to rats, systemic pilocarpine injection causes status epilepticus (SE) and the eventual development of spontaneous seizures and mossy fiber sprouting in C57BL/6 and CD1 mice, but the physiological correlates of these events have not been identified in mice.",15120741_1,-1,1,1,5887,1
5914,temporal lobe epilepsy,29,32,208,230,"These data support the hypothesis that SE-induced mossy fiber sprouting and synaptic reorganization are relevant characteristics of seizure development in these murine strains, resembling rat models of human temporal lobe epilepsy.",15120741_6,-1,1,1,5914,1
5916,granulomatosis,6,7,36,50,Urinary bladder cancer in Wegener's granulomatosis: risks and relation to cyclophosphamide.,15130900_0,-1,1,1,5916,1
5918,bladder cancer,9,11,50,64,"OBJECTIVE: To assess and characterise the risk of bladder cancer, and its relation to cyclophosphamide, in patients with Wegener's granulomatosis.",15130900_1,-1,1,1,5918,1
5920,granulomatosis,23,24,131,145,"OBJECTIVE: To assess and characterise the risk of bladder cancer, and its relation to cyclophosphamide, in patients with Wegener's granulomatosis.",15130900_1,-1,1,1,5920,1
5921,granulomatosis,19,20,113,127,"METHODS: In the population based, nationwide Swedish Inpatient Register a cohort of 1065 patients with Wegener's granulomatosis, 1969-95, was identified.",15130900_2,-1,1,1,5921,1
5923,bladder cancer,15,17,93,107,"Through linkage with the Swedish Cancer Register, all subjects in this cohort diagnosed with bladder cancer were identified.",15130900_3,-1,1,1,5923,1
5926,bladder cancer,18,20,126,140,"Nested within the cohort, a matched case-control study was performed to estimate the association between cyclophosphamide and bladder cancer using odds ratios (ORs) as relative risk.",15130900_4,-1,1,1,5926,1
5929,bladder cancer,7,9,37,51,"In the cohort the cumulative risk of bladder cancer after Wegener's granulomatosis, and the relative prevalence of a history of bladder cancer at the time of diagnosis of Wegener's granulomatosis, were also estimated.",15130900_5,-1,1,1,5929,1
5930,granulomatosis,12,13,68,82,"In the cohort the cumulative risk of bladder cancer after Wegener's granulomatosis, and the relative prevalence of a history of bladder cancer at the time of diagnosis of Wegener's granulomatosis, were also estimated.",15130900_5,-1,1,1,5930,1
5932,bladder cancer,22,24,128,142,"In the cohort the cumulative risk of bladder cancer after Wegener's granulomatosis, and the relative prevalence of a history of bladder cancer at the time of diagnosis of Wegener's granulomatosis, were also estimated.",15130900_5,-1,1,1,5932,1
5933,granulomatosis,32,33,181,195,"In the cohort the cumulative risk of bladder cancer after Wegener's granulomatosis, and the relative prevalence of a history of bladder cancer at the time of diagnosis of Wegener's granulomatosis, were also estimated.",15130900_5,-1,1,1,5933,1
5935,bladder cancer,3,5,12,26,"The risk of bladder cancer doubled for every 10 g increment in cyclophosphamide (OR = 2.0, 95% confidence interval (CI) 0.8 to 4.9).",15130900_7,-1,1,1,5935,1
5940,bladder cancer,4,6,22,36,"The absolute risk for bladder cancer in the cohort reached 10% 16 years after diagnosis of Wegener's granulomatosis, and a history of bladder cancer was (non-significantly) twice as common as expected at the time of diagnosis of Wegener's granulomatosis.",15130900_9,-1,1,1,5940,1
5942,bladder cancer,25,27,134,148,"The absolute risk for bladder cancer in the cohort reached 10% 16 years after diagnosis of Wegener's granulomatosis, and a history of bladder cancer was (non-significantly) twice as common as expected at the time of diagnosis of Wegener's granulomatosis.",15130900_9,-1,1,1,5942,1
5943,granulomatosis,44,45,239,253,"The absolute risk for bladder cancer in the cohort reached 10% 16 years after diagnosis of Wegener's granulomatosis, and a history of bladder cancer was (non-significantly) twice as common as expected at the time of diagnosis of Wegener's granulomatosis.",15130900_9,-1,1,1,5943,1
5946,bladder cancer,14,16,103,117,"CONCLUSION: The results indicate a dose-response relationship between cyclophosphamide and the risk of bladder cancer, high cumulative risks in the entire cohort, and also the possibility of risk factors operating even before Wegener's granulomatosis.",15130900_10,-1,1,1,5946,1
