,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_chemical_distsv,lf_disease_distsv,label,orig_index,olabel
21724,end-stage renal disease,9,12,42,65,We describe such a case in a patient with end-stage renal disease (ESRD) maintained on continuous ambulatory peritoneal dialysis (CAPD).,8546130_3,-1,1,1,21724,1
21728,chronic renal failure,12,15,71,92,"The combination of a relatively high dose of clarithromycin in face of chronic renal failure in a functionally anephric patient, with underlying aluminum intoxication, may have facilitated the appearance of this neurotoxic side effect.",8546130_4,-1,1,1,21728,1
21732,chronic renal failure,12,15,77,98,"It is important to understand the pharmacokinetics of medications in face of chronic renal failure, the possibility of drug interactions, and how these factors should help guide medication therapy in the ESRD patient.",8546130_5,-1,1,1,21732,1
21779,neurotoxicity,8,9,45,58,"Other side effects were rare, and peripheral neurotoxicity has been minor (26% grade 1).",8558192_12,-1,1,1,21779,1
21878,cardiotoxicity,1,2,5,19,Late cardiotoxicity after treatment for a malignant bone tumor.,8600333_0,-1,1,1,21878,1
21889,cardiac toxicity,9,11,37,53,"Eighteen of 31 (58%) patients showed cardiac toxicity, defined as having one or more of the following abnormalities: late potentials, complex ventricular arrhythmias, left ventricular dilation, decreased shortening fraction, or decreased ejection fraction.",8600333_5,-1,1,1,21889,1
21891,ventricular arrhythmias,27,29,142,165,"Eighteen of 31 (58%) patients showed cardiac toxicity, defined as having one or more of the following abnormalities: late potentials, complex ventricular arrhythmias, left ventricular dilation, decreased shortening fraction, or decreased ejection fraction.",8600333_5,-1,1,1,21891,1
21903,cardiotoxicity,4,5,37,51,"The incidence of doxorubicin-induced cardiotoxicity is high and increases with follow-up, irrespective of cumulative dose.",8600333_9,-1,1,1,21903,1
21907,cardiotoxicity,18,19,110,124,The results of our study suggest that heart rate variability and LVPW index could be sensitive indicators for cardiotoxicity.,8600333_11,-1,1,1,21907,1
21993,breast carcinoma,25,27,168,184,"Paclitaxel (Taxol; Bristol-Myers Squibb Company, Princeton, NJ) has demonstrated significant antineoplastic activity against different tumor types, notably ovarian and breast carcinoma.",8643966_1,-1,1,1,21993,1
22016,polyneuropathy,4,5,13,27,Grade 1 or 2 polyneuropathy affected 56% of patients while only one (2%) experienced severe polyneuropathy.,8643966_10,-1,1,1,22016,1
22017,polyneuropathy,19,20,92,106,Grade 1 or 2 polyneuropathy affected 56% of patients while only one (2%) experienced severe polyneuropathy.,8643966_10,-1,1,1,22017,1
22048,ovarian cancer,53,55,342,356,"Preliminary results of an Eastern Cooperative Oncology Group study of single-agent paclitaxel (Taxol; Bristol-Myers Squibb Company, Princeton, NJ) reported a 37% response rate in patients with head and neck cancer, and the paclitaxel/cisplatin combination has been used successfully and has significantly improved median response duration in ovarian cancer patients.",8643971_2,-1,1,1,22048,1
22085,ovarian cancer,10,12,77,91,Paclitaxel combined with carboplatin in the first-line treatment of advanced ovarian cancer.,8643973_0,-1,1,1,22085,1
22092,ovarian cancer,41,43,235,249,"In a phase I study to determine the maximum tolerated dose of paclitaxel (Taxol; Bristol-Myers Squibb Company, Princeton, NJ) given as a 3-hour infusion in combination with carboplatin administered every 21 days to women with advanced ovarian cancer, paclitaxel doses were escalated as follows: level 1, 135 mg/m2; level 2, 160 mg/m2; level 3, 185 mg/m2; and level 4,210 mg/m2.",8643973_1,-1,1,1,22092,1
22103,myelosuppression,7,8,50,66,"The dose-limiting toxicity of the combination was myelosuppression (leukopenia, granulocytopenia, and thrombocytopenia).",8643973_5,-1,1,1,22103,1
22104,Neurotoxicity,0,1,0,13,Neurotoxicity was largely moderate.,8643973_6,-1,1,1,22104,1
22125,dystonia,9,10,68,76,"Ballistic and choreic dyskinesia were markedly ameliorated, whereas dystonia was not.",8649546_3,-1,1,1,22125,1
22169,chronic renal failure,9,12,51,72,Habitual use of acetaminophen as a risk factor for chronic renal failure: a comparison with phenacetin.,8669433_0,-1,1,1,22169,1
22173,chronic renal failure,21,24,137,158,"Six epidemiologic studies in the United States and Europe indicate that habitual use of phenacetin is associated with the development of chronic renal failure and end-stage renal disease (ESRD), with a relative risk in the range of 4 to 19.",8669433_1,-1,1,1,22173,1
22174,end-stage renal disease,25,28,163,186,"Six epidemiologic studies in the United States and Europe indicate that habitual use of phenacetin is associated with the development of chronic renal failure and end-stage renal disease (ESRD), with a relative risk in the range of 4 to 19.",8669433_1,-1,1,1,22174,1
22217,allergic reactions,3,5,18,36,Other symptoms of allergic reactions were not clinically detectable.,8682684_5,-1,1,1,22217,1
22236,diabetic nephropathy,15,17,127,147,Reduction of heparan sulphate-associated anionic sites in the glomerular basement membrane of rats with streptozotocin-induced diabetic nephropathy.,8690168_0,-1,1,1,22236,1
22329,apnoea,5,6,52,58,Fifteen patients demonstrating unexpected prolonged apnoea lasting several hours after succinylcholine have been treated by a new preparation of human serum cholinesterase.,871943_1,-1,1,1,22329,1
22377,renal toxicity,9,11,61,75,Effect of some anticancer drugs and combined chemotherapy on renal toxicity.,8739323_0,-1,1,1,22377,1
22419,nephrotoxicity,4,5,26,40,Our studies indicate that nephrotoxicity of MTX + 5-FU + CY administered jointly is lower than in monotherapy.,8739323_9,-1,1,1,22419,1
22447,liver injury,36,38,239,251,"Recently, we demonstrated the hepatoprotective effects of nicotinic acid amide, a selective inhibitor of poly(ADP-ribose) polymerase (PARP; EC 2.4.2.30) on mice suffering from acetaminophen (AAP)-hepatitis, suggesting that the AAP-induced liver injury involves a step which depends on adenoribosylation.",8742498_1,-1,1,1,22447,1
22469,liver damage,34,36,188,200,"In these animals, only minor increases of serum transaminase activities were measured in the presence of AAP, and unlike the exacerbation caused by ethanol in mice on a standard diet, the liver damage was inhibited by 50% by ethanol.",8742498_5,-1,1,1,22469,1
22478,hepatic damage,21,23,130,144,We see the main application of NAA as for the combinational use in pharmaceutical preparations of acetaminophen in order to avoid hepatic damage in patients treated with this widely used analgesic.,8742498_8,-1,1,1,22478,1
22488,cognitive deficits,30,32,169,187,"Although much has been written about the management of the more common adverse effects of lithium, such as polyuria and tremor, more subtle lithium side effects such as cognitive deficits, loss of creativity, and functional impairments remain understudied.",8752018_2,-1,1,1,22488,1
22497,cognitive deficits,19,21,129,147,"CONCLUSION: In this preliminary report, divalproex sodium was a superior alternative to lithium in bipolar patients experiencing cognitive deficits, loss of creativity, and functional impairments.",8752018_6,-1,1,1,22497,1
22535,ventricular arrhythmias,3,5,17,40,The incidence of ventricular arrhythmias (p = 0.004) and seizures (p = 0.03) in the CaCl2 group was higher than the other groups.,8800187_11,-1,1,1,22535,1
22552,nephrotoxicity,9,10,59,73,The observed positive impact of nifedipine on reducing the nephrotoxicity associated with tacrolimus in liver transplant recipients should be an important factor in selecting an agent to treat hypertension in this population.,8829025_5,-1,1,1,22552,1
22650,myoclonic jerks,19,21,101,116,"He was brought directly to a hospital where he was found to be agitated and confused with shivering, myoclonic jerks, rigidity, salivation and diaphoresis.",8888541_7,-1,1,1,22650,1
22662,rhabdomyolysis,20,21,107,121,The patient's maximal temperature was 101.2 F and his CPK remained < 500 units/L with no other evidence of rhabdomyolysis.,8888541_12,-1,1,1,22662,1
22668,hemolytic uremic syndrome,10,13,52,77,Late recovery of renal function in a woman with the hemolytic uremic syndrome.,891050_0,-1,1,1,22668,1
22669,hemolytic uremic syndrome,6,9,26,51,A case is reported of the hemolytic uremic syndrome (HUS) in a woman taking oral contraceptives.,891050_1,-1,1,1,22669,1
22681,bladder cancer,2,4,28,42,Cyclophosphamide associated bladder cancer--a highly aggressive disease: analysis of 12 cases.,8911359_0,-1,1,1,22681,1
22687,bladder cancer,22,24,117,131,MATERIALS AND METHODS: The medical records of 6 men and 6 women (mean age 55 years) with cyclophosphamide associated bladder cancer were reviewed.,8911359_2,-1,1,1,22687,1
22736,hepatic damage,5,7,30,44,"The possible influence of the hepatic damage, mainly hyperammonemia, upon the development of valproate encephalopathy is discussed.",8919272_15,-1,1,1,22736,1
22737,hyperammonemia,9,10,53,67,"The possible influence of the hepatic damage, mainly hyperammonemia, upon the development of valproate encephalopathy is discussed.",8919272_15,-1,1,1,22737,1
22743,allergic reaction,17,19,95,112,We present a case of paramedic misjudgment in the execution of a protocol for the treatment of allergic reaction in a case of pulmonary edema with wheezing.,8953972_1,-1,1,1,22743,1
22747,cardiac arrest,3,5,20,34,"Subsequently, acute cardiac arrest and fatal subarachnoid hemorrhage occurred.",8953972_3,-1,1,1,22747,1
22749,cardiac arrest,6,8,33,47,"Epinephrine has a proven role in cardiac arrest in prehospital care; however, use by paramedics in patients with suspected allergic reaction and severe hypertension should be viewed with caution.",8953972_4,-1,1,1,22749,1
22751,allergic reaction,21,23,123,140,"Epinephrine has a proven role in cardiac arrest in prehospital care; however, use by paramedics in patients with suspected allergic reaction and severe hypertension should be viewed with caution.",8953972_4,-1,1,1,22751,1
22801,mucositis,2,3,21,30,Thrombocytopenia and mucositis were the major toxicities.,8958188_6,-1,1,1,22801,1
22817,rhabdomyolysis,34,35,230,244,"The epidemiologic findings are most consistent with the hypothesis that chronic cocaine use disrupts dopaminergic function and, when coupled with recent cocaine use, may precipitate agitation, delirium, aberrant thermoregulation, rhabdomyolysis, and sudden death.",8988571_6,-1,1,1,22817,1
22820,sensorineural hearing loss,3,6,16,42,Risk factors of sensorineural hearing loss in preterm infants.,8996652_0,-1,1,1,22820,1
22823,sensorineural hearing loss,28,31,145,171,"Among 547 preterm infants of < or = 34 weeks gestation born between 1987 and 1991, 8 children (1.46%) developed severe progressive and bilateral sensorineural hearing loss.",8996652_1,-1,1,1,22823,1
22831,Ototoxicity,0,1,0,11,"Ototoxicity appeared closely related to a prolonged administration and higher total dose of ototoxic drugs, particularly aminoglycosides and furosemide.",8996652_4,-1,1,1,22831,1
22873,major depression,7,9,39,55,CASE SUMMARY: A 40-year-old woman with major depression took an overdose of venlafaxine in an apparent suicide attempt.,9034419_2,-1,1,1,22873,1
22910,acute liver failure,9,12,72,91,Neutrophil superoxide and hydrogen peroxide production in patients with acute liver failure.,9061311_0,-1,1,1,22910,1
22913,acute liver failure,20,23,136,155,Defects in superoxide and hydrogen peroxide production may be implicated in the high incidence of bacterial infections in patients with acute liver failure (ALF).,9061311_1,-1,1,1,22913,1
22966,cardiotoxic,44,45,239,250,"A 24-h pretreatment of both rats and mice with a single dose of CS (100mg/kg, i.p.), resulted in significant protection against the hepatotoxic effects of CCl4, CHCl3, acetaminophen and galactosamine and against the lethal (and presumably cardiotoxic) effect of adriamycin administration.",9067481_4,-1,1,1,22966,1
22980,haemodilution,8,9,71,84,Combined effects of prolonged prostaglandin E1-induced hypotension and haemodilution on human hepatic function.,9088814_0,-1,1,1,22980,1
22984,haemodilution,9,10,78,91,Combined effects of prolonged prostaglandin E1 (PGE1)-induced hypotension and haemodilution on hepatic function were studied in 30 patients undergoing hip surgery.,9088814_1,-1,1,1,22984,1
22989,haemodilution,37,38,164,177,"The patients were randomly allocated to one of three groups; those in group A (n = 10) were subjected to controlled hypotension alone, those in group B (n = 10) to haemodilution alone and those in group C (n = 10) to both controlled hypotension and haemodilution.",9088814_2,-1,1,1,22989,1
22991,haemodilution,54,55,249,262,"The patients were randomly allocated to one of three groups; those in group A (n = 10) were subjected to controlled hypotension alone, those in group B (n = 10) to haemodilution alone and those in group C (n = 10) to both controlled hypotension and haemodilution.",9088814_2,-1,1,1,22991,1
22992,Haemodilution,0,1,0,13,"Haemodilution in groups B and C was produced by withdrawing approximately 1000 mL of blood and replacing it with the same amount of dextran solution, and final haematocrit values were 21 or 22%.",9088814_3,-1,1,1,22992,1
23017,haemodilution,17,18,111,124,The results suggest that a prolonged combination of more than 120 min of PGE1-induced hypotension and moderate haemodilution would cause impairment of hepatic function.,9088814_7,-1,1,1,23017,1
23019,hyperprolactinemia,9,10,46,64,"A murine model of adenomyosis: the effects of hyperprolactinemia induced by fluoxetine hydrochloride, a selective serotonin reuptake inhibitor, on adenomyosis induction in Wistar albino rats.",9098464_0,-1,1,1,23019,1
23023,hyperprolactinemia,19,20,119,137,OBJECTIVE: The aim of this study was to investigate whether fluoxetine given to castrated and noncastrated rats caused hyperprolactinemia and its effects with respect to adenomyosis.,9098464_1,-1,1,1,23023,1
23026,hyperprolactinemia,20,21,107,125,"DESIGN: Fluoxetine, a serotonin reuptake inhibitor, was given to Wistar Albino rats for 98 days to produce hyperprolactinemia.",9098464_2,-1,1,1,23026,1
23131,nephrotic,42,43,234,243,"In this work the messenger ribonucleic acid (mRNA) levels of angiotensinogen (Ao) were analyzed with the slot-blot hybridization technique in liver and other extrahepatic tissues: kidney, heart, brain, and adrenal gland from control, nephrotic, and pair-fed (PF) rats.",9154656_2,-1,1,1,23131,1
23152,extrapyramidal symptoms,11,13,58,81,The high ratio is believed to impart the low frequency of extrapyramidal symptoms with risperidone at low dosages.,9165568_3,-1,1,1,23152,1
23154,extrapyramidal symptoms,5,7,27,50,"With this low frequency of extrapyramidal symptoms, it was thought the frequency of neuroleptic malignant syndrome might also be lowered.",9165568_4,-1,1,1,23154,1
23232,breast carcinoma,15,17,108,124,CASE: A 52-year-old postmenopausal woman was treated with tamoxifen for stage II estrogen receptor-positive breast carcinoma.,9205462_3,-1,1,1,23232,1
23399,parkinsonian,17,18,100,112,"Potential therapeutic use of the selective dopamine D1 receptor agonist, A-86929: an acute study in parkinsonian levodopa-primed monkeys.",9270571_0,-1,1,1,23399,1
23431,liver disease,2,4,12,25,Epidemic of liver disease caused by hydrochlorofluorocarbons used as ozone-sparing substitutes of chlorofluorocarbons.,9284778_0,-1,1,1,23431,1
23435,hepatotoxicity,6,7,46,60,Limited studies in animals indicate potential hepatotoxicity of some of these compounds.,9284778_2,-1,1,1,23435,1
23436,liver disease,5,7,31,44,"We investigated an epidemic of liver disease in nine industrial workers who had had repeated accidental exposure to a mixture of 1,1-dichloro-2,2,2-trifluoroethane (HCFC 123) and 1-chloro-1,2,2,2-tetrafluoroethane (HCFC 124).",9284778_3,-1,1,1,23436,1
23443,hepatotoxicity,26,27,190,204,"Both compounds are metabolised in the same way as 1-bromo-1-chloro-2,2,2-trifluoroethane (halothane) to form reactive trifluoroacetyl halide intermediates, which have been implicated in the hepatotoxicity of halothane.",9284778_5,-1,1,1,23443,1
23444,liver disease,13,15,65,78,We aimed to test whether HCFCs 123 and 124 can result in serious liver disease.,9284778_6,-1,1,1,23444,1
23465,liver injury,16,18,93,105,INTERPRETATION: Repeated exposure of human beings to HCFCs 123 and 124 can result in serious liver injury in a large proportion of the exposed population.,9284778_12,-1,1,1,23465,1
23467,hepatotoxicity,5,6,32,46,"Although the exact mechanism of hepatotoxicity of these agents is not known, the results suggest that trifluoroacetyl-altered liver proteins are involved.",9284778_13,-1,1,1,23467,1
23481,temporal lobe epilepsy,7,10,60,82,Neuropeptide-Y immunoreactivity in the pilocarpine model of temporal lobe epilepsy.,9305828_0,-1,1,1,23481,1
23488,temporal lobe epilepsy,19,22,121,143,Neuropeptide-Y (NPY) is expressed by granule cells and mossy fibres of the hippocampal dentate gyrus during experimental temporal lobe epilepsy (TLE).,9305828_1,-1,1,1,23488,1
23496,brain damage,24,26,154,166,The pilocarpine (PILO) model of epilepsy is characterized by an acute period of status epilepticus followed by spontaneous recurrent seizures and related brain damage.,9305828_3,-1,1,1,23496,1
23552,ventricular tachycardia,1,3,23,46,Clarithromycin-induced ventricular tachycardia.,9326871_0,-1,1,1,23552,1
23560,Cardiotoxicity,0,1,0,14,Cardiotoxicity has been demonstrated after both intravenous and oral administration of erythromycin but has never been reported with the newer macrolides.,9326871_4,-1,1,1,23560,1
23579,low sexual desire,16,19,96,113,"Every patient was screened for testosterone and 451 were screened for prolactin on the basis of low sexual desire, gynecomastia or testosterone less than 4 ng./ml.",9334596_3,-1,1,1,23579,1
23585,low sexual desire,10,13,81,98,"Main clinical criteria tested regarding efficiency in hormone determination were low sexual desire, small testes and gynecomastia.",9334596_6,-1,1,1,23585,1
23591,hyperprolactinemia,15,16,125,143,Endocrine therapy consisted of testosterone heptylate or human chorionic gonadotropin for hypogonadism and bromocriptine for hyperprolactinemia.,9334596_7,-1,1,1,23591,1
23599,low sexual desire,6,9,42,59,"Determining testosterone only in cases of low sexual desire or abnormal physical examination would have missed 40% of the cases with low testosterone, including 37% of those subsequently improved by androgen therapy.",9334596_13,-1,1,1,23599,1
23602,prolactinoma,2,3,7,19,Only 1 prolactinoma was discovered.,9334596_16,-1,1,1,23602,1
23611,low sexual desire,15,18,85,102,We now advocate that before age 50 years testosterone be determined only in cases of low sexual desire and abnormal physical examination but that it be measured in all men older than 50 years.,9334596_24,-1,1,1,23611,1
23613,low sexual desire,8,11,48,65,"Prolactin should be determined only in cases of low sexual desire, gynecomastia and/or testosterone less than 4 ng./ml.",9334596_25,-1,1,1,23613,1
23643,breast cancer,5,7,43,56,Treatment of previously treated metastatic breast cancer by mitoxantrone and 48-hour continuous infusion of high-dose 5-FU and leucovorin (MFL): low palliative benefit and high treatment-related toxicity.,9390208_0,-1,1,1,23643,1
23649,breast cancer,4,6,32,45,"For previously treated advanced breast cancer, there is no standard second-line therapy.",9390208_1,-1,1,1,23649,1
23657,breast cancer,15,17,107,120,"From October 1993 to November 1995, we treated 13 patients with previously chemotherapy-treated metastatic breast cancer by mitoxantrone, 12 mg/m2, on day 1 and continuous infusion of 5-FU, 3000 mg/m2, together with leucovorin, 300 mg/m2, for 48 h from day 1 to 2.",9390208_3,-1,1,1,23657,1
23676,cardiotoxicity,3,4,22,36,Major toxicities were cardiotoxicity and leukopenia.,9390208_15,-1,1,1,23676,1
23679,breast cancer,5,7,34,47,Administration of this regimen to breast cancer patients who have been treated by chemotherapy and those with impaired heart function requires careful attention.,9390208_18,-1,1,1,23679,1
23681,aplastic anemia,1,3,20,35,Ticlopidine-induced aplastic anemia: report of three Chinese patients and review of the literature.,9401499_0,-1,1,1,23681,1
23682,aplastic anemia,9,11,63,78,"In this study, three Chinese patients with ticlopidine-induced aplastic anemia were reported and another 13 patients in the English literature were reviewed.",9401499_1,-1,1,1,23682,1
23688,bone marrow suppression,17,20,95,118,There seemed to be no direct correlation between the dose or duration used and the severity of bone marrow suppression.,9401499_6,-1,1,1,23688,1
23689,aplastic anemia,3,5,34,49,Treatment for ticlopidine-induced aplastic anemia with colony-stimulating factors seemed to have little effect.,9401499_7,-1,1,1,23689,1
23840,rheumatoid arthritis,3,5,19,39,Four patients with rheumatoid arthritis developed heavy proteinuria after five to 12 months of treatment with D-penicillamine.,950631_1,-1,1,1,23840,1
23881,sensorineural hearing loss,21,24,113,139,"Up until now, the only factor studied has been the effect of the diameter of the spinal needle on post-operative sensorineural hearing loss.",9522143_2,-1,1,1,23881,1
23993,parkinsonian,4,5,33,45,Cortical motor overactivation in parkinsonian patients with L-dopa-induced peak-dose dyskinesia.,9549528_0,-1,1,1,23993,1
23998,parkinsonian,33,34,195,207,"We have studied the regional cerebral blood flow (rCBF) changes induced by the execution of a finger-to-thumb opposition motor task in the supplementary and primary motor cortex of two groups of parkinsonian patients on L-dopa medication, the first one without L-dopa induced dyskinesia (n = 23) and the other with moderate peak-dose dyskinesia (n = 15), and of a group of 14 normal subjects.",9549528_1,-1,1,1,23998,1
24052,breast cancer,8,10,62,75,Iatrogenic risks of endometrial carcinoma after treatment for breast cancer in a large French case-control study.,9579567_0,-1,1,1,24052,1
24054,breast cancer,19,21,104,117,"F  d  ration Nationale des Centres de Lutte Contre le Cancer (FNCLCC).Since tamoxifen is widely used in breast cancer treatment and has been proposed for the prevention of breast cancer, its endometrial iatrogenic effects must be carefully examined.",9579567_1,-1,1,1,24054,1
24055,breast cancer,30,32,172,185,"F  d  ration Nationale des Centres de Lutte Contre le Cancer (FNCLCC).Since tamoxifen is widely used in breast cancer treatment and has been proposed for the prevention of breast cancer, its endometrial iatrogenic effects must be carefully examined.",9579567_1,-1,1,1,24055,1
24056,endometrial cancer,6,8,45,63,We have investigated the association between endometrial cancer and tamoxifen use or other treatments in women treated for breast cancer in a case-control study.,9579567_2,-1,1,1,24056,1
24057,breast cancer,18,20,123,136,We have investigated the association between endometrial cancer and tamoxifen use or other treatments in women treated for breast cancer in a case-control study.,9579567_2,-1,1,1,24057,1
24059,endometrial cancer,2,4,9,27,"Cases of endometrial cancer diagnosed after breast cancer (n = 135) and 467 controls matched for age, year of diagnosis of breast cancer and hospital and survival time with an intact uterus were included.",9579567_3,-1,1,1,24059,1
24060,breast cancer,6,8,44,57,"Cases of endometrial cancer diagnosed after breast cancer (n = 135) and 467 controls matched for age, year of diagnosis of breast cancer and hospital and survival time with an intact uterus were included.",9579567_3,-1,1,1,24060,1
24061,breast cancer,24,26,123,136,"Cases of endometrial cancer diagnosed after breast cancer (n = 135) and 467 controls matched for age, year of diagnosis of breast cancer and hospital and survival time with an intact uterus were included.",9579567_3,-1,1,1,24061,1
24064,endometrial cancer,11,13,72,90,"Women who had received tamoxifen were significantly more likely to have endometrial cancer diagnosed than those who had not (crude relative risk = 4.9, p = 0.0001).",9579567_4,-1,1,1,24064,1
24074,endometrial cancer,3,5,14,32,Women who had endometrial cancer and had received tamoxifen had more advanced disease and poorer prognosis than those with endometrial cancer who had not received this treatment.,9579567_8,-1,1,1,24074,1
24077,endometrial cancer,19,21,123,141,Women who had endometrial cancer and had received tamoxifen had more advanced disease and poorer prognosis than those with endometrial cancer who had not received this treatment.,9579567_8,-1,1,1,24077,1
24078,endometrial cancer,9,11,50,68,"Our results suggest a causal role of tamoxifen in endometrial cancer, particularly when used as currently proposed for breast cancer prevention.",9579567_9,-1,1,1,24078,1
24079,breast cancer,19,21,119,132,"Our results suggest a causal role of tamoxifen in endometrial cancer, particularly when used as currently proposed for breast cancer prevention.",9579567_9,-1,1,1,24079,1
24082,breast cancer,11,13,74,87,Pelvic radiotherapy may be an additional iatrogenic factor for women with breast cancer.,9579567_10,-1,1,1,24082,1
24085,breast cancer,5,7,32,45,Women who receive tamoxifen for breast cancer should be offered gynaecological surveillance during and after treatment.,9579567_12,-1,1,1,24085,1
24088,breast cancer,14,16,92,105,A long-term evaluation of the risk-benefit ratio of tamoxifen as a preventive treatment for breast cancer is clearly warranted.,9579567_13,-1,1,1,24088,1
24090,cardiac arrest,1,3,22,36,Suxamethonium-induced cardiac arrest and death following 5 days of immobilization.,9587734_0,-1,1,1,24090,1
24091,cardiac arrest,7,9,39,53,The present report describes a case of cardiac arrest and subsequent death as a result of hyperkalaemia following the use of suxamethonium in a 23-year-old Malawian woman.,9587734_1,-1,1,1,24091,1
24096,cardiac arrest,9,11,64,78,"Forty seconds after injection of suxamethonium, bradycardia and cardiac arrest occurred.",9587734_3,-1,1,1,24096,1
24106,autoimmune hemolytic anemia,3,6,17,44,"Acute hepatitis, autoimmune hemolytic anemia, and erythroblastocytopenia induced by ceftriaxone.",9625142_0,-1,1,1,24106,1
24110,autoimmune hemolytic anemia,31,34,208,235,"Although the transaminases gradually returned to baseline after withholding the beta lactam antibiotic, there was a gradual increase in serum bilirubin and a decrease in hemoglobin concentration caused by an autoimmune hemolytic anemia and erythroblastocytopenia.",9625142_2,-1,1,1,24110,1
24157,Neurotoxicity,0,1,0,13,"Neurotoxicity was assessed for behavioral (tail-flick test), neurophysiological (nerve conduction velocity in the tail nerve), morphological, morphometrical and analytical effects.",9636837_4,-1,1,1,24157,1
24164,neurotoxicity,7,8,64,77,RESULTS: CBDCA administration induced dose-dependent peripheral neurotoxicity.,9636837_5,-1,1,1,24164,1
24178,neurotoxicity,31,32,167,180,"CONCLUSIONS: CBDCA is neurotoxic in our model, and the type of pathological changes it induces are so closely similar to those caused by CDDP that it is probable that neurotoxicity is induced in the two drugs by the same mechanism.",9636837_9,-1,1,1,24178,1
24183,drug abuse,8,10,61,71,Eating disorders and the associated behavioural problems and drug abuse are uncommon in pregnancy.,9653867_1,-1,1,1,24183,1
24208,locomotor hyperactivity,7,9,43,66,"TRI given repeatedly to rats increases the locomotor hyperactivity induced by d-amphetamine, quinpirole and (+)-7-hydroxy-dipropyloaminotetralin (dopamine D2 and D3 effects).",9660111_6,-1,1,1,24208,1
24288,breast cancer,2,4,14,27,Prevention of breast cancer with tamoxifen: preliminary findings from the Italian randomised trial among hysterectomised women.,9672273_0,-1,1,1,24288,1
24292,breast cancer,9,11,62,75,"BACKGROUND: Tamoxifen is a candidate chemopreventive agent in breast cancer, although the drug may be associated with the development of endometrial cancer.",9672273_2,-1,1,1,24292,1
24294,endometrial cancer,22,24,137,155,"BACKGROUND: Tamoxifen is a candidate chemopreventive agent in breast cancer, although the drug may be associated with the development of endometrial cancer.",9672273_2,-1,1,1,24294,1
24299,breast cancer,28,30,147,160,"METHODS: In October, 1992, we started a double-blind placebo-controlled, randomised trial of tamoxifen in women (mainly in Italy) who did not have breast cancer and who had had a hysterectomy.",9672273_4,-1,1,1,24299,1
24303,breast cancer,10,12,60,73,The primary endpoints are the occurrence of and deaths from breast cancer.,9672273_9,-1,1,1,24303,1
24306,breast cancer,3,5,12,25,41 cases of breast cancer occurred so far; there have been no deaths from breast cancer.,9672273_12,-1,1,1,24306,1
24307,breast cancer,15,17,74,87,41 cases of breast cancer occurred so far; there have been no deaths from breast cancer.,9672273_12,-1,1,1,24307,1
24310,breast cancer,7,9,50,63,"There is a statistically significant reduction of breast cancer among women receiving tamoxifen who also used hormone-replacement therapy during the trial: among 390 women on such therapy and allocated to placebo, we found eight cases of breast cancer compared with one case among 362 women allocated to tamoxifen.",9672273_14,-1,1,1,24310,1
24312,breast cancer,38,40,238,251,"There is a statistically significant reduction of breast cancer among women receiving tamoxifen who also used hormone-replacement therapy during the trial: among 390 women on such therapy and allocated to placebo, we found eight cases of breast cancer compared with one case among 362 women allocated to tamoxifen.",9672273_14,-1,1,1,24312,1
24318,breast cancer,19,21,115,128,"INTERPRETATION: Although this preliminary analysis has low power, in this cohort of women at low-to-normal risk of breast cancer, the postulated protective effects of tamoxifen are not yet apparent.",9672273_16,-1,1,1,24318,1
24321,breast cancer,5,7,26,39,There were no deaths from breast cancer recorded in women in the study.,9672273_18,-1,1,1,24321,1
24382,primary pulmonary hypertension,3,6,18,48,High incidence of primary pulmonary hypertension associated with appetite suppressants in Belgium.,9727773_0,-1,1,1,24382,1
24385,Primary pulmonary hypertension,0,3,0,30,"Primary pulmonary hypertension is a rare, progressive and incurable disease, which has been associated with the intake of appetite suppressant drugs.",9727773_1,-1,1,1,24385,1
24390,primary pulmonary hypertension,3,6,26,56,Thirty-five patients with primary pulmonary hypertension and 85 matched controls were recruited over 32 months (1992-1994) in Belgium.,9727773_3,-1,1,1,24390,1
24399,primary pulmonary hypertension,6,9,31,61,"In 8 patients the diagnosis of primary pulmonary hypertension was uncertain, 5 of them had taken appetite suppressants.",9727773_7,-1,1,1,24399,1
24419,myoclonic jerks,15,17,103,118,"Frequency of absences increased in four children treated with carbamazepine and two of these developed myoclonic jerks, which resolved on withdrawal of carbamazepine.",9746003_4,-1,1,1,24419,1
24474,extrapyramidal symptoms,12,14,91,114,"Conventional agents are associated with unwanted central nervous system effects, including extrapyramidal symptoms (EPS), tardive dyskinesia, sedation, and possible impairment of some cognitive measures, as well as cardiac effects, orthostatic hypotension, hepatic changes, anticholinergic side effects, sexual dysfunction, and weight gain.",9766615_5,-1,1,1,24474,1
24479,orthostatic hypotension,37,39,232,255,"Conventional agents are associated with unwanted central nervous system effects, including extrapyramidal symptoms (EPS), tardive dyskinesia, sedation, and possible impairment of some cognitive measures, as well as cardiac effects, orthostatic hypotension, hepatic changes, anticholinergic side effects, sexual dysfunction, and weight gain.",9766615_5,-1,1,1,24479,1
24482,sexual dysfunction,47,49,304,322,"Conventional agents are associated with unwanted central nervous system effects, including extrapyramidal symptoms (EPS), tardive dyskinesia, sedation, and possible impairment of some cognitive measures, as well as cardiac effects, orthostatic hypotension, hepatic changes, anticholinergic side effects, sexual dysfunction, and weight gain.",9766615_5,-1,1,1,24482,1
